epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.5735148135069255,0.3929238673802969,0.9121621621621622,0.9182389937106918,0.9133038511147964
2,0.30417548885216583,0.2412408475537558,0.8986486486486487,0.9044585987261147,0.9009581721024507
3,0.17662343181468346,0.214014367880048,0.918918918918919,0.9259259259259259,0.9181868435599778
4,0.13867138638286977,0.22659601764501752,0.8986486486486487,0.9079754601226994,0.8970886309194767
5,0.10005787167245069,0.2571876285648024,0.8918918918918919,0.9036144578313253,0.8883360972913212
6,0.06916721769281335,0.29272936581558473,0.8783783783783784,0.8902439024390244,0.8759904182789755
7,0.045569669555973365,0.31821451619317803,0.8918918918918919,0.9036144578313253,0.8883360972913212
8,0.03717830808002602,0.3273608786670642,0.8918918918918919,0.9036144578313253,0.8883360972913212
9,0.02180492548221672,0.348920972618224,0.8918918918918919,0.9036144578313253,0.8883360972913212
10,0.01738786230467864,0.37185755605192705,0.8783783783783784,0.891566265060241,0.8747005712179841
11,0.016219094625321794,0.41043772803292283,0.8716216216216216,0.8862275449101796,0.86723788465082
12,0.009142170801783938,0.4103675261769142,0.8783783783783784,0.8902439024390244,0.8759904182789755
13,0.008715437699228877,0.4241882279527852,0.8783783783783784,0.891566265060241,0.8747005712179841
14,0.0063446756826738854,0.43161110118789775,0.8851351351351351,0.896969696969697,0.8821632577851484
15,0.004080890079274321,0.43983832109920884,0.8851351351351351,0.8957055214723927,0.8834531048461396
16,0.004620774448503161,0.4536532397481072,0.8918918918918919,0.9024390243902439,0.8896259443523125
17,0.0027533616879294198,0.4589406408902849,0.8851351351351351,0.8957055214723927,0.8834531048461396
18,0.0032396776644148034,0.4660875526488117,0.8783783783783784,0.8902439024390244,0.8759904182789755
