,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.4905 ± 0.0430,0.4311 ± 0.0264,0.4272 ± 0.0326,0.4194 ± 0.0284,0.6331 ± 0.0243,0.5192 ± 0.0248,0.4905 ± 0.0430,0.4958 ± 0.0268,0.6590 ± 0.0207,0.4699 ± 0.0126,"[OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 22, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 4}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 6, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 15}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 4}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 3, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 5}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 3})]"
random_forest,0.5535 ± 0.0261,0.4595 ± 0.0311,0.4643 ± 0.0305,0.4580 ± 0.0308,0.7180 ± 0.0137,0.5625 ± 0.0249,0.5535 ± 0.0261,0.5548 ± 0.0232,0.7420 ± 0.0133,0.4812 ± 0.0162,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 614}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 19, 'model__n_estimators': 624}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 10, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 659}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 18, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800})]"
extra_trees,0.5516 ± 0.0233,0.4670 ± 0.0245,0.4672 ± 0.0237,0.4640 ± 0.0231,0.7231 ± 0.0118,0.5664 ± 0.0208,0.5516 ± 0.0233,0.5564 ± 0.0201,0.7455 ± 0.0115,0.4877 ± 0.0136,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 27, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 18, 'model__n_estimators': 237}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 25, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 8, 'model__n_estimators': 231}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 27, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 18, 'model__n_estimators': 237}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 3, 'model__n_estimators': 203}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 17, 'model__n_estimators': 501}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 2, 'model__n_estimators': 268})]"
xgboost,0.5454 ± 0.0235,0.4333 ± 0.0327,0.4356 ± 0.0235,0.4295 ± 0.0288,0.6720 ± 0.0258,0.5138 ± 0.0259,0.5454 ± 0.0235,0.5256 ± 0.0230,0.6966 ± 0.0268,0.4516 ± 0.0155,"[OrderedDict({'model__colsample_bytree': 0.8989833913522101, 'model__gamma': 0.007664353800425085, 'model__learning_rate': 0.19826177613184182, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 403, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 0.011307611944233178, 'model__subsample': 0.7671127555317314}), OrderedDict({'model__colsample_bytree': 0.6156679664274631, 'model__gamma': 0.42624788763704163, 'model__learning_rate': 0.023389282416044363, 'model__max_depth': 7, 'model__min_child_weight': 7, 'model__n_estimators': 364, 'model__reg_alpha': 1.1871063885216634e-07, 'model__reg_lambda': 8.259739455408426e-05, 'model__subsample': 0.6}), OrderedDict({'model__colsample_bytree': 0.8365951287566483, 'model__gamma': 0.0004140604591390222, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 7, 'model__min_child_weight': 2, 'model__n_estimators': 550, 'model__reg_alpha': 0.18203493947015742, 'model__reg_lambda': 3.538920314082845e-05, 'model__subsample': 0.6957225943399703}), OrderedDict({'model__colsample_bytree': 0.7779330049204607, 'model__gamma': 0.981611546594629, 'model__learning_rate': 0.014285310742471472, 'model__max_depth': 6, 'model__min_child_weight': 3, 'model__n_estimators': 381, 'model__reg_alpha': 2.2502872495688767e-07, 'model__reg_lambda': 0.03449315554265826, 'model__subsample': 0.8229361692135205}), OrderedDict({'model__colsample_bytree': 0.6711037254344769, 'model__gamma': 1e-08, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 5, 'model__min_child_weight': 6, 'model__n_estimators': 462, 'model__reg_alpha': 3.481464234859242e-06, 'model__reg_lambda': 9.803232205694496e-08, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 0.8983233835373461, 'model__gamma': 1.0048773322557156e-07, 'model__learning_rate': 0.10682847652420882, 'model__max_depth': 3, 'model__min_child_weight': 7, 'model__n_estimators': 569, 'model__reg_alpha': 7.086464322216404e-08, 'model__reg_lambda': 4.2263893267255096e-07, 'model__subsample': 0.938638264276908}), OrderedDict({'model__colsample_bytree': 0.6031074026211893, 'model__gamma': 0.00049537113388009, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__n_estimators': 335, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 0.00011080239292794767, 'model__subsample': 0.7441456975552291}), OrderedDict({'model__colsample_bytree': 0.9198213766428692, 'model__gamma': 6.462532703922274e-05, 'model__learning_rate': 0.05996280567850356, 'model__max_depth': 8, 'model__min_child_weight': 9, 'model__n_estimators': 487, 'model__reg_alpha': 4.896799575388191e-05, 'model__reg_lambda': 0.0045373459717689526, 'model__subsample': 0.7412335382111885}), OrderedDict({'model__colsample_bytree': 0.8415432261135701, 'model__gamma': 0.009413347932343998, 'model__learning_rate': 0.24333611664092852, 'model__max_depth': 6, 'model__min_child_weight': 3, 'model__n_estimators': 548, 'model__reg_alpha': 0.03605790415373131, 'model__reg_lambda': 4.6536606546201445e-07, 'model__subsample': 0.7588003573012616}), OrderedDict({'model__colsample_bytree': 0.9721521351465583, 'model__gamma': 0.026216876054197428, 'model__learning_rate': 0.17940658735438852, 'model__max_depth': 8, 'model__min_child_weight': 5, 'model__n_estimators': 456, 'model__reg_alpha': 0.0004474773652284131, 'model__reg_lambda': 0.37069079758272117, 'model__subsample': 0.7569922096110946})]"
adaboost,0.5579 ± 0.0240,0.4521 ± 0.0269,0.4465 ± 0.0168,0.4416 ± 0.0178,0.6672 ± 0.0207,0.5279 ± 0.0167,0.5579 ± 0.0240,0.5373 ± 0.0166,0.6966 ± 0.0165,0.4565 ± 0.0135,"[OrderedDict({'model__learning_rate': 0.9945792383870901, 'model__n_estimators': 210}), OrderedDict({'model__learning_rate': 0.9891493880014579, 'model__n_estimators': 499}), OrderedDict({'model__learning_rate': 0.9802737478243017, 'model__n_estimators': 54}), OrderedDict({'model__learning_rate': 0.9999974556053036, 'model__n_estimators': 61}), OrderedDict({'model__learning_rate': 0.9733683011054299, 'model__n_estimators': 428}), OrderedDict({'model__learning_rate': 0.9985209667440254, 'model__n_estimators': 332}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 210}), OrderedDict({'model__learning_rate': 0.999372258113061, 'model__n_estimators': 64}), OrderedDict({'model__learning_rate': 0.9779158230704288, 'model__n_estimators': 498}), OrderedDict({'model__learning_rate': 0.9993760875354836, 'model__n_estimators': 488})]"
svm,0.5454 ± 0.0150,0.4683 ± 0.0224,0.4661 ± 0.0210,0.4643 ± 0.0204,0.7244 ± 0.0145,0.5630 ± 0.0207,0.5454 ± 0.0150,0.5522 ± 0.0165,0.7450 ± 0.0149,0.4858 ± 0.0103,"[OrderedDict({'model__C': 105.76211650904162, 'model__class_weight': 'balanced', 'model__gamma': 0.0003288899095731611, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 7.40294850209345e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.8214548318355843, 'model__class_weight': 'balanced', 'model__gamma': 0.003036221966512504, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 367.1159970700743, 'model__class_weight': 'balanced', 'model__gamma': 2.8353200671230566e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.26733544541890863, 'model__class_weight': 'balanced', 'model__gamma': 0.037345642637067064, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 46.106920879162686, 'model__class_weight': 'balanced', 'model__gamma': 0.000613723252281714, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 218.9684479390609, 'model__class_weight': 'balanced', 'model__gamma': 2.0466880727612192e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.0952566916141653, 'model__class_weight': 'balanced', 'model__gamma': 0.010372623819634321, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 45.315919045691736, 'model__class_weight': 'balanced', 'model__gamma': 0.0008588843900398055, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 6.377750349222882e-05, 'model__kernel': 'rbf'})]"
logistic_regression,0.5498 ± 0.0269,0.4600 ± 0.0248,0.4590 ± 0.0261,0.4579 ± 0.0253,0.7115 ± 0.0265,0.5530 ± 0.0230,0.5498 ± 0.0269,0.5501 ± 0.0235,0.7359 ± 0.0241,0.4814 ± 0.0122,"[OrderedDict({'model__C': 0.05825408110453515, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.08410014838786087, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.18214548318355844, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.036772873309347205, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0024833562019701545, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.018073332277968684, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.013028977080438282, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.002641588402086513, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0184910737028921, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.004582194957385893, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.5516 ± 0.0287,0.4481 ± 0.0349,0.4326 ± 0.0243,0.4276 ± 0.0282,0.6341 ± 0.0233,0.5162 ± 0.0276,0.5516 ± 0.0287,0.5213 ± 0.0262,0.6618 ± 0.0240,0.4492 ± 0.0146,"[OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 7, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'})]"
gaussian_nb,0.5553 ± 0.0232,0.4724 ± 0.0210,0.4708 ± 0.0213,0.4601 ± 0.0212,0.7041 ± 0.0194,0.5568 ± 0.0189,0.5553 ± 0.0232,0.5476 ± 0.0191,0.7190 ± 0.0192,0.4612 ± 0.0174,"[OrderedDict({'model__var_smoothing': 1.0340016434251915e-10}), OrderedDict({'model__var_smoothing': 6.016307829589916e-09}), OrderedDict({'model__var_smoothing': 9.683489993588603e-09}), OrderedDict({'model__var_smoothing': 1.1668420170197412e-09}), OrderedDict({'model__var_smoothing': 2.2364202820542707e-07}), OrderedDict({'model__var_smoothing': 7.702097254046904e-10}), OrderedDict({'model__var_smoothing': 3.7885121878622386e-08}), OrderedDict({'model__var_smoothing': 4.855325922933473e-07}), OrderedDict({'model__var_smoothing': 4.526310372901514e-10}), OrderedDict({'model__var_smoothing': 5.043810395691633e-08})]"
