epoch,train_loss,val_loss,val_acc,val_f1_macro,val_recall_0,val_recall_1,val_recall_2,fold
14,0.11426088976305585,0.40979284917314845,0.875,0.8320538720538719,0.8780487804878049,0.9166666666666666,0.5714285714285714,3
15,0.10451246546797974,0.4349481525520484,0.875,0.7941463414634146,0.9024390243902439,0.9166666666666666,0.42857142857142855,3
16,0.107106419886614,0.43106793612241745,0.8854166666666666,0.8395335468506199,0.9024390243902439,0.9166666666666666,0.5714285714285714,3
17,0.0944607135341611,0.45472915346423787,0.875,0.7941463414634146,0.9024390243902439,0.9166666666666666,0.42857142857142855,3
18,0.08880852507643922,0.46973989345133305,0.8958333333333334,0.8469648538495355,0.926829268292683,0.9166666666666666,0.5714285714285714,3
19,0.07259280631362006,0.478499760851264,0.875,0.7941463414634146,0.9024390243902439,0.9166666666666666,0.42857142857142855,3
20,0.08321340009570122,0.4852941408753395,0.875,0.7941463414634146,0.9024390243902439,0.9166666666666666,0.42857142857142855,3
21,0.07247917066913011,0.4941170495003462,0.875,0.7941463414634146,0.9024390243902439,0.9166666666666666,0.42857142857142855,3
22,0.07864951713140621,0.500649094581604,0.875,0.7941463414634146,0.9024390243902439,0.9166666666666666,0.42857142857142855,3
1,0.8699444069418796,0.5911426941553751,0.8541666666666666,0.5922276956759714,0.975609756097561,0.875,0.0,4
2,0.45645759334397873,0.32157239069541294,0.8541666666666666,0.5929882874327319,0.9024390243902439,0.9375,0.0,4
3,0.32728998286779537,0.27076709146300953,0.8541666666666666,0.5931056444550593,0.8780487804878049,0.9583333333333334,0.0,4
4,0.2845267259104307,0.26951323573788005,0.8541666666666666,0.6717024041585445,0.8292682926829268,0.9791666666666666,0.14285714285714285,4
5,0.26052969749583754,0.26007381826639175,0.90625,0.8378807325522019,0.9512195121951219,0.9166666666666666,0.5714285714285714,4
6,0.2324376213689183,0.2618679652611415,0.8541666666666666,0.7647585309536166,0.8536585365853658,0.9166666666666666,0.42857142857142855,4
7,0.21979743065529092,0.2634846791625023,0.875,0.8154851684263448,0.8536585365853658,0.9375,0.5714285714285714,4
8,0.21011069569476815,0.26423468068242073,0.875,0.7793672014260249,0.9512195121951219,0.875,0.42857142857142855,4
9,0.18735472497551942,0.29191770901282627,0.8854166666666666,0.8378844010722569,0.9512195121951219,0.8541666666666666,0.7142857142857143,4
10,0.18187166123196136,0.30204911530017853,0.8541666666666666,0.8032407407407406,0.8780487804878049,0.8541666666666666,0.7142857142857143,4
11,0.15482546499995298,0.31849275529384613,0.875,0.8414423740510696,0.926829268292683,0.8333333333333334,0.8571428571428571,4
12,0.14717833406703418,0.3287731471161048,0.8541666666666666,0.8032951577255374,0.8536585365853658,0.875,0.7142857142857143,4
13,0.13281090294205866,0.3361431335409482,0.84375,0.7956758304696449,0.8536585365853658,0.8541666666666666,0.7142857142857143,4
14,0.13019896236269973,0.36184397836526233,0.8541666666666666,0.8263888888888888,0.8536585365853658,0.8541666666666666,0.8571428571428571,4
15,0.13267454905218856,0.3839720239241918,0.84375,0.807596084685868,0.8048780487804879,0.875,0.8571428571428571,4
16,0.12938136456664218,0.35059887915849686,0.875,0.8545423232584173,0.8536585365853658,0.8958333333333334,0.8571428571428571,4
17,0.11716673263283663,0.38260626296202344,0.84375,0.8076793498261056,0.8292682926829268,0.8541666666666666,0.8571428571428571,4
18,0.10618513427501501,0.38250112533569336,0.8541666666666666,0.8153749896583106,0.8536585365853658,0.8541666666666666,0.8571428571428571,4
19,0.10290279656995174,0.3927146891752879,0.84375,0.8076793498261056,0.8292682926829268,0.8541666666666666,0.8571428571428571,4
20,0.10787739939121313,0.4039655551314354,0.84375,0.8076793498261056,0.8292682926829268,0.8541666666666666,0.8571428571428571,4
1,0.9301305781963259,0.6698538462320963,0.8333333333333334,0.5782345066540673,0.9024390243902439,0.8958333333333334,0.0,5
2,0.47105303628500117,0.34292039771874744,0.8645833333333334,0.5999528524281,0.9512195121951219,0.9166666666666666,0.0,5
3,0.3338615637879039,0.3047695457935333,0.8541666666666666,0.5928025828805418,0.926829268292683,0.9166666666666666,0.0,5
4,0.2722265504127325,0.30935338884592056,0.8229166666666666,0.5747461261479953,0.8292682926829268,0.9375,0.0,5
5,0.2568654946116514,0.29133568952480954,0.84375,0.5895117540687161,0.8780487804878049,0.9375,0.0,5
6,0.2360507649737735,0.29468036194642383,0.8854166666666666,0.8097578347578347,0.9024390243902439,0.9166666666666666,0.5714285714285714,5
7,0.22033676976381347,0.28981998562812805,0.8645833333333334,0.7281165064297594,0.926829268292683,0.8958333333333334,0.2857142857142857,5
8,0.21596006492889205,0.2890360864500205,0.875,0.7795560721550393,0.926829268292683,0.8958333333333334,0.42857142857142855,5
9,0.18499329422795496,0.30048730224370956,0.8854166666666666,0.7431202379497209,0.926829268292683,0.9375,0.2857142857142857,5
10,0.17025855533605397,0.2974812847872575,0.8854166666666666,0.7987660381703909,0.926829268292683,0.8958333333333334,0.5714285714285714,5
11,0.1608410128327303,0.3066271133720875,0.8854166666666666,0.7431202379497209,0.926829268292683,0.9375,0.2857142857142857,5
12,0.15432132903573126,0.3099694785972436,0.8958333333333334,0.8172051346654521,0.926829268292683,0.9166666666666666,0.5714285714285714,5
13,0.130807074609884,0.30953969185551006,0.875,0.7913265306122449,0.9024390243902439,0.8958333333333334,0.5714285714285714,5
14,0.12747415290322414,0.33507602165142697,0.8541666666666666,0.7762881562881563,0.8536585365853658,0.8958333333333334,0.5714285714285714,5
15,0.11017999463649683,0.32775622606277466,0.8854166666666666,0.8097578347578347,0.9024390243902439,0.9166666666666666,0.5714285714285714,5
16,0.10497918846302254,0.33762405688563984,0.8854166666666666,0.8096039406072094,0.926829268292683,0.8958333333333334,0.5714285714285714,5
17,0.09972755898786492,0.34652090320984524,0.8854166666666666,0.7987660381703909,0.926829268292683,0.8958333333333334,0.5714285714285714,5
18,0.09596843274180279,0.3444770115117232,0.8958333333333334,0.8172051346654521,0.926829268292683,0.9166666666666666,0.5714285714285714,5
19,0.08947667615531489,0.34617139647404355,0.8854166666666666,0.8097578347578347,0.9024390243902439,0.9166666666666666,0.5714285714285714,5
20,0.08337299208654914,0.36532375899453956,0.8958333333333334,0.8169923282875091,0.9512195121951219,0.8958333333333334,0.5714285714285714,5
21,0.08015689060178607,0.3592546532551448,0.8854166666666666,0.8097578347578347,0.9024390243902439,0.9166666666666666,0.5714285714285714,5
22,0.08244126387980096,0.36018797382712364,0.90625,0.8246068741416993,0.9512195121951219,0.9166666666666666,0.5714285714285714,5
23,0.07286770795147086,0.3636896573007107,0.8854166666666666,0.8097578347578347,0.9024390243902439,0.9166666666666666,0.5714285714285714,5
1,0.9889842601709588,0.6934083898862203,0.84375,0.5851538642236317,0.9512195121951219,0.875,0.0,6
2,0.4716298429078834,0.4009551405906677,0.84375,0.5851538642236317,0.9512195121951219,0.875,0.0,6
3,0.328984086735304,0.38946010917425156,0.8333333333333334,0.5777621393384941,0.9512195121951219,0.8541666666666666,0.0,6
4,0.28561148210320364,0.3851606100797653,0.8645833333333334,0.7391335233579298,0.9512195121951219,0.875,0.2857142857142857,6
5,0.2620606898568397,0.3933623532454173,0.8333333333333334,0.7857142857142857,0.8780487804878049,0.8333333333333334,0.5714285714285714,6
6,0.23882591128349304,0.4103897487123807,0.8645833333333334,0.8078111481893462,0.9512195121951219,0.8333333333333334,0.5714285714285714,6
7,0.21306786918362905,0.43840476870536804,0.8541666666666666,0.7865874754930227,0.9512195121951219,0.8125,0.5714285714285714,6
8,0.18934216315663138,0.42508768290281296,0.84375,0.7931200550395596,0.9024390243902439,0.8333333333333334,0.5714285714285714,6
9,0.18684144085922907,0.42620669056971866,0.8645833333333334,0.8078111481893462,0.9512195121951219,0.8333333333333334,0.5714285714285714,6
10,0.17508736633977226,0.46535082658131915,0.8541666666666666,0.7865874754930227,0.9512195121951219,0.8125,0.5714285714285714,6
11,0.1519075525707977,0.45788535724083584,0.8645833333333334,0.8226600985221676,0.9512195121951219,0.8125,0.7142857142857143,6
12,0.14403894962959513,0.4620734825730324,0.8541666666666666,0.8004838088954863,0.926829268292683,0.8333333333333334,0.5714285714285714,6
13,0.14042985647223716,0.4957329382499059,0.8541666666666666,0.8152775771582648,0.926829268292683,0.8125,0.7142857142857143,6
14,0.14294537905343743,0.48690107216437656,0.8229166666666666,0.7803379416282642,0.8780487804878049,0.7916666666666666,0.7142857142857143,6
15,0.13757376168356386,0.4970598990718524,0.8541666666666666,0.8152775771582648,0.926829268292683,0.8125,0.7142857142857143,6
16,0.11901485701633054,0.5130591938893,0.8645833333333334,0.8226600985221676,0.9512195121951219,0.8125,0.7142857142857143,6
17,0.1181193781106971,0.5006248181064924,0.8541666666666666,0.8152775771582648,0.926829268292683,0.8125,0.7142857142857143,6
18,0.11141751003126765,0.5127901832262675,0.8333333333333334,0.7877806194941744,0.9024390243902439,0.7916666666666666,0.7142857142857143,6
19,0.11673048653228338,0.5239364927013715,0.8333333333333334,0.7769810508182601,0.926829268292683,0.7708333333333334,0.7142857142857143,6
1,0.9208961321640237,0.7010206172340795,0.8315789473684211,0.5808130081300813,0.925,0.8936170212765957,0.0,7
2,0.45914862788651184,0.4267028243918168,0.8421052631578947,0.5880491663624193,0.95,0.8936170212765957,0.0,7
3,0.3120662921327886,0.39049902338730663,0.8315789473684211,0.5808130081300813,0.925,0.8936170212765957,0.0,7
4,0.2768809872568,0.37514818844042325,0.8421052631578947,0.6577153650324382,0.925,0.8936170212765957,0.125,7
5,0.26265282248786104,0.3820648620003148,0.8421052631578947,0.6577153650324382,0.925,0.8936170212765957,0.125,7
6,0.2190522534922025,0.37641479906282926,0.8526315789473684,0.7200000000000001,0.9,0.9148936170212766,0.25,7
7,0.2094222327627233,0.4039622833854274,0.8421052631578947,0.7123090299341697,0.925,0.8723404255319149,0.25,7
8,0.19656142307300462,0.3988267835817839,0.8421052631578947,0.7123090299341697,0.925,0.8723404255319149,0.25,7
9,0.18259506545415738,0.4003844744280765,0.8421052631578947,0.7785818133756278,0.875,0.8723404255319149,0.5,7
10,0.17050345216063256,0.4144474230314556,0.8421052631578947,0.7785818133756278,0.875,0.8723404255319149,0.5,7
11,0.1561393524053897,0.45825490449604234,0.8421052631578947,0.7123090299341697,0.925,0.8723404255319149,0.25,7
12,0.14367387643674526,0.45837964007728976,0.8526315789473684,0.7860049034106967,0.925,0.851063829787234,0.5,7
13,0.1419206304469175,0.4585579426665055,0.8421052631578947,0.7785128863434383,0.9,0.851063829787234,0.5,7
14,0.13142304531321292,0.48970077665228595,0.8526315789473684,0.7637291590604843,0.925,0.8723404255319149,0.375,7
15,0.12159257214278432,0.5240859414401807,0.8421052631578947,0.7561707298549404,0.925,0.851063829787234,0.375,7
16,0.13426235172806716,0.4998611280792638,0.8631578947368421,0.7936605115039005,0.925,0.8723404255319149,0.5,7
17,0.11276787890253305,0.5144933380578693,0.8421052631578947,0.7445571760727119,0.925,0.851063829787234,0.375,7
18,0.11250151882032484,0.5383021837786625,0.8315789473684211,0.7369132049983115,0.925,0.8297872340425532,0.375,7
19,0.10207664694866375,0.5391233026981354,0.8421052631578947,0.7783488912521171,0.925,0.8297872340425532,0.5,7
1,0.9835973743362294,0.6602920268711291,0.8631578947368421,0.603186244550381,0.95,0.9361702127659575,0.0,8
2,0.478397182419325,0.32965590796972577,0.8631578947368421,0.6034984228421613,0.925,0.9574468085106383,0.0,8
3,0.34407397711803134,0.29602888226509094,0.8421052631578947,0.5887445887445887,0.875,0.9574468085106383,0.0,8
4,0.29466930824428206,0.27569176899759396,0.8631578947368421,0.6730285176887119,0.9,0.9574468085106383,0.125,8
5,0.26597822799361404,0.28027148968295046,0.8736842105263158,0.7676923076923078,0.9,0.9361702127659575,0.375,8
6,0.23561185411459892,0.28411390718660856,0.8736842105263158,0.7676923076923078,0.9,0.9361702127659575,0.375,8
7,0.228004950956462,0.29713712334632875,0.8631578947368421,0.7601260126012601,0.875,0.9361702127659575,0.375,8
8,0.2013066938529862,0.3131001077200237,0.8631578947368421,0.7601260126012601,0.875,0.9361702127659575,0.375,8
9,0.17727027260606434,0.33241895813690986,0.8631578947368421,0.7601260126012601,0.875,0.9361702127659575,0.375,8
10,0.17342484841484504,0.3515351069600959,0.8736842105263158,0.7676923076923078,0.9,0.9361702127659575,0.375,8
11,0.15935158473412472,0.3513734547715438,0.8736842105263158,0.7676923076923078,0.9,0.9361702127659575,0.375,8
12,0.15138334773900583,0.3673755717904944,0.8421052631578947,0.7042473792601539,0.85,0.9361702127659575,0.25,8
13,0.1368181144820827,0.36304524164450797,0.8526315789473684,0.7118241235888295,0.875,0.9361702127659575,0.25,8
14,0.13362381958622274,0.366448942611092,0.8315789473684211,0.6965967365967366,0.825,0.9361702127659575,0.25,8
15,0.13183998834432625,0.38057230209049425,0.8526315789473684,0.7118241235888295,0.875,0.9361702127659575,0.25,8
16,0.11688216981606755,0.3942942892250262,0.8526315789473684,0.7118241235888295,0.875,0.9361702127659575,0.25,8
17,0.11890030511234141,0.41900652992097953,0.8210526315789474,0.6888654888654889,0.8,0.9361702127659575,0.25,8
18,0.10383816021867745,0.41848272273415016,0.8210526315789474,0.6888654888654889,0.8,0.9361702127659575,0.25,8
19,0.10589526346197804,0.43370441574799384,0.8210526315789474,0.6888654888654889,0.8,0.9361702127659575,0.25,8
1,0.9030252570474605,0.5717308966737045,0.8421052631578947,0.5844155844155844,0.926829268292683,0.8936170212765957,0.0,9
2,0.4275397918988603,0.3654067359472576,0.8315789473684211,0.5769507803121249,0.926829268292683,0.8723404255319149,0.0,9
3,0.32559631844500075,0.3472573929711392,0.8210526315789474,0.5699106496015455,0.8780487804878049,0.8936170212765957,0.0,9
4,0.2754969043044955,0.3477362400607059,0.8421052631578947,0.7035011771853877,0.926829268292683,0.851063829787234,0.2857142857142857,9
5,0.24699979373248473,0.33767953499367365,0.8631578947368421,0.7931680722378397,0.9512195121951219,0.8297872340425532,0.5714285714285714,9
6,0.23362033638527724,0.3484787465710389,0.8526315789473684,0.8022064617809298,0.8780487804878049,0.851063829787234,0.7142857142857143,9
7,0.21422268187196689,0.36074749309765664,0.8421052631578947,0.7944750415246088,0.8780487804878049,0.8297872340425532,0.7142857142857143,9
8,0.2031217050477949,0.36117778106739645,0.8631578947368421,0.8091919983741254,0.9512195121951219,0.8085106382978723,0.7142857142857143,9
9,0.18837892327297578,0.38410411461403493,0.8210526315789474,0.7688006106464887,0.8536585365853658,0.8085106382978723,0.7142857142857143,9
10,0.16602885868491196,0.42260590823073135,0.8105263157894737,0.7355309423347398,0.8292682926829268,0.8297872340425532,0.5714285714285714,9
11,0.15251519097476054,0.47510468904909336,0.8105263157894737,0.7445347786811203,0.8780487804878049,0.7659574468085106,0.7142857142857143,9
12,0.13490802639798974,0.44011315232829046,0.8421052631578947,0.7945906432748537,0.8536585365853658,0.851063829787234,0.7142857142857143,9
13,0.1252227647210559,0.45207508818099373,0.8315789473684211,0.7868838105244724,0.8536585365853658,0.8297872340425532,0.7142857142857143,9
14,0.11935292394630585,0.4509808513679002,0.8315789473684211,0.7868838105244724,0.8536585365853658,0.8297872340425532,0.7142857142857143,9
15,0.11754379164682795,0.4738142673906527,0.8210526315789474,0.7688006106464887,0.8536585365853658,0.8085106382978723,0.7142857142857143,9
16,0.11252549552855176,0.49134751636730994,0.8210526315789474,0.7688006106464887,0.8536585365853658,0.8085106382978723,0.7142857142857143,9
17,0.09662088625453213,0.4881726050063183,0.8315789473684211,0.7868838105244724,0.8536585365853658,0.8297872340425532,0.7142857142857143,9
18,0.08572147713063348,0.5247657924890519,0.8315789473684211,0.776595744680851,0.8536585365853658,0.8297872340425532,0.7142857142857143,9
19,0.0913890656451592,0.5284170988358949,0.8315789473684211,0.776595744680851,0.8536585365853658,0.8297872340425532,0.7142857142857143,9
20,0.0878393441334834,0.5151613911515788,0.8421052631578947,0.7945906432748537,0.8536585365853658,0.851063829787234,0.7142857142857143,9
1,0.9865128808459062,0.6595157359775744,0.8421052631578947,0.583732057416268,0.975609756097561,0.851063829787234,0.0,10
2,0.45703792417990896,0.36370192577964383,0.8526315789473684,0.5921084483175987,0.9024390243902439,0.9361702127659575,0.0,10
3,0.3243557728056847,0.31179448993582476,0.8631578947368421,0.5993721323351847,0.926829268292683,0.9361702127659575,0.0,10
4,0.2820714492173422,0.28977096269005226,0.8736842105263158,0.6065863453815261,0.9512195121951219,0.9361702127659575,0.0,10
5,0.25245845719358506,0.2985171970568205,0.8526315789473684,0.7781799899446958,0.8292682926829268,0.9361702127659575,0.42857142857142855,10
6,0.22753638856363906,0.273981647742422,0.9052631578947369,0.8156585103299797,0.9512195121951219,0.9361702127659575,0.42857142857142855,10
7,0.2213967523854507,0.27728248834609986,0.8947368421052632,0.7936823049774858,0.9512195121951219,0.9148936170212766,0.42857142857142855,10
8,0.20400929490794426,0.2908936255856564,0.8736842105263158,0.8147392290249433,0.8780487804878049,0.9148936170212766,0.5714285714285714,10
9,0.1896690296552184,0.30873087770060487,0.8736842105263158,0.7789489835059454,0.8780487804878049,0.9361702127659575,0.42857142857142855,10
10,0.1747466820518245,0.31095090539831866,0.9052631578947369,0.8010328852434115,0.975609756097561,0.9148936170212766,0.42857142857142855,10
11,0.16993134685994302,0.294660168572476,0.8842105263157894,0.786293917297186,0.926829268292683,0.9148936170212766,0.42857142857142855,10
12,0.1468840954645724,0.33569067465631586,0.8842105263157894,0.7652132813423136,0.975609756097561,0.8723404255319149,0.42857142857142855,10
13,0.13891947710763286,0.314447894221858,0.8842105263157894,0.7746565208201227,0.9512195121951219,0.8936170212765957,0.42857142857142855,10
14,0.12996002484835537,0.3259070829341286,0.8947368421052632,0.8162535576019297,0.9512195121951219,0.8936170212765957,0.5714285714285714,10
15,0.11877114411863161,0.33915640680413495,0.8842105263157894,0.7976360125602255,0.9512195121951219,0.8723404255319149,0.5714285714285714,10
16,0.11965464001670739,0.3480253683893304,0.8947368421052632,0.781999324552516,0.975609756097561,0.8936170212765957,0.42857142857142855,10
17,0.10747491438525894,0.3519640859804655,0.8736842105263158,0.8013216207660653,0.9024390243902439,0.8936170212765957,0.5714285714285714,10
18,0.10835445301042616,0.35485699365013523,0.8842105263157894,0.8088081366643626,0.926829268292683,0.8936170212765957,0.5714285714285714,10
19,0.10231169679664015,0.3566097529310929,0.8947368421052632,0.8162535576019297,0.9512195121951219,0.8936170212765957,0.5714285714285714,10
20,0.10339017626888937,0.36718163302070217,0.8947368421052632,0.8162535576019297,0.9512195121951219,0.8936170212765957,0.5714285714285714,10
21,0.09728983316341205,0.3744504439203363,0.8842105263157894,0.8088081366643626,0.926829268292683,0.8936170212765957,0.5714285714285714,10
