epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.36894106908827873,0.2230596555019516,0.9084967320261438,0.9123063683304647,0.9113924050632911
2,0.19421113538060417,0.2204403338673847,0.9150326797385621,0.9172117039586919,0.9192546583850931
3,0.14503415135297856,0.23944736861325558,0.9150326797385621,0.9160929432013769,0.9202453987730062
4,0.13815840511428842,0.24903392134343877,0.9150326797385621,0.9160929432013769,0.9202453987730062
5,0.12485454376610133,0.27871786924748637,0.9084967320261438,0.9089500860585198,0.9146341463414634
6,0.09551846227950055,0.3128780620598715,0.9019607843137255,0.9018072289156627,0.9090909090909091
7,0.08937976981395834,0.3345892051222667,0.9084967320261438,0.9089500860585198,0.9146341463414634
8,0.07162920163057244,0.35747891827638634,0.8954248366013072,0.8946643717728056,0.9036144578313253
9,0.06771093877926472,0.3980881774591075,0.8954248366013072,0.8946643717728056,0.9036144578313253
10,0.05890431071041166,0.40014032218483536,0.8954248366013072,0.8946643717728056,0.9036144578313253
11,0.04845301834515825,0.4277358449070282,0.8954248366013072,0.8946643717728056,0.9036144578313253
12,0.03679806516702407,0.4496954785647735,0.9019607843137255,0.9029259896729775,0.9079754601226994
