modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain
agglo,909,909,2,"{0: 525, 1: 384}",0.15379604819044904,64.71721655125201,3.5050534738101455,0.4252579673379833,0.4295265214697779,0.42738158642247437,0.45702955666291933,0.426920260179933,0.42738158642247437,examen_motor
kmeans,909,909,2,"{0: 635, 1: 274}",0.20415600176039617,82.4019499163878,3.0764586654705637,0.29344895508499724,0.32980608452927185,0.31056708645528724,0.22702240387998004,0.30998193032567484,0.31056708645528724,examen_motor
gmm,909,909,2,"{0: 316, 1: 593}",0.1885271460933309,74.18830935711718,3.3007185752318717,0.3351125732676072,0.3568669301398661,0.3456477964575226,0.30483919312895186,0.3451066445216174,0.3456477964575226,examen_motor
agglo,909,909,2,"{0: 270, 1: 639}",0.1953305220467386,77.4608989782526,3.058507716386523,0.15439383228226675,0.17459074862364293,0.1638723291335257,0.12395486989536943,0.16316059786296594,0.16387232913352567,impacto_motor
kmeans,909,909,2,"{0: 731, 1: 178}",0.3000937600253678,105.82243001882607,2.4942462404871284,0.13273915762050353,0.1846353810600731,0.15444430451632,0.05587849137769877,0.1536545343573128,0.15444430451631996,impacto_motor
gmm,909,909,2,"{0: 639, 1: 270}",0.25412796802909954,64.37705851217089,3.522465708937998,0.16625542271704222,0.18800400434287645,0.1764621225406932,0.13353618880203658,0.1757611079943491,0.17646212254069318,impacto_motor
agglo,909,909,2,"{0: 307, 1: 602}",0.10967889019361335,30.153279001147087,5.133424403065638,0.0030380208173235246,0.0032678647673327135,0.00314875398802406,-0.001323802562783697,0.0023203166597472982,0.00314875398802406,non_motor
kmeans,909,909,2,"{0: 223, 1: 686}",0.18126661979931474,54.14503451308905,3.6722285223990694,0.019026640237558585,0.023492310958821722,0.02102496587453022,0.003665738054387828,0.020157050258210022,0.02102496587453022,non_motor
gmm,909,909,2,"{0: 53, 1: 856}",0.2681358034262025,38.137646628274524,2.516095995285948,0.005213366060158262,0.01613412123796428,0.00788037288865178,-0.005783027879659418,0.006667939560232487,0.00788037288865178,non_motor
agglo,909,909,2,"{0: 551, 1: 358}",0.15753221617720978,62.28626115818801,3.5895174365848224,0.3724067725773205,0.38211072123016826,0.37719634502424526,0.38267548106284544,0.3766906306331275,0.37719634502424526,MOTOR
kmeans,909,909,2,"{0: 277, 1: 632}",0.20392128330045786,75.23706426775954,3.2394978320959753,0.3135828535655086,0.3508591864173512,0.33117538703380034,0.2420759826705279,0.3306089299920883,0.33117538703380034,MOTOR
gmm,909,909,2,"{0: 631, 1: 278}",0.20332582199827548,74.9326152682514,3.247579479595724,0.3072962681557647,0.3433201661156577,0.32431091584122573,0.2399139954678659,0.32373904547946336,0.32431091584122573,MOTOR
agglo,909,909,2,"{0: 441, 1: 468}",0.11023690198821505,45.990586442952306,4.043999714714209,0.3691430096527781,0.3665842037492386,0.3678591570303065,0.4482499180193459,0.36735420033705546,0.3678591570303066,FULL
kmeans,909,909,2,"{0: 644, 1: 265}",0.20054427451276,64.33482248740633,3.4846471430311268,0.2867218264324113,0.3268139501739666,0.3054579578578945,0.21236213584524075,0.3048645255250993,0.3054579578578944,FULL
gmm,909,909,2,"{0: 654, 1: 255}",0.20149384946256343,63.692843670085445,3.473830395919103,0.271389662631533,0.31458369882529497,0.29139469303287313,0.1922684624353591,0.2907844466172404,0.2913946930328731,FULL
