modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain,LDA_components
agglo,909,909,2,"{0: 477, 1: 432}",0.713074197597912,4046.460702196681,0.3799123390227055,0.6586919615855442,0.6548678869290324,0.6567743578771211,0.7042362773600873,0.6565000308208683,0.656774357877121,examen_motor,1
kmeans,909,909,2,"{0: 426, 1: 483}",0.7127591474919658,4060.6633591794066,0.38079155211978977,0.6407936671940504,0.6377569175728461,0.6392716860152796,0.6822196861156147,0.6389832136446357,0.6392716860152796,examen_motor,1
gmm,909,909,2,"{0: 479, 1: 430}",0.6823835519832557,3281.0344874449856,0.3915988017682236,0.6916162638285118,0.687827426766235,0.6897166420091266,0.7840258431676627,0.6894686032293351,0.6897166420091266,examen_motor,1
agglo,909,909,2,"{0: 483, 1: 426}",0.6350819145286227,2443.0535414965316,0.48414890943958433,0.47407352103687284,0.47182686558577314,0.4729475252393001,0.5443872608163632,0.47252604438805107,0.4729475252393001,impacto_motor,1
kmeans,909,909,2,"{0: 509, 1: 400}",0.635664936415536,2480.8919965607756,0.48399548007634713,0.4332052874284775,0.43444559459518467,0.43382455450211876,0.4812358838022139,0.43337004826071446,0.43382455450211865,impacto_motor,1
gmm,909,909,2,"{0: 480, 1: 429}",0.615359979375778,2154.4600068139275,0.49146976099160405,0.4992708363065471,0.4966226937562119,0.4979432442438881,0.6044955784519891,0.4975418673894233,0.49794324424388803,impacto_motor,1
agglo,909,909,2,"{0: 503, 1: 406}",0.5620493281755223,1653.7919670135875,0.5986742073818001,0.13861411668980275,0.13870718807839297,0.13866063676632304,0.1897755404872862,0.1379699437148343,0.13866063676632306,non_motor,1
kmeans,909,909,2,"{0: 355, 1: 554}",0.5774867998588631,1704.902288002574,0.5724168297547402,0.1343588129760629,0.13815782158278073,0.13623183730615837,0.187577507462736,0.13552970762163208,0.13623183730615837,non_motor,1
gmm,909,909,2,"{0: 276, 1: 633}",0.5829736505115627,1592.7472898939277,0.5301418216527944,0.12515150106968748,0.14023619012008937,0.13226513723481495,0.16990517743376043,0.1315296960173739,0.13226513723481492,non_motor,1
agglo,909,909,2,"{0: 472, 1: 437}",0.722267561795618,4466.420189066827,0.3593255859496947,0.6629819910670474,0.6586718737990332,0.6608199044541732,0.7153758021448381,0.6605489066547505,0.6608199044541732,MOTOR,1
kmeans,909,909,2,"{0: 478, 1: 431}",0.7229013011128995,4488.984664940547,0.3600094131690524,0.6446723735082878,0.6410329320562453,0.6428475017052564,0.6931859327316838,0.6425620202304282,0.6428475017052563,MOTOR,1
gmm,909,909,2,"{0: 484, 1: 425}",0.6997178681637891,3772.364541446477,0.3660190867878055,0.6658080929476902,0.6627876032700664,0.6642944146498061,0.7646374280352096,0.6640259252507114,0.6642944146498062,MOTOR,1
agglo,909,909,2,"{0: 464, 1: 445}",0.7217979894874818,4446.510022042756,0.3590730823755693,0.6673836459042051,0.6625444760550315,0.6649552569080137,0.7303632612221012,0.664687665268708,0.6649552569080137,FULL,1
kmeans,909,909,2,"{0: 469, 1: 440}",0.7215523793857164,4455.033911769325,0.3600116058193883,0.6617497215101517,0.6572269626486994,0.6594805878302548,0.7191086917386035,0.6592085660784662,0.6594805878302548,FULL,1
gmm,909,909,2,"{0: 429, 1: 480}",0.7070916615111111,3951.1575842105144,0.36221549682061444,0.7049030606668251,0.7011642406655959,0.7030286797892872,0.7957730084791542,0.7027912615830668,0.7030286797892872,FULL,1
