modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain,LDA_components
agglo,909,909,2,"{0: 465, 1: 444}",0.7293207467624654,4589.728400632026,0.3548433651356447,0.6641682185878321,0.6593984382918805,0.6617747339335074,0.7266023076427756,0.6615045925535019,0.6617747339335075,examen_motor,1
kmeans,909,909,2,"{0: 440, 1: 469}",0.7290091025378171,4594.542535013501,0.3557788661222158,0.6617497215101518,0.6572269626486995,0.6594805878302549,0.7191086917386035,0.6592085660784663,0.6594805878302549,examen_motor,1
gmm,909,909,2,"{0: 429, 1: 480}",0.710727992700771,3989.092641811029,0.3595650681554863,0.6771860827521906,0.6735942741588887,0.6753854030348339,0.7723649313779277,0.6751258849935976,0.6753854030348337,examen_motor,1
agglo,909,909,2,"{0: 473, 1: 436}",0.6419262944385679,2572.7111489497165,0.47178194907086457,0.4925683034358753,0.48942768932572156,0.49099297423352817,0.5707222297681838,0.49058626240132214,0.4909929742335282,impacto_motor,1
kmeans,909,909,2,"{0: 487, 1: 422}",0.6403489601822961,2585.991949679005,0.4731186301550448,0.485048250031289,0.48316306125698116,0.4841038203336644,0.5509055733903954,0.48369108283790613,0.48410382033366445,impacto_motor,1
gmm,909,909,2,"{0: 492, 1: 417}",0.619423389698295,2226.470268396673,0.47954131957555174,0.48243922358209684,0.4811556027856971,0.4817965582175232,0.5908534643915685,0.4813817175649894,0.4817965582175232,impacto_motor,1
agglo,909,909,2,"{0: 499, 1: 410}",0.563037401848942,1724.0382211323267,0.5872333993267829,0.14500805698413144,0.1449149426295543,0.14496148485410879,0.19756332326187656,0.14427629769746425,0.1449614848541088,non_motor,1
kmeans,909,909,2,"{0: 348, 1: 561}",0.588207590205949,1808.1398223991039,0.5536591359873697,0.14808039673520706,0.15308018277957067,0.15053878721324832,0.2051542902523345,0.14984646130665444,0.15053878721324832,non_motor,1
gmm,909,909,2,"{0: 628, 1: 281}",0.5870199147645307,1666.3455598390362,0.5208439990401087,0.14854607765637823,0.165240792524612,0.15644932233273237,0.19850664783573507,0.1557368590631639,0.15644932233273237,non_motor,1
agglo,909,909,2,"{0: 456, 1: 453}",0.7432345179481852,5133.759160866428,0.3360048473275805,0.7045903871549665,0.6992664660059758,0.7019183314855415,0.7685043274842124,0.7016802982836474,0.7019183314855415,MOTOR,1
kmeans,909,909,2,"{0: 453, 1: 456}",0.7432345179481852,5133.759160866428,0.3360048473275805,0.7045903871549665,0.6992664660059758,0.7019183314855415,0.7685043274842124,0.7016802982836474,0.7019183314855415,MOTOR,1
gmm,909,909,2,"{0: 434, 1: 475}",0.7379806905586488,4887.997620513684,0.3349930864024263,0.7044305671200977,0.7001301654222476,0.7022737829122853,0.7918496061113937,0.7020358579693695,0.7022737829122853,MOTOR,1
agglo,909,909,2,"{0: 452, 1: 457}",0.7476411739984054,5319.952013737456,0.3295655172511666,0.7298574560481135,0.7243527335958814,0.7270946761186037,0.7918535224001412,0.72687674595541,0.7270946761186037,FULL,1
kmeans,909,909,2,"{0: 452, 1: 457}",0.7476411739984054,5319.952013737456,0.3295655172511666,0.7298574560481135,0.7243527335958814,0.7270946761186037,0.7918535224001412,0.72687674595541,0.7270946761186037,FULL,1
gmm,909,909,2,"{0: 478, 1: 431}",0.7422879826471699,5060.792377815,0.3295307123148573,0.7360250616286801,0.731869896572582,0.7339415980951316,0.8195308296433697,0.7337289305502345,0.7339415980951316,FULL,1
