modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain
agglo,909,909,2,"{0: 436, 1: 473}",0.2224122831660498,184.94758531899745,1.9938275541736512,0.6018168588097169,0.5979796762193591,0.5998921314865524,0.6677456549983872,0.5995724333369286,0.5998921314865525,examen_motor
kmeans,909,909,2,"{0: 547, 1: 362}",0.2647678170773535,204.06160062302058,1.9830543430129899,0.4809406407008218,0.4921096501860916,0.4864610445567655,0.468945016058969,0.48604462621113387,0.4864610445567655,examen_motor
gmm,909,909,2,"{0: 557, 1: 352}",0.2663426979820573,201.30325526453373,2.0023119019438567,0.48267834412178207,0.4974352992659422,0.48994572859430385,0.45094854537199996,0.48953066198774076,0.4899457285943038,examen_motor
agglo,909,909,2,"{0: 587, 1: 322}",0.2787398566007184,173.06507589964053,2.1010415198243666,0.1750449143159685,0.1852442269203945,0.18000020604304354,0.1722786416756631,0.17932413633956512,0.18000020604304354,impacto_motor
kmeans,909,909,2,"{0: 226, 1: 683}",0.3639609232567784,218.45805726126872,1.8650825455013271,0.16712418373977053,0.20499550770841002,0.18413272763265573,0.10510044845523822,0.1834115687816027,0.18413272763265576,impacto_motor
gmm,909,909,2,"{0: 744, 1: 165}",0.3727405961875043,150.35381433628098,2.137629443971365,0.08228077305751823,0.1194907408644178,0.09745469358319558,0.02660641365169291,0.09659635268016573,0.0974546935831956,impacto_motor
agglo,909,909,2,"{0: 394, 1: 515}",0.1413695677566011,91.84468344184876,2.9317400397215527,0.013861252959640968,0.013935051496647142,0.013898054261450805,0.013672607746859982,0.013105469783457162,0.013898054261450805,non_motor
kmeans,909,909,2,"{0: 252, 1: 657}",0.2562745187031204,129.17565651906165,2.489947816782874,0.015300380010199758,0.017829771080269282,0.016468519704485762,0.0038676878087860428,0.015619411859138937,0.01646851970448576,non_motor
gmm,909,909,2,"{0: 729, 1: 180}",0.27806633273583986,84.70328253905467,2.914199452537997,0.00987574143751673,0.013651428568662971,0.011460620105302336,-0.0036446121448439773,0.010539738290142243,0.011460620105302338,non_motor
agglo,909,909,2,"{0: 426, 1: 483}",0.21363498636655345,167.37007299583786,2.1034368826249823,0.6299287930818375,0.6269435325811316,0.6284326176105122,0.6749597362879678,0.6281354772988249,0.6284326176105122,MOTOR
kmeans,909,909,2,"{0: 355, 1: 554}",0.25299355386507666,182.35480635110335,2.0936723399898836,0.46602902642120453,0.47920604282332113,0.472525687754266,0.44800613034203346,0.472096920651647,0.47252568775426607,MOTOR
gmm,909,909,2,"{0: 355, 1: 554}",0.25299355386507666,182.35480635110335,2.0936723399898836,0.46602902642120453,0.47920604282332113,0.472525687754266,0.44800613034203346,0.472096920651647,0.47252568775426607,MOTOR
agglo,909,909,2,"{0: 468, 1: 441}",0.14962152813950733,125.88356040673936,2.418808990424844,0.5848839517975629,0.5808296842925306,0.582849767820835,0.6822287845808389,0.5825165465076216,0.582849767820835,FULL
kmeans,909,909,2,"{0: 558, 1: 351}",0.20679019724941675,141.24143989176852,2.4104864897957583,0.4393055183298404,0.4530808640094512,0.4460868694281063,0.4246736336778886,0.4456359417434994,0.4460868694281063,FULL
gmm,909,909,2,"{0: 351, 1: 558}",0.20679019724941675,141.24143989176852,2.4104864897957583,0.43930551832984027,0.4530808640094511,0.44608686942810627,0.4246736336778886,0.44563594174349935,0.44608686942810627,FULL
