,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7055 ± 0.0166,0.5495 ± 0.0272,0.5525 ± 0.0236,0.5496 ± 0.0254,0.6611 ± 0.0246,0.6977 ± 0.0214,0.7055 ± 0.0166,0.7003 ± 0.0179,0.7294 ± 0.0175,0.6942 ± 0.0127,0.5530 ± 0.0158,0.5534 ± 0.0156,0.5523 ± 0.0150,0.6593 ± 0.0090,0.6968 ± 0.0130,0.6942 ± 0.0127,0.6946 ± 0.0118,0.7232 ± 0.0111
random_forest,0.7901 ± 0.0232,0.5853 ± 0.0466,0.6002 ± 0.0213,0.5814 ± 0.0246,0.7792 ± 0.0212,0.7388 ± 0.0267,0.7901 ± 0.0232,0.7590 ± 0.0215,0.8626 ± 0.0177,0.7753 ± 0.0089,0.5689 ± 0.0240,0.5879 ± 0.0105,0.5698 ± 0.0145,0.7721 ± 0.0117,0.7255 ± 0.0123,0.7753 ± 0.0089,0.7459 ± 0.0097,0.8524 ± 0.0088
extra_trees,0.7842 ± 0.0231,0.5711 ± 0.0388,0.5933 ± 0.0208,0.5724 ± 0.0230,0.7834 ± 0.0282,0.7292 ± 0.0254,0.7842 ± 0.0231,0.7517 ± 0.0220,0.8555 ± 0.0195,0.7734 ± 0.0128,0.5603 ± 0.0272,0.5843 ± 0.0129,0.5639 ± 0.0159,0.7716 ± 0.0138,0.7197 ± 0.0158,0.7734 ± 0.0128,0.7420 ± 0.0128,0.8447 ± 0.0112
xgboost,0.7696 ± 0.0320,0.5905 ± 0.0405,0.5923 ± 0.0243,0.5801 ± 0.0252,0.7770 ± 0.0252,0.7289 ± 0.0271,0.7696 ± 0.0320,0.7445 ± 0.0265,0.8556 ± 0.0205,0.7577 ± 0.0180,0.5910 ± 0.0361,0.5899 ± 0.0219,0.5837 ± 0.0261,0.7667 ± 0.0140,0.7253 ± 0.0202,0.7577 ± 0.0180,0.7387 ± 0.0180,0.8440 ± 0.0120
adaboost,0.7960 ± 0.0195,0.5447 ± 0.0270,0.5970 ± 0.0141,0.5654 ± 0.0132,0.8115 ± 0.0087,0.7190 ± 0.0171,0.7960 ± 0.0195,0.7530 ± 0.0176,0.8794 ± 0.0093,0.7847 ± 0.0099,0.5803 ± 0.0490,0.5899 ± 0.0087,0.5622 ± 0.0110,0.8032 ± 0.0135,0.7249 ± 0.0185,0.7847 ± 0.0099,0.7448 ± 0.0102,0.8679 ± 0.0088
svm,0.8066 ± 0.0209,0.5390 ± 0.0147,0.6041 ± 0.0156,0.5692 ± 0.0149,0.7941 ± 0.0235,0.7198 ± 0.0197,0.8066 ± 0.0209,0.7601 ± 0.0199,0.8719 ± 0.0181,0.7981 ± 0.0080,0.5339 ± 0.0053,0.5969 ± 0.0060,0.5630 ± 0.0056,0.7876 ± 0.0103,0.7143 ± 0.0072,0.7981 ± 0.0080,0.7530 ± 0.0075,0.8603 ± 0.0073
logistic_regression,0.7062 ± 0.0226,0.6192 ± 0.0237,0.6106 ± 0.0313,0.6001 ± 0.0258,0.8069 ± 0.0213,0.7684 ± 0.0189,0.7062 ± 0.0226,0.7257 ± 0.0211,0.8741 ± 0.0142,0.6950 ± 0.0099,0.6119 ± 0.0114,0.6062 ± 0.0149,0.5948 ± 0.0123,0.7965 ± 0.0086,0.7582 ± 0.0111,0.6950 ± 0.0099,0.7167 ± 0.0104,0.8620 ± 0.0071
knn,0.7509 ± 0.0228,0.5740 ± 0.0483,0.5747 ± 0.0238,0.5598 ± 0.0281,0.7613 ± 0.0271,0.7100 ± 0.0216,0.7509 ± 0.0228,0.7222 ± 0.0203,0.8410 ± 0.0218,0.7369 ± 0.0160,0.5804 ± 0.0273,0.5717 ± 0.0153,0.5628 ± 0.0186,0.7536 ± 0.0218,0.7032 ± 0.0150,0.7369 ± 0.0160,0.7125 ± 0.0152,0.8301 ± 0.0146
gaussian_nb,0.6520 ± 0.0398,0.5629 ± 0.0309,0.5464 ± 0.0356,0.5336 ± 0.0361,0.7796 ± 0.0200,0.6963 ± 0.0238,0.6520 ± 0.0398,0.6500 ± 0.0348,0.8411 ± 0.0153,0.6379 ± 0.0180,0.5588 ± 0.0214,0.5453 ± 0.0243,0.5291 ± 0.0178,0.7697 ± 0.0149,0.6895 ± 0.0212,0.6379 ± 0.0180,0.6388 ± 0.0145,0.8275 ± 0.0117
