,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7725 ± 0.0244,0.6359 ± 0.0418,0.6371 ± 0.0417,0.6360 ± 0.0415,0.7603 ± 0.0272,0.7753 ± 0.0273,0.7725 ± 0.0244,0.7735 ± 0.0254,0.8253 ± 0.0199,0.7511 ± 0.0106,0.6108 ± 0.0179,0.6104 ± 0.0184,0.6100 ± 0.0179,0.7419 ± 0.0110,0.7595 ± 0.0107,0.7511 ± 0.0106,0.7550 ± 0.0095,0.8100 ± 0.0075
random_forest,0.8612 ± 0.0082,0.7036 ± 0.1326,0.6508 ± 0.0071,0.6218 ± 0.0129,0.8857 ± 0.0122,0.8109 ± 0.0456,0.8612 ± 0.0082,0.8157 ± 0.0075,0.9379 ± 0.0078,0.8575 ± 0.0043,0.7888 ± 0.1088,0.6470 ± 0.0053,0.6187 ± 0.0098,0.8886 ± 0.0090,0.8358 ± 0.0357,0.8575 ± 0.0043,0.8125 ± 0.0047,0.9380 ± 0.0049
extra_trees,0.8568 ± 0.0076,0.6394 ± 0.1385,0.6433 ± 0.0060,0.6091 ± 0.0088,0.8875 ± 0.0089,0.7868 ± 0.0441,0.8568 ± 0.0076,0.8090 ± 0.0074,0.9382 ± 0.0071,0.8536 ± 0.0063,0.6747 ± 0.1046,0.6427 ± 0.0078,0.6128 ± 0.0130,0.8912 ± 0.0060,0.7974 ± 0.0366,0.8536 ± 0.0063,0.8086 ± 0.0074,0.9386 ± 0.0035
xgboost,0.8502 ± 0.0104,0.7159 ± 0.0518,0.6635 ± 0.0162,0.6563 ± 0.0243,0.8906 ± 0.0128,0.8154 ± 0.0183,0.8502 ± 0.0104,0.8204 ± 0.0117,0.9387 ± 0.0069,0.8492 ± 0.0079,0.7111 ± 0.0356,0.6634 ± 0.0130,0.6582 ± 0.0186,0.8819 ± 0.0081,0.8136 ± 0.0148,0.8492 ± 0.0079,0.8208 ± 0.0095,0.9325 ± 0.0044
adaboost,0.8267 ± 0.0192,0.6726 ± 0.0288,0.6618 ± 0.0185,0.6597 ± 0.0237,0.8518 ± 0.0154,0.8022 ± 0.0149,0.8267 ± 0.0192,0.8112 ± 0.0146,0.9215 ± 0.0061,0.8126 ± 0.0085,0.6535 ± 0.0166,0.6516 ± 0.0130,0.6506 ± 0.0149,0.8404 ± 0.0103,0.7941 ± 0.0094,0.8126 ± 0.0085,0.8024 ± 0.0083,0.9148 ± 0.0060
svm,0.8604 ± 0.0100,0.5918 ± 0.0497,0.6452 ± 0.0066,0.6096 ± 0.0064,0.8682 ± 0.0139,0.7734 ± 0.0150,0.8604 ± 0.0100,0.8118 ± 0.0084,0.9289 ± 0.0079,0.8541 ± 0.0052,0.6424 ± 0.1236,0.6401 ± 0.0052,0.6059 ± 0.0080,0.8714 ± 0.0059,0.7862 ± 0.0411,0.8541 ± 0.0052,0.8067 ± 0.0056,0.9278 ± 0.0031
logistic_regression,0.7817 ± 0.0143,0.6574 ± 0.0178,0.6589 ± 0.0203,0.6546 ± 0.0177,0.8495 ± 0.0147,0.8054 ± 0.0124,0.7817 ± 0.0143,0.7911 ± 0.0119,0.9134 ± 0.0064,0.7788 ± 0.0090,0.6527 ± 0.0118,0.6533 ± 0.0139,0.6509 ± 0.0128,0.8480 ± 0.0120,0.8000 ± 0.0076,0.7788 ± 0.0090,0.7882 ± 0.0075,0.9105 ± 0.0055
knn,0.7923 ± 0.0243,0.6393 ± 0.0548,0.6148 ± 0.0239,0.6045 ± 0.0285,0.8243 ± 0.0154,0.7668 ± 0.0235,0.7923 ± 0.0243,0.7651 ± 0.0236,0.8904 ± 0.0121,0.7814 ± 0.0094,0.6175 ± 0.0263,0.6055 ± 0.0137,0.5952 ± 0.0175,0.8210 ± 0.0110,0.7559 ± 0.0116,0.7814 ± 0.0094,0.7556 ± 0.0089,0.8886 ± 0.0060
gaussian_nb,0.7073 ± 0.0542,0.6559 ± 0.0322,0.6414 ± 0.0479,0.6170 ± 0.0469,0.8358 ± 0.0233,0.8108 ± 0.0263,0.7073 ± 0.0542,0.7347 ± 0.0462,0.8998 ± 0.0152,0.6777 ± 0.0382,0.6364 ± 0.0104,0.6161 ± 0.0212,0.5921 ± 0.0278,0.8199 ± 0.0113,0.7940 ± 0.0085,0.6777 ± 0.0382,0.7107 ± 0.0351,0.8880 ± 0.0062
