,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7714 ± 0.0250,0.6407 ± 0.0272,0.6421 ± 0.0315,0.6398 ± 0.0284,0.7558 ± 0.0222,0.7784 ± 0.0224,0.7714 ± 0.0250,0.7738 ± 0.0226,0.8214 ± 0.0201,0.7686 ± 0.0100,0.6313 ± 0.0137,0.6318 ± 0.0146,0.6313 ± 0.0141,0.7464 ± 0.0094,0.7742 ± 0.0095,0.7686 ± 0.0100,0.7711 ± 0.0096,0.8174 ± 0.0084
random_forest,0.8582 ± 0.0095,0.7729 ± 0.1033,0.6586 ± 0.0148,0.6417 ± 0.0256,0.8888 ± 0.0116,0.8321 ± 0.0367,0.8582 ± 0.0095,0.8189 ± 0.0118,0.9391 ± 0.0073,0.8535 ± 0.0072,0.7609 ± 0.0945,0.6513 ± 0.0120,0.6323 ± 0.0198,0.8848 ± 0.0046,0.8251 ± 0.0340,0.8535 ± 0.0072,0.8136 ± 0.0098,0.9360 ± 0.0027
extra_trees,0.8582 ± 0.0118,0.7582 ± 0.0930,0.6612 ± 0.0125,0.6471 ± 0.0206,0.8922 ± 0.0120,0.8286 ± 0.0302,0.8582 ± 0.0118,0.8210 ± 0.0107,0.9404 ± 0.0070,0.8517 ± 0.0042,0.7386 ± 0.0350,0.6493 ± 0.0078,0.6295 ± 0.0143,0.8898 ± 0.0075,0.8177 ± 0.0126,0.8517 ± 0.0042,0.8120 ± 0.0059,0.9379 ± 0.0038
xgboost,0.8451 ± 0.0108,0.6965 ± 0.0584,0.6647 ± 0.0243,0.6597 ± 0.0361,0.8661 ± 0.0188,0.8086 ± 0.0218,0.8451 ± 0.0108,0.8187 ± 0.0143,0.9252 ± 0.0105,0.8423 ± 0.0104,0.7024 ± 0.0352,0.6659 ± 0.0138,0.6648 ± 0.0181,0.8600 ± 0.0075,0.8108 ± 0.0141,0.8423 ± 0.0104,0.8194 ± 0.0095,0.9226 ± 0.0047
adaboost,0.8183 ± 0.0244,0.6408 ± 0.0457,0.6371 ± 0.0223,0.6280 ± 0.0271,0.8357 ± 0.0222,0.7826 ± 0.0205,0.8183 ± 0.0244,0.7958 ± 0.0178,0.9128 ± 0.0056,0.8097 ± 0.0095,0.6408 ± 0.0202,0.6390 ± 0.0139,0.6357 ± 0.0167,0.8313 ± 0.0111,0.7829 ± 0.0105,0.8097 ± 0.0095,0.7946 ± 0.0092,0.9104 ± 0.0044
svm,0.8593 ± 0.0093,0.6242 ± 0.0817,0.6461 ± 0.0081,0.6126 ± 0.0121,0.8738 ± 0.0133,0.7832 ± 0.0292,0.8593 ± 0.0093,0.8117 ± 0.0096,0.9325 ± 0.0069,0.8531 ± 0.0029,0.6617 ± 0.1139,0.6401 ± 0.0034,0.6073 ± 0.0064,0.8703 ± 0.0093,0.7923 ± 0.0368,0.8531 ± 0.0029,0.8066 ± 0.0030,0.9280 ± 0.0048
logistic_regression,0.7795 ± 0.0242,0.6624 ± 0.0259,0.6614 ± 0.0329,0.6569 ± 0.0298,0.8472 ± 0.0161,0.8107 ± 0.0138,0.7795 ± 0.0242,0.7914 ± 0.0185,0.9156 ± 0.0088,0.7723 ± 0.0101,0.6569 ± 0.0131,0.6567 ± 0.0179,0.6518 ± 0.0151,0.8461 ± 0.0153,0.8079 ± 0.0076,0.7723 ± 0.0101,0.7870 ± 0.0087,0.9127 ± 0.0078
knn,0.8015 ± 0.0149,0.6255 ± 0.0328,0.6192 ± 0.0170,0.6072 ± 0.0217,0.8259 ± 0.0222,0.7666 ± 0.0147,0.8015 ± 0.0149,0.7739 ± 0.0149,0.8959 ± 0.0149,0.8027 ± 0.0091,0.6285 ± 0.0258,0.6223 ± 0.0144,0.6120 ± 0.0194,0.8256 ± 0.0154,0.7690 ± 0.0123,0.8027 ± 0.0091,0.7767 ± 0.0103,0.8935 ± 0.0091
gaussian_nb,0.6978 ± 0.0615,0.6623 ± 0.0297,0.6400 ± 0.0502,0.6097 ± 0.0531,0.8483 ± 0.0229,0.8198 ± 0.0249,0.6978 ± 0.0615,0.7242 ± 0.0557,0.9104 ± 0.0133,0.6797 ± 0.0397,0.6474 ± 0.0112,0.6247 ± 0.0220,0.5943 ± 0.0299,0.8375 ± 0.0103,0.8064 ± 0.0095,0.6797 ± 0.0397,0.7101 ± 0.0371,0.9013 ± 0.0048
