epoch,train_loss,val_loss,val_acc,val_f1_macro,val_f1_weighted,val_balanced_acc,val_recall_0,val_recall_1,val_recall_2
1,1.1775875240564346,0.9094393305156542,0.43478260869565216,0.41454545454545455,0.411699604743083,0.4523809523809524,0.25,0.25,0.8571428571428571
2,0.8439247608184814,0.850943360639655,0.7391304347826086,0.6926728586171311,0.690752456589043,0.75,1.0,0.25,1.0
3,0.858525238931179,0.7821663488512454,0.782608695652174,0.7680911680911681,0.7667038275733928,0.7857142857142857,1.0,0.5,0.8571428571428571
4,0.770400159060955,0.7421034626338793,0.8260869565217391,0.8201058201058201,0.8184955141476881,0.8273809523809524,1.0,0.625,0.8571428571428571
5,0.7116976827383041,0.6984780042067819,0.782608695652174,0.7740146563675975,0.776046914154331,0.7738095238095237,1.0,0.75,0.5714285714285714
6,0.6534560024738312,0.6778378538463427,0.8260869565217391,0.8240740740740741,0.823671497584541,0.8214285714285715,1.0,0.75,0.7142857142857143
7,0.6494045853614807,0.6674270655797876,0.8260869565217391,0.8184873949579833,0.8192911947387651,0.8273809523809524,1.0,0.625,0.8571428571428571
8,0.5425514169037342,0.6697828977004342,0.8260869565217391,0.8184873949579833,0.8192911947387651,0.8273809523809524,1.0,0.625,0.8571428571428571
