epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.4774327495613614,0.29493064695113413,0.9054054054054054,0.9058411645476322,0.9125
2,0.2379275979222478,0.200183657778276,0.9256756756756757,0.929519071310116,0.9290322580645162
3,0.20236692899787748,0.17986705858965177,0.9324324324324325,0.9356919108162889,0.9358974358974359
4,0.1688934018885767,0.17040677831785098,0.9324324324324325,0.9356919108162889,0.9358974358974359
5,0.14391251170151942,0.16664036000902588,0.9324324324324325,0.9356919108162889,0.9358974358974359
6,0.13740307002051458,0.16650733870227594,0.9391891891891891,0.9418647503224618,0.9426751592356688
7,0.11738275635886837,0.17402642804223137,0.9391891891891891,0.9418647503224618,0.9426751592356688
8,0.11157701109108087,0.16534444020205252,0.9391891891891891,0.9418647503224618,0.9426751592356688
9,0.10300471115152578,0.16816786742089568,0.9391891891891891,0.9418647503224618,0.9426751592356688
10,0.09747428069444927,0.16585639156904575,0.9391891891891891,0.9418647503224618,0.9426751592356688
11,0.07414723837093727,0.17719938833820256,0.9324324324324325,0.9344020637552976,0.9367088607594937
12,0.08324273561152655,0.18129190623860908,0.9324324324324325,0.9344020637552976,0.9367088607594937
13,0.07054135682866783,0.18331881519407034,0.9391891891891891,0.9405749032614704,0.9433962264150944
14,0.058194237131927465,0.19774701769111325,0.9324324324324325,0.9331122166943062,0.9375
15,0.049826482424160115,0.20396330013770508,0.9459459459459459,0.9467477427676432,0.95
16,0.03480583322360306,0.2159968674044452,0.9391891891891891,0.9405749032614704,0.9433962264150944
17,0.040146571587192245,0.21439938455492863,0.9391891891891891,0.9392850562004791,0.9440993788819876
18,0.027047170703676907,0.21723140324340076,0.9391891891891891,0.9392850562004791,0.9440993788819876
