epoch,train_loss,val_loss,val_acc,val_f1_macro,val_f1_weighted,val_balanced_acc,val_recall_0,val_recall_1,val_recall_2
1,0.6142043955624104,0.735931844814964,0.6521739130434783,0.6463046757164405,0.6476490261656502,0.6488095238095238,0.875,0.5,0.5714285714285714
2,0.5543574243783951,0.7730612780736841,0.5652173913043478,0.48503611971104227,0.47866469242159104,0.5773809523809524,0.875,0.0,0.8571428571428571
3,0.5275762751698494,0.7840724457865176,0.5652173913043478,0.48503611971104227,0.47866469242159104,0.5773809523809524,0.875,0.0,0.8571428571428571
4,0.4420640654861927,0.7624069322710452,0.5652173913043478,0.48503611971104227,0.47866469242159104,0.5773809523809524,0.875,0.0,0.8571428571428571
5,0.4143841303884983,0.7342950818331345,0.5652173913043478,0.5261437908496732,0.5234441602728047,0.5714285714285715,0.875,0.125,0.7142857142857143
6,0.37321637570858,0.7324558535347814,0.5652173913043478,0.5261437908496732,0.5234441602728047,0.5714285714285715,0.875,0.125,0.7142857142857143
7,0.2935244832187891,0.7327481689660446,0.6086956521739131,0.5854072398190046,0.5836858154633091,0.6130952380952381,0.875,0.25,0.7142857142857143
8,0.2817629761993885,0.7581357904102491,0.5652173913043478,0.5261437908496732,0.5234441602728047,0.5714285714285715,0.875,0.125,0.7142857142857143
9,0.24931931123137474,0.7585899143115334,0.6086956521739131,0.5854072398190046,0.5836858154633091,0.6130952380952381,0.875,0.25,0.7142857142857143
10,0.23260136879980564,0.7721178233623505,0.6086956521739131,0.5854072398190046,0.5836858154633091,0.6130952380952381,0.875,0.25,0.7142857142857143
11,0.20122498832643032,0.7593718883783921,0.6521739130434783,0.6395891690009337,0.6384118864937279,0.6547619047619048,0.875,0.375,0.7142857142857143
12,0.17581654340028763,0.7560771703720093,0.6521739130434783,0.6395891690009337,0.6384118864937279,0.6547619047619048,0.875,0.375,0.7142857142857143
13,0.1610340280458331,0.7722386031047158,0.6521739130434783,0.6395891690009337,0.6384118864937279,0.6547619047619048,0.875,0.375,0.7142857142857143
14,0.13518595416098833,0.7709244126858918,0.6521739130434783,0.6395891690009337,0.6384118864937279,0.6547619047619048,0.875,0.375,0.7142857142857143
15,0.11796993762254715,0.7957713591015857,0.6521739130434783,0.6395891690009337,0.6384118864937279,0.6547619047619048,0.875,0.375,0.7142857142857143
16,0.09938144451007247,0.8137693644865699,0.6521739130434783,0.6395891690009337,0.6384118864937279,0.6547619047619048,0.875,0.375,0.7142857142857143
17,0.09205089369788766,0.8321790999692419,0.6521739130434783,0.6395891690009337,0.6384118864937279,0.6547619047619048,0.875,0.375,0.7142857142857143
18,0.07644745614379644,0.8623116424550181,0.6956521739130435,0.6783559577677224,0.6752409994097973,0.7023809523809524,0.875,0.375,0.8571428571428571
19,0.0754669364541769,0.8802930602560872,0.6956521739130435,0.6783559577677224,0.6752409994097973,0.7023809523809524,0.875,0.375,0.8571428571428571
20,0.06322473660111427,0.8981106592261273,0.6956521739130435,0.6783559577677224,0.6752409994097973,0.7023809523809524,0.875,0.375,0.8571428571428571
21,0.05409799492917955,0.9149753697540449,0.6956521739130435,0.6783559577677224,0.6752409994097973,0.7023809523809524,0.875,0.375,0.8571428571428571
