epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.3645782269336082,0.20529767508442337,0.9256756756756757,0.929519071310116,0.9290322580645162
2,0.18945607532923286,0.1759898916289613,0.9324324324324325,0.9356919108162889,0.9358974358974359
3,0.15901781538048307,0.1769855241920497,0.9324324324324325,0.9356919108162889,0.9358974358974359
4,0.13494014568828247,0.18340675170357162,0.9391891891891891,0.9405749032614704,0.9433962264150944
5,0.10725596617605235,0.197829934919404,0.9324324324324325,0.9356919108162889,0.9358974358974359
6,0.10091199252653767,0.20479042908629855,0.9256756756756757,0.9282292242491248,0.9299363057324841
7,0.07901496513167748,0.21554923362123804,0.9324324324324325,0.9344020637552976,0.9367088607594937
8,0.07932686888789003,0.21053091041441704,0.918918918918919,0.9207665376819606,0.9240506329113924
9,0.05620305611424752,0.21810620245397896,0.9391891891891891,0.9418647503224618,0.9426751592356688
10,0.054624243400286175,0.2416914488516144,0.918918918918919,0.9194766906209693,0.925
11,0.030526275180179526,0.27733507905960886,0.9256756756756757,0.9269393771881334,0.9308176100628931
12,0.03599115918749138,0.28212464045783553,0.918918918918919,0.9181868435599778,0.9259259259259259
