,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7289 ± 0.0242,0.5023 ± 0.0396,0.5051 ± 0.0470,0.5003 ± 0.0415,0.7022 ± 0.0248,0.7301 ± 0.0150,0.7289 ± 0.0242,0.7281 ± 0.0178,0.7986 ± 0.0134,0.6994 ± 0.0171,0.5022 ± 0.0346,0.5022 ± 0.0294,0.5005 ± 0.0300,0.6954 ± 0.0161,0.7075 ± 0.0155,0.6994 ± 0.0171,0.7030 ± 0.0154,0.7772 ± 0.0130
random_forest,0.8286 ± 0.0082,0.4392 ± 0.0808,0.4823 ± 0.0135,0.4502 ± 0.0217,0.8808 ± 0.0123,0.7202 ± 0.0127,0.8286 ± 0.0082,0.7693 ± 0.0083,0.9235 ± 0.0073,0.8252 ± 0.0058,0.4382 ± 0.0785,0.4780 ± 0.0033,0.4434 ± 0.0034,0.8808 ± 0.0071,0.7260 ± 0.0335,0.8252 ± 0.0058,0.7658 ± 0.0053,0.9201 ± 0.0035
extra_trees,0.8337 ± 0.0088,0.4545 ± 0.1210,0.4858 ± 0.0158,0.4539 ± 0.0249,0.8847 ± 0.0124,0.7348 ± 0.0433,0.8337 ± 0.0088,0.7748 ± 0.0101,0.9259 ± 0.0077,0.8245 ± 0.0060,0.4631 ± 0.1056,0.4790 ± 0.0061,0.4458 ± 0.0097,0.8768 ± 0.0067,0.7288 ± 0.0338,0.8245 ± 0.0060,0.7657 ± 0.0057,0.9178 ± 0.0026
xgboost,0.8297 ± 0.0065,0.7042 ± 0.0967,0.5427 ± 0.0324,0.5530 ± 0.0456,0.8915 ± 0.0146,0.7870 ± 0.0232,0.8297 ± 0.0065,0.7892 ± 0.0104,0.9275 ± 0.0062,0.8203 ± 0.0050,0.6215 ± 0.0636,0.5185 ± 0.0214,0.5172 ± 0.0281,0.8786 ± 0.0124,0.7606 ± 0.0133,0.8203 ± 0.0050,0.7757 ± 0.0053,0.9192 ± 0.0043
adaboost,0.7784 ± 0.0217,0.6051 ± 0.0623,0.5686 ± 0.0521,0.5788 ± 0.0548,0.8566 ± 0.0168,0.7648 ± 0.0150,0.7784 ± 0.0217,0.7692 ± 0.0156,0.9013 ± 0.0099,0.7681 ± 0.0082,0.6044 ± 0.0417,0.5454 ± 0.0238,0.5614 ± 0.0235,0.8471 ± 0.0152,0.7553 ± 0.0064,0.7681 ± 0.0082,0.7594 ± 0.0069,0.8938 ± 0.0078
svm,0.8275 ± 0.0070,0.4133 ± 0.0037,0.4779 ± 0.0042,0.4432 ± 0.0039,0.8809 ± 0.0146,0.7156 ± 0.0065,0.8275 ± 0.0070,0.7674 ± 0.0067,0.9197 ± 0.0072,0.8190 ± 0.0026,0.4090 ± 0.0013,0.4738 ± 0.0016,0.4390 ± 0.0014,0.8738 ± 0.0070,0.7070 ± 0.0023,0.8190 ± 0.0026,0.7589 ± 0.0024,0.9127 ± 0.0044
logistic_regression,0.7568 ± 0.0108,0.5796 ± 0.0337,0.5491 ± 0.0183,0.5593 ± 0.0223,0.8262 ± 0.0183,0.7529 ± 0.0075,0.7568 ± 0.0108,0.7535 ± 0.0069,0.8833 ± 0.0083,0.7506 ± 0.0102,0.5473 ± 0.0260,0.5158 ± 0.0200,0.5261 ± 0.0212,0.8228 ± 0.0176,0.7415 ± 0.0079,0.7506 ± 0.0102,0.7452 ± 0.0087,0.8794 ± 0.0070
knn,0.6396 ± 0.0199,0.3928 ± 0.0467,0.3698 ± 0.0167,0.3459 ± 0.0232,0.7259 ± 0.0258,0.6284 ± 0.0277,0.6396 ± 0.0199,0.5852 ± 0.0253,0.8203 ± 0.0158,0.6329 ± 0.0096,0.3966 ± 0.0197,0.3693 ± 0.0075,0.3461 ± 0.0110,0.7151 ± 0.0179,0.6225 ± 0.0120,0.6329 ± 0.0096,0.5785 ± 0.0115,0.8073 ± 0.0074
gaussian_nb,0.4692 ± 0.0496,0.4302 ± 0.0204,0.4052 ± 0.0362,0.3516 ± 0.0273,0.6754 ± 0.0320,0.6833 ± 0.0276,0.4692 ± 0.0496,0.5162 ± 0.0417,0.8076 ± 0.0218,0.4637 ± 0.0423,0.4382 ± 0.0139,0.4163 ± 0.0332,0.3624 ± 0.0242,0.6843 ± 0.0227,0.6885 ± 0.0165,0.4637 ± 0.0423,0.5199 ± 0.0362,0.8034 ± 0.0152
