,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4571 ± 0.0338,0.3106 ± 0.0399,0.3083 ± 0.0398,0.3084 ± 0.0399,0.5454 ± 0.0257,0.4625 ± 0.0312,0.4571 ± 0.0338,0.4592 ± 0.0326,0.5652 ± 0.0262,0.4544 ± 0.0255,0.2973 ± 0.0198,0.2974 ± 0.0212,0.2970 ± 0.0204,0.5394 ± 0.0147,0.4580 ± 0.0250,0.4544 ± 0.0255,0.4559 ± 0.0250,0.5629 ± 0.0222
random_forest,0.5919 ± 0.0194,0.2955 ± 0.0096,0.3412 ± 0.0109,0.3161 ± 0.0100,0.6712 ± 0.0193,0.5116 ± 0.0164,0.5919 ± 0.0194,0.5478 ± 0.0175,0.6901 ± 0.0188,0.5662 ± 0.0101,0.2824 ± 0.0049,0.3269 ± 0.0057,0.3028 ± 0.0053,0.6617 ± 0.0203,0.4882 ± 0.0084,0.5662 ± 0.0101,0.5239 ± 0.0091,0.6701 ± 0.0119
extra_trees,0.5996 ± 0.0214,0.2997 ± 0.0107,0.3463 ± 0.0125,0.3208 ± 0.0117,0.6842 ± 0.0213,0.5192 ± 0.0184,0.5996 ± 0.0214,0.5556 ± 0.0202,0.7032 ± 0.0097,0.5909 ± 0.0115,0.2950 ± 0.0057,0.3417 ± 0.0066,0.3166 ± 0.0061,0.6737 ± 0.0145,0.5102 ± 0.0098,0.5909 ± 0.0115,0.5475 ± 0.0106,0.6945 ± 0.0127
xgboost,0.6029 ± 0.0183,0.3697 ± 0.0998,0.3556 ± 0.0196,0.3400 ± 0.0304,0.6937 ± 0.0284,0.5484 ± 0.0311,0.6029 ± 0.0183,0.5660 ± 0.0178,0.7147 ± 0.0158,0.5962 ± 0.0142,0.3449 ± 0.0583,0.3507 ± 0.0152,0.3336 ± 0.0218,0.6833 ± 0.0188,0.5362 ± 0.0226,0.5962 ± 0.0142,0.5592 ± 0.0148,0.7060 ± 0.0124
adaboost,0.5604 ± 0.0183,0.3223 ± 0.0515,0.3316 ± 0.0149,0.3182 ± 0.0218,0.6434 ± 0.0241,0.5108 ± 0.0226,0.5604 ± 0.0183,0.5300 ± 0.0158,0.6448 ± 0.0268,0.5505 ± 0.0207,0.3276 ± 0.0423,0.3264 ± 0.0133,0.3133 ± 0.0159,0.6353 ± 0.0172,0.4991 ± 0.0214,0.5505 ± 0.0207,0.5192 ± 0.0196,0.6266 ± 0.0153
svm,0.5912 ± 0.0144,0.2954 ± 0.0074,0.3410 ± 0.0087,0.3159 ± 0.0083,0.6913 ± 0.0245,0.5119 ± 0.0129,0.5912 ± 0.0144,0.5475 ± 0.0140,0.7018 ± 0.0115,0.5899 ± 0.0131,0.2944 ± 0.0067,0.3410 ± 0.0077,0.3160 ± 0.0072,0.6870 ± 0.0113,0.5093 ± 0.0115,0.5899 ± 0.0131,0.5465 ± 0.0123,0.7009 ± 0.0082
logistic_regression,0.4799 ± 0.0324,0.3540 ± 0.0461,0.3486 ± 0.0391,0.3482 ± 0.0392,0.6085 ± 0.0285,0.4872 ± 0.0364,0.4799 ± 0.0324,0.4823 ± 0.0335,0.6192 ± 0.0320,0.4972 ± 0.0176,0.3520 ± 0.0293,0.3327 ± 0.0180,0.3380 ± 0.0195,0.6057 ± 0.0238,0.5054 ± 0.0166,0.4972 ± 0.0176,0.5006 ± 0.0171,0.6371 ± 0.0151
knn,0.4894 ± 0.0177,0.3192 ± 0.0356,0.2967 ± 0.0216,0.2746 ± 0.0288,0.5695 ± 0.0251,0.4761 ± 0.0270,0.4894 ± 0.0177,0.4350 ± 0.0264,0.5856 ± 0.0214,0.4646 ± 0.0129,0.2718 ± 0.0148,0.2724 ± 0.0083,0.2442 ± 0.0114,0.5537 ± 0.0189,0.4355 ± 0.0120,0.4646 ± 0.0129,0.4058 ± 0.0143,0.5656 ± 0.0155
gaussian_nb,0.1242 ± 0.0312,0.2571 ± 0.0383,0.2063 ± 0.0588,0.1237 ± 0.0253,0.4851 ± 0.0353,0.4005 ± 0.0633,0.1242 ± 0.0312,0.1434 ± 0.0314,0.5202 ± 0.0198,0.1553 ± 0.0183,0.2756 ± 0.0195,0.2439 ± 0.0425,0.1478 ± 0.0128,0.5037 ± 0.0262,0.4277 ± 0.0348,0.1553 ± 0.0183,0.1747 ± 0.0187,0.5183 ± 0.0127
