,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.7641 ± 0.0531,0.5670 ± 0.0793,0.5563 ± 0.0451,0.5462 ± 0.0545,0.7903 ± 0.0364,0.7616 ± 0.0185,0.7641 ± 0.0531,0.7572 ± 0.0347,0.8716 ± 0.0179,0.5615 ± 0.0207,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 19, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 6}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 22, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 4}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 7}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 6, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 8}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 25, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 17}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 9})]"
random_forest,0.8227 ± 0.0230,0.6707 ± 0.0691,0.6341 ± 0.0398,0.6397 ± 0.0378,0.9006 ± 0.0093,0.8066 ± 0.0186,0.8227 ± 0.0230,0.8104 ± 0.0185,0.9336 ± 0.0079,0.6471 ± 0.0174,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 15, 'model__n_estimators': 202}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 3, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 23, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 7, 'model__n_estimators': 388}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 22, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 11, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 3, 'model__n_estimators': 283}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 11, 'model__n_estimators': 669}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 14, 'model__n_estimators': 789})]"
extra_trees,0.8267 ± 0.0183,0.6597 ± 0.0682,0.6322 ± 0.0359,0.6306 ± 0.0371,0.9003 ± 0.0111,0.8063 ± 0.0185,0.8267 ± 0.0183,0.8110 ± 0.0167,0.9331 ± 0.0081,0.6400 ± 0.0138,"[OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__min_samples_split': 16, 'model__n_estimators': 424}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 22, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 9, 'model__n_estimators': 327}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 472}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 11, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 16, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 23, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 14, 'model__n_estimators': 448}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 23, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 14, 'model__n_estimators': 448})]"
xgboost,0.8278 ± 0.0216,0.7029 ± 0.1042,0.5652 ± 0.0391,0.5778 ± 0.0371,0.8874 ± 0.0107,0.8033 ± 0.0336,0.8278 ± 0.0216,0.7994 ± 0.0182,0.9247 ± 0.0107,0.5656 ± 0.0269,"[OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.724178051469829, 'model__gamma': 0.0011316933815429062, 'model__learning_rate': 0.1271559964289765, 'model__max_depth': 4, 'model__min_child_weight': 4, 'model__n_estimators': 586, 'model__reg_alpha': 9.214681487279912e-08, 'model__reg_lambda': 4.086865940427057e-05, 'model__subsample': 0.7500763430631618}), OrderedDict({'model__colsample_bytree': 0.8002826507139968, 'model__gamma': 1.6454749042330523, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 6, 'model__min_child_weight': 3, 'model__n_estimators': 488, 'model__reg_alpha': 3.0675068891966486e-05, 'model__reg_lambda': 1.21893641092375e-08, 'model__subsample': 0.9458304020012895}), OrderedDict({'model__colsample_bytree': 0.859521695019591, 'model__gamma': 1.039666716935716, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 546, 'model__reg_alpha': 0.0016363611355559595, 'model__reg_lambda': 1.8491452859636188e-07, 'model__subsample': 0.8816538042406956}), OrderedDict({'model__colsample_bytree': 0.6083812562448582, 'model__gamma': 1.0974300500823455, 'model__learning_rate': 0.06470837194766824, 'model__max_depth': 8, 'model__min_child_weight': 4, 'model__n_estimators': 223, 'model__reg_alpha': 3.4085315754470016e-08, 'model__reg_lambda': 7.927252771977344e-06, 'model__subsample': 0.8383238829252672}), OrderedDict({'model__colsample_bytree': 0.915263650503839, 'model__gamma': 4.5655545554447113e-08, 'model__learning_rate': 0.13121256896889774, 'model__max_depth': 10, 'model__min_child_weight': 4, 'model__n_estimators': 200, 'model__reg_alpha': 0.24777506904009894, 'model__reg_lambda': 2.746256493006645, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 1.0224602872744142, 'model__learning_rate': 0.22275138348221918, 'model__max_depth': 10, 'model__min_child_weight': 4, 'model__n_estimators': 600, 'model__reg_alpha': 3.889875498717131e-06, 'model__reg_lambda': 1e-08, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 0.8558692912674073, 'model__gamma': 0.4478573046793971, 'model__learning_rate': 0.02888233379102159, 'model__max_depth': 9, 'model__min_child_weight': 3, 'model__n_estimators': 508, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 0.06083266341393505, 'model__subsample': 0.8631861288646654}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 1.0401491685491617, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 10, 'model__min_child_weight': 2, 'model__n_estimators': 567, 'model__reg_alpha': 4.710540956569794e-05, 'model__reg_lambda': 1e-08, 'model__subsample': 0.8810295036863103}), OrderedDict({'model__colsample_bytree': 0.7837830959461547, 'model__gamma': 3.9398070272792336e-08, 'model__learning_rate': 0.15615680299158322, 'model__max_depth': 4, 'model__min_child_weight': 7, 'model__n_estimators': 498, 'model__reg_alpha': 3.976539631475567e-08, 'model__reg_lambda': 0.7611110110373887, 'model__subsample': 0.9645730017190979})]"
adaboost,0.7857 ± 0.0241,0.5977 ± 0.0501,0.5862 ± 0.0462,0.5856 ± 0.0427,0.8548 ± 0.0163,0.7761 ± 0.0138,0.7857 ± 0.0241,0.7783 ± 0.0161,0.9046 ± 0.0097,0.5725 ± 0.0193,"[OrderedDict({'model__learning_rate': 0.8146216961026963, 'model__n_estimators': 365}), OrderedDict({'model__learning_rate': 0.30301831999046164, 'model__n_estimators': 365}), OrderedDict({'model__learning_rate': 0.9498553222056777, 'model__n_estimators': 497}), OrderedDict({'model__learning_rate': 0.8110248169200155, 'model__n_estimators': 227}), OrderedDict({'model__learning_rate': 0.8010035869142049, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 260}), OrderedDict({'model__learning_rate': 0.9986418566964705, 'model__n_estimators': 266}), OrderedDict({'model__learning_rate': 0.9986013487541392, 'model__n_estimators': 83}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 128}), OrderedDict({'model__learning_rate': 0.7195948852545118, 'model__n_estimators': 52})]"
svm,0.7601 ± 0.0240,0.5754 ± 0.0325,0.5978 ± 0.0600,0.5693 ± 0.0339,0.8867 ± 0.0155,0.7832 ± 0.0208,0.7601 ± 0.0240,0.7631 ± 0.0190,0.9249 ± 0.0118,0.5861 ± 0.0185,"[OrderedDict({'model__C': 0.937292647722515, 'model__class_weight': 'balanced', 'model__gamma': 0.0294576986604857, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.5738742675162406, 'model__class_weight': 'balanced', 'model__gamma': 0.022723453676581237, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.9463603927118015, 'model__class_weight': 'balanced', 'model__gamma': 0.014277957075953713, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 8.01173146943498, 'model__class_weight': 'balanced', 'model__gamma': 0.03205904142415345, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 11.520267258998366, 'model__class_weight': 'balanced', 'model__gamma': 0.0027727233343514002, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.4873176796720866, 'model__class_weight': 'balanced', 'model__gamma': 0.03802792436523878, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 312.41956506409304, 'model__class_weight': 'balanced', 'model__gamma': 1e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 32.425872550036864, 'model__class_weight': 'balanced', 'model__gamma': 0.0009549144607819422, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 2.3121932808210106, 'model__class_weight': 'balanced', 'model__gamma': 0.017138804111387487, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 87.86257329057314, 'model__class_weight': None, 'model__gamma': 0.04262040505166039, 'model__kernel': 'rbf'})]"
logistic_regression,0.7421 ± 0.0153,0.5526 ± 0.0209,0.6078 ± 0.0382,0.5605 ± 0.0254,0.8877 ± 0.0156,0.7813 ± 0.0108,0.7421 ± 0.0153,0.7529 ± 0.0125,0.9244 ± 0.0110,0.5811 ± 0.0179,"[OrderedDict({'model__C': 0.018190149284509634, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.019514083657284607, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.037476063401577754, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.028881766539144718, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.1611843027649299, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.03248205983354072, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.03397043625314581, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.02511600887695738, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.02887595627981087, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.10258532564978373, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.7703 ± 0.0187,0.5747 ± 0.1035,0.4968 ± 0.0326,0.5037 ± 0.0451,0.8056 ± 0.0307,0.7435 ± 0.0238,0.7703 ± 0.0187,0.7459 ± 0.0189,0.8871 ± 0.0190,0.5136 ± 0.0257,"[OrderedDict({'model__n_neighbors': 4, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 9, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 6, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.6667 ± 0.0254,0.5364 ± 0.0203,0.6381 ± 0.0381,0.5260 ± 0.0230,0.8462 ± 0.0333,0.7698 ± 0.0191,0.6667 ± 0.0254,0.6853 ± 0.0232,0.8940 ± 0.0130,0.5271 ± 0.0234,"[OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 3.5429377445148403e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 7.908235618595629e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 1.5783879853890547e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07})]"
