,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7465 ± 0.0287,0.6100 ± 0.0311,0.6067 ± 0.0340,0.6071 ± 0.0321,0.7393 ± 0.0229,0.7588 ± 0.0203,0.7465 ± 0.0287,0.7517 ± 0.0240,0.8080 ± 0.0199,0.7368 ± 0.0145,0.6052 ± 0.0161,0.6023 ± 0.0179,0.6028 ± 0.0169,0.7348 ± 0.0126,0.7536 ± 0.0139,0.7368 ± 0.0145,0.7446 ± 0.0138,0.8009 ± 0.0116
random_forest,0.8641 ± 0.0084,0.7728 ± 0.1055,0.6647 ± 0.0144,0.6488 ± 0.0261,0.8830 ± 0.0125,0.8369 ± 0.0362,0.8641 ± 0.0084,0.8257 ± 0.0118,0.9370 ± 0.0078,0.8557 ± 0.0051,0.7462 ± 0.0625,0.6533 ± 0.0079,0.6346 ± 0.0132,0.8875 ± 0.0064,0.8232 ± 0.0199,0.8557 ± 0.0051,0.8166 ± 0.0070,0.9369 ± 0.0038
extra_trees,0.8601 ± 0.0112,0.7124 ± 0.1122,0.6550 ± 0.0127,0.6323 ± 0.0215,0.8855 ± 0.0132,0.8144 ± 0.0384,0.8601 ± 0.0112,0.8184 ± 0.0113,0.9374 ± 0.0089,0.8574 ± 0.0057,0.7571 ± 0.0463,0.6564 ± 0.0068,0.6399 ± 0.0113,0.8878 ± 0.0062,0.8277 ± 0.0167,0.8574 ± 0.0057,0.8192 ± 0.0057,0.9367 ± 0.0035
xgboost,0.8473 ± 0.0096,0.6892 ± 0.0689,0.6546 ± 0.0163,0.6427 ± 0.0242,0.8802 ± 0.0125,0.8054 ± 0.0241,0.8473 ± 0.0096,0.8153 ± 0.0114,0.9343 ± 0.0069,0.8434 ± 0.0070,0.6885 ± 0.0289,0.6569 ± 0.0091,0.6504 ± 0.0119,0.8770 ± 0.0113,0.8054 ± 0.0098,0.8434 ± 0.0070,0.8161 ± 0.0061,0.9305 ± 0.0057
adaboost,0.8026 ± 0.0266,0.6540 ± 0.0334,0.6512 ± 0.0287,0.6504 ± 0.0303,0.8409 ± 0.0172,0.7957 ± 0.0176,0.8026 ± 0.0266,0.7979 ± 0.0202,0.9168 ± 0.0093,0.7984 ± 0.0143,0.6523 ± 0.0218,0.6519 ± 0.0211,0.6516 ± 0.0213,0.8345 ± 0.0100,0.7933 ± 0.0143,0.7984 ± 0.0143,0.7955 ± 0.0138,0.9117 ± 0.0053
svm,0.8469 ± 0.0116,0.6748 ± 0.0496,0.6560 ± 0.0129,0.6449 ± 0.0189,0.8669 ± 0.0139,0.8045 ± 0.0165,0.8469 ± 0.0116,0.8176 ± 0.0091,0.9277 ± 0.0076,0.8376 ± 0.0067,0.6665 ± 0.0257,0.6543 ± 0.0131,0.6480 ± 0.0183,0.8671 ± 0.0109,0.7991 ± 0.0118,0.8376 ± 0.0067,0.8135 ± 0.0086,0.9261 ± 0.0046
logistic_regression,0.7872 ± 0.0135,0.6571 ± 0.0246,0.6589 ± 0.0275,0.6557 ± 0.0251,0.8418 ± 0.0165,0.8042 ± 0.0138,0.7872 ± 0.0135,0.7940 ± 0.0127,0.9096 ± 0.0070,0.7825 ± 0.0091,0.6538 ± 0.0105,0.6547 ± 0.0122,0.6528 ± 0.0115,0.8405 ± 0.0148,0.7997 ± 0.0064,0.7825 ± 0.0091,0.7903 ± 0.0072,0.9060 ± 0.0071
knn,0.6564 ± 0.0238,0.6512 ± 0.0172,0.6198 ± 0.0313,0.5772 ± 0.0261,0.8151 ± 0.0162,0.8086 ± 0.0170,0.6564 ± 0.0238,0.6816 ± 0.0260,0.8674 ± 0.0121,0.6453 ± 0.0120,0.6575 ± 0.0093,0.6284 ± 0.0133,0.5738 ± 0.0110,0.8135 ± 0.0066,0.8150 ± 0.0097,0.6453 ± 0.0120,0.6721 ± 0.0128,0.8621 ± 0.0068
gaussian_nb,0.7322 ± 0.0450,0.6537 ± 0.0302,0.6459 ± 0.0407,0.6313 ± 0.0393,0.8353 ± 0.0244,0.8056 ± 0.0224,0.7322 ± 0.0450,0.7554 ± 0.0360,0.8992 ± 0.0159,0.7135 ± 0.0252,0.6361 ± 0.0146,0.6271 ± 0.0203,0.6137 ± 0.0182,0.8190 ± 0.0092,0.7906 ± 0.0120,0.7135 ± 0.0252,0.7403 ± 0.0200,0.8870 ± 0.0056
