,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7462 ± 0.0195,0.6037 ± 0.0283,0.6039 ± 0.0285,0.6027 ± 0.0279,0.7369 ± 0.0188,0.7519 ± 0.0204,0.7462 ± 0.0195,0.7479 ± 0.0189,0.8049 ± 0.0161,0.7332 ± 0.0173,0.5956 ± 0.0199,0.5937 ± 0.0219,0.5939 ± 0.0209,0.7287 ± 0.0149,0.7439 ± 0.0157,0.7332 ± 0.0173,0.7380 ± 0.0162,0.7955 ± 0.0136
random_forest,0.8564 ± 0.0116,0.7641 ± 0.1211,0.6556 ± 0.0157,0.6373 ± 0.0239,0.8899 ± 0.0114,0.8292 ± 0.0450,0.8564 ± 0.0116,0.8171 ± 0.0140,0.9393 ± 0.0075,0.8516 ± 0.0073,0.7325 ± 0.0532,0.6546 ± 0.0132,0.6407 ± 0.0207,0.8900 ± 0.0060,0.8174 ± 0.0202,0.8516 ± 0.0073,0.8157 ± 0.0100,0.9360 ± 0.0032
extra_trees,0.8571 ± 0.0098,0.7054 ± 0.1746,0.6453 ± 0.0099,0.6129 ± 0.0145,0.8860 ± 0.0131,0.8079 ± 0.0604,0.8571 ± 0.0098,0.8098 ± 0.0104,0.9374 ± 0.0072,0.8494 ± 0.0066,0.7340 ± 0.1294,0.6399 ± 0.0088,0.6105 ± 0.0143,0.8822 ± 0.0055,0.8132 ± 0.0435,0.8494 ± 0.0066,0.8044 ± 0.0083,0.9333 ± 0.0032
xgboost,0.8414 ± 0.0075,0.6673 ± 0.0506,0.6527 ± 0.0172,0.6415 ± 0.0265,0.8851 ± 0.0184,0.7983 ± 0.0199,0.8414 ± 0.0075,0.8125 ± 0.0107,0.9355 ± 0.0109,0.8358 ± 0.0086,0.6797 ± 0.0381,0.6578 ± 0.0166,0.6544 ± 0.0227,0.8721 ± 0.0132,0.8015 ± 0.0151,0.8358 ± 0.0086,0.8133 ± 0.0099,0.9267 ± 0.0068
adaboost,0.8033 ± 0.0170,0.6564 ± 0.0189,0.6576 ± 0.0202,0.6551 ± 0.0189,0.8370 ± 0.0151,0.7993 ± 0.0148,0.8033 ± 0.0170,0.8001 ± 0.0126,0.9142 ± 0.0081,0.7808 ± 0.0109,0.6465 ± 0.0156,0.6471 ± 0.0182,0.6455 ± 0.0163,0.8286 ± 0.0123,0.7948 ± 0.0100,0.7808 ± 0.0109,0.7870 ± 0.0097,0.9080 ± 0.0056
svm,0.8440 ± 0.0145,0.7036 ± 0.0425,0.6721 ± 0.0203,0.6713 ± 0.0269,0.8863 ± 0.0150,0.8138 ± 0.0196,0.8440 ± 0.0145,0.8221 ± 0.0149,0.9360 ± 0.0078,0.8275 ± 0.0098,0.6659 ± 0.0227,0.6543 ± 0.0140,0.6516 ± 0.0169,0.8729 ± 0.0077,0.7963 ± 0.0110,0.8275 ± 0.0098,0.8083 ± 0.0096,0.9274 ± 0.0042
logistic_regression,0.7894 ± 0.0160,0.6674 ± 0.0190,0.6688 ± 0.0213,0.6645 ± 0.0196,0.8561 ± 0.0125,0.8063 ± 0.0134,0.7894 ± 0.0160,0.7948 ± 0.0136,0.9177 ± 0.0068,0.7781 ± 0.0117,0.6457 ± 0.0158,0.6458 ± 0.0181,0.6440 ± 0.0169,0.8403 ± 0.0102,0.7939 ± 0.0105,0.7781 ± 0.0117,0.7847 ± 0.0108,0.9074 ± 0.0063
knn,0.6674 ± 0.0239,0.6088 ± 0.0183,0.5619 ± 0.0262,0.5444 ± 0.0274,0.7716 ± 0.0182,0.7472 ± 0.0148,0.6674 ± 0.0239,0.6542 ± 0.0258,0.8324 ± 0.0146,0.6443 ± 0.0121,0.5905 ± 0.0174,0.5397 ± 0.0197,0.5194 ± 0.0179,0.7560 ± 0.0096,0.7360 ± 0.0156,0.6443 ± 0.0121,0.6323 ± 0.0138,0.8237 ± 0.0061
gaussian_nb,0.7300 ± 0.0559,0.6659 ± 0.0226,0.6619 ± 0.0337,0.6379 ± 0.0371,0.8549 ± 0.0134,0.8163 ± 0.0204,0.7300 ± 0.0559,0.7552 ± 0.0427,0.9106 ± 0.0094,0.7052 ± 0.0494,0.6440 ± 0.0133,0.6358 ± 0.0188,0.6132 ± 0.0303,0.8343 ± 0.0084,0.7963 ± 0.0115,0.7052 ± 0.0494,0.7324 ± 0.0405,0.8942 ± 0.0048
