,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7582 ± 0.0091,0.6180 ± 0.0275,0.6197 ± 0.0287,0.6175 ± 0.0270,0.7480 ± 0.0164,0.7631 ± 0.0167,0.7582 ± 0.0091,0.7597 ± 0.0102,0.8145 ± 0.0080,0.7498 ± 0.0163,0.6200 ± 0.0249,0.6205 ± 0.0278,0.6193 ± 0.0258,0.7469 ± 0.0181,0.7633 ± 0.0181,0.7498 ± 0.0163,0.7561 ± 0.0168,0.8101 ± 0.0138
random_forest,0.8689 ± 0.0069,0.8454 ± 0.0673,0.6750 ± 0.0101,0.6662 ± 0.0176,0.8885 ± 0.0124,0.8629 ± 0.0228,0.8689 ± 0.0069,0.8332 ± 0.0075,0.9388 ± 0.0078,0.8665 ± 0.0085,0.7985 ± 0.0413,0.6760 ± 0.0155,0.6713 ± 0.0236,0.8889 ± 0.0056,0.8471 ± 0.0176,0.8665 ± 0.0085,0.8339 ± 0.0117,0.9377 ± 0.0032
extra_trees,0.8648 ± 0.0101,0.8035 ± 0.0901,0.6695 ± 0.0170,0.6586 ± 0.0274,0.8854 ± 0.0110,0.8472 ± 0.0324,0.8648 ± 0.0101,0.8286 ± 0.0128,0.9373 ± 0.0073,0.8638 ± 0.0082,0.8109 ± 0.0438,0.6730 ± 0.0113,0.6678 ± 0.0161,0.8916 ± 0.0046,0.8490 ± 0.0169,0.8638 ± 0.0082,0.8308 ± 0.0097,0.9386 ± 0.0028
xgboost,0.8480 ± 0.0121,0.6981 ± 0.0636,0.6627 ± 0.0188,0.6560 ± 0.0271,0.8757 ± 0.0111,0.8113 ± 0.0242,0.8480 ± 0.0121,0.8204 ± 0.0132,0.9306 ± 0.0066,0.8412 ± 0.0058,0.6880 ± 0.0193,0.6593 ± 0.0091,0.6547 ± 0.0126,0.8736 ± 0.0111,0.8051 ± 0.0087,0.8412 ± 0.0058,0.8161 ± 0.0068,0.9271 ± 0.0059
adaboost,0.8018 ± 0.0176,0.6497 ± 0.0226,0.6489 ± 0.0209,0.6479 ± 0.0214,0.8540 ± 0.0131,0.7947 ± 0.0112,0.8018 ± 0.0176,0.7972 ± 0.0131,0.9219 ± 0.0062,0.7986 ± 0.0135,0.6518 ± 0.0200,0.6517 ± 0.0193,0.6512 ± 0.0198,0.8353 ± 0.0084,0.7943 ± 0.0121,0.7986 ± 0.0135,0.7961 ± 0.0124,0.9125 ± 0.0034
svm,0.8440 ± 0.0140,0.6842 ± 0.0339,0.6630 ± 0.0144,0.6579 ± 0.0191,0.8717 ± 0.0117,0.8078 ± 0.0147,0.8440 ± 0.0140,0.8195 ± 0.0118,0.9298 ± 0.0057,0.8351 ± 0.0077,0.6765 ± 0.0218,0.6579 ± 0.0112,0.6549 ± 0.0143,0.8664 ± 0.0104,0.8012 ± 0.0093,0.8351 ± 0.0077,0.8134 ± 0.0075,0.9252 ± 0.0048
logistic_regression,0.7744 ± 0.0180,0.6487 ± 0.0159,0.6476 ± 0.0192,0.6452 ± 0.0174,0.8501 ± 0.0110,0.7980 ± 0.0122,0.7744 ± 0.0180,0.7841 ± 0.0144,0.9144 ± 0.0052,0.7679 ± 0.0159,0.6413 ± 0.0188,0.6404 ± 0.0221,0.6387 ± 0.0204,0.8385 ± 0.0165,0.7908 ± 0.0132,0.7679 ± 0.0159,0.7781 ± 0.0145,0.9047 ± 0.0088
knn,0.6927 ± 0.0274,0.6693 ± 0.0147,0.6588 ± 0.0304,0.6170 ± 0.0267,0.8346 ± 0.0195,0.8205 ± 0.0128,0.6927 ± 0.0274,0.7193 ± 0.0253,0.8844 ± 0.0133,0.6778 ± 0.0196,0.6643 ± 0.0094,0.6511 ± 0.0205,0.6051 ± 0.0165,0.8328 ± 0.0113,0.8184 ± 0.0071,0.6778 ± 0.0196,0.7076 ± 0.0154,0.8798 ± 0.0076
gaussian_nb,0.7473 ± 0.0379,0.6675 ± 0.0361,0.6697 ± 0.0478,0.6495 ± 0.0430,0.8495 ± 0.0191,0.8132 ± 0.0275,0.7473 ± 0.0379,0.7662 ± 0.0340,0.9071 ± 0.0150,0.7319 ± 0.0226,0.6446 ± 0.0153,0.6433 ± 0.0210,0.6286 ± 0.0192,0.8309 ± 0.0092,0.7944 ± 0.0122,0.7319 ± 0.0226,0.7527 ± 0.0184,0.8937 ± 0.0049
