,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7396 ± 0.0224,0.5898 ± 0.0166,0.5906 ± 0.0167,0.5891 ± 0.0163,0.7279 ± 0.0124,0.7404 ± 0.0150,0.7396 ± 0.0224,0.7390 ± 0.0166,0.7979 ± 0.0153,0.7369 ± 0.0122,0.5994 ± 0.0129,0.5987 ± 0.0146,0.5986 ± 0.0138,0.7313 ± 0.0097,0.7423 ± 0.0109,0.7369 ± 0.0122,0.7393 ± 0.0101,0.7958 ± 0.0088
random_forest,0.8538 ± 0.0087,0.6040 ± 0.1041,0.6403 ± 0.0066,0.6047 ± 0.0079,0.8772 ± 0.0096,0.7731 ± 0.0334,0.8538 ± 0.0087,0.8053 ± 0.0079,0.9333 ± 0.0060,0.8464 ± 0.0028,0.5652 ± 0.0018,0.6329 ± 0.0021,0.5968 ± 0.0019,0.8726 ± 0.0074,0.7561 ± 0.0024,0.8464 ± 0.0028,0.7983 ± 0.0026,0.9284 ± 0.0038
extra_trees,0.8527 ± 0.0062,0.5698 ± 0.0038,0.6387 ± 0.0046,0.6019 ± 0.0043,0.8648 ± 0.0145,0.7609 ± 0.0051,0.8527 ± 0.0062,0.8036 ± 0.0057,0.9285 ± 0.0088,0.8472 ± 0.0023,0.5660 ± 0.0016,0.6335 ± 0.0017,0.5974 ± 0.0016,0.8652 ± 0.0068,0.7572 ± 0.0022,0.8472 ± 0.0023,0.7991 ± 0.0022,0.9259 ± 0.0032
xgboost,0.8513 ± 0.0119,0.6860 ± 0.0986,0.6509 ± 0.0201,0.6316 ± 0.0325,0.8817 ± 0.0168,0.8020 ± 0.0377,0.8513 ± 0.0119,0.8127 ± 0.0158,0.9337 ± 0.0102,0.8388 ± 0.0065,0.6572 ± 0.0400,0.6400 ± 0.0101,0.6219 ± 0.0162,0.8718 ± 0.0129,0.7876 ± 0.0154,0.8388 ± 0.0065,0.8031 ± 0.0076,0.9261 ± 0.0059
adaboost,0.8198 ± 0.0165,0.6368 ± 0.0412,0.6356 ± 0.0224,0.6262 ± 0.0277,0.8403 ± 0.0239,0.7809 ± 0.0194,0.8198 ± 0.0165,0.7962 ± 0.0162,0.9147 ± 0.0113,0.8129 ± 0.0102,0.6390 ± 0.0273,0.6387 ± 0.0180,0.6342 ± 0.0224,0.8281 ± 0.0108,0.7822 ± 0.0155,0.8129 ± 0.0102,0.7956 ± 0.0127,0.9069 ± 0.0051
svm,0.8267 ± 0.0145,0.5519 ± 0.0099,0.6192 ± 0.0108,0.5833 ± 0.0103,0.8280 ± 0.0099,0.7369 ± 0.0132,0.8267 ± 0.0145,0.7789 ± 0.0137,0.9029 ± 0.0062,0.8138 ± 0.0049,0.5431 ± 0.0033,0.6086 ± 0.0037,0.5738 ± 0.0035,0.8181 ± 0.0055,0.7265 ± 0.0044,0.8138 ± 0.0049,0.7674 ± 0.0047,0.8943 ± 0.0030
logistic_regression,0.7619 ± 0.0227,0.6063 ± 0.0187,0.6057 ± 0.0187,0.6045 ± 0.0182,0.8005 ± 0.0109,0.7595 ± 0.0149,0.7619 ± 0.0227,0.7594 ± 0.0176,0.8829 ± 0.0070,0.7434 ± 0.0134,0.5852 ± 0.0124,0.5830 ± 0.0136,0.5834 ± 0.0129,0.7884 ± 0.0105,0.7475 ± 0.0106,0.7434 ± 0.0134,0.7446 ± 0.0113,0.8717 ± 0.0075
knn,0.4641 ± 0.0081,0.4819 ± 0.0153,0.3463 ± 0.0061,0.2352 ± 0.0124,0.5798 ± 0.0271,0.6424 ± 0.0204,0.4641 ± 0.0081,0.3150 ± 0.0166,0.6137 ± 0.0269,0.4635 ± 0.0030,0.4867 ± 0.0008,0.3438 ± 0.0023,0.2305 ± 0.0047,0.5691 ± 0.0149,0.6487 ± 0.0011,0.4635 ± 0.0030,0.3105 ± 0.0062,0.6080 ± 0.0146
gaussian_nb,0.3923 ± 0.0915,0.6196 ± 0.0263,0.4944 ± 0.0639,0.3891 ± 0.0738,0.7925 ± 0.0213,0.7816 ± 0.0307,0.3923 ± 0.0915,0.4417 ± 0.0912,0.8555 ± 0.0189,0.3748 ± 0.0617,0.5999 ± 0.0187,0.4699 ± 0.0405,0.3794 ± 0.0467,0.7635 ± 0.0180,0.7604 ± 0.0221,0.3748 ± 0.0617,0.4355 ± 0.0594,0.8294 ± 0.0139
