,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7454 ± 0.0311,0.6035 ± 0.0354,0.6033 ± 0.0336,0.6021 ± 0.0346,0.7359 ± 0.0245,0.7477 ± 0.0284,0.7454 ± 0.0311,0.7453 ± 0.0292,0.8026 ± 0.0242,0.7440 ± 0.0149,0.6026 ± 0.0235,0.6022 ± 0.0238,0.6020 ± 0.0235,0.7355 ± 0.0156,0.7505 ± 0.0159,0.7440 ± 0.0149,0.7471 ± 0.0150,0.8031 ± 0.0120
random_forest,0.8516 ± 0.0080,0.7134 ± 0.1481,0.6437 ± 0.0097,0.6151 ± 0.0162,0.8897 ± 0.0129,0.8074 ± 0.0509,0.8516 ± 0.0080,0.8066 ± 0.0092,0.9388 ± 0.0079,0.8508 ± 0.0048,0.7321 ± 0.1350,0.6420 ± 0.0072,0.6139 ± 0.0144,0.8898 ± 0.0054,0.8134 ± 0.0453,0.8508 ± 0.0048,0.8063 ± 0.0059,0.9359 ± 0.0035
extra_trees,0.8575 ± 0.0089,0.7724 ± 0.1729,0.6473 ± 0.0087,0.6172 ± 0.0131,0.8810 ± 0.0135,0.8303 ± 0.0581,0.8575 ± 0.0089,0.8111 ± 0.0091,0.9350 ± 0.0083,0.8497 ± 0.0043,0.7339 ± 0.1767,0.6383 ± 0.0060,0.6063 ± 0.0103,0.8798 ± 0.0053,0.8130 ± 0.0586,0.8497 ± 0.0043,0.8033 ± 0.0056,0.9321 ± 0.0036
xgboost,0.8447 ± 0.0096,0.6854 ± 0.0531,0.6577 ± 0.0178,0.6483 ± 0.0278,0.8820 ± 0.0219,0.8039 ± 0.0215,0.8447 ± 0.0096,0.8153 ± 0.0121,0.9341 ± 0.0128,0.8399 ± 0.0065,0.6823 ± 0.0469,0.6529 ± 0.0140,0.6451 ± 0.0215,0.8721 ± 0.0109,0.8004 ± 0.0163,0.8399 ± 0.0065,0.8118 ± 0.0081,0.9269 ± 0.0056
adaboost,0.8256 ± 0.0135,0.6411 ± 0.0443,0.6426 ± 0.0205,0.6333 ± 0.0285,0.8361 ± 0.0195,0.7852 ± 0.0209,0.8256 ± 0.0135,0.8017 ± 0.0147,0.9121 ± 0.0100,0.8173 ± 0.0098,0.6416 ± 0.0323,0.6392 ± 0.0192,0.6325 ± 0.0255,0.8221 ± 0.0108,0.7814 ± 0.0169,0.8173 ± 0.0098,0.7961 ± 0.0128,0.9051 ± 0.0064
svm,0.8542 ± 0.0073,0.5698 ± 0.0053,0.6397 ± 0.0055,0.6026 ± 0.0053,0.8824 ± 0.0178,0.7608 ± 0.0071,0.8542 ± 0.0073,0.8046 ± 0.0071,0.9345 ± 0.0095,0.8503 ± 0.0033,0.5672 ± 0.0021,0.6358 ± 0.0025,0.5995 ± 0.0022,0.8731 ± 0.0086,0.7586 ± 0.0028,0.8503 ± 0.0033,0.8018 ± 0.0030,0.9276 ± 0.0046
logistic_regression,0.7879 ± 0.0124,0.6668 ± 0.0134,0.6686 ± 0.0162,0.6641 ± 0.0146,0.8561 ± 0.0136,0.8065 ± 0.0117,0.7879 ± 0.0124,0.7941 ± 0.0110,0.9180 ± 0.0077,0.7788 ± 0.0097,0.6547 ± 0.0135,0.6565 ± 0.0168,0.6529 ± 0.0148,0.8418 ± 0.0098,0.8003 ± 0.0086,0.7788 ± 0.0097,0.7876 ± 0.0089,0.9084 ± 0.0061
knn,0.7033 ± 0.0221,0.6114 ± 0.0436,0.5529 ± 0.0238,0.5422 ± 0.0305,0.7778 ± 0.0182,0.7340 ± 0.0223,0.7033 ± 0.0221,0.6752 ± 0.0245,0.8413 ± 0.0140,0.6934 ± 0.0101,0.5899 ± 0.0142,0.5413 ± 0.0061,0.5286 ± 0.0091,0.7657 ± 0.0075,0.7201 ± 0.0072,0.6934 ± 0.0101,0.6642 ± 0.0098,0.8354 ± 0.0056
gaussian_nb,0.7234 ± 0.0585,0.6623 ± 0.0227,0.6561 ± 0.0324,0.6308 ± 0.0368,0.8547 ± 0.0127,0.8145 ± 0.0215,0.7234 ± 0.0585,0.7489 ± 0.0458,0.9105 ± 0.0089,0.6994 ± 0.0526,0.6422 ± 0.0098,0.6317 ± 0.0167,0.6079 ± 0.0309,0.8362 ± 0.0096,0.7958 ± 0.0100,0.6994 ± 0.0526,0.7271 ± 0.0437,0.8951 ± 0.0057
