,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7557 ± 0.0208,0.6135 ± 0.0203,0.6128 ± 0.0211,0.6125 ± 0.0209,0.7438 ± 0.0155,0.7598 ± 0.0169,0.7557 ± 0.0208,0.7572 ± 0.0183,0.8122 ± 0.0159,0.7393 ± 0.0086,0.6059 ± 0.0102,0.6052 ± 0.0122,0.6049 ± 0.0110,0.7359 ± 0.0062,0.7493 ± 0.0057,0.7393 ± 0.0086,0.7440 ± 0.0060,0.7998 ± 0.0055
random_forest,0.8579 ± 0.0100,0.5724 ± 0.0071,0.6425 ± 0.0075,0.6052 ± 0.0072,0.8775 ± 0.0138,0.7643 ± 0.0095,0.8579 ± 0.0100,0.8082 ± 0.0096,0.9346 ± 0.0089,0.8542 ± 0.0035,0.5697 ± 0.0024,0.6387 ± 0.0026,0.6022 ± 0.0025,0.8792 ± 0.0102,0.7620 ± 0.0033,0.8542 ± 0.0035,0.8054 ± 0.0033,0.9336 ± 0.0056
extra_trees,0.8560 ± 0.0105,0.5715 ± 0.0071,0.6411 ± 0.0079,0.6040 ± 0.0075,0.8680 ± 0.0149,0.7632 ± 0.0094,0.8560 ± 0.0105,0.8066 ± 0.0100,0.9301 ± 0.0090,0.8516 ± 0.0045,0.6349 ± 0.1418,0.6379 ± 0.0053,0.6031 ± 0.0083,0.8707 ± 0.0093,0.7819 ± 0.0475,0.8516 ± 0.0045,0.8038 ± 0.0053,0.9297 ± 0.0045
xgboost,0.8469 ± 0.0131,0.6576 ± 0.0810,0.6443 ± 0.0169,0.6226 ± 0.0246,0.8840 ± 0.0133,0.7920 ± 0.0327,0.8469 ± 0.0131,0.8084 ± 0.0144,0.9352 ± 0.0088,0.8470 ± 0.0059,0.6806 ± 0.0450,0.6453 ± 0.0074,0.6262 ± 0.0112,0.8757 ± 0.0081,0.7989 ± 0.0160,0.8470 ± 0.0059,0.8095 ± 0.0063,0.9291 ± 0.0047
adaboost,0.8154 ± 0.0199,0.6519 ± 0.0359,0.6474 ± 0.0235,0.6453 ± 0.0268,0.8387 ± 0.0140,0.7919 ± 0.0181,0.8154 ± 0.0199,0.8016 ± 0.0174,0.9152 ± 0.0068,0.8005 ± 0.0115,0.6412 ± 0.0142,0.6414 ± 0.0120,0.6402 ± 0.0128,0.8316 ± 0.0114,0.7865 ± 0.0080,0.8005 ± 0.0115,0.7929 ± 0.0092,0.9110 ± 0.0056
svm,0.8484 ± 0.0131,0.5666 ± 0.0092,0.6354 ± 0.0098,0.5986 ± 0.0093,0.8614 ± 0.0169,0.7565 ± 0.0123,0.8484 ± 0.0131,0.7993 ± 0.0125,0.9225 ± 0.0097,0.8390 ± 0.0057,0.5597 ± 0.0038,0.6274 ± 0.0042,0.5915 ± 0.0040,0.8586 ± 0.0113,0.7487 ± 0.0051,0.8390 ± 0.0057,0.7911 ± 0.0053,0.9197 ± 0.0056
logistic_regression,0.7810 ± 0.0203,0.6153 ± 0.0274,0.6182 ± 0.0254,0.6159 ± 0.0259,0.8152 ± 0.0107,0.7740 ± 0.0199,0.7810 ± 0.0203,0.7767 ± 0.0186,0.8921 ± 0.0064,0.7802 ± 0.0100,0.6189 ± 0.0167,0.6201 ± 0.0160,0.6191 ± 0.0163,0.8101 ± 0.0161,0.7729 ± 0.0083,0.7802 ± 0.0100,0.7762 ± 0.0089,0.8875 ± 0.0081
knn,0.6685 ± 0.0266,0.5702 ± 0.0459,0.5084 ± 0.0215,0.4823 ± 0.0261,0.7424 ± 0.0210,0.6984 ± 0.0229,0.6685 ± 0.0266,0.6257 ± 0.0295,0.8226 ± 0.0208,0.6637 ± 0.0090,0.5700 ± 0.0287,0.5046 ± 0.0082,0.4805 ± 0.0121,0.7494 ± 0.0140,0.6981 ± 0.0096,0.6637 ± 0.0090,0.6216 ± 0.0106,0.8201 ± 0.0111
gaussian_nb,0.4923 ± 0.0752,0.6087 ± 0.0259,0.5281 ± 0.0607,0.4707 ± 0.0552,0.7826 ± 0.0286,0.7660 ± 0.0278,0.4923 ± 0.0752,0.5521 ± 0.0639,0.8511 ± 0.0256,0.4643 ± 0.0517,0.5881 ± 0.0187,0.5056 ± 0.0306,0.4499 ± 0.0351,0.7577 ± 0.0175,0.7428 ± 0.0216,0.4643 ± 0.0517,0.5295 ± 0.0464,0.8265 ± 0.0142
