,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7436 ± 0.0272,0.6219 ± 0.0223,0.6196 ± 0.0311,0.6183 ± 0.0275,0.7450 ± 0.0196,0.7606 ± 0.0098,0.7436 ± 0.0272,0.7503 ± 0.0184,0.8055 ± 0.0147,0.7362 ± 0.0192,0.6018 ± 0.0217,0.5986 ± 0.0231,0.5993 ± 0.0223,0.7326 ± 0.0163,0.7518 ± 0.0177,0.7362 ± 0.0192,0.7435 ± 0.0177,0.8000 ± 0.0147
random_forest,0.8634 ± 0.0102,0.7271 ± 0.1543,0.6550 ± 0.0137,0.6289 ± 0.0234,0.8807 ± 0.0163,0.8201 ± 0.0544,0.8634 ± 0.0102,0.8192 ± 0.0122,0.9363 ± 0.0098,0.8558 ± 0.0034,0.6794 ± 0.0845,0.6436 ± 0.0047,0.6130 ± 0.0082,0.8819 ± 0.0094,0.8009 ± 0.0282,0.8558 ± 0.0034,0.8106 ± 0.0042,0.9346 ± 0.0048
extra_trees,0.8586 ± 0.0104,0.6074 ± 0.1080,0.6439 ± 0.0092,0.6083 ± 0.0114,0.8829 ± 0.0116,0.7775 ± 0.0387,0.8586 ± 0.0104,0.8101 ± 0.0103,0.9368 ± 0.0075,0.8549 ± 0.0026,0.7300 ± 0.1403,0.6433 ± 0.0041,0.6130 ± 0.0080,0.8858 ± 0.0088,0.8162 ± 0.0448,0.8549 ± 0.0026,0.8095 ± 0.0032,0.9365 ± 0.0043
xgboost,0.8520 ± 0.0137,0.6906 ± 0.0626,0.6556 ± 0.0217,0.6401 ± 0.0324,0.8808 ± 0.0123,0.8066 ± 0.0250,0.8520 ± 0.0137,0.8168 ± 0.0166,0.9335 ± 0.0086,0.8415 ± 0.0048,0.6540 ± 0.0353,0.6405 ± 0.0056,0.6212 ± 0.0090,0.8715 ± 0.0122,0.7891 ± 0.0123,0.8415 ± 0.0048,0.8055 ± 0.0046,0.9270 ± 0.0062
adaboost,0.8103 ± 0.0189,0.6566 ± 0.0192,0.6544 ± 0.0159,0.6533 ± 0.0169,0.8437 ± 0.0094,0.8010 ± 0.0104,0.8103 ± 0.0189,0.8041 ± 0.0133,0.9199 ± 0.0066,0.7939 ± 0.0132,0.6458 ± 0.0248,0.6463 ± 0.0244,0.6458 ± 0.0246,0.8320 ± 0.0147,0.7921 ± 0.0132,0.7939 ± 0.0132,0.7927 ± 0.0132,0.9107 ± 0.0057
svm,0.8553 ± 0.0097,0.6308 ± 0.0603,0.6464 ± 0.0104,0.6193 ± 0.0158,0.8738 ± 0.0181,0.7882 ± 0.0234,0.8553 ± 0.0097,0.8136 ± 0.0098,0.9306 ± 0.0104,0.8387 ± 0.0066,0.6212 ± 0.0300,0.6361 ± 0.0087,0.6157 ± 0.0126,0.8668 ± 0.0111,0.7800 ± 0.0118,0.8387 ± 0.0066,0.8038 ± 0.0071,0.9252 ± 0.0060
logistic_regression,0.7963 ± 0.0239,0.6490 ± 0.0317,0.6482 ± 0.0326,0.6479 ± 0.0322,0.8420 ± 0.0154,0.7963 ± 0.0190,0.7963 ± 0.0239,0.7957 ± 0.0209,0.9085 ± 0.0089,0.7816 ± 0.0102,0.6369 ± 0.0138,0.6369 ± 0.0144,0.6367 ± 0.0141,0.8330 ± 0.0133,0.7845 ± 0.0071,0.7816 ± 0.0102,0.7829 ± 0.0084,0.9020 ± 0.0074
knn,0.3963 ± 0.0364,0.6106 ± 0.0237,0.4695 ± 0.0285,0.3706 ± 0.0335,0.7147 ± 0.0258,0.7722 ± 0.0292,0.3963 ± 0.0364,0.4235 ± 0.0435,0.7623 ± 0.0189,0.3761 ± 0.0174,0.6179 ± 0.0182,0.4697 ± 0.0230,0.3536 ± 0.0152,0.7058 ± 0.0195,0.7825 ± 0.0225,0.3761 ± 0.0174,0.4008 ± 0.0189,0.7487 ± 0.0152
gaussian_nb,0.5806 ± 0.0821,0.6287 ± 0.0246,0.5800 ± 0.0685,0.5375 ± 0.0623,0.8028 ± 0.0250,0.7859 ± 0.0218,0.5806 ± 0.0821,0.6344 ± 0.0702,0.8714 ± 0.0161,0.5448 ± 0.0543,0.6125 ± 0.0102,0.5537 ± 0.0295,0.5117 ± 0.0377,0.7808 ± 0.0095,0.7704 ± 0.0108,0.5448 ± 0.0543,0.6066 ± 0.0482,0.8514 ± 0.0082
