,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4758 ± 0.0312,0.3919 ± 0.0315,0.3906 ± 0.0323,0.3906 ± 0.0317,0.5504 ± 0.0247,0.4827 ± 0.0332,0.4758 ± 0.0312,0.4787 ± 0.0318,0.5651 ± 0.0278,0.4741 ± 0.0238,0.3899 ± 0.0202,0.3899 ± 0.0212,0.3894 ± 0.0208,0.5492 ± 0.0161,0.4802 ± 0.0207,0.4741 ± 0.0238,0.4767 ± 0.0223,0.5627 ± 0.0184
random_forest,0.6055 ± 0.0226,0.4045 ± 0.0149,0.4535 ± 0.0170,0.4271 ± 0.0162,0.6569 ± 0.0241,0.5400 ± 0.0199,0.6055 ± 0.0226,0.5703 ± 0.0217,0.6965 ± 0.0176,0.6156 ± 0.0142,0.4108 ± 0.0095,0.4602 ± 0.0106,0.4340 ± 0.0101,0.6613 ± 0.0239,0.5494 ± 0.0128,0.6156 ± 0.0142,0.5805 ± 0.0135,0.7045 ± 0.0186
extra_trees,0.6154 ± 0.0239,0.4112 ± 0.0161,0.4609 ± 0.0178,0.4340 ± 0.0168,0.6561 ± 0.0198,0.5490 ± 0.0215,0.6154 ± 0.0239,0.5795 ± 0.0225,0.7018 ± 0.0204,0.6215 ± 0.0134,0.4145 ± 0.0090,0.4648 ± 0.0101,0.4381 ± 0.0095,0.6651 ± 0.0186,0.5544 ± 0.0120,0.6215 ± 0.0134,0.5860 ± 0.0127,0.7108 ± 0.0151
xgboost,0.6216 ± 0.0222,0.4851 ± 0.0472,0.4714 ± 0.0162,0.4540 ± 0.0160,0.6796 ± 0.0196,0.5824 ± 0.0191,0.6216 ± 0.0222,0.5924 ± 0.0214,0.7187 ± 0.0175,0.6269 ± 0.0178,0.4686 ± 0.0365,0.4745 ± 0.0147,0.4576 ± 0.0168,0.6781 ± 0.0217,0.5818 ± 0.0209,0.6269 ± 0.0178,0.5987 ± 0.0184,0.7254 ± 0.0194
adaboost,0.5930 ± 0.0212,0.4631 ± 0.0260,0.4608 ± 0.0162,0.4540 ± 0.0167,0.6404 ± 0.0249,0.5658 ± 0.0176,0.5930 ± 0.0212,0.5757 ± 0.0172,0.6862 ± 0.0200,0.5662 ± 0.0179,0.4375 ± 0.0139,0.4414 ± 0.0136,0.4377 ± 0.0140,0.6194 ± 0.0263,0.5497 ± 0.0170,0.5662 ± 0.0179,0.5568 ± 0.0173,0.6669 ± 0.0187
svm,0.6007 ± 0.0086,0.4355 ± 0.1077,0.4506 ± 0.0080,0.4257 ± 0.0098,0.6436 ± 0.0247,0.5479 ± 0.0381,0.6007 ± 0.0086,0.5663 ± 0.0081,0.6868 ± 0.0181,0.6022 ± 0.0174,0.4425 ± 0.0506,0.4518 ± 0.0139,0.4292 ± 0.0148,0.6320 ± 0.0194,0.5535 ± 0.0233,0.6022 ± 0.0174,0.5696 ± 0.0171,0.6771 ± 0.0163
logistic_regression,0.5183 ± 0.0196,0.4298 ± 0.0266,0.4267 ± 0.0292,0.4259 ± 0.0269,0.6210 ± 0.0234,0.5379 ± 0.0218,0.5183 ± 0.0196,0.5264 ± 0.0194,0.6537 ± 0.0216,0.5363 ± 0.0248,0.4385 ± 0.0233,0.4342 ± 0.0244,0.4356 ± 0.0237,0.6186 ± 0.0202,0.5504 ± 0.0259,0.5363 ± 0.0248,0.5429 ± 0.0250,0.6592 ± 0.0210
knn,0.4297 ± 0.0301,0.3810 ± 0.0262,0.3772 ± 0.0377,0.3442 ± 0.0330,0.5399 ± 0.0226,0.4647 ± 0.0307,0.4297 ± 0.0301,0.4051 ± 0.0317,0.5477 ± 0.0169,0.4027 ± 0.0305,0.3767 ± 0.0221,0.3645 ± 0.0252,0.3330 ± 0.0214,0.5401 ± 0.0161,0.4641 ± 0.0245,0.4027 ± 0.0305,0.3924 ± 0.0234,0.5484 ± 0.0143
gaussian_nb,0.2084 ± 0.0143,0.3817 ± 0.0201,0.3562 ± 0.0157,0.2085 ± 0.0154,0.5393 ± 0.0147,0.4711 ± 0.0266,0.2084 ± 0.0143,0.2110 ± 0.0205,0.5458 ± 0.0130,0.2182 ± 0.0098,0.3726 ± 0.0186,0.3556 ± 0.0141,0.2204 ± 0.0107,0.5293 ± 0.0123,0.4598 ± 0.0249,0.2182 ± 0.0098,0.2280 ± 0.0149,0.5322 ± 0.0130
