,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4678 ± 0.0344,0.3827 ± 0.0366,0.3804 ± 0.0377,0.3808 ± 0.0370,0.5431 ± 0.0282,0.4746 ± 0.0348,0.4678 ± 0.0344,0.4706 ± 0.0340,0.5586 ± 0.0292,0.4832 ± 0.0256,0.3956 ± 0.0248,0.3957 ± 0.0247,0.3953 ± 0.0248,0.5539 ± 0.0201,0.4860 ± 0.0279,0.4832 ± 0.0256,0.4843 ± 0.0268,0.5681 ± 0.0243
random_forest,0.5832 ± 0.0218,0.3892 ± 0.0144,0.4367 ± 0.0163,0.4113 ± 0.0151,0.6274 ± 0.0212,0.5196 ± 0.0192,0.5832 ± 0.0218,0.5492 ± 0.0201,0.6750 ± 0.0170,0.5865 ± 0.0200,0.3911 ± 0.0133,0.4384 ± 0.0150,0.4132 ± 0.0142,0.6182 ± 0.0178,0.5230 ± 0.0178,0.5865 ± 0.0200,0.5526 ± 0.0189,0.6671 ± 0.0149
extra_trees,0.6029 ± 0.0241,0.4027 ± 0.0157,0.4516 ± 0.0180,0.4253 ± 0.0168,0.6459 ± 0.0254,0.5378 ± 0.0209,0.6029 ± 0.0241,0.5678 ± 0.0225,0.6882 ± 0.0203,0.5970 ± 0.0151,0.3982 ± 0.0102,0.4464 ± 0.0113,0.4208 ± 0.0107,0.6328 ± 0.0145,0.5326 ± 0.0136,0.5970 ± 0.0151,0.5628 ± 0.0143,0.6799 ± 0.0084
xgboost,0.5923 ± 0.0237,0.4477 ± 0.1145,0.4469 ± 0.0209,0.4270 ± 0.0247,0.6449 ± 0.0194,0.5483 ± 0.0477,0.5923 ± 0.0237,0.5621 ± 0.0227,0.6888 ± 0.0165,0.6058 ± 0.0113,0.4301 ± 0.0351,0.4548 ± 0.0092,0.4342 ± 0.0104,0.6445 ± 0.0105,0.5546 ± 0.0146,0.6058 ± 0.0113,0.5764 ± 0.0109,0.6982 ± 0.0126
adaboost,0.5740 ± 0.0176,0.4508 ± 0.0261,0.4449 ± 0.0138,0.4369 ± 0.0178,0.6278 ± 0.0166,0.5442 ± 0.0165,0.5740 ± 0.0176,0.5538 ± 0.0170,0.6604 ± 0.0151,0.5654 ± 0.0123,0.4214 ± 0.0258,0.4318 ± 0.0145,0.4218 ± 0.0176,0.5921 ± 0.0199,0.5330 ± 0.0140,0.5654 ± 0.0123,0.5468 ± 0.0122,0.6371 ± 0.0127
svm,0.5861 ± 0.0174,0.4009 ± 0.0197,0.4396 ± 0.0119,0.4160 ± 0.0114,0.6232 ± 0.0153,0.5286 ± 0.0158,0.5861 ± 0.0174,0.5536 ± 0.0165,0.6664 ± 0.0160,0.5736 ± 0.0131,0.3946 ± 0.0094,0.4293 ± 0.0092,0.4086 ± 0.0078,0.6112 ± 0.0101,0.5234 ± 0.0099,0.5736 ± 0.0131,0.5451 ± 0.0113,0.6536 ± 0.0105
logistic_regression,0.5125 ± 0.0190,0.4244 ± 0.0149,0.4180 ± 0.0147,0.4187 ± 0.0138,0.5994 ± 0.0211,0.5347 ± 0.0189,0.5125 ± 0.0190,0.5217 ± 0.0177,0.6431 ± 0.0179,0.4975 ± 0.0261,0.4104 ± 0.0239,0.4003 ± 0.0276,0.4037 ± 0.0257,0.5854 ± 0.0223,0.5219 ± 0.0237,0.4975 ± 0.0261,0.5086 ± 0.0246,0.6282 ± 0.0212
knn,0.1930 ± 0.0297,0.4044 ± 0.0679,0.3536 ± 0.0240,0.1775 ± 0.0291,0.5190 ± 0.0217,0.5011 ± 0.0889,0.1930 ± 0.0297,0.1695 ± 0.0404,0.5256 ± 0.0175,0.1871 ± 0.0437,0.3558 ± 0.0552,0.3485 ± 0.0230,0.1690 ± 0.0392,0.5197 ± 0.0218,0.4381 ± 0.0722,0.1871 ± 0.0437,0.1604 ± 0.0519,0.5252 ± 0.0179
gaussian_nb,0.2092 ± 0.0187,0.3630 ± 0.0254,0.3551 ± 0.0204,0.2072 ± 0.0215,0.5293 ± 0.0112,0.4462 ± 0.0333,0.2092 ± 0.0187,0.2098 ± 0.0289,0.5337 ± 0.0077,0.2143 ± 0.0170,0.3685 ± 0.0123,0.3476 ± 0.0141,0.2163 ± 0.0178,0.5192 ± 0.0105,0.4552 ± 0.0163,0.2143 ± 0.0170,0.2244 ± 0.0228,0.5241 ± 0.0108
