,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.7546 ± 0.0338,0.6368 ± 0.0255,0.6361 ± 0.0289,0.6289 ± 0.0249,0.8089 ± 0.0323,0.7828 ± 0.0162,0.7546 ± 0.0338,0.7635 ± 0.0235,0.8789 ± 0.0199,0.6548 ± 0.0096,"[OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 18, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 27, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 23, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 7}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 24, 'model__max_features': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 7}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 13}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 13}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 16, 'model__max_features': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 11}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 15, 'model__max_features': None, 'model__min_samples_leaf': 3, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 19})]"
random_forest,0.8425 ± 0.0224,0.7091 ± 0.0362,0.6878 ± 0.0163,0.6892 ± 0.0198,0.8945 ± 0.0124,0.8271 ± 0.0132,0.8425 ± 0.0224,0.8308 ± 0.0141,0.9423 ± 0.0080,0.7021 ± 0.0089,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 11, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 23, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 7, 'model__n_estimators': 388}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 3, 'model__n_estimators': 283}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 581}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 29, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 16, 'model__n_estimators': 799}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 19, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 9, 'model__n_estimators': 411}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__min_samples_split': 10, 'model__n_estimators': 293}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 200})]"
extra_trees,0.8341 ± 0.0173,0.6929 ± 0.0248,0.6865 ± 0.0198,0.6863 ± 0.0211,0.8919 ± 0.0125,0.8230 ± 0.0134,0.8341 ± 0.0173,0.8266 ± 0.0135,0.9407 ± 0.0084,0.7047 ± 0.0140,"[OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 472}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 20, 'model__n_estimators': 640}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 26, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 16, 'model__n_estimators': 237}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 18, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 369})]"
xgboost,0.8429 ± 0.0146,0.6977 ± 0.0572,0.6639 ± 0.0196,0.6586 ± 0.0293,0.8810 ± 0.0174,0.8094 ± 0.0194,0.8429 ± 0.0146,0.8175 ± 0.0126,0.9329 ± 0.0107,0.6821 ± 0.0119,"[OrderedDict({'model__colsample_bytree': 0.6274295818128623, 'model__gamma': 6.705035767896752e-08, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 3, 'model__min_child_weight': 2, 'model__n_estimators': 600, 'model__reg_alpha': 0.01871660764613721, 'model__reg_lambda': 0.0009778315685474845, 'model__subsample': 0.9254704412362278}), OrderedDict({'model__colsample_bytree': 0.6377780057107236, 'model__gamma': 0.007805605879113624, 'model__learning_rate': 0.04534839889892117, 'model__max_depth': 10, 'model__min_child_weight': 7, 'model__n_estimators': 355, 'model__reg_alpha': 2.682980425807333e-07, 'model__reg_lambda': 0.0003546169037884607, 'model__subsample': 0.6997768071653723}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 0.0014880555361447513, 'model__learning_rate': 0.02440831661161973, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 541, 'model__reg_alpha': 0.00017599109860898392, 'model__reg_lambda': 3.357280738737142e-08, 'model__subsample': 0.8521102514974263}), OrderedDict({'model__colsample_bytree': 0.9940260504476197, 'model__gamma': 0.6325599995759204, 'model__learning_rate': 0.0638183181469477, 'model__max_depth': 7, 'model__min_child_weight': 2, 'model__n_estimators': 575, 'model__reg_alpha': 0.000389301171585569, 'model__reg_lambda': 1e-08, 'model__subsample': 0.7835337679701713}), OrderedDict({'model__colsample_bytree': 0.7360043081424865, 'model__gamma': 6.134342430495661e-07, 'model__learning_rate': 0.12668667381576867, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 340, 'model__reg_alpha': 3.142279809956149e-05, 'model__reg_lambda': 4.999999999999999, 'model__subsample': 0.7763826944195944}), OrderedDict({'model__colsample_bytree': 0.9349553422213137, 'model__gamma': 0.48298439853802383, 'model__learning_rate': 0.02806554771929606, 'model__max_depth': 10, 'model__min_child_weight': 9, 'model__n_estimators': 225, 'model__reg_alpha': 1.5964003922750283e-07, 'model__reg_lambda': 1.1908201255932852e-05, 'model__subsample': 0.8542916407516681}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 0.4682188032277704, 'model__learning_rate': 0.13765127144236738, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 441, 'model__reg_alpha': 6.444662108984145e-05, 'model__reg_lambda': 0.005294883390633242, 'model__subsample': 0.6}), OrderedDict({'model__colsample_bytree': 0.9821911945239713, 'model__gamma': 0.012436120776632302, 'model__learning_rate': 0.1938811514231446, 'model__max_depth': 6, 'model__min_child_weight': 4, 'model__n_estimators': 285, 'model__reg_alpha': 1.0012236018107084e-08, 'model__reg_lambda': 1.6771887406383625e-05, 'model__subsample': 0.8377515654365543}), OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.8559302438839216, 'model__gamma': 4.629238714415221e-08, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__n_estimators': 503, 'model__reg_alpha': 1.2657931419330325e-07, 'model__reg_lambda': 4.999999999999999, 'model__subsample': 0.6950464203175356})]"
adaboost,0.8048 ± 0.0306,0.6446 ± 0.0310,0.6411 ± 0.0217,0.6354 ± 0.0234,0.8373 ± 0.0125,0.7886 ± 0.0150,0.8048 ± 0.0306,0.7931 ± 0.0177,0.9163 ± 0.0069,0.6670 ± 0.0105,"[OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 368}), OrderedDict({'model__learning_rate': 0.9958148998307544, 'model__n_estimators': 499}), OrderedDict({'model__learning_rate': 0.3482527462015998, 'model__n_estimators': 276}), OrderedDict({'model__learning_rate': 0.9752781085252681, 'model__n_estimators': 496}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.9932663618910583, 'model__n_estimators': 53}), OrderedDict({'model__learning_rate': 0.695106887943949, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.5102706682662924, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.979450460281805, 'model__n_estimators': 51}), OrderedDict({'model__learning_rate': 0.7287433109653986, 'model__n_estimators': 250})]"
svm,0.7971 ± 0.0284,0.6690 ± 0.0117,0.6645 ± 0.0125,0.6583 ± 0.0117,0.8785 ± 0.0135,0.8131 ± 0.0109,0.7971 ± 0.0284,0.7987 ± 0.0176,0.9336 ± 0.0090,0.6911 ± 0.0145,"[OrderedDict({'model__C': 2.2064272978748947, 'model__class_weight': 'balanced', 'model__gamma': 0.013225926568110452, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.8214548318355843, 'model__class_weight': 'balanced', 'model__gamma': 0.003036221966512504, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.8239182014586118, 'model__class_weight': 'balanced', 'model__gamma': 0.0338972927988751, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 10.223467624025645, 'model__class_weight': None, 'model__gamma': 0.025194885490736132, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 4.879109920851855, 'model__class_weight': 'balanced', 'model__gamma': 0.03041397342355706, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 2.9596802008979135, 'model__class_weight': 'balanced', 'model__gamma': 0.07198326349529596, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 1e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.2768634965807668, 'model__class_weight': 'balanced', 'model__gamma': 0.046525073166643796, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 1e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.0948889225637237, 'model__class_weight': 'balanced', 'model__gamma': 0.06663681522949473, 'model__kernel': 'rbf'})]"
logistic_regression,0.7956 ± 0.0206,0.6694 ± 0.0200,0.6684 ± 0.0233,0.6623 ± 0.0202,0.8769 ± 0.0146,0.8138 ± 0.0199,0.7956 ± 0.0206,0.7995 ± 0.0155,0.9324 ± 0.0088,0.6854 ± 0.0112,"[OrderedDict({'model__C': 0.0033157904947483372, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.003912003552177047, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.04666540870368648, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 1.3939793632713804, 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.14232447999132164, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.03867651673583432, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.09966313785351098, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.023563430450104318, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.0328154613294328, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.04666540870368648, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.7883 ± 0.0210,0.6232 ± 0.0432,0.6177 ± 0.0254,0.6100 ± 0.0312,0.8183 ± 0.0272,0.7664 ± 0.0220,0.7883 ± 0.0210,0.7680 ± 0.0208,0.8798 ± 0.0231,0.6252 ± 0.0200,"[OrderedDict({'model__n_neighbors': 8, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 6, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'})]"
gaussian_nb,0.7154 ± 0.0457,0.6599 ± 0.0275,0.6483 ± 0.0426,0.6266 ± 0.0391,0.8442 ± 0.0246,0.8142 ± 0.0219,0.7154 ± 0.0457,0.7450 ± 0.0366,0.9064 ± 0.0153,0.6103 ± 0.0211,"[OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 8.2791651629763e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 5.142336278907144e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07})]"
