,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.6971 ± 0.0351,0.5501 ± 0.0291,0.5495 ± 0.0293,0.5487 ± 0.0293,0.6601 ± 0.0292,0.6993 ± 0.0271,0.6971 ± 0.0351,0.6972 ± 0.0304,0.7285 ± 0.0320,0.6813 ± 0.0215,0.5462 ± 0.0232,0.5431 ± 0.0238,0.5440 ± 0.0233,0.6562 ± 0.0188,0.6909 ± 0.0218,0.6813 ± 0.0215,0.6855 ± 0.0212,0.7194 ± 0.0195
random_forest,0.7689 ± 0.0210,0.5947 ± 0.0300,0.5976 ± 0.0217,0.5908 ± 0.0243,0.7748 ± 0.0219,0.7402 ± 0.0237,0.7689 ± 0.0210,0.7518 ± 0.0214,0.8580 ± 0.0147,0.7486 ± 0.0131,0.5723 ± 0.0171,0.5795 ± 0.0133,0.5733 ± 0.0148,0.7712 ± 0.0129,0.7233 ± 0.0135,0.7486 ± 0.0131,0.7343 ± 0.0130,0.8492 ± 0.0098
extra_trees,0.7670 ± 0.0184,0.5756 ± 0.0241,0.5879 ± 0.0173,0.5754 ± 0.0199,0.7627 ± 0.0234,0.7268 ± 0.0207,0.7670 ± 0.0184,0.7436 ± 0.0189,0.8443 ± 0.0185,0.7517 ± 0.0132,0.5528 ± 0.0150,0.5714 ± 0.0108,0.5568 ± 0.0121,0.7604 ± 0.0159,0.7094 ± 0.0131,0.7517 ± 0.0132,0.7274 ± 0.0128,0.8380 ± 0.0134
xgboost,0.7652 ± 0.0217,0.6002 ± 0.0280,0.6015 ± 0.0197,0.5967 ± 0.0225,0.7677 ± 0.0122,0.7378 ± 0.0180,0.7652 ± 0.0217,0.7496 ± 0.0183,0.8520 ± 0.0124,0.7421 ± 0.0093,0.5750 ± 0.0155,0.5797 ± 0.0124,0.5753 ± 0.0140,0.7481 ± 0.0158,0.7194 ± 0.0121,0.7421 ± 0.0093,0.7298 ± 0.0107,0.8320 ± 0.0116
adaboost,0.7714 ± 0.0239,0.6108 ± 0.0213,0.6128 ± 0.0152,0.6083 ± 0.0177,0.8058 ± 0.0140,0.7558 ± 0.0183,0.7714 ± 0.0239,0.7618 ± 0.0178,0.8809 ± 0.0124,0.7492 ± 0.0099,0.5974 ± 0.0106,0.5976 ± 0.0099,0.5972 ± 0.0100,0.7936 ± 0.0127,0.7444 ± 0.0064,0.7492 ± 0.0099,0.7466 ± 0.0075,0.8679 ± 0.0068
svm,0.7985 ± 0.0209,0.5861 ± 0.0513,0.6047 ± 0.0184,0.5819 ± 0.0223,0.7888 ± 0.0226,0.7387 ± 0.0281,0.7985 ± 0.0209,0.7627 ± 0.0201,0.8698 ± 0.0173,0.7698 ± 0.0113,0.5773 ± 0.0201,0.5897 ± 0.0115,0.5776 ± 0.0139,0.7800 ± 0.0083,0.7275 ± 0.0104,0.7698 ± 0.0113,0.7460 ± 0.0098,0.8581 ± 0.0047
logistic_regression,0.6974 ± 0.0227,0.6013 ± 0.0176,0.5898 ± 0.0238,0.5849 ± 0.0210,0.8077 ± 0.0147,0.7510 ± 0.0156,0.6974 ± 0.0227,0.7155 ± 0.0201,0.8761 ± 0.0124,0.6888 ± 0.0156,0.6000 ± 0.0132,0.5892 ± 0.0192,0.5822 ± 0.0164,0.7991 ± 0.0138,0.7484 ± 0.0114,0.6888 ± 0.0156,0.7091 ± 0.0140,0.8646 ± 0.0100
knn,0.6949 ± 0.0201,0.5685 ± 0.0272,0.5628 ± 0.0293,0.5600 ± 0.0290,0.7608 ± 0.0209,0.7123 ± 0.0210,0.6949 ± 0.0201,0.6968 ± 0.0205,0.8354 ± 0.0156,0.6684 ± 0.0165,0.5563 ± 0.0148,0.5444 ± 0.0181,0.5435 ± 0.0164,0.7380 ± 0.0208,0.7026 ± 0.0137,0.6684 ± 0.0165,0.6783 ± 0.0148,0.8170 ± 0.0172
gaussian_nb,0.5989 ± 0.0299,0.5752 ± 0.0262,0.5358 ± 0.0401,0.5109 ± 0.0339,0.7855 ± 0.0227,0.7201 ± 0.0271,0.5989 ± 0.0299,0.6149 ± 0.0325,0.8507 ± 0.0205,0.5920 ± 0.0137,0.5678 ± 0.0136,0.5385 ± 0.0161,0.5079 ± 0.0142,0.7714 ± 0.0131,0.7077 ± 0.0156,0.5920 ± 0.0137,0.6069 ± 0.0146,0.8342 ± 0.0091
