,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4333 ± 0.0257,0.3537 ± 0.0310,0.3537 ± 0.0319,0.3526 ± 0.0317,0.5109 ± 0.0213,0.4349 ± 0.0273,0.4333 ± 0.0257,0.4328 ± 0.0268,0.5146 ± 0.0225,0.4401 ± 0.0215,0.3647 ± 0.0171,0.3645 ± 0.0181,0.3640 ± 0.0177,0.5223 ± 0.0146,0.4478 ± 0.0187,0.4401 ± 0.0215,0.4435 ± 0.0200,0.5280 ± 0.0169
random_forest,0.5092 ± 0.0122,0.3813 ± 0.0308,0.3863 ± 0.0111,0.3733 ± 0.0128,0.5911 ± 0.0247,0.4747 ± 0.0137,0.5092 ± 0.0122,0.4873 ± 0.0120,0.5997 ± 0.0199,0.5009 ± 0.0128,0.3737 ± 0.0175,0.3823 ± 0.0102,0.3728 ± 0.0113,0.5799 ± 0.0168,0.4706 ± 0.0114,0.5009 ± 0.0128,0.4834 ± 0.0115,0.5907 ± 0.0144
extra_trees,0.5077 ± 0.0296,0.3616 ± 0.0340,0.3828 ± 0.0223,0.3658 ± 0.0221,0.5714 ± 0.0264,0.4649 ± 0.0276,0.5077 ± 0.0296,0.4827 ± 0.0280,0.5874 ± 0.0221,0.5041 ± 0.0183,0.3716 ± 0.0282,0.3822 ± 0.0155,0.3692 ± 0.0169,0.5780 ± 0.0190,0.4686 ± 0.0190,0.5041 ± 0.0183,0.4827 ± 0.0176,0.5889 ± 0.0180
xgboost,0.4941 ± 0.0193,0.3843 ± 0.0158,0.3851 ± 0.0127,0.3803 ± 0.0126,0.5775 ± 0.0171,0.4713 ± 0.0156,0.4941 ± 0.0193,0.4807 ± 0.0171,0.5856 ± 0.0155,0.4769 ± 0.0197,0.3735 ± 0.0215,0.3727 ± 0.0158,0.3694 ± 0.0163,0.5630 ± 0.0164,0.4580 ± 0.0179,0.4769 ± 0.0197,0.4659 ± 0.0182,0.5704 ± 0.0201
adaboost,0.5158 ± 0.0239,0.3480 ± 0.0156,0.3863 ± 0.0178,0.3652 ± 0.0169,0.5844 ± 0.0193,0.4647 ± 0.0208,0.5158 ± 0.0239,0.4877 ± 0.0226,0.5980 ± 0.0148,0.5195 ± 0.0180,0.3832 ± 0.0335,0.3925 ± 0.0125,0.3772 ± 0.0118,0.5727 ± 0.0184,0.4815 ± 0.0155,0.5195 ± 0.0180,0.4955 ± 0.0152,0.5906 ± 0.0154
svm,0.5341 ± 0.0097,0.3600 ± 0.0078,0.3998 ± 0.0073,0.3766 ± 0.0084,0.5855 ± 0.0225,0.4806 ± 0.0105,0.5341 ± 0.0097,0.5030 ± 0.0112,0.6096 ± 0.0176,0.5223 ± 0.0160,0.3905 ± 0.0327,0.3953 ± 0.0133,0.3806 ± 0.0150,0.5720 ± 0.0176,0.4871 ± 0.0190,0.5223 ± 0.0160,0.4982 ± 0.0151,0.5929 ± 0.0154
logistic_regression,0.4377 ± 0.0345,0.4161 ± 0.0279,0.4139 ± 0.0391,0.3945 ± 0.0316,0.5907 ± 0.0205,0.5092 ± 0.0318,0.4377 ± 0.0345,0.4610 ± 0.0315,0.6103 ± 0.0168,0.4250 ± 0.0147,0.4000 ± 0.0099,0.3860 ± 0.0179,0.3764 ± 0.0125,0.5742 ± 0.0135,0.4988 ± 0.0107,0.4250 ± 0.0147,0.4520 ± 0.0129,0.5936 ± 0.0150
knn,0.4385 ± 0.0256,0.3726 ± 0.0288,0.3691 ± 0.0310,0.3618 ± 0.0258,0.5457 ± 0.0269,0.4602 ± 0.0289,0.4385 ± 0.0256,0.4392 ± 0.0220,0.5559 ± 0.0242,0.4237 ± 0.0147,0.3719 ± 0.0144,0.3737 ± 0.0188,0.3636 ± 0.0160,0.5360 ± 0.0119,0.4529 ± 0.0157,0.4237 ± 0.0147,0.4305 ± 0.0147,0.5406 ± 0.0127
gaussian_nb,0.4985 ± 0.0155,0.3787 ± 0.0321,0.3767 ± 0.0130,0.3289 ± 0.0215,0.6008 ± 0.0201,0.4914 ± 0.0280,0.4985 ± 0.0155,0.4318 ± 0.0218,0.6160 ± 0.0273,0.4970 ± 0.0145,0.3849 ± 0.0201,0.3761 ± 0.0079,0.3350 ± 0.0137,0.5702 ± 0.0118,0.4893 ± 0.0135,0.4970 ± 0.0145,0.4376 ± 0.0152,0.5919 ± 0.0111
