model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_test_mean,fnr_test_std,X_transfromation,Pair,Target,X_Processing
extra_trees,binary,"[0, 1]",2,0.8900523560209426,0.0004936172992575966,0.8901098901098902,1.1702778228589004e-16,0.9418120870274208,0.0002588422829610294,0.9418378427291648,7.153826939120199e-05,0.9997058823529411,0.00041594516540386576,0.9995884773662551,0.0013013488313450062,0.8902578639734884,0.0003891318061297011,0.8903977940878309,0.0009104323177160683,0.11099476439790576,0.0017797624829294157,0.11135531135531136,0.004633373861052572,21.200000000000003,0.3399346342395192,30.4,1.2649110640673518,-0.11099476439790576,0.0017797624829294157,-0.11135531135531136,0.004633373861052572,0.9976190476190476,0.004046840883803783,0.9966666666666667,0.010540925533894595,0.0014705882352941176,0.0020797258270192575,0.00205761316872428,0.00650674415672506,0.7164117647058823,0.02477998151567742,0.6886968449931413,0.04173010206362341,0.045,0.07619419633774974,0.05,0.15811388300841897,0.0023809523809523807,0.004046840883803797,0.003333333333333333,0.010540925533894597,0.004505928853754941,0.0076488993672446885,0.00625,0.01976423537605237,21.0,0.0,30.0,0.0,0.8902578639734884,0.0003891318061297011,0.8903977940878309,0.0009104323177160683,0.9997058823529411,0.00041594516540386576,0.9995884773662551,0.0013013488313450062,0.9418120870274208,0.0002588422829610294,0.9418378427291648,7.153826939120199e-05,170.0,0.0,243.0,0.0,0.05,0.08498365855987976,0.1,0.31622776601683794,20.950000000000003,0.08498365855987956,29.9,0.31622776601683794,0.05,0.07071067811865477,0.1,0.31622776601683794,169.95,0.07071067811865074,242.9,0.31622776601683794,0.0023809523809523807,0.004046840883803797,0.003333333333333333,0.010540925533894597,0.045,0.07619419633774974,0.05,0.15811388300841897,0.9976190476190476,0.004046840883803783,0.9966666666666667,0.010540925533894595,0.0002941176470588235,0.0004159451654038515,0.000411522633744856,0.0013013488313450123,None_sacler,1 vs 0-2,HY43,X_V06_STATS
xgboost,binary,"[0, 1]",2,0.8803141361256545,0.004318798770326665,0.8813186813186814,0.01121727382452342,0.9358485117265272,0.0023407038458557405,0.9363000713927857,0.006288343572156969,0.9811176470588234,0.003662522561153385,0.9802469135802468,0.011768236263115073,0.8946324562087827,0.0027891216511128484,0.8961974253005538,0.005878093765715386,0.1869109947643979,0.016414166919410115,0.189010989010989,0.05151988572381149,35.7,3.135105881607333,51.6,14.064928802600537,-0.1869109947643979,0.016414166919410115,-0.189010989010989,0.05151988572381149,0.9357142857142857,0.027424051655826922,0.9200000000000002,0.05921294486432989,0.09441176470588233,0.018312612805766768,0.09876543209876543,0.05884118131557535,0.7147436974789916,0.02543891550002725,0.7109122085048011,0.040085633984953586,0.30140728715728715,0.10301878650715601,0.31047619047619046,0.2137594949777008,0.0642857142857143,0.027424051655826977,0.07999999999999999,0.059212944864329896,0.10204562658305585,0.04086054697258224,0.12463749463749466,0.08909781970373358,21.0,0.0,30.0,0.0,0.8946324562087827,0.0027891216511128484,0.8961974253005538,0.005878093765715386,0.9811176470588234,0.003662522561153385,0.9802469135802468,0.011768236263115073,0.9358485117265272,0.0023407038458557405,0.9363000713927857,0.006288343572156969,170.0,0.0,243.0,0.0,1.35,0.5759050847723666,2.4,1.776388345929897,19.65,0.5759050847723666,27.6,1.7763883459298973,3.21,0.6226288353960702,4.8,2.8596814119369625,166.79000000000002,0.6226288353960701,238.2,2.859681411936962,0.0642857142857143,0.027424051655826977,0.07999999999999999,0.059212944864329896,0.30140728715728715,0.10301878650715601,0.31047619047619046,0.2137594949777008,0.9357142857142857,0.027424051655826922,0.9200000000000002,0.05921294486432989,0.018882352941176468,0.003662522561153354,0.019753086419753086,0.01176823626311507,None_sacler,1 vs 0-2,HY43,X_V06_STATS
adaboost,binary,"[0, 1]",2,0.8781151832460734,0.0033822691924260398,0.8846153846153847,0.007376706943586404,0.9348589486756703,0.001863328039352553,0.9387347624893966,0.004211077101602422,0.9831176470588234,0.0029221607506292697,0.9934156378600824,0.008932137501289279,0.8911798723159217,0.001415367873367589,0.8897882317715776,0.0009332585299446554,0.1819895287958115,0.013586138037818099,0.1388278388278388,0.039127326573557754,34.760000000000005,2.594952365223258,37.9,10.681760154581267,-0.1819895287958115,0.013586138037818099,-0.1388278388278388,0.039127326573557754,0.971904761904762,0.012787386705474853,0.9966666666666667,0.010540925533894595,0.08441176470588234,0.014610803753146384,0.03292181069958848,0.04466068750644638,0.6254187675070026,0.030877556258604912,0.6312139917695474,0.07210362953851247,0.15572222222222223,0.08607038024345666,0.016666666666666666,0.05270462766947299,0.028095238095238097,0.012787386705474814,0.003333333333333333,0.010540925533894597,0.04570009760139856,0.021441171663463255,0.005555555555555555,0.01756820922315766,21.0,0.0,30.0,0.0,0.8911798723159217,0.001415367873367589,0.8897882317715776,0.0009332585299446554,0.9831176470588234,0.0029221607506292697,0.9934156378600824,0.008932137501289279,0.9348589486756703,0.001863328039352553,0.9387347624893966,0.004211077101602422,170.0,0.0,243.0,0.0,0.59,0.26853512081497105,0.1,0.31622776601683794,20.41,0.2685351208149709,29.9,0.31622776601683794,2.87,0.49676732760697717,1.6,2.1705094128132942,167.13000000000002,0.49676732760697656,241.4,2.1705094128132942,0.028095238095238097,0.012787386705474814,0.003333333333333333,0.010540925533894597,0.15572222222222223,0.08607038024345666,0.016666666666666666,0.05270462766947299,0.971904761904762,0.012787386705474853,0.9966666666666667,0.010540925533894595,0.016882352941176466,0.0029221607506292775,0.006584362139917696,0.008932137501289277,None_sacler,1 vs 0-2,HY43,X_V06_STATS
svm,binary,"[0, 1]",2,0.5906806282722514,0.026757745834290615,0.604029304029304,0.043322320904414846,0.7166316225690416,0.02511386764790141,0.73249297168177,0.0385426738110879,0.5910588235294117,0.03436332549648302,0.6127572016460905,0.053001459717011125,0.9219112985314204,0.010007917086818587,0.9142980049039945,0.012919393891858125,1.8652356020942407,0.1485895071991516,1.7747252747252749,0.23130965011593224,356.26000000000005,28.380595875037955,484.5,63.14753448164949,-1.8652356020942407,0.1485895071991516,-1.7747252747252749,0.23130965011593224,0.41238095238095235,0.06591411989713628,0.4666666666666666,0.090267093384844,2.0447058823529405,0.171816627482415,1.9362139917695473,0.2650072985850556,0.5421736694677872,0.08598551360193908,0.6040329218106997,0.04890812439087093,0.1514161783213645,0.012174066817490992,0.145812885439004,0.021603419820396257,0.5876190476190476,0.0659141198971363,0.5333333333333333,0.090267093384844,0.23934408731425744,0.019669830517947042,0.22842763947056777,0.03248577722704567,21.0,0.0,30.0,0.0,0.9219112985314204,0.010007917086818587,0.9142980049039945,0.012919393891858125,0.5910588235294117,0.03436332549648302,0.6127572016460905,0.053001459717011125,0.7166316225690416,0.02511386764790141,0.73249297168177,0.0385426738110879,170.0,0.0,243.0,0.0,12.34,1.3841965178398625,16.0,2.70801280154532,8.66,1.3841965178398623,14.0,2.70801280154532,69.52,5.841765334402112,94.1,12.879354711233704,100.48,5.841765334402113,148.9,12.879354711233704,0.5876190476190476,0.0659141198971363,0.5333333333333333,0.090267093384844,0.1514161783213645,0.012174066817490992,0.145812885439004,0.021603419820396257,0.41238095238095235,0.06591411989713628,0.4666666666666666,0.090267093384844,0.40894117647058825,0.03436332549648303,0.38724279835390946,0.05300145971701112,None_sacler,1 vs 0-2,HY43,X_V06_STATS
logistic_regression,binary,"[0, 1]",2,0.7778010471204188,0.013766525416920111,0.7677655677655677,0.020445846826798023,0.8710497256829358,0.008568262035552533,0.8645268151535304,0.013247134491682343,0.8455294117647061,0.012157495239713384,0.8333333333333334,0.022393453658867628,0.8988666713395762,0.0050843905660281335,0.8984771100542488,0.009779717287250892,0.7721465968586387,0.056841484121753716,0.8256410256410257,0.09853411767674679,147.48000000000002,10.856723467254952,225.4,26.89981412575187,-0.7721465968586387,0.056841484121753716,-0.8256410256410257,0.09853411767674679,0.7704761904761905,0.03476154236239309,0.7633333333333333,0.0823272602348565,0.7723529411764706,0.06078747619856666,0.8333333333333334,0.11196726829433819,0.5744733893557423,0.038115737628132786,0.5276268861454045,0.043127381981087454,0.15551199333139087,0.02899382296937955,0.1479873626072307,0.044654354892106715,0.22952380952380952,0.034761542362393046,0.23666666666666666,0.08232726023485645,0.1838261905244628,0.03184253958218502,0.18147267362998507,0.057278343455715724,21.0,0.0,30.0,0.0,0.8988666713395762,0.0050843905660281335,0.8984771100542488,0.009779717287250892,0.8455294117647061,0.012157495239713384,0.8333333333333334,0.022393453658867628,0.8710497256829358,0.008568262035552533,0.8645268151535304,0.013247134491682343,170.0,0.0,243.0,0.0,4.82,0.729992389610254,7.1,2.4698178070456938,16.18,0.729992389610254,22.9,2.4698178070456938,26.26,2.066774190751267,40.5,5.441609239104836,143.73999999999998,2.0667741907512647,202.5,5.441609239104836,0.22952380952380952,0.034761542362393046,0.23666666666666666,0.08232726023485645,0.15551199333139087,0.02899382296937955,0.1479873626072307,0.044654354892106715,0.7704761904761905,0.03476154236239309,0.7633333333333333,0.0823272602348565,0.1544705882352941,0.01215749523971334,0.16666666666666666,0.022393453658867638,None_sacler,1 vs 0-2,HY43,X_V06_STATS
knn,binary,"[0, 1]",2,0.8757068062827225,0.003412748778102731,0.8703296703296702,0.014364289299001454,0.9333139891209115,0.0020377833665627633,0.9299803365054171,0.008306135044777917,0.9777058823529412,0.005799746776214039,0.9683127572016461,0.016917534807485153,0.8928642906872242,0.002246813881752867,0.8946874286578514,0.004076076634719694,0.20366492146596862,0.02361637671767855,0.24249084249084252,0.07404544433690821,38.9,4.510727953076607,66.2,20.214406303975938,-0.20366492146596862,0.02361637671767855,-0.24249084249084252,0.07404544433690821,0.95,0.026298478612350566,0.9233333333333335,0.04172218523448574,0.1114705882352941,0.028998733881069935,0.15843621399176955,0.08458767403742577,0.6245238095238096,0.01915627478339158,0.6495404663923183,0.023542091481468002,0.22103174603174605,0.06527473149215231,0.24636446886446883,0.1349674644142793,0.05,0.02629847861235062,0.07666666666666666,0.041722185234485745,0.07704020624364968,0.037382677018207626,0.11263054308341947,0.05872544304706811,21.0,0.0,30.0,0.0,0.8928642906872242,0.002246813881752867,0.8946874286578514,0.004076076634719694,0.9777058823529412,0.005799746776214039,0.9683127572016461,0.016917534807485153,0.9333139891209115,0.0020377833665627633,0.9299803365054171,0.008306135044777917,170.0,0.0,243.0,0.0,1.05,0.552268050859363,2.3,1.2516655570345725,19.95,0.552268050859363,27.7,1.2516655570345725,3.7900000000000005,0.9859569519563777,7.7,4.110960958218893,166.21,0.9859569519563812,235.3,4.110960958218893,0.05,0.02629847861235062,0.07666666666666666,0.041722185234485745,0.22103174603174605,0.06527473149215231,0.24636446886446883,0.1349674644142793,0.95,0.026298478612350566,0.9233333333333335,0.04172218523448574,0.022294117647058822,0.0057997467762139895,0.03168724279835391,0.016917534807485153,None_sacler,1 vs 0-2,HY43,X_V06_STATS
gaussian_nb,binary,"[0, 1]",2,0.3627225130890052,0.04419239648616776,0.3498168498168498,0.058129148320721066,0.46783276253853734,0.0592489000561512,0.4509384754178324,0.08055190333412535,0.32223529411764706,0.05466883276998094,0.3049382716049383,0.07035980743072572,0.8938207516616592,0.01502149931046006,0.8949252755245711,0.024421151678780936,3.0502617801047123,0.23860206257756778,3.124908424908425,0.3082270001939679,582.6,45.57299395231542,853.1,84.14597105295324,-3.0502617801047123,0.23860206257756778,-3.124908424908425,0.3082270001939679,0.3095238095238095,0.06204704852600656,0.2866666666666666,0.08344437046897149,3.388823529411765,0.27334416384990473,3.475308641975309,0.35179903715362854,0.5165322128851539,0.02149195976914708,0.5073456790123456,0.05786665960430972,0.11197437333338156,0.006627693017205574,0.11267204459026019,0.010596064825968698,0.6904761904761905,0.06204704852600656,0.7133333333333334,0.08344437046897152,0.19235393747492546,0.011164110613102088,0.19441054999105253,0.017852343061528473,21.0,0.0,30.0,0.0,0.8938207516616592,0.01502149931046006,0.8949252755245711,0.024421151678780936,0.32223529411764706,0.05466883276998094,0.3049382716049383,0.07035980743072572,0.46783276253853734,0.0592489000561512,0.4509384754178324,0.08055190333412535,170.0,0.0,243.0,0.0,14.5,1.3029880190461378,21.4,2.503331114069145,6.5,1.3029880190461376,8.6,2.503331114069145,115.22,9.293701570896756,168.9,17.09743320566635,54.78000000000001,9.293701570896758,74.1,17.09743320566635,0.6904761904761905,0.06204704852600656,0.7133333333333334,0.08344437046897152,0.11197437333338156,0.006627693017205574,0.11267204459026019,0.010596064825968698,0.3095238095238095,0.06204704852600656,0.2866666666666666,0.08344437046897149,0.677764705882353,0.054668832769980955,0.6950617283950618,0.07035980743072572,None_sacler,1 vs 0-2,HY43,X_V06_STATS
decision_tree,binary,"[0, 1]",2,0.8235602094240837,0.01855009607371335,0.8142857142857143,0.026920238845481954,0.8439132584308418,0.016803966009822813,0.8340885655860781,0.023998887474750617,0.852336448598131,0.018959656142932036,0.8388157894736843,0.035394764016598634,0.837171045727273,0.015531334130922786,0.8305382200045784,0.03057800355205516,0.5073298429319373,0.060582851887372925,0.5446886446886448,0.0974516559517641,96.9,11.57132471048823,148.7,26.604302074831597,-0.5073298429319373,0.060582851887372925,-0.5446886446886448,0.0974516559517641,0.2130952380952381,0.019904660641245166,0.21652892561983475,0.049094588231284764,0.7383177570093458,0.09479828071466007,0.805921052631579,0.17697382008299312,0.8196206052514464,0.01859714129458452,0.8111434319269248,0.027871449132020394,0.8090928136568796,0.023119832458688955,0.7958394775609705,0.0356473889609187,0.786904761904762,0.019904660641245155,0.7834710743801654,0.04909458823128476,0.7965113856556496,0.020850040537940522,0.7886479656591714,0.03273064342757216,84.0,0.0,121.0,0.0,0.837171045727273,0.015531334130922786,0.8305382200045784,0.03057800355205516,0.852336448598131,0.018959656142932036,0.8388157894736843,0.035394764016598634,0.8439132584308418,0.016803966009822813,0.8340885655860781,0.023998887474750617,107.0,0.0,152.0,0.0,66.1,1.6719914938645954,94.8,5.940445175985458,17.9,1.6719914938645934,26.2,5.940445175985457,15.8,2.028683207293725,24.5,5.380004130522991,91.2,2.028683207293726,127.5,5.380004130522991,0.786904761904762,0.019904660641245155,0.7834710743801654,0.04909458823128476,0.8090928136568796,0.023119832458688955,0.7958394775609705,0.0356473889609187,0.2130952380952381,0.019904660641245166,0.21652892561983475,0.049094588231284764,0.14766355140186915,0.018959656142932015,0.1611842105263158,0.03539476401659863,None_sacler,2 vs 0-1,HY43,X_V06_STATS
random_forest,binary,"[0, 1]",2,0.8943455497382198,0.011097610345069083,0.8912087912087913,0.01778223856874328,0.9027619684778093,0.010403479296223891,0.899283478813173,0.017266886837213863,0.8766355140186916,0.013121146223459607,0.8736842105263157,0.027877629091352118,0.9314474488620086,0.010905137026948524,0.9269917301511418,0.017120190806985933,0.38209424083769633,0.03933621980083677,0.39010989010989017,0.07755520642815718,72.97999999999999,7.513217981959824,106.5,21.172571354886912,-0.38209424083769633,0.03933621980083677,-0.39010989010989017,0.07755520642815718,0.08309523809523808,0.013880950112081998,0.08677685950413223,0.02212448816006751,0.616822429906542,0.06560573111729807,0.631578947368421,0.13938814545676056,0.9517222963951936,0.007988974448108963,0.94836070030448,0.009675857300910128,0.8547600874871272,0.013661121444690926,0.8527420828980399,0.027571821519057998,0.9169047619047619,0.013880950112081986,0.9132231404958677,0.022124488160067506,0.8841845481149285,0.012038583736809862,0.8816390274449815,0.018536742770237438,84.0,0.0,121.0,0.0,0.9314474488620086,0.010905137026948524,0.9269917301511418,0.017120190806985933,0.8766355140186916,0.013121146223459607,0.8736842105263157,0.027877629091352118,0.9027619684778093,0.010403479296223891,0.899283478813173,0.017266886837213863,107.0,0.0,152.0,0.0,77.02000000000001,1.1659998094148898,110.5,2.6770630673681683,6.9799999999999995,1.1659998094148882,10.5,2.6770630673681683,13.2,1.4039626459101793,19.2,4.237399621885522,93.8,1.4039626459101802,132.8,4.237399621885521,0.9169047619047619,0.013880950112081986,0.9132231404958677,0.022124488160067506,0.8547600874871272,0.013661121444690926,0.8527420828980399,0.027571821519057998,0.08309523809523808,0.013880950112081998,0.08677685950413223,0.02212448816006751,0.1233644859813084,0.013121146223459624,0.12631578947368421,0.02787762909135211,None_sacler,2 vs 0-1,HY43,X_V06_STATS
extra_trees,binary,"[0, 1]",2,0.8967015706806283,0.009798179052623762,0.8901098901098902,0.015919908193413074,0.9043070427114905,0.009505666318674543,0.8976454689437039,0.015342899336110239,0.8726168224299065,0.013143685768371202,0.8664473684210525,0.02539507771791945,0.9393094474853754,0.007762517273109245,0.9317375195500814,0.017442321749010437,0.3887434554973822,0.03866417213703569,0.4073260073260073,0.06971050883980999,74.25,7.384856878173815,111.2,19.030968913268126,-0.3887434554973822,0.03866417213703569,-0.4073260073260073,0.06971050883980999,0.07261904761904761,0.009474076497074064,0.08016528925619834,0.022733532821793672,0.6369158878504673,0.06571842884185586,0.667763157894737,0.12697538858959728,0.9508717178460169,0.008862719996856035,0.9460716615919967,0.008373431795986578,0.8520889863020218,0.013187215363523101,0.846404603726936,0.024815160059240077,0.9273809523809525,0.009474076497074033,0.9198347107438016,0.02273353282179367,0.8876468251016014,0.010171569674735112,0.8812941573583167,0.01684273386290415,84.0,0.0,121.0,0.0,0.9393094474853754,0.007762517273109245,0.9317375195500814,0.017442321749010437,0.8726168224299065,0.013143685768371202,0.8664473684210525,0.02539507771791945,0.9043070427114905,0.009505666318674543,0.8976454689437039,0.015342899336110239,107.0,0.0,152.0,0.0,77.9,0.7958224257542197,111.3,2.7507574714370344,6.1,0.7958224257542214,9.7,2.7507574714370344,13.63,1.4063743772157142,20.3,3.8600518131237562,93.37000000000002,1.4063743772157151,131.7,3.8600518131237562,0.9273809523809525,0.009474076497074033,0.9198347107438016,0.02273353282179367,0.8520889863020218,0.013187215363523101,0.846404603726936,0.024815160059240077,0.07261904761904761,0.009474076497074064,0.08016528925619834,0.022733532821793672,0.12738317757009346,0.01314368576837116,0.1335526315789474,0.02539507771791945,None_sacler,2 vs 0-1,HY43,X_V06_STATS
xgboost,binary,"[0, 1]",2,0.8826178010471203,0.009722506667065563,0.87985347985348,0.020850182374736567,0.8931744195902874,0.009151275946033845,0.8897476792708507,0.020054185850431068,0.8771028037383178,0.013063698658107005,0.8723684210526315,0.03299691732246321,0.9110942290545262,0.008879121216969058,0.9086305492943388,0.02073180722992473,0.39277486910994763,0.03793136607392931,0.4043956043956044,0.0911786289624737,75.02,7.2448909201205005,110.4,24.89176570675532,-0.39277486910994763,0.03793136607392931,-0.4043956043956044,0.0911786289624737,0.11035714285714286,0.011651404551260448,0.11074380165289258,0.02787682785823365,0.6144859813084111,0.06531849329053506,0.6381578947368421,0.16498458661231605,0.943863484646195,0.009885911963534175,0.9443290561113526,0.00998438209493832,0.8517895487931048,0.013661161432016533,0.8484225814350607,0.03344965480511882,0.8896428571428571,0.011651404551260456,0.8892561983471076,0.027876827858233637,0.8695003969949253,0.010518526987208475,0.8678646953208075,0.02199808427624542,84.0,0.0,121.0,0.0,0.9110942290545262,0.008879121216969058,0.9086305492943388,0.02073180722992473,0.8771028037383178,0.013063698658107005,0.8723684210526315,0.03299691732246321,0.8931744195902874,0.009151275946033845,0.8897476792708507,0.020054185850431068,107.0,0.0,152.0,0.0,74.73,0.9787179823058803,107.6,3.373096170846271,9.270000000000001,0.9787179823058779,13.4,3.3730961708462712,13.15,1.3978157564174507,19.4,5.015531433014408,93.85,1.3978157564174476,132.6,5.015531433014407,0.8896428571428571,0.011651404551260456,0.8892561983471076,0.027876827858233637,0.8517895487931048,0.013661161432016533,0.8484225814350607,0.03344965480511882,0.11035714285714286,0.011651404551260448,0.11074380165289258,0.02787682785823365,0.1228971962616822,0.013063698658107012,0.12763157894736843,0.03299691732246321,None_sacler,2 vs 0-1,HY43,X_V06_STATS
adaboost,binary,"[0, 1]",2,0.8690575916230368,0.015179133261744308,0.8589743589743591,0.022793839685707522,0.8823800699739752,0.013809040587293632,0.8731960871189077,0.02140948720449292,0.8772897196261683,0.01776547866014716,0.8736842105263157,0.035469415121325856,0.8886580528039971,0.015333369642268141,0.8735581824305327,0.02171176370452257,0.40591623036649216,0.05286434444893952,0.42234432234432234,0.09797041715995539,77.53,10.097089789747452,115.3,26.745923884667818,-0.40591623036649216,0.05286434444893952,-0.42234432234432234,0.09797041715995539,0.1414285714285714,0.02091386551365156,0.15950413223140497,0.03190125465391534,0.6135514018691589,0.08882739330073605,0.631578947368421,0.17734707560662918,0.934531041388518,0.01269891473433253,0.9310216398434102,0.017446130007657382,0.8473027606422463,0.019712326246647406,0.8426317622607513,0.03738150190508248,0.8585714285714285,0.020913865513651576,0.8404958677685951,0.03190125465391534,0.8520616588982823,0.017120139988344336,0.840939320755582,0.025031355307169986,84.0,0.0,121.0,0.0,0.8886580528039971,0.015333369642268141,0.8735581824305327,0.02171176370452257,0.8772897196261683,0.01776547866014716,0.8736842105263157,0.035469415121325856,0.8823800699739752,0.013809040587293632,0.8731960871189077,0.02140948720449292,107.0,0.0,152.0,0.0,72.11999999999999,1.7567647031467313,101.7,3.8600518131237562,11.88,1.756764703146731,19.3,3.8600518131237562,13.13,1.9009062166357504,19.2,5.391351098441527,93.87,1.9009062166357529,132.8,5.391351098441527,0.8585714285714285,0.020913865513651576,0.8404958677685951,0.03190125465391534,0.8473027606422463,0.019712326246647406,0.8426317622607513,0.03738150190508248,0.1414285714285714,0.02091386551365156,0.15950413223140497,0.03190125465391534,0.12271028037383176,0.01776547866014721,0.12631578947368421,0.03546941512132584,None_sacler,2 vs 0-1,HY43,X_V06_STATS
svm,binary,"[0, 1]",2,0.8948167539267017,0.011793864370507594,0.883882783882784,0.01535260347643457,0.904705193389191,0.0106791291885817,0.8939264187955824,0.014001010937153934,0.8916822429906542,0.012542181427566945,0.8789473684210526,0.0186596906896339,0.9188054768604286,0.012778876977156855,0.90969984668187,0.017395226698529453,0.3479057591623037,0.03819578159835392,0.38571428571428573,0.05402982140022564,66.45,7.295394285285599,105.3,14.750141242261604,-0.3479057591623037,0.03819578159835392,-0.38571428571428573,0.05402982140022564,0.10119047619047619,0.017012659611290493,0.10991735537190084,0.02306494290791678,0.5415887850467289,0.06271090713783481,0.6052631578947368,0.09329845344816952,0.9521862483311082,0.008420818762107055,0.9492170508916921,0.00930623403056868,0.8676985403999223,0.013931142948468667,0.8543679077538094,0.01994709962169085,0.8988095238095237,0.017012659611290504,0.8900826446280992,0.023064942907916768,0.8825145952861346,0.013327195549181993,0.8716886148213542,0.017218284233619093,84.0,0.0,121.0,0.0,0.9188054768604286,0.012778876977156855,0.90969984668187,0.017395226698529453,0.8916822429906542,0.012542181427566945,0.8789473684210526,0.0186596906896339,0.904705193389191,0.0106791291885817,0.8939264187955824,0.014001010937153934,107.0,0.0,152.0,0.0,75.5,1.4290634073484003,107.7,2.7908580918579307,8.5,1.429063407348401,13.3,2.79085809185793,11.59,1.342013412749664,18.4,2.836272984824353,95.41,1.342013412749663,133.6,2.836272984824353,0.8988095238095237,0.017012659611290504,0.8900826446280992,0.023064942907916768,0.8676985403999223,0.013931142948468667,0.8543679077538094,0.01994709962169085,0.10119047619047619,0.017012659611290493,0.10991735537190084,0.02306494290791678,0.10831775700934579,0.012542181427566954,0.12105263157894737,0.0186596906896339,None_sacler,2 vs 0-1,HY43,X_V06_STATS
logistic_regression,binary,"[0, 1]",2,0.8540837696335078,0.017893286669126884,0.8358974358974358,0.018741473850402833,0.8695733133380816,0.015711703555250707,0.8522229535391632,0.015482481966901806,0.868411214953271,0.014808489120944393,0.8493421052631579,0.022245534478799577,0.8722586576857791,0.018558747146291205,0.8560229558758795,0.028796564380407914,0.4407853403141361,0.04985195654534955,0.49963369963369964,0.05810221262680835,84.19000000000001,9.521723700161761,136.4,15.861904047118681,-0.4407853403141361,0.04985195654534955,-0.49963369963369964,0.05810221262680835,0.16416666666666666,0.025219182791082623,0.18099173553719006,0.04293457145059673,0.6579439252336448,0.07404244560472183,0.7532894736842105,0.11122767239399786,0.9177047174009789,0.016921550316118913,0.9007177033492824,0.014828786632501758,0.8345203930949291,0.018718479905913174,0.8127394474290565,0.021253717206718193,0.8358333333333334,0.025219182791082623,0.81900826446281,0.042934571450596745,0.833978637037138,0.02096073648173634,0.8152622071643199,0.024172397295007704,84.0,0.0,121.0,0.0,0.8722586576857791,0.018558747146291205,0.8560229558758795,0.028796564380407914,0.868411214953271,0.014808489120944393,0.8493421052631579,0.022245534478799577,0.8695733133380816,0.015711703555250707,0.8522229535391632,0.015482481966901806,107.0,0.0,152.0,0.0,70.21,2.1184113544509393,99.1,5.195083145522205,13.789999999999997,2.11841135445094,21.9,5.195083145522205,14.080000000000002,1.5845083359410475,22.9,3.3813212407775355,92.92,1.5845083359410443,129.1,3.3813212407775355,0.8358333333333334,0.025219182791082623,0.81900826446281,0.042934571450596745,0.8345203930949291,0.018718479905913174,0.8127394474290565,0.021253717206718193,0.16416666666666666,0.025219182791082623,0.18099173553719006,0.04293457145059673,0.13158878504672894,0.014808489120944367,0.1506578947368421,0.022245534478799577,None_sacler,2 vs 0-1,HY43,X_V06_STATS
