model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_test_mean,fnr_test_std,X_transfromation,Pair,Target,X_Processing
extra_trees,binary,"[0, 1]",2,0.9206806282722514,0.00541996514948328,0.9336996336996337,0.012385792090760203,0.9265239281145089,0.005291334793778724,0.9387323225816452,0.011697553908539611,0.9101904761904762,0.011621389303452695,0.9253333333333333,0.024705674861666308,0.9442185018932087,0.007626412853221093,0.953338556027154,0.020903728672070337,0.2768062827225131,0.029692065306682416,0.23040293040293042,0.06205401614962555,52.870000000000005,5.671184473576339,62.9,16.94074640884778,-0.2768062827225131,0.029692065306682416,-0.23040293040293042,0.06205401614962555,0.06651162790697673,0.010029701698998991,0.056097560975609764,0.027221949059832374,0.44904761904761903,0.05810694651726323,0.37333333333333335,0.12352837430833151,0.9682923588039867,0.003965887505082979,0.978159891598916,0.005614960630133455,0.8956895457366005,0.011776818392694906,0.9128959777352433,0.02353622757689437,0.9334883720930234,0.010029701698998944,0.9439024390243903,0.027221949059832374,0.9137408339482231,0.005640613928967347,0.9276741935553415,0.01363257583559081,86.0,0.0,123.0,0.0,0.9442185018932087,0.007626412853221093,0.953338556027154,0.020903728672070337,0.9101904761904762,0.011621389303452695,0.9253333333333333,0.024705674861666308,0.9265239281145089,0.005291334793778724,0.9387323225816452,0.011697553908539611,105.0,0.0,150.0,0.0,80.28,0.8625543461139163,116.1,3.348299734359383,5.72,0.8625543461139131,6.9,3.348299734359383,9.43,1.2202458768625282,11.2,3.7058512292499457,95.57,1.2202458768625293,138.8,3.7058512292499453,0.9334883720930234,0.010029701698998944,0.9439024390243903,0.027221949059832374,0.8956895457366005,0.011776818392694906,0.9128959777352433,0.02353622757689437,0.06651162790697673,0.010029701698998991,0.056097560975609764,0.027221949059832374,0.08980952380952381,0.011621389303452646,0.07466666666666667,0.024705674861666308,None_sacler,0 vs 1-2,HY3,X_STATS
xgboost,binary,"[0, 1]",2,0.911675392670157,0.008340708339857084,0.9285714285714286,0.010396450772848828,0.9180960987410961,0.008122614027113076,0.9340951559149324,0.009748577963959788,0.9014285714285716,0.015113578563387476,0.9219999999999999,0.02245434325167845,0.9362267515442809,0.00930845434135079,0.9471960484345125,0.01910615548121701,0.3050785340314136,0.040165444304281206,0.24285714285714288,0.055767818947813894,58.27,7.67159986211771,66.3,15.224614572753193,-0.3050785340314136,0.040165444304281206,-0.24285714285714288,0.055767818947813894,0.0758139534883721,0.01191884098839229,0.06341463414634148,0.024178545282596702,0.49285714285714277,0.0755678928169374,0.39,0.11227171625839223,0.9641096345514951,0.005074712348976793,0.9757452574525745,0.005145167238081443,0.8857415190443627,0.015390865885818205,0.908570615023289,0.022273877242721642,0.9241860465116281,0.011918840988392302,0.9365853658536587,0.02417854528259671,0.9040601396622051,0.008642939351980477,0.9219684265149587,0.011425138709309631,86.0,0.0,123.0,0.0,0.9362267515442809,0.00930845434135079,0.9471960484345125,0.01910615548121701,0.9014285714285716,0.015113578563387476,0.9219999999999999,0.02245434325167845,0.9180960987410961,0.008122614027113076,0.9340951559149324,0.009748577963959788,105.0,0.0,150.0,0.0,79.47999999999999,1.0250203250017385,115.2,2.9739610697593952,6.5200000000000005,1.0250203250017371,7.8,2.9739610697593952,10.35,1.5869257491556854,11.7,3.3681514877517675,94.65,1.5869257491556854,138.3,3.368151487751767,0.9241860465116281,0.011918840988392302,0.9365853658536587,0.02417854528259671,0.8857415190443627,0.015390865885818205,0.908570615023289,0.022273877242721642,0.0758139534883721,0.01191884098839229,0.06341463414634148,0.024178545282596702,0.09857142857142857,0.015113578563387476,0.07800000000000001,0.02245434325167845,None_sacler,0 vs 1-2,HY3,X_STATS
adaboost,binary,"[0, 1]",2,0.910261780104712,0.006379896180112485,0.9282051282051282,0.011083570908825613,0.9169171673674962,0.006174813446662985,0.9336207753070873,0.010776063060643068,0.9015238095238096,0.012272212752609087,0.9200000000000002,0.023726840560069577,0.9336596827159334,0.007823917331656586,0.9483119093782817,0.017654573210248558,0.30628272251308897,0.031994817278404676,0.24761904761904763,0.0599460618677914,58.5,6.111010100175293,67.6,16.36527488990705,-0.30628272251308897,0.031994817278404676,-0.24761904761904763,0.0599460618677914,0.07906976744186045,0.010543775588167008,0.061788617886178863,0.022738403212361008,0.4923809523809524,0.061361063763045426,0.4,0.1186342028003479,0.963299003322259,0.0063362398394757775,0.9757777777777777,0.006814780328698713,0.8854346512818644,0.012338407314276953,0.9066368602811294,0.02356883657643801,0.9209302325581395,0.010543775588167036,0.938211382113821,0.022738403212360987,0.9023391533935033,0.006735472819202037,0.9217571943067021,0.011630824160194604,86.0,0.0,123.0,0.0,0.9336596827159334,0.007823917331656586,0.9483119093782817,0.017654573210248558,0.9015238095238096,0.012272212752609087,0.9200000000000002,0.023726840560069577,0.9169171673674962,0.006174813446662985,0.9336207753070873,0.010776063060643068,105.0,0.0,150.0,0.0,79.2,0.9067647005823621,115.4,2.7968235951204043,6.8,0.9067647005823629,7.6,2.7968235951204043,10.34,1.2885823390239541,12.0,3.559026084010437,94.66000000000001,1.2885823390239544,138.0,3.559026084010437,0.9209302325581395,0.010543775588167036,0.938211382113821,0.022738403212360987,0.8854346512818644,0.012338407314276953,0.9066368602811294,0.02356883657643801,0.07906976744186045,0.010543775588167008,0.061788617886178863,0.022738403212361008,0.09847619047619048,0.012272212752609082,0.07999999999999999,0.02372684056006958,None_sacler,0 vs 1-2,HY3,X_STATS
svm,binary,"[0, 1]",2,0.9110994764397908,0.007582289502249478,0.9340659340659341,0.016741525275704605,0.9123404502260261,0.008038814408285506,0.9361204443255895,0.017463674396169825,0.8446666666666667,0.013419599990133396,0.8826666666666668,0.02917804011052418,0.9925285133475293,0.003081139175905396,0.9969591604388388,0.003931076967712281,0.4304712041884816,0.03698162226162515,0.3238095238095238,0.0807930151028915,82.22,7.063489851970406,88.4,22.056493123089375,-0.4304712041884816,0.03698162226162515,-0.3238095238095238,0.0807930151028915,0.007790697674418605,0.0031985551993453883,0.0032520325203252037,0.004198355930848149,0.7766666666666666,0.06709799995066691,0.5866666666666667,0.14589020055262092,0.9688405315614617,0.005518667614763844,0.9778699186991868,0.007677413187845516,0.8403807757579355,0.011754588471929846,0.8751768799981552,0.02640166834797913,0.9922093023255816,0.003198555199345384,0.9967479674796748,0.004198355930848172,0.9097697700968894,0.007106481998795688,0.9318354200442377,0.01594841031579844,86.0,0.0,123.0,0.0,0.9925285133475293,0.003081139175905396,0.9969591604388388,0.003931076967712281,0.8446666666666667,0.013419599990133396,0.8826666666666668,0.02917804011052418,0.9123404502260261,0.008038814408285506,0.9361204443255895,0.017463674396169825,105.0,0.0,150.0,0.0,85.33000000000001,0.2750757471437051,122.6,0.5163977794943222,0.67,0.2750757471437034,0.4,0.5163977794943222,16.309999999999995,1.4090579989640046,17.6,4.376706016578627,88.68999999999998,1.4090579989640049,132.4,4.376706016578627,0.9922093023255816,0.003198555199345384,0.9967479674796748,0.004198355930848172,0.8403807757579355,0.011754588471929846,0.8751768799981552,0.02640166834797913,0.007790697674418605,0.0031985551993453883,0.0032520325203252037,0.004198355930848149,0.15533333333333332,0.013419599990133375,0.11733333333333333,0.029178040110524186,None_sacler,0 vs 1-2,HY3,X_STATS
logistic_regression,binary,"[0, 1]",2,0.9009947643979059,0.009916825596595284,0.926007326007326,0.013792450545976,0.9084182369658553,0.009051428630024514,0.9316674319998519,0.013105725051175163,0.893809523809524,0.014830868097521347,0.9186666666666665,0.023264448583648716,0.924739046668942,0.016079131534400746,0.9456800491101308,0.020405344447717775,0.3325130890052356,0.03832808009010238,0.25274725274725274,0.06048579280342289,63.50999999999999,7.320663297209557,69.0,16.51262143533445,-0.3325130890052356,0.03832808009010238,-0.25274725274725274,0.06048579280342289,0.09023255813953487,0.020838155201860217,0.06504065040650406,0.026274687574072246,0.5309523809523811,0.07415434048760684,0.4066666666666666,0.11632224291824357,0.953966777408638,0.007582555593775345,0.9655121951219512,0.011031642724957125,0.8765838789163256,0.01501467914933515,0.9048028475329153,0.022849026197906644,0.9097674418604651,0.020838155201860244,0.9349593495934959,0.026274687574072232,0.8920876869422756,0.01117503588836285,0.919248836448672,0.014855822267890891,86.0,0.0,123.0,0.0,0.924739046668942,0.016079131534400746,0.9456800491101308,0.020405344447717775,0.893809523809524,0.014830868097521347,0.9186666666666665,0.023264448583648716,0.9084182369658553,0.009051428630024514,0.9316674319998519,0.013105725051175163,105.0,0.0,150.0,0.0,78.24,1.7920813473599773,115.0,3.2317865716108862,7.76,1.7920813473599784,8.0,3.2317865716108862,11.15,1.5572411502397434,12.2,3.489667287547307,93.85,1.5572411502397445,137.8,3.4896672875473063,0.9097674418604651,0.020838155201860244,0.9349593495934959,0.026274687574072232,0.8765838789163256,0.01501467914933515,0.9048028475329153,0.022849026197906644,0.09023255813953487,0.020838155201860217,0.06504065040650406,0.026274687574072246,0.1061904761904762,0.014830868097521365,0.08133333333333334,0.023264448583648716,None_sacler,0 vs 1-2,HY3,X_STATS
knn,binary,"[0, 1]",2,0.8767539267015707,0.005919292684314127,0.8890109890109891,0.01505846504842085,0.8742932159416522,0.006841317955507975,0.8878560079661476,0.01682318885324284,0.7825714285714286,0.011621389303452665,0.8013333333333333,0.026443510721144033,0.9915435008865379,0.0032540528721424805,0.9958451671334071,0.004381686632849435,0.6013612565445026,0.03135072238711958,0.5476190476190477,0.0730817936588299,114.85999999999999,5.987987975939832,149.5,19.95132966886056,-0.6013612565445026,0.03135072238711958,-0.5476190476190477,0.0730817936588299,0.008255813953488372,0.003263648749615641,0.0040650406504065045,0.0042849290788189425,1.0871428571428572,0.05810694651726329,0.9933333333333334,0.13221755360572016,0.9346135105204872,0.005534596949355344,0.9421436314363143,0.0114063381255569,0.789754496476401,0.008761615038785676,0.8048071300742465,0.02094303115989822,0.9917441860465116,0.0032636487496156986,0.9959349593495934,0.004284929078818965,0.8790272220671795,0.005096574079753993,0.8901011933765247,0.013398825356807078,86.0,0.0,123.0,0.0,0.9915435008865379,0.0032540528721424805,0.9958451671334071,0.004381686632849435,0.7825714285714286,0.011621389303452665,0.8013333333333333,0.026443510721144033,0.8742932159416522,0.006841317955507975,0.8878560079661476,0.01682318885324284,105.0,0.0,150.0,0.0,85.28999999999999,0.28067379246694724,122.5,0.5270462766947299,0.71,0.28067379246694507,0.5,0.5270462766947299,22.83,1.2202458768625282,29.8,3.966526608171604,82.16999999999999,1.2202458768625275,120.2,3.966526608171604,0.9917441860465116,0.0032636487496156986,0.9959349593495934,0.004284929078818965,0.789754496476401,0.008761615038785676,0.8048071300742465,0.02094303115989822,0.008255813953488372,0.003263648749615641,0.0040650406504065045,0.0042849290788189425,0.21742857142857144,0.011621389303452651,0.19866666666666666,0.02644351072114403,None_sacler,0 vs 1-2,HY3,X_STATS
gaussian_nb,binary,"[0, 1]",2,0.9126178010471204,0.006592378692499236,0.9223443223443224,0.010331719561077507,0.9190935624089956,0.006361913992539436,0.9281530852080231,0.00979774722150579,0.9033333333333333,0.012256188630156165,0.9133333333333333,0.017213259316477426,0.9361397445592938,0.008272192225605783,0.9437727316971154,0.013895782428386474,0.2999476439790576,0.03210358232805793,0.2681318681318681,0.045417306536841257,57.29,6.131784224659065,73.2,12.398924684557663,-0.2999476439790576,0.03210358232805793,-0.2681318681318681,0.045417306536841257,0.07604651162790697,0.01079998263991821,0.06666666666666667,0.017894389180725397,0.4833333333333333,0.06128094315078084,0.4333333333333333,0.08606629658238704,0.9380431893687706,0.006361066874978945,0.9506693766937669,0.010528888732703476,0.8875250219245195,0.012561441167405624,0.8986481815411373,0.017223538541419767,0.9239534883720932,0.01079998263991814,0.9333333333333333,0.017894389180725383,0.9049254236445974,0.006930127668218884,0.9154767696762593,0.011108021909084748,86.0,0.0,123.0,0.0,0.9361397445592938,0.008272192225605783,0.9437727316971154,0.013895782428386474,0.9033333333333333,0.012256188630156165,0.9133333333333333,0.017213259316477426,0.9190935624089956,0.006361913992539436,0.9281530852080231,0.00979774722150579,105.0,0.0,150.0,0.0,79.46000000000001,0.9287985070329673,114.8,2.2010098692292237,6.540000000000001,0.9287985070329662,8.2,2.2010098692292237,10.15,1.2868998061663974,13.0,2.581988897471611,94.85000000000001,1.2868998061663992,137.0,2.581988897471611,0.9239534883720932,0.01079998263991814,0.9333333333333333,0.017894389180725383,0.8875250219245195,0.012561441167405624,0.8986481815411373,0.017223538541419767,0.07604651162790697,0.01079998263991821,0.06666666666666667,0.017894389180725397,0.09666666666666666,0.012256188630156163,0.08666666666666667,0.017213259316477412,None_sacler,0 vs 1-2,HY3,X_STATS
decision_tree,binary,"[0, 1]",2,0.8457591623036649,0.010460145411066497,0.8351648351648351,0.01743938566188729,0.8387042647338188,0.011630042010983025,0.8272057384686878,0.021661418182673777,0.8440659340659339,0.017401773484450926,0.8307692307692307,0.04134491152973615,0.835435212259776,0.010575344849219707,0.8248483506938216,0.01776524942943526,0.4514136125654451,0.04232016335443587,0.4871794871794872,0.09353220025497219,86.22,8.083151200697246,133.0,25.534290669607408,-0.4514136125654451,0.04232016335443587,-0.4871794871794872,0.09353220025497219,0.1527,0.010924488292109812,0.16083916083916086,0.021866740139036965,0.7796703296703296,0.08700886742225443,0.8461538461538461,0.20672455764868072,0.845682967032967,0.01065461328211346,0.834965034965035,0.018213170028547884,0.8583648679258467,0.01407138570249443,0.8463350478649151,0.030128952632701267,0.8473,0.010924488292109822,0.8391608391608392,0.021866740139036958,0.8518828690378937,0.009655117801475729,0.8422194596454678,0.014627526201929192,100.0,0.0,143.0,0.0,0.835435212259776,0.010575344849219707,0.8248483506938216,0.01776524942943526,0.8440659340659339,0.017401773484450926,0.8307692307692307,0.04134491152973615,0.8387042647338188,0.011630042010983025,0.8272057384686878,0.021661418182673777,91.0,0.0,130.0,0.0,84.72999999999999,1.09244882921098,120.0,3.1269438398822866,15.27,1.092448829210982,23.0,3.1269438398822866,14.190000000000001,1.583561387085031,22.0,5.374838498865699,76.81,1.5835613870850285,108.0,5.374838498865699,0.8473,0.010924488292109822,0.8391608391608392,0.021866740139036958,0.8583648679258467,0.01407138570249443,0.8463350478649151,0.030128952632701267,0.1527,0.010924488292109812,0.16083916083916086,0.021866740139036965,0.15593406593406595,0.017401773484450885,0.16923076923076924,0.04134491152973615,None_sacler,1 vs 0-2,HY3,X_STATS
random_forest,binary,"[0, 1]",2,0.9014659685863874,0.009542274825628992,0.8981684981684982,0.01608758885665504,0.8962270478648676,0.010017101459826561,0.8940807023500122,0.016420394670289593,0.8937362637362638,0.010866842271120114,0.9023076923076923,0.01987799737775826,0.8995839996121561,0.01052890171023093,0.8863308944533757,0.021597846848503015,0.3010471204188482,0.02960675247573927,0.2879120879120879,0.05031947355146222,57.5,5.6548897228662005,78.6,13.737216279549184,-0.3010471204188482,0.02960675247573927,-0.2879120879120879,0.05031947355146222,0.0915,0.010233387622005838,0.10559440559440561,0.022467283468571544,0.5313186813186812,0.05433421135560078,0.4884615384615385,0.0993899868887913,0.9553604395604396,0.004489175156124326,0.9512183969876278,0.012453606490398682,0.9044666362360921,0.009471595769827845,0.9098601730106266,0.017030291297439264,0.9085000000000001,0.0102333876220058,0.8944055944055943,0.022467283468571523,0.9061182781912869,0.009175121840846743,0.9019164896339731,0.015912869040566015,100.0,0.0,143.0,0.0,0.8995839996121561,0.01052890171023093,0.8863308944533757,0.021597846848503015,0.8937362637362638,0.010866842271120114,0.9023076923076923,0.01987799737775826,0.8962270478648676,0.010017101459826561,0.8940807023500122,0.016420394670289593,91.0,0.0,130.0,0.0,90.85,1.0233387622005816,127.9,3.21282153600573,9.15,1.0233387622005834,15.1,3.2128215360057304,9.669999999999998,0.988882646671934,12.7,2.5841396591085743,81.33000000000001,0.9888826466719326,117.3,2.5841396591085743,0.9085000000000001,0.0102333876220058,0.8944055944055943,0.022467283468571523,0.9044666362360921,0.009471595769827845,0.9098601730106266,0.017030291297439264,0.0915,0.010233387622005838,0.10559440559440561,0.022467283468571544,0.10626373626373627,0.010866842271120149,0.0976923076923077,0.019877997377758264,None_sacler,1 vs 0-2,HY3,X_STATS
extra_trees,binary,"[0, 1]",2,0.8995811518324608,0.008880996956508546,0.8967032967032967,0.020343507301253765,0.8936051129432474,0.00935885506744745,0.8922748983976302,0.020641499373124192,0.8861538461538461,0.010427664966246487,0.8976923076923077,0.022072142786315238,0.9022770918274997,0.010335964189579376,0.8873066793429562,0.027028793829614706,0.3173821989528796,0.02782574613113248,0.29816849816849816,0.05853679020503421,60.61999999999999,5.314717511046302,81.4,15.98054372597434,-0.3173821989528796,0.02782574613113248,-0.29816849816849816,0.05853679020503421,0.08819999999999999,0.010184956226382783,0.10419580419580418,0.027864985552016046,0.5692307692307692,0.05213832483123248,0.5115384615384615,0.11036071393157611,0.9550785714285714,0.003896164526240853,0.9530688542227004,0.01165986885175168,0.8987876680684378,0.008778294712670354,0.9060828384076866,0.019247625985728982,0.9117999999999998,0.01018495622638278,0.8958041958041957,0.027864985552016053,0.9048160942368222,0.008534628736444361,0.9007369059862649,0.020192057987972398,100.0,0.0,143.0,0.0,0.9022770918274997,0.010335964189579376,0.8873066793429562,0.027028793829614706,0.8861538461538461,0.010427664966246487,0.8976923076923077,0.022072142786315238,0.8936051129432474,0.00935885506744745,0.8922748983976302,0.020641499373124192,91.0,0.0,130.0,0.0,91.18000000000002,1.0184956226382758,128.1,3.984692933938295,8.82,1.0184956226382778,14.9,3.984692933938295,10.36,0.9489175119284311,13.3,2.869378562220979,80.64,0.9489175119284332,116.7,2.8693785622209793,0.9117999999999998,0.01018495622638278,0.8958041958041957,0.027864985552016053,0.8987876680684378,0.008778294712670354,0.9060828384076866,0.019247625985728982,0.08819999999999999,0.010184956226382783,0.10419580419580418,0.027864985552016046,0.11384615384615385,0.010427664966246496,0.10230769230769232,0.022072142786315224,None_sacler,1 vs 0-2,HY3,X_STATS
xgboost,binary,"[0, 1]",2,0.8954450261780105,0.009773279729498294,0.891941391941392,0.015943302633944556,0.8902807105195718,0.009923514211869426,0.8884699464976137,0.016957242511596922,0.8912087912087913,0.01020394745581254,0.9046153846153846,0.02790045232561118,0.8903785885008029,0.012613675853384397,0.8734746695865256,0.019714670556364278,0.3118848167539267,0.027721841532916163,0.2897435897435897,0.06526248670775643,59.56999999999999,5.294871732786985,79.1,17.816658871217502,-0.3118848167539267,0.027721841532916163,-0.2897435897435897,0.06526248670775643,0.10070000000000001,0.012875903420299836,0.11958041958041958,0.022224123891007978,0.5439560439560439,0.051019737279062685,0.4769230769230769,0.13950226162805585,0.949912087912088,0.006031451155214932,0.9452555137170521,0.010957458407799586,0.9016778524555782,0.009049930798407015,0.9109275392266646,0.02301112543957702,0.8992999999999999,0.012875903420299841,0.8804195804195805,0.022224123891007974,0.9000390133020464,0.009699999788777652,0.8951282654013448,0.015395015055045995,100.0,0.0,143.0,0.0,0.8903785885008029,0.012613675853384397,0.8734746695865256,0.019714670556364278,0.8912087912087913,0.01020394745581254,0.9046153846153846,0.02790045232561118,0.8902807105195718,0.009923514211869426,0.8884699464976137,0.016957242511596922,91.0,0.0,130.0,0.0,89.93,1.2875903420299835,125.9,3.178049716414141,10.07,1.2875903420299832,17.1,3.178049716414141,9.9,0.9285592184789412,12.4,3.6270588023294517,81.10000000000001,0.9285592184789395,117.6,3.6270588023294517,0.8992999999999999,0.012875903420299841,0.8804195804195805,0.022224123891007974,0.9016778524555782,0.009049930798407015,0.9109275392266646,0.02301112543957702,0.10070000000000001,0.012875903420299836,0.11958041958041958,0.022224123891007978,0.10879120879120881,0.010203947455812544,0.0953846153846154,0.027900452325611166,None_sacler,1 vs 0-2,HY3,X_STATS
adaboost,binary,"[0, 1]",2,0.888848167539267,0.010158357390444779,0.8805860805860807,0.016490298428458252,0.8830165787561135,0.010749046632087627,0.8750492532289987,0.015468864146979976,0.8818681318681317,0.01329069784360934,0.8769230769230768,0.02737712372315721,0.8852634078995155,0.011434477493558321,0.874765840836786,0.0352636597306219,0.336282722513089,0.034344600860911706,0.3538461538461538,0.054692132568183324,64.22999999999999,6.559818764434138,96.6,14.930952191114047,-0.336282722513089,0.034344600860911706,-0.3538461538461538,0.054692132568183324,0.1048,0.011232888220657142,0.11608391608391608,0.040131168702391314,0.5906593406593407,0.06645348921804664,0.6153846153846154,0.13688561861578605,0.9400285714285713,0.006479885989188254,0.933999462076385,0.013720124972106791,0.8937313805133746,0.011268962728541236,0.8884258384931931,0.019686620763775576,0.8952000000000002,0.01123288822065714,0.8839160839160838,0.04013116870239133,0.8940013672859,0.009724462534357374,0.8854530599900029,0.01803509527735394,100.0,0.0,143.0,0.0,0.8852634078995155,0.011434477493558321,0.874765840836786,0.0352636597306219,0.8818681318681317,0.01329069784360934,0.8769230769230768,0.02737712372315721,0.8830165787561135,0.010749046632087627,0.8750492532289987,0.015468864146979976,91.0,0.0,130.0,0.0,89.52000000000001,1.1232888220657127,126.4,5.738757124441959,10.48,1.1232888220657131,16.6,5.738757124441959,10.75,1.2094535037684493,16.0,3.559026084010437,80.25000000000001,1.2094535037684477,114.0,3.559026084010437,0.8952000000000002,0.01123288822065714,0.8839160839160838,0.04013116870239133,0.8937313805133746,0.011268962728541236,0.8884258384931931,0.019686620763775576,0.1048,0.011232888220657142,0.11608391608391608,0.040131168702391314,0.11813186813186813,0.013290697843609336,0.12307692307692308,0.02737712372315721,None_sacler,1 vs 0-2,HY3,X_STATS
svm,binary,"[0, 1]",2,0.8877486910994763,0.010334182024272512,0.8820512820512821,0.017250288656849185,0.8884729234832927,0.009832803007685317,0.882939900546606,0.015966576919565018,0.9370329670329671,0.007596649240757484,0.9330769230769231,0.016637054561546998,0.8452610503767926,0.013192126213465553,0.8382689655566663,0.02350978770879495,0.2322513089005235,0.023498983207914357,0.24542124542124544,0.042682682034062364,44.36,4.4883057927116425,67.0,11.652372195299023,-0.2322513089005235,0.023498983207914357,-0.24542124542124544,0.042682682034062364,0.1571,0.01491047357471325,0.16433566433566432,0.02897389952134278,0.3148351648351649,0.03798324620378756,0.33461538461538465,0.08318527280773505,0.9283153846153848,0.008256081652115643,0.9273238300161377,0.01485104633096677,0.9366764683535811,0.007672212497147833,0.9323033016192623,0.01587153189404286,0.8429,0.014910473574713258,0.8356643356643356,0.02897389952134276,0.8869238048387889,0.01089284634113989,0.8810804030525444,0.018826552149154407,100.0,0.0,143.0,0.0,0.8452610503767926,0.013192126213465553,0.8382689655566663,0.02350978770879495,0.9370329670329671,0.007596649240757484,0.9330769230769231,0.016637054561546998,0.8884729234832927,0.009832803007685317,0.882939900546606,0.015966576919565018,91.0,0.0,130.0,0.0,84.29,1.4910473574713274,119.5,4.143267631552018,15.710000000000003,1.4910473574713252,23.5,4.143267631552018,5.7299999999999995,0.6912950809089337,8.7,2.1628170930011112,85.27000000000001,0.6912950809089357,121.3,2.1628170930011112,0.8429,0.014910473574713258,0.8356643356643356,0.02897389952134276,0.9366764683535811,0.007672212497147833,0.9323033016192623,0.01587153189404286,0.1571,0.01491047357471325,0.16433566433566432,0.02897389952134278,0.06296703296703296,0.00759664924075751,0.06692307692307693,0.016637054561547012,None_sacler,1 vs 0-2,HY3,X_STATS
logistic_regression,binary,"[0, 1]",2,0.86717277486911,0.009181978377082347,0.8586080586080588,0.017961587837297482,0.8642022793949049,0.008938131105448915,0.8572168222396203,0.01580033912301824,0.8874725274725274,0.009484279755418198,0.89,0.016637054561546998,0.8432845308305497,0.012194983889689596,0.8273732186500091,0.0276176186657132,0.3472774869109948,0.024779453218422377,0.3509157509157509,0.039292722321500086,66.33,4.732875564718674,95.8,10.726913193769523,-0.3472774869109948,0.024779453218422377,-0.3509157509157509,0.039292722321500086,0.1513,0.014032106042928837,0.16993006993006993,0.03473897395852988,0.5626373626373626,0.047421398777090826,0.55,0.08318527280773505,0.9126428571428571,0.008855502458249079,0.9068639053254438,0.013139981306263563,0.8933834850473327,0.008256920710495984,0.892653783490136,0.01406804868175755,0.8487,0.014032106042928837,0.83006993006993,0.034738973958529866,0.8698252064395373,0.009601639904425367,0.859843510938941,0.02047667337140127,100.0,0.0,143.0,0.0,0.8432845308305497,0.012194983889689596,0.8273732186500091,0.0276176186657132,0.8874725274725274,0.009484279755418198,0.89,0.016637054561546998,0.8642022793949049,0.008938131105448915,0.8572168222396203,0.01580033912301824,91.0,0.0,130.0,0.0,84.87,1.4032106042928862,118.7,4.967673276069772,15.129999999999999,1.4032106042928834,24.3,4.967673276069772,10.24,0.8630694577430537,14.3,2.1628170930011112,80.76,0.863069457743051,115.7,2.1628170930011112,0.8487,0.014032106042928837,0.83006993006993,0.034738973958529866,0.8933834850473327,0.008256920710495984,0.892653783490136,0.01406804868175755,0.1513,0.014032106042928837,0.16993006993006993,0.03473897395852988,0.11252747252747253,0.00948427975541817,0.11000000000000001,0.016637054561547012,None_sacler,1 vs 0-2,HY3,X_STATS
