model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_train_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_train_mean,f1_train_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_train_mean,recall_train_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_train_mean,precision_train_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_train_mean,misclassification_cost_mean_train_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_train_mean,misclassification_cost_total_train_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_train_mean,misclassification_score_train_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_train_mean,misclassification_cost_mean_true_class_0_train_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_train_mean,misclassification_cost_mean_true_class_1_train_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_train_mean,auc_train_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_train_mean,precision_class_0_train_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_train_mean,recall_class_0_train_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_train_mean,f1_class_0_train_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_train_mean,support_class_0_train_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_train_mean,precision_class_1_train_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_train_mean,recall_class_1_train_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_train_mean,f1_class_1_train_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_train_mean,support_class_1_train_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_train_mean,tn_train_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_train_mean,fp_train_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_train_mean,fn_train_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_train_mean,tp_train_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_train_mean,specificity_train_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_train_mean,npv_train_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_train_mean,fpr_train_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_train_mean,fnr_train_std,fnr_test_mean,fnr_test_std,X_transfromation,Pair,Target,X_Processing
random_forest,binary,"[0, 1]",2,0.8965445026178012,0.0069554513491213825,1.0,0.0,0.8996336996336997,0.01845287959688651,0.8860424667987725,0.007616293505037513,1.0,0.0,0.8905412246342707,0.020342858848735514,0.9142857142857144,0.011917982077524807,1.0,0.0,0.9214876033057852,0.02761699401620307,0.8604796062879168,0.011068628857872374,1.0,0.0,0.8620209987338958,0.022997797632725088,0.2542408376963351,0.025206160304903087,0.0,0.0,0.23956043956043954,0.06419726709895122,48.559999999999995,4.81437661823649,0.0,0.0,65.4,17.525853918013684,-0.2542408376963351,0.025206160304903087,0.0,0.0,-0.23956043956043954,0.06419726709895122,0.11738317757009345,0.011147251518154693,0.0,0.0,0.11776315789473682,0.02158723631986792,0.42857142857142855,0.05958991038762385,0.0,0.0,0.3925619834710744,0.1380849700810153,0.9491510903426791,0.006122118503824125,1.0,3.700743415417188e-17,0.9531752936059157,0.013086561631437635,0.929801329725457,0.008839119666511372,1.0,0.0,0.9342063547617169,0.022035519675013146,0.8826168224299066,0.011147251518154672,1.0,0.0,0.882236842105263,0.021587236319867916,0.9051798562663576,0.006540640300036687,1.0,0.0,0.9072941544177254,0.016992338693783214,107.0,0.0,355.0,0.0,152.0,0.0,0.8604796062879168,0.011068628857872374,1.0,0.0,0.8620209987338958,0.022997797632725088,0.9142857142857144,0.011917982077524807,1.0,0.0,0.9214876033057852,0.02761699401620307,0.8860424667987725,0.007616293505037513,1.0,0.0,0.8905412246342707,0.020342858848735514,84.0,0.0,281.0,0.0,121.0,0.0,94.43999999999998,1.1927559124425517,355.0,0.0,134.1,3.281259920619923,12.56,1.192755912442553,0.0,0.0,17.9,3.2812599206199238,7.2,1.0011104945120803,0.0,0.0,9.5,3.3416562759605704,76.79999999999998,1.0011104945120815,281.0,0.0,111.5,3.3416562759605704,0.8826168224299066,0.011147251518154672,1.0,0.0,0.882236842105263,0.021587236319867916,0.929801329725457,0.008839119666511372,1.0,0.0,0.9342063547617169,0.022035519675013146,0.11738317757009345,0.011147251518154693,0.0,0.0,0.11776315789473682,0.02158723631986792,0.08571428571428572,0.011917982077524763,0.0,0.0,0.07851239669421488,0.02761699401620306,None_sacler,0-1 vs 2,HY43,X_STATS
extra_trees,binary,"[0, 1]",2,0.900523560209424,0.008340525755915247,1.0,0.0,0.9025641025641026,0.017284823803845068,0.8911132875304609,0.008981066719941472,1.0,0.0,0.8943033471425771,0.01906890715129335,0.9253571428571428,0.012486450202100468,1.0,0.0,0.9305785123966942,0.027326935025095866,0.860252873137678,0.012405720091892758,1.0,0.0,0.8611245337312345,0.020486775509040718,0.23078534031413614,0.027539687276293086,0.0,0.0,0.22051282051282053,0.06296863229968824,44.08,5.2600802697719775,0.0,0.0,60.2,17.190436617814893,-0.23078534031413614,0.027539687276293086,0.0,0.0,-0.22051282051282053,0.06296863229968824,0.11897196261682241,0.0123833245156743,0.0,0.0,0.11973684210526314,0.019318171531180036,0.3732142857142857,0.062432251010502156,0.0,0.0,0.34710743801652894,0.13663467512547928,0.9492506675567425,0.0070171257387877045,1.0,0.0,0.9541104828186168,0.013974630267901592,0.9383167996139292,0.009588644629161824,1.0,0.0,0.9413086605315405,0.022052675027607414,0.8810280373831775,0.012383324515674332,1.0,0.0,0.8802631578947369,0.01931817153118005,0.9083433242140055,0.007900317562155541,1.0,0.0,0.9095942442956426,0.015892205850133956,107.0,0.0,355.0,0.0,152.0,0.0,0.860252873137678,0.012405720091892758,1.0,0.0,0.8611245337312345,0.020486775509040718,0.9253571428571428,0.012486450202100468,1.0,0.0,0.9305785123966942,0.027326935025095866,0.8911132875304609,0.008981066719941472,1.0,0.0,0.8943033471425771,0.01906890715129335,84.0,0.0,281.0,0.0,121.0,0.0,94.27000000000001,1.325015723177148,355.0,0.0,133.8,2.936362072739365,12.73,1.3250157231771504,0.0,0.0,18.2,2.936362072739365,6.2700000000000005,1.048861816976436,0.0,0.0,8.4,3.306559138036598,77.72999999999999,1.0488618169764348,281.0,0.0,112.6,3.306559138036598,0.8810280373831775,0.012383324515674332,1.0,0.0,0.8802631578947369,0.01931817153118005,0.9383167996139292,0.009588644629161824,1.0,0.0,0.9413086605315405,0.022052675027607414,0.11897196261682241,0.0123833245156743,0.0,0.0,0.11973684210526314,0.019318171531180036,0.07464285714285714,0.01248645020210043,0.0,0.0,0.0694214876033058,0.027326935025095856,None_sacler,0-1 vs 2,HY43,X_STATS
xgboost,binary,"[0, 1]",2,0.8816230366492146,0.008586848552438955,1.0,0.0,0.8875457875457874,0.022517460739869606,0.8678883928185673,0.009333960354848158,1.0,0.0,0.8750489670456323,0.025378289581140596,0.8848809523809524,0.011125982111892193,1.0,0.0,0.8892561983471075,0.0361711241039556,0.852640193679656,0.012815164242391795,1.0,0.0,0.8621238741795431,0.029107695529973242,0.3208900523560209,0.025734994834987285,0.0,0.0,0.3087912087912088,0.08248855082261555,61.29,4.915384013482568,0.0,0.0,84.3,22.519374374574046,-0.3208900523560209,0.025734994834987285,0.0,0.0,-0.3087912087912088,0.08248855082261555,0.1209345794392523,0.01214713611637002,0.0,0.0,0.1138157894736842,0.02650698090945933,0.5755952380952382,0.0556299105594609,0.0,0.0,0.5537190082644627,0.18085562051977802,0.942121717846017,0.006106180229290292,1.0,0.0,0.9450902566333188,0.015718180683764196,0.9075388426770182,0.008072410021194661,1.0,0.0,0.9101283934727288,0.027188659929366775,0.8790654205607478,0.012147136116370026,1.0,0.0,0.8861842105263158,0.026506980909459337,0.8926608034817771,0.008073023698644675,1.0,0.0,0.8976978308633805,0.020423676118129563,107.0,0.0,355.0,0.0,152.0,0.0,0.852640193679656,0.012815164242391795,1.0,0.0,0.8621238741795431,0.029107695529973242,0.8848809523809524,0.011125982111892193,1.0,0.0,0.8892561983471075,0.0361711241039556,0.8678883928185673,0.009333960354848158,1.0,0.0,0.8750489670456323,0.025378289581140596,84.0,0.0,281.0,0.0,121.0,0.0,94.06,1.2997435644515947,355.0,0.0,134.7,4.029061098237818,12.940000000000001,1.2997435644515933,0.0,0.0,17.3,4.029061098237818,9.67,0.9345824973989423,0.0,0.0,13.4,4.376706016578627,74.33000000000001,0.9345824973989437,281.0,0.0,107.6,4.376706016578627,0.8790654205607478,0.012147136116370026,1.0,0.0,0.8861842105263158,0.026506980909459337,0.9075388426770182,0.008072410021194661,1.0,0.0,0.9101283934727288,0.027188659929366775,0.1209345794392523,0.01214713611637002,0.0,0.0,0.1138157894736842,0.02650698090945933,0.11511904761904763,0.011125982111892169,0.0,0.0,0.11074380165289255,0.0361711241039556,None_sacler,0-1 vs 2,HY43,X_STATS
adaboost,binary,"[0, 1]",2,0.861413612565445,0.009695057190792245,0.9125786163522012,0.0062542699749166845,0.8648351648351648,0.02456914178771519,0.8431584927980845,0.01254964339163393,0.9026076888534886,0.0066816549048885135,0.8487631526442542,0.028283199454995904,0.8482142857142858,0.023215133616315477,0.9167259786476869,0.00937054218653928,0.8570247933884299,0.03818185793390335,0.8403290600869084,0.010261988509330956,0.8890491808461976,0.011615125419193661,0.8411806869176255,0.026198866633914474,0.40560209424083765,0.04921159620631313,0.23459119496855343,0.01973324381677164,0.38864468864468865,0.09019637755289794,77.47,9.399414875405807,149.2,12.550343067466764,106.1,24.62361107194114,-0.40560209424083765,0.04921159620631313,-0.23459119496855343,0.01973324381677164,-0.38864468864468865,0.09019637755289794,0.12822429906542054,0.010292638770732316,0.09070422535211267,0.010934029391932122,0.12894736842105264,0.022191422176620207,0.7589285714285715,0.11607566808157739,0.41637010676156583,0.046852710932696315,0.7148760330578512,0.19090928966951676,0.9311559857587894,0.005364858004460875,0.979387499373465,0.0027559339366576723,0.9320166376685517,0.01507035873125967,0.8810049367253624,0.015495830766162065,0.9324702150207773,0.006899110899625888,0.8849573184922361,0.02885402791444749,0.8717757009345795,0.010292638770732276,0.9092957746478874,0.010934029391932108,0.8710526315789474,0.022191422176620203,0.8756253911997103,0.007963432158776063,0.9206883336502976,0.005926953194131725,0.8777693703626172,0.021792083706224166,107.0,0.0,355.0,0.0,152.0,0.0,0.8403290600869084,0.010261988509330956,0.8890491808461976,0.011615125419193661,0.8411806869176255,0.026198866633914474,0.8482142857142858,0.023215133616315477,0.9167259786476869,0.00937054218653928,0.8570247933884299,0.03818185793390335,0.8431584927980845,0.01254964339163393,0.9026076888534886,0.0066816549048885135,0.8487631526442542,0.028283199454995904,84.0,0.0,281.0,0.0,121.0,0.0,93.28,1.1013123484683585,322.8,3.8815804341359033,132.4,3.373096170846271,13.720000000000002,1.1013123484683573,32.2,3.8815804341359033,19.6,3.3730961708462712,12.749999999999998,1.9500712237705005,23.4,2.6331223544175333,17.3,4.620004810002307,71.25,1.9500712237705011,257.6,2.6331223544175333,103.7,4.620004810002306,0.8717757009345795,0.010292638770732276,0.9092957746478874,0.010934029391932108,0.8710526315789474,0.022191422176620203,0.8810049367253624,0.015495830766162065,0.9324702150207773,0.006899110899625888,0.8849573184922361,0.02885402791444749,0.12822429906542054,0.010292638770732316,0.09070422535211267,0.010934029391932122,0.12894736842105264,0.022191422176620207,0.1517857142857143,0.02321513361631548,0.08327402135231317,0.009370542186539264,0.1429752066115703,0.03818185793390336,None_sacler,0-1 vs 2,HY43,X_STATS
svm,binary,"[0, 1]",2,0.8952356020942409,0.008374963402914585,0.9033018867924529,0.008840213728214367,0.8992673992673993,0.02000728889886927,0.88337124138391,0.00940254857179275,0.8939020340346332,0.009781862633743846,0.8899185946721271,0.02157132066875866,0.9023809523809524,0.01336306209562119,0.9220640569395018,0.012149549351429999,0.9181818181818183,0.021848352681981643,0.8659404929032097,0.011267114589107702,0.8674554511744084,0.009819452257332759,0.86349307969212,0.024517897585458602,0.27649214659685867,0.030097958116352044,0.23443396226415097,0.029531578084081044,0.2457875457875458,0.05725571439891728,52.81,5.748710000223239,149.1,18.782083661475546,67.1,15.630810030904419,-0.27649214659685867,0.030097958116352044,-0.23443396226415097,0.029531578084081044,-0.2457875457875458,0.05725571439891728,0.11037383177570093,0.010392571923655936,0.11154929577464787,0.008727849794270236,0.11578947368421051,0.021973640438377802,0.488095238095238,0.0668153104781061,0.3896797153024911,0.06074774675715002,0.40909090909090906,0.10924176340990827,0.9504289052069425,0.006728163370800993,0.9543591799909779,0.006263833230464404,0.9550293605915616,0.014558369920421182,0.9212018289901455,0.00999193802960138,0.9351183200012223,0.009774602783337048,0.9314246890743343,0.018233193654222973,0.889626168224299,0.01039257192365592,0.8884507042253522,0.008727849794270224,0.8842105263157896,0.021973640438377805,0.9048381399403385,0.007631633494780112,0.91116771393507,0.008087450559707875,0.9071403618795226,0.018672917756122245,107.0,0.0,355.0,0.0,152.0,0.0,0.8659404929032097,0.011267114589107702,0.8674554511744084,0.009819452257332759,0.86349307969212,0.024517897585458602,0.9023809523809524,0.01336306209562119,0.9220640569395018,0.012149549351429999,0.9181818181818183,0.021848352681981643,0.88337124138391,0.00940254857179275,0.8939020340346332,0.009781862633743846,0.8899185946721271,0.02157132066875866,84.0,0.0,281.0,0.0,121.0,0.0,95.19,1.1120051958311856,315.4,3.0983866769659336,134.4,3.339993346633426,11.809999999999999,1.1120051958311867,39.6,3.0983866769659336,17.6,3.3399933466334266,8.2,1.1224972160321827,21.9,3.4140233677518315,9.9,2.64365067451978,75.8,1.1224972160321824,259.1,3.4140233677518315,111.1,2.64365067451978,0.889626168224299,0.01039257192365592,0.8884507042253522,0.008727849794270224,0.8842105263157896,0.021973640438377805,0.9212018289901455,0.00999193802960138,0.9351183200012223,0.009774602783337048,0.9314246890743343,0.018233193654222973,0.11037383177570093,0.010392571923655936,0.11154929577464787,0.008727849794270236,0.11578947368421051,0.021973640438377802,0.0976190476190476,0.013363062095621214,0.07793594306049821,0.012149549351430002,0.08181818181818182,0.021848352681981657,None_sacler,0-1 vs 2,HY43,X_STATS
logistic_regression,binary,"[0, 1]",2,0.8413612565445027,0.012372476003327105,0.958805031446541,0.0060579384808385345,0.8465201465201465,0.017731863854024966,0.8187778163565923,0.015847193404046743,0.9541527547282882,0.006563003015215933,0.8260141622586683,0.022366486558828592,0.8169047619047619,0.025734364099212325,0.9697508896797153,0.005370928314434986,0.8239669421487603,0.04493821443229276,0.8226391162583699,0.011554506478987168,0.939100524904869,0.010469706123087525,0.8301407957896132,0.02789456229833678,0.48073298429319367,0.05646354059889323,0.09465408805031447,0.01388245964875749,0.4655677655677655,0.09116636503395271,91.82,10.784536254388605,60.2,8.829244336609761,127.1,24.88841765426909,-0.48073298429319367,0.05646354059889323,-0.09465408805031447,0.01388245964875749,-0.4655677655677655,0.09116636503395271,0.13943925233644858,0.010525723264653964,0.049859154929577466,0.009108465211476261,0.13552631578947372,0.031044453279274364,0.9154761904761906,0.1286718204960617,0.1512455516014235,0.026854641572175018,0.8801652892561984,0.22469107216146383,0.9113629283489099,0.010830261014079402,0.9928204100045109,0.0020204887248059804,0.9196335363201392,0.013624713791256198,0.8581434100221262,0.017192217305401197,0.9754264013553164,0.004291705344408662,0.8617446957756076,0.027868581350649818,0.8605607476635514,0.010525723264654025,0.9501408450704225,0.00910846521147627,0.8644736842105264,0.031044453279274364,0.8587038011852897,0.010201167618647084,0.962598377150696,0.0056243801628414756,0.8624450562232674,0.015870552386490204,107.0,0.0,355.0,0.0,152.0,0.0,0.8226391162583699,0.011554506478987168,0.939100524904869,0.010469706123087525,0.8301407957896132,0.02789456229833678,0.8169047619047619,0.025734364099212325,0.9697508896797153,0.005370928314434986,0.8239669421487603,0.04493821443229276,0.8187778163565923,0.015847193404046743,0.9541527547282882,0.006563003015215933,0.8260141622586683,0.022366486558828592,84.0,0.0,281.0,0.0,121.0,0.0,92.08000000000001,1.1262523893179717,337.3,3.2335051500740732,131.4,4.718756898449704,14.919999999999998,1.1262523893179737,17.7,3.2335051500740732,20.6,4.718756898449704,15.379999999999999,2.161686584333836,8.5,1.509230856356236,21.3,5.437523946307425,68.62,2.1616865843338364,272.5,1.509230856356236,99.7,5.437523946307424,0.8605607476635514,0.010525723264654025,0.9501408450704225,0.00910846521147627,0.8644736842105264,0.031044453279274364,0.8581434100221262,0.017192217305401197,0.9754264013553164,0.004291705344408662,0.8617446957756076,0.027868581350649818,0.13943925233644858,0.010525723264653964,0.049859154929577466,0.009108465211476261,0.13552631578947372,0.031044453279274364,0.1830952380952381,0.025734364099212346,0.0302491103202847,0.005370928314435004,0.17603305785123968,0.04493821443229277,None_sacler,0-1 vs 2,HY43,X_STATS
knn,binary,"[0, 1]",2,0.8447643979057592,0.010927381539477555,0.8838050314465409,0.0071267263829790355,0.8443223443223443,0.029519456419381168,0.8083740440850257,0.014347147408445173,0.8616708806560782,0.008667130105916812,0.8101775508616479,0.04071884460966451,0.7483333333333333,0.017280823422240868,0.8192170818505339,0.011838647639264193,0.7545454545454546,0.06023553150481129,0.8815186506081037,0.01451232812383517,0.9088851542194473,0.010225740940255175,0.876707442201004,0.02271767698619812,0.597958115183246,0.04028311098886883,0.43569182389937106,0.02685208486395732,0.5908424908424909,0.1353390492186131,114.21,7.694074198873948,277.1,17.07792597347686,161.3,36.94756043668137,-0.597958115183246,0.04028311098886883,-0.43569182389937106,0.02685208486395732,-0.5908424908424909,0.1353390492186131,0.07953271028037383,0.010156432139736191,0.06507042253521127,0.008017041955356454,0.08421052631578947,0.015444576194437724,1.2583333333333333,0.08640411711120419,0.903914590747331,0.05919323819632098,1.2272727272727273,0.3011776575240565,0.9132365376056966,0.00861040668824145,0.9712250012530701,0.003989852224025341,0.9175483906046107,0.01614957348460638,0.8244106852184714,0.010415079609503679,0.8673077682350874,0.007686078042090948,0.8254559776349435,0.036565485262498955,0.9204672897196262,0.010156432139736223,0.9349295774647887,0.008017041955356444,0.9157894736842105,0.015444576194437723,0.8693645380706101,0.008926748441006336,0.8998256815145644,0.0061167559227094295,0.8679174787272922,0.02289015416386311,107.0,0.0,355.0,0.0,152.0,0.0,0.8815186506081037,0.01451232812383517,0.9088851542194473,0.010225740940255175,0.876707442201004,0.02271767698619812,0.7483333333333333,0.017280823422240868,0.8192170818505339,0.011838647639264193,0.7545454545454546,0.06023553150481129,0.8083740440850257,0.014347147408445173,0.8616708806560782,0.008667130105916812,0.8101775508616479,0.04071884460966451,84.0,0.0,281.0,0.0,121.0,0.0,98.49,1.0867382389517735,331.9,2.8460498941515415,139.2,2.3475755815545343,8.51,1.0867382389517728,23.1,2.8460498941515415,12.8,2.3475755815545343,21.14,1.4515891674682306,50.8,3.32665998663324,29.7,7.288499312082167,62.86,1.45158916746823,230.2,3.32665998663324,91.3,7.288499312082167,0.9204672897196262,0.010156432139736223,0.9349295774647887,0.008017041955356444,0.9157894736842105,0.015444576194437723,0.8244106852184714,0.010415079609503679,0.8673077682350874,0.007686078042090948,0.8254559776349435,0.036565485262498955,0.07953271028037383,0.010156432139736191,0.06507042253521127,0.008017041955356454,0.08421052631578947,0.015444576194437724,0.25166666666666665,0.01728082342224084,0.1807829181494662,0.011838647639264196,0.24545454545454545,0.0602355315048113,None_sacler,0-1 vs 2,HY43,X_STATS
gaussian_nb,binary,"[0, 1]",2,0.8676439790575916,0.010344786626369425,0.880188679245283,0.010318427423333094,0.8754578754578753,0.02784311172403268,0.8544988792902087,0.011085212054784063,0.867648935991611,0.011557068293696115,0.862565669188521,0.032504494419027224,0.8833333333333334,0.01293188153714311,0.8889679715302492,0.014605688229296686,0.8851239669421489,0.05026321598357458,0.8288273853774702,0.014361401423752786,0.8474118582164969,0.011957012795025656,0.8420445685986493,0.02552869812025799,0.33759162303664925,0.030601087760524896,0.3160377358490566,0.03496243203387403,0.3282051282051282,0.11478970096545123,64.47999999999999,5.8448077622602606,201.0,22.23610677354389,89.6,31.337588363568187,-0.33759162303664925,0.030601087760524896,-0.3160377358490566,0.03496243203387403,-0.3282051282051282,0.11478970096545123,0.14467289719626167,0.013986116531552455,0.1267605633802817,0.010705872536142138,0.13223684210526315,0.022460680050998886,0.5833333333333334,0.06465940768571557,0.5551601423487544,0.07302844114648345,0.5743801652892562,0.2513160799178729,0.9116410769915444,0.008309933766809188,0.9221698160493208,0.007882163996583777,0.9217676163549371,0.017600125754981943,0.9040429678085171,0.00977083600235994,0.9086293482687726,0.011338534097577364,0.9058804565218017,0.0385651573371148,0.8553271028037382,0.013986116531552493,0.8732394366197183,0.010705872536142172,0.8677631578947368,0.022460680050998903,0.878445296471601,0.00983368018511487,0.8905492152658784,0.009371184725252193,0.8860422372069612,0.024408103170613902,107.0,0.0,355.0,0.0,152.0,0.0,0.8288273853774702,0.014361401423752786,0.8474118582164969,0.011957012795025656,0.8420445685986493,0.02552869812025799,0.8833333333333334,0.01293188153714311,0.8889679715302492,0.014605688229296686,0.8851239669421489,0.05026321598357458,0.8544988792902087,0.011085212054784063,0.867648935991611,0.011557068293696115,0.862565669188521,0.032504494419027224,84.0,0.0,281.0,0.0,121.0,0.0,91.52000000000001,1.4965144688761136,310.0,3.80058475033046,131.9,3.414023367751831,15.48,1.4965144688761134,45.0,3.80058475033046,20.1,3.4140233677518315,9.8,1.0862780491200212,31.2,4.1041983924323695,13.9,6.081849134012524,74.19999999999999,1.0862780491200226,249.8,4.1041983924323695,107.1,6.081849134012524,0.8553271028037382,0.013986116531552493,0.8732394366197183,0.010705872536142172,0.8677631578947368,0.022460680050998903,0.9040429678085171,0.00977083600235994,0.9086293482687726,0.011338534097577364,0.9058804565218017,0.0385651573371148,0.14467289719626167,0.013986116531552455,0.1267605633802817,0.010705872536142138,0.13223684210526315,0.022460680050998886,0.11666666666666667,0.012931881537143116,0.11103202846975088,0.01460568822929669,0.11487603305785124,0.050263215983574576,None_sacler,0-1 vs 2,HY43,X_STATS
decision_tree,binary,"[0, 1]",2,0.8698952879581151,0.010384310785907335,1.0,0.0,0.8853479853479854,0.015449405214052896,0.8809239349386235,0.009882422987295268,1.0,0.0,0.8949497177691288,0.015728873876681253,0.876,0.015512086981757316,1.0,0.0,0.8906666666666666,0.03238655413730966,0.8872287537041285,0.011583743353504245,1.0,0.0,0.9001737910375839,0.017561320771714902,0.4027748691099477,0.042263450033338736,0.0,0.0,0.3549450549450549,0.08364437650946084,76.92999999999998,8.072318956367702,0.0,0.0,96.9,22.834914787082813,-0.4027748691099477,0.042263450033338736,0.0,0.0,-0.3549450549450549,0.08364437650946084,0.13755813953488374,0.01599089714615693,0.0,0.0,0.12113821138211382,0.025551977379562423,0.6199999999999999,0.0775604349087865,0.0,0.0,0.5466666666666666,0.16193277068654827,0.8692209302325582,0.010353217160686276,1.0,0.0,0.8847642276422765,0.014589775149517991,0.8521986164811857,0.015742106355085723,1.0,0.0,0.8697329971856298,0.03206310837614492,0.8624418604651162,0.015990897146156962,1.0,0.0,0.8788617886178862,0.02555197737956242,0.8563168710822702,0.0112276910872475,1.0,0.0,0.8736423530673976,0.01535621740323808,86.0,0.0,285.0,0.0,123.0,0.0,0.8872287537041285,0.011583743353504245,1.0,0.0,0.9001737910375839,0.017561320771714902,0.876,0.015512086981757316,1.0,0.0,0.8906666666666666,0.03238655413730966,0.8809239349386235,0.009882422987295268,1.0,0.0,0.8949497177691288,0.015728873876681253,105.0,0.0,351.0,0.0,150.0,0.0,74.17000000000002,1.3752171545694973,285.0,0.0,108.1,3.142893217686178,11.830000000000002,1.3752171545694967,0.0,0.0,14.9,3.142893217686178,13.02,1.6287691330845169,0.0,0.0,16.4,4.857983120596447,91.97999999999999,1.6287691330845164,351.0,0.0,133.6,4.857983120596447,0.8624418604651162,0.015990897146156962,1.0,0.0,0.8788617886178862,0.02555197737956242,0.8521986164811857,0.015742106355085723,1.0,0.0,0.8697329971856298,0.03206310837614492,0.13755813953488374,0.01599089714615693,0.0,0.0,0.12113821138211382,0.025551977379562423,0.124,0.015512086981757305,0.0,0.0,0.10933333333333332,0.03238655413730965,None_sacler,0 vs 1-2,HY3,X_V06_STATS
random_forest,binary,"[0, 1]",2,0.9204712041884816,0.007915019098383233,1.0,0.0,0.9351648351648352,0.014244432803995016,0.9257886257445185,0.007606792500375601,1.0,0.0,0.939798729627288,0.013502501589987849,0.9033333333333333,0.012905064523287553,1.0,0.0,0.922,0.022233330556943563,0.9501662218370385,0.008369991931959734,1.0,0.0,0.9587622367288452,0.017367014360602506,0.2920942408376963,0.03513228150374701,0.0,0.0,0.23626373626373626,0.06014593021611874,55.79,6.710265767215682,0.0,0.0,64.5,16.419838949000415,-0.2920942408376963,0.03513228150374701,0.0,0.0,-0.23626373626373626,0.06014593021611874,0.0586046511627907,0.010272414743241826,0.0,0.0,0.04878048780487805,0.021680216802168018,0.4833333333333333,0.06452532261643759,0.0,0.0,0.39,0.11116665278471789,0.9683521594684386,0.004219657602430766,1.0,3.700743415417188e-17,0.9776205962059622,0.005943125061938771,0.8894344824229133,0.013211875314890684,1.0,0.0,0.9096361071681622,0.022242781307889866,0.9413953488372094,0.010272414743241772,1.0,0.0,0.9512195121951219,0.02168021680216804,0.914248673027241,0.008308924880572704,1.0,0.0,0.9297094720178556,0.015266887433509131,86.0,0.0,285.0,0.0,123.0,0.0,0.9501662218370385,0.008369991931959734,1.0,0.0,0.9587622367288452,0.017367014360602506,0.9033333333333333,0.012905064523287553,1.0,0.0,0.922,0.022233330556943563,0.9257886257445185,0.007606792500375601,1.0,0.0,0.939798729627288,0.013502501589987849,105.0,0.0,351.0,0.0,150.0,0.0,80.96000000000001,0.8834276679187981,285.0,0.0,117.0,2.6666666666666665,5.04,0.8834276679187971,0.0,0.0,6.0,2.6666666666666665,10.15,1.3550317749451894,0.0,0.0,11.7,3.3349995835415367,94.85,1.3550317749451894,351.0,0.0,138.3,3.3349995835415362,0.9413953488372094,0.010272414743241772,1.0,0.0,0.9512195121951219,0.02168021680216804,0.8894344824229133,0.013211875314890684,1.0,0.0,0.9096361071681622,0.022242781307889866,0.0586046511627907,0.010272414743241826,0.0,0.0,0.04878048780487805,0.021680216802168018,0.09666666666666665,0.012905064523287517,0.0,0.0,0.07799999999999999,0.022233330556943577,None_sacler,0 vs 1-2,HY3,X_V06_STATS
