model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_train_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_train_mean,f1_train_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_train_mean,recall_train_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_train_mean,precision_train_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_train_mean,misclassification_cost_mean_train_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_train_mean,misclassification_cost_total_train_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_train_mean,misclassification_score_train_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_train_mean,misclassification_cost_mean_true_class_0_train_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_train_mean,misclassification_cost_mean_true_class_1_train_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_train_mean,auc_train_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_train_mean,precision_class_0_train_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_train_mean,recall_class_0_train_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_train_mean,f1_class_0_train_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_train_mean,support_class_0_train_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_train_mean,precision_class_1_train_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_train_mean,recall_class_1_train_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_train_mean,f1_class_1_train_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_train_mean,support_class_1_train_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_train_mean,tn_train_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_train_mean,fp_train_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_train_mean,fn_train_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_train_mean,tp_train_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_train_mean,specificity_train_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_train_mean,npv_train_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_train_mean,fpr_train_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_train_mean,fnr_train_std,fnr_test_mean,fnr_test_std,Target,OVR_Label,X_Processing,Scaler
decision_tree,binary,"[0, 1]",2,0.8218848167539266,0.0080951732133471,1.0,0.0,0.8205128205128205,0.0152503003623892,0.185219663786528,0.0186953859194621,1.0,0.0,0.2159451983286379,0.0727978158851034,0.1861904761904761,0.0206288147254409,1.0,0.0,0.23,0.092228915419765,0.1909623439932256,0.0196636561968132,1.0,0.0,0.2067683184405472,0.0645908415232135,0.5360209424083769,0.0130966818675217,0.0,0.0,0.517948717948718,0.0454632389542378,102.38,2.501466236696657,0.0,0.0,141.4,12.41146423450692,-0.5360209424083769,0.0130966818675217,0.0,0.0,-0.517948717948718,0.0454632389542378,0.0995882352941176,0.0090411082192175,0.0,0.0,0.1065843621399176,0.0190519128180704,4.069047619047619,0.1031440736272045,0.0,0.0,3.85,0.4611445770988252,0.5433011204481792,0.0107547483582894,1.0,0.0,0.5617078189300412,0.0425928079621865,0.8996079178311392,0.0024020134672092,1.0,0.0,0.9039844736990248,0.0097737339288722,0.9004117647058824,0.0090411082192175,1.0,0.0,0.8934156378600824,0.0190519128180704,0.8997874295497572,0.0049830465895445,1.0,0.0,0.8985229505254887,0.0093724575244107,170.0,0.0,567.0,0.0,243.0,0.0,0.1909623439932256,0.0196636561968132,1.0,0.0,0.2067683184405472,0.0645908415232135,0.1861904761904761,0.0206288147254409,1.0,0.0,0.23,0.092228915419765,0.185219663786528,0.0186953859194621,1.0,0.0,0.2159451983286379,0.0727978158851034,21.0,0.0,69.0,0.0,30.0,0.0,153.07000000000002,1.5369883972669829,567.0,0.0,217.1,4.62961481479111,16.93,1.536988397266984,0.0,0.0,25.9,4.62961481479111,17.089999999999996,0.4332051092342596,0.0,0.0,23.1,2.766867462592951,3.91,0.4332051092342594,69.0,0.0,6.9,2.766867462592951,0.9004117647058824,0.0090411082192175,1.0,0.0,0.8934156378600824,0.0190519128180704,0.8996079178311392,0.0024020134672092,1.0,0.0,0.9039844736990248,0.0097737339288722,0.0995882352941176,0.0090411082192175,0.0,0.0,0.1065843621399176,0.0190519128180704,0.8138095238095238,0.0206288147254409,0.0,0.0,0.7699999999999999,0.092228915419765,HY43,y_1_vs_rest,X_V06_STATS,No_scaler
random_forest,binary,"[0, 1]",2,0.8902617801047121,0.0007882436154021,1.0,0.0,0.8904761904761905,0.0011583434652631,0.0088998682476943,0.0144581923112728,1.0,0.0,0.0064516129032258,0.020401791355925,0.0047619047619047,0.0077761579135973,1.0,0.0,0.0033333333333333,0.0105409255338945,0.0816666666666666,0.1277656999122772,1.0,0.0,0.1,0.3162277660168379,0.5474345549738221,0.0041753721544244,0.0,0.0,0.5476190476190477,0.0057917173263157,104.56,0.7974960814950764,0.0,0.0,149.5,1.5811388300841898,-0.5474345549738221,0.0041753721544244,0.0,0.0,-0.5476190476190477,0.0057917173263157,0.0003529411764705,0.0003037633997025,0.0,0.0,0.0,0.0,4.976190476190476,0.0388807895679868,0.0,0.0,4.9833333333333325,0.052704627669473,0.7248991596638655,0.0358354168999462,1.0,0.0,0.7478737997256516,0.0422232977351533,0.8904872366979364,0.0007560117144498,1.0,0.0,0.8904371363930188,0.0010348436105108,0.9996470588235292,0.0003037633997025,1.0,0.0,1.0,0.0,0.9419136309489712,0.0003930251757867,1.0,0.0,0.9420433506434864,0.0005783348170549,170.0,0.0,567.0,0.0,243.0,0.0,0.0816666666666666,0.1277656999122772,1.0,0.0,0.1,0.3162277660168379,0.0047619047619047,0.0077761579135973,1.0,0.0,0.0033333333333333,0.0105409255338945,0.0088998682476943,0.0144581923112728,1.0,0.0,0.0064516129032258,0.020401791355925,21.0,0.0,69.0,0.0,30.0,0.0,169.94,0.0516397779494292,567.0,0.0,243.0,0.0,0.06,0.0516397779494322,0.0,0.0,0.0,0.0,20.9,0.1632993161855446,0.0,0.0,29.9,0.3162277660168379,0.1,0.1632993161855452,69.0,0.0,0.1,0.3162277660168379,0.9996470588235292,0.0003037633997025,1.0,0.0,1.0,0.0,0.8904872366979364,0.0007560117144498,1.0,0.0,0.8904371363930188,0.0010348436105108,0.0003529411764705,0.0003037633997025,0.0,0.0,0.0,0.0,0.9952380952380953,0.0077761579135973,0.0,0.0,0.9966666666666668,0.0105409255338945,HY43,y_1_vs_rest,X_STATS,No_scaler
extra_trees,binary,"[0, 1]",2,0.8908900523560211,0.0010814613183127,1.0,0.0,0.8897435897435898,0.0011583434652631,0.0180632411067193,0.0165274852214263,1.0,0.0,0.0,0.0,0.0095238095238095,0.0086940088492883,1.0,0.0,0.0,0.0,0.185,0.1764621457675523,1.0,0.0,0.0,0.0,0.5447120418848168,0.0048815731202923,0.0,0.0,0.5498168498168499,0.0011583434652631,104.04,0.9323804659758436,0.0,0.0,150.1,0.3162277660168379,-0.5447120418848168,0.0048815731202923,0.0,0.0,-0.5498168498168499,0.0011583434652631,0.000235294117647,0.0003037633997025,0.0,0.0,0.0004115226337448,0.001301348831345,4.952380952380952,0.0434700442464416,0.0,0.0,5.0,0.0,0.7240546218487396,0.0332783570381259,1.0,0.0,0.7541015089163238,0.0491868841396216,0.8909668193170537,0.0008667540088147,1.0,0.0,0.8900694893341953,0.0001277584704334,0.999764705882353,0.0003037633997025,1.0,0.0,0.9995884773662552,0.001301348831345,0.942234054875252,0.0005501551707416,1.0,0.0,0.9416550011289232,0.0006497341771851,170.0,0.0,567.0,0.0,243.0,0.0,0.185,0.1764621457675523,1.0,0.0,0.0,0.0,0.0095238095238095,0.0086940088492883,1.0,0.0,0.0,0.0,0.0180632411067193,0.0165274852214263,1.0,0.0,0.0,0.0,21.0,0.0,69.0,0.0,30.0,0.0,169.96,0.0516397779494292,567.0,0.0,242.9,0.3162277660168379,0.04,0.0516397779494322,0.0,0.0,0.1,0.3162277660168379,20.800000000000004,0.1825741858350549,0.0,0.0,30.0,0.0,0.2,0.1825741858350553,69.0,0.0,0.0,0.0,0.999764705882353,0.0003037633997025,1.0,0.0,0.9995884773662552,0.001301348831345,0.8909668193170537,0.0008667540088147,1.0,0.0,0.8900694893341953,0.0001277584704334,0.000235294117647,0.0003037633997025,0.0,0.0,0.0004115226337448,0.001301348831345,0.9904761904761904,0.0086940088492883,0.0,0.0,1.0,0.0,HY43,y_1_vs_rest,X_STATS,No_scaler
xgboost,binary,"[0, 1]",2,0.8801047120418849,0.0043103277609872,1.0,0.0,0.8835164835164836,0.0143227138448011,0.1124625615054037,0.036940701271571,1.0,0.0,0.1381562437610389,0.1070461852979157,0.0719047619047619,0.0251425765576776,1.0,0.0,0.0866666666666666,0.0688530372659096,0.3096038961038961,0.0849208329329498,1.0,0.0,0.3845726495726496,0.3025472314094861,0.528062827225131,0.0132271937415558,0.0,0.0,0.5179487179487179,0.0419854013193405,100.86,2.5263940046371784,0.0,0.0,141.4,11.462014560179975,-0.528062827225131,0.0132271937415558,0.0,0.0,-0.5179487179487179,0.0419854013193405,0.0200588235294117,0.0047258563034487,0.0,0.0,0.0181069958847736,0.0113448960922553,4.640476190476191,0.125712882788388,0.0,0.0,4.566666666666667,0.344265186329548,0.7011820728291317,0.0340753147296287,1.0,0.0,0.7200960219478738,0.0531766012647829,0.8952911508214998,0.0024567927235215,1.0,0.0,0.8970142159933381,0.0073645819753167,0.9799411764705884,0.0047258563034486,1.0,0.0,0.9818930041152264,0.0113448960922553,0.935661601421102,0.0024013838086316,1.0,0.0,0.9375111017061742,0.0077931485422598,170.0,0.0,567.0,0.0,243.0,0.0,0.3096038961038961,0.0849208329329498,1.0,0.0,0.3845726495726496,0.3025472314094861,0.0719047619047619,0.0251425765576776,1.0,0.0,0.0866666666666666,0.0688530372659096,0.1124625615054037,0.036940701271571,1.0,0.0,0.1381562437610389,0.1070461852979157,21.0,0.0,69.0,0.0,30.0,0.0,166.58999999999995,0.8033955715862809,567.0,0.0,238.6,2.756809750418044,3.41,0.8033955715862792,0.0,0.0,4.4,2.7568097504180447,19.49,0.5279941077112297,0.0,0.0,27.4,2.065591117977289,1.51,0.5279941077112299,69.0,0.0,2.6,2.065591117977289,0.9799411764705884,0.0047258563034486,1.0,0.0,0.9818930041152264,0.0113448960922553,0.8952911508214998,0.0024567927235215,1.0,0.0,0.8970142159933381,0.0073645819753167,0.0200588235294117,0.0047258563034487,0.0,0.0,0.0181069958847736,0.0113448960922553,0.9280952380952382,0.0251425765576776,0.0,0.0,0.9133333333333332,0.0688530372659096,HY43,y_1_vs_rest,X_V06_STATS,No_scaler
adaboost,binary,"[0, 1]",2,0.8788481675392671,0.0032198834640834,0.8979559748427672,0.0053165428314112,0.8824175824175825,0.008880633233684,0.0615491224895538,0.0238932044020494,0.1661367870089909,0.0985309879741494,0.039323593073593,0.045626607291074,0.0376190476190476,0.0147968523002176,0.0985507246376811,0.0675638018823076,0.0233333333333333,0.0274424200782854,0.2104920634920635,0.0621186053483775,0.7697448165869218,0.1889254778840524,0.1733333333333333,0.2361209148291465,0.5443979057591622,0.0088017653469225,0.4932389937106918,0.0341037538512733,0.5468864468864469,0.0126948900909108,103.98,1.6811371812622014,313.7,21.68998744940982,149.3,3.4657049948186747,-0.5443979057591622,0.0088017653469225,-0.4932389937106918,0.0341037538512733,-0.5468864468864469,0.0126948900909108,0.017235294117647,0.0029352882234999,0.0047619047619047,0.004077258291452,0.0115226337448559,0.0114439800354536,4.811904761904762,0.0739842615010885,4.507246376811595,0.3378190094115378,4.883333333333333,0.1372121003914273,0.6260042016806722,0.0285349014433129,0.8855698693862946,0.0157303046396739,0.6565363511659807,0.0639068025959295,0.8920976879550204,0.0015466029213771,0.9007768778890608,0.0065067745386817,0.8912896065923913,0.0022951545847978,0.9827647058823532,0.0029352882234999,0.9952380952380953,0.004077258291452,0.988477366255144,0.0114439800354536,0.9352053942990116,0.0017781944911799,0.9456310689146694,0.0026311091421339,0.9373389911173076,0.0051451903799508,170.0,0.0,567.0,0.0,243.0,0.0,0.2104920634920635,0.0621186053483775,0.7697448165869218,0.1889254778840524,0.1733333333333333,0.2361209148291465,0.0376190476190476,0.0147968523002176,0.0985507246376811,0.0675638018823076,0.0233333333333333,0.0274424200782854,0.0615491224895538,0.0238932044020494,0.1661367870089909,0.0985309879741494,0.039323593073593,0.045626607291074,21.0,0.0,69.0,0.0,30.0,0.0,167.07,0.4989989979949852,564.3,2.311805451253293,240.2,2.780887148615228,2.93,0.498998997994986,2.7,2.311805451253293,2.8,2.780887148615228,20.21,0.3107338983045704,62.2,4.661902329879224,29.3,0.8232726023485647,0.7899999999999999,0.3107338983045711,6.8,4.661902329879223,0.7,0.8232726023485647,0.9827647058823532,0.0029352882234999,0.9952380952380953,0.004077258291452,0.988477366255144,0.0114439800354536,0.8920976879550204,0.0015466029213771,0.9007768778890608,0.0065067745386817,0.8912896065923913,0.0022951545847978,0.017235294117647,0.0029352882234999,0.0047619047619047,0.004077258291452,0.0115226337448559,0.0114439800354536,0.9623809523809524,0.0147968523002176,0.9014492753623188,0.0675638018823076,0.9766666666666666,0.0274424200782854,HY43,y_1_vs_rest,X_V06_STATS,No_scaler
svm,binary,"[0, 1]",2,0.6085340314136125,0.0399281553441484,0.625314465408805,0.034464302547447,0.6065934065934067,0.0552346188918073,0.2393861785041764,0.0246979207198844,0.2718902632827898,0.02196855549437,0.2299683195164669,0.0441558906016314,0.5609523809523809,0.0853253964562912,0.644927536231884,0.0788639020160121,0.5333333333333333,0.1133115447465063,0.1536667494551147,0.0162433390563747,0.1727035752458346,0.0148044557472654,0.1472826917085211,0.0292548366628074,0.5845549738219894,0.0385647893659662,0.5287735849056604,0.0342564483944301,0.5985347985347985,0.0705903458299282,111.65,7.365874768899556,336.3,21.78710117885759,163.4,19.271164411570407,-0.5845549738219894,0.0385647893659662,-0.5287735849056604,0.0342564483944301,-0.5985347985347985,0.0705903458299282,0.3855882352941177,0.0510069689398478,0.3770723104056437,0.0442661647722778,0.3843621399176954,0.0649574569336851,2.1952380952380954,0.4266269822814563,1.7753623188405796,0.3943195100800605,2.333333333333333,0.5665577237325317,0.5807507002801121,0.088494257146356,0.6632441274953353,0.1196799952088643,0.5873525377229081,0.1125509698919292,0.9197967490197164,0.0119979319108836,0.9355522876002376,0.0113766688381784,0.9145017841878008,0.0183156498650536,0.6144117647058824,0.0510069689398478,0.6229276895943563,0.0442661647722779,0.6156378600823046,0.0649574569336851,0.7331560846982099,0.036057343047214,0.7469405550038142,0.0302505236360056,0.7341335364929937,0.0478426432345965,170.0,0.0,567.0,0.0,243.0,0.0,0.1536667494551147,0.0162433390563747,0.1727035752458346,0.0148044557472654,0.1472826917085211,0.0292548366628074,0.5609523809523809,0.0853253964562912,0.644927536231884,0.0788639020160121,0.5333333333333333,0.1133115447465063,0.2393861785041764,0.0246979207198844,0.2718902632827898,0.02196855549437,0.2299683195164669,0.0441558906016314,21.0,0.0,69.0,0.0,30.0,0.0,104.45,8.671184719774134,353.2,25.098915425881565,149.6,15.784662034885496,65.54999999999998,8.671184719774134,213.8,25.098915425881565,93.4,15.784662034885496,9.22,1.7918333255821162,24.5,5.441609239104836,14.0,3.39934634239519,11.78,1.7918333255821164,44.5,5.441609239104836,16.0,3.39934634239519,0.6144117647058824,0.0510069689398478,0.6229276895943563,0.0442661647722779,0.6156378600823046,0.0649574569336851,0.9197967490197164,0.0119979319108836,0.9355522876002376,0.0113766688381784,0.9145017841878008,0.0183156498650536,0.3855882352941177,0.0510069689398478,0.3770723104056437,0.0442661647722778,0.3843621399176954,0.0649574569336851,0.4390476190476191,0.0853253964562912,0.3550724637681159,0.0788639020160121,0.4666666666666666,0.1133115447465063,HY43,y_1_vs_rest,X_STATS,No_scaler
logistic_regression,binary,"[0, 1]",2,0.7592670157068062,0.0171559531112315,0.8992138364779875,0.0094760881039218,0.7545787545787546,0.0198389216230426,0.1944666535901799,0.0316562376943236,0.6774518357259388,0.0249751549281025,0.2155669012531996,0.0697076385871196,0.2642857142857143,0.0382437581052595,0.9739130434782612,0.0224520773693183,0.3133333333333333,0.1219188153275129,0.1549436752286227,0.0273541192515816,0.5195174488663721,0.0241174083605937,0.1653336785948027,0.048386368299928,0.5642931937172775,0.030356259935837,0.1121069182389937,0.0182319138527733,0.5472527472527473,0.0621440443659779,107.78,5.798045647744878,71.3,11.595497210363838,149.4,16.965324111911986,-0.5642931937172775,0.030356259935837,-0.1121069182389937,0.0182319138527733,-0.5472527472527473,0.0621440443659779,0.1795882352941176,0.0168879201041472,0.1098765432098765,0.0086020907517726,0.1909465020576131,0.0231332828354818,3.678571428571429,0.1912187905262976,0.1304347826086956,0.1122603868465917,3.4333333333333336,0.6095940766375645,0.5706106442577031,0.0424320898559651,0.9700406410551338,0.0068152519503699,0.6111522633744856,0.0677406401224174,0.9002522139730331,0.0056075083219649,0.9964367045163576,0.0030685498505275,0.9054528666087271,0.0147011241427856,0.8204117647058824,0.0168879201041472,0.8901234567901234,0.0086020907517726,0.8090534979423868,0.0231332828354817,0.8582171127377516,0.0112055837212398,0.9402713476435668,0.0058042408935302,0.8542973054630876,0.0130051837511644,170.0,0.0,567.0,0.0,243.0,0.0,0.1549436752286227,0.0273541192515816,0.5195174488663721,0.0241174083605937,0.1653336785948027,0.048386368299928,0.2642857142857143,0.0382437581052595,0.9739130434782612,0.0224520773693183,0.3133333333333333,0.1219188153275129,0.1944666535901799,0.0316562376943236,0.6774518357259388,0.0249751549281025,0.2155669012531996,0.0697076385871196,21.0,0.0,69.0,0.0,30.0,0.0,139.47,2.87094641770503,504.7,4.877385456255111,196.6,5.621387729022079,30.53,2.8709464177050283,62.3,4.877385456255113,46.4,5.621387729022079,15.450000000000005,0.8031189202104507,1.8,1.5491933384829668,20.6,3.6575644598253874,5.550000000000001,0.8031189202104506,67.2,1.5491933384829668,9.4,3.6575644598253874,0.8204117647058824,0.0168879201041472,0.8901234567901234,0.0086020907517726,0.8090534979423868,0.0231332828354817,0.9002522139730331,0.0056075083219649,0.9964367045163576,0.0030685498505275,0.9054528666087271,0.0147011241427856,0.1795882352941176,0.0168879201041472,0.1098765432098765,0.0086020907517726,0.1909465020576131,0.0231332828354818,0.7357142857142858,0.0382437581052595,0.0260869565217391,0.0224520773693183,0.6866666666666668,0.1219188153275129,HY43,y_1_vs_rest,X_STATS,No_scaler
knn,binary,"[0, 1]",2,0.8743455497382199,0.0064265105199029,0.8992138364779875,0.0048857531179964,0.875091575091575,0.0155839174990349,0.0869338814167664,0.0538248375621371,0.2909247615762616,0.0502379213666297,0.1340563831586908,0.0743189913150106,0.058095238095238,0.0400176327978588,0.1927536231884057,0.0453437682328785,0.0866666666666666,0.047661356865616,0.2056421078921078,0.0907722640173422,0.6254829782790309,0.0791196946591229,0.3083741258741259,0.1905283739359883,0.5398952879581153,0.0189429457252227,0.4511006289308176,0.0218050766969405,0.5263736263736263,0.035347932627686,103.12,3.618102633517553,286.9,13.86802877925418,143.7,9.649985607358294,-0.5398952879581153,0.0189429457252227,-0.4511006289308176,0.0218050766969405,-0.5263736263736263,0.035347932627686,0.0248235294117647,0.0086087140566157,0.0148148148148148,0.0063426708803109,0.0275720164609053,0.0127284068144439,4.70952380952381,0.2000881639892944,4.036231884057972,0.2267188411643925,4.566666666666666,0.2383067843280803,0.623078431372549,0.0301574566193397,0.896280960049076,0.0097104416856941,0.6271947873799725,0.0603681198491921,0.8934429498322618,0.0037074921562969,0.909359066308392,0.0043847346383327,0.8960715185069394,0.0058352403328702,0.9751764705882352,0.0086087140566157,0.9851851851851852,0.0063426708803109,0.9724279835390944,0.0127284068144439,0.9324582674677412,0.0037057918380557,0.945734477954774,0.0027033686651834,0.9326741981237656,0.0086474819965563,170.0,0.0,567.0,0.0,243.0,0.0,0.2056421078921078,0.0907722640173422,0.6254829782790309,0.0791196946591229,0.3083741258741259,0.1905283739359883,0.058095238095238,0.0400176327978588,0.1927536231884057,0.0453437682328785,0.0866666666666666,0.047661356865616,0.0869338814167664,0.0538248375621371,0.2909247615762616,0.0502379213666297,0.1340563831586908,0.0743189913150106,21.0,0.0,69.0,0.0,30.0,0.0,165.78000000000003,1.46348138962468,558.6,3.596294389136314,236.3,3.093002855909879,4.220000000000001,1.4634813896246777,8.4,3.596294389136314,6.7,3.093002855909879,19.78,0.8403702887550359,55.7,3.1287200080686173,27.4,1.4298407059684812,1.22,0.8403702887550358,13.3,3.1287200080686177,2.6,1.4298407059684812,0.9751764705882352,0.0086087140566157,0.9851851851851852,0.0063426708803109,0.9724279835390944,0.0127284068144439,0.8934429498322618,0.0037074921562969,0.909359066308392,0.0043847346383327,0.8960715185069394,0.0058352403328702,0.0248235294117647,0.0086087140566157,0.0148148148148148,0.0063426708803109,0.0275720164609053,0.0127284068144439,0.941904761904762,0.0400176327978588,0.8072463768115942,0.0453437682328785,0.9133333333333334,0.047661356865616,HY43,y_1_vs_rest,X_V06_STATS,No_scaler
gaussian_nb,binary,"[0, 1]",2,0.3809424083769633,0.0346967669210673,0.4185534591194968,0.0422992017979032,0.3703296703296703,0.0619818994256216,0.1932615816328544,0.0148943092410724,0.2590279494301234,0.0101972342960657,0.2055897266273079,0.0312010436677571,0.6757142857142858,0.0699295978256232,0.9347826086956524,0.0405624531974557,0.74,0.1173787790777267,0.1130415952199263,0.0085200130469067,0.1504418705802966,0.0071233559634005,0.119513705639297,0.0184638156347925,0.761675392670157,0.0341531808199274,0.609748427672956,0.03186996552639,0.743956043956044,0.0803350142361509,145.48,6.523257536606141,387.8,20.269298074784054,203.1,21.9314588864692,-0.761675392670157,0.0341531808199274,-0.609748427672956,0.03186996552639,-0.743956043956044,0.0803350142361509,0.6554705882352941,0.043641482652103,0.6442680776014109,0.0511501008873659,0.6753086419753085,0.0712368805157643,1.6214285714285714,0.3496479891281163,0.3260869565217391,0.2028122659872785,1.3,0.5868938953886336,0.5263123249299719,0.0300419613428905,0.759663113769394,0.0599272123707206,0.5812139917695474,0.1023321171226313,0.896849191380188,0.0165712748645043,0.9793945231436424,0.0119994086457376,0.9088824044738348,0.0374225662571086,0.3445294117647058,0.0436414826521031,0.355731922398589,0.0511501008873659,0.3246913580246914,0.0712368805157643,0.4916154960873374,0.0469198709155427,0.5197444336982302,0.0546917169869173,0.474635846189093,0.0819618199989577,170.0,0.0,567.0,0.0,243.0,0.0,0.1130415952199263,0.0085200130469067,0.1504418705802966,0.0071233559634005,0.119513705639297,0.0184638156347925,0.6757142857142858,0.0699295978256232,0.9347826086956524,0.0405624531974557,0.74,0.1173787790777267,0.1932615816328544,0.0148943092410724,0.2590279494301234,0.0101972342960657,0.2055897266273079,0.0312010436677571,21.0,0.0,69.0,0.0,30.0,0.0,58.56999999999999,7.41905205085753,201.7,29.002107203136504,78.9,17.31056196533075,111.43,7.4190520508575295,365.3,29.002107203136504,164.1,17.31056196533075,6.81,1.4685215543380887,4.5,2.798809270624444,7.8,3.521363372331802,14.19,1.4685215543380885,64.5,2.798809270624444,22.2,3.5213633723318023,0.3445294117647058,0.0436414826521031,0.355731922398589,0.0511501008873659,0.3246913580246914,0.0712368805157643,0.896849191380188,0.0165712748645043,0.9793945231436424,0.0119994086457376,0.9088824044738348,0.0374225662571086,0.6554705882352941,0.043641482652103,0.6442680776014109,0.0511501008873659,0.6753086419753085,0.0712368805157643,0.3242857142857142,0.0699295978256232,0.0652173913043478,0.0405624531974557,0.26,0.1173787790777267,HY43,y_1_vs_rest,X_STATS,No_scaler
decision_tree,binary,"[0, 1]",2,0.8755497382198953,0.0083880453166678,1.0,0.0,0.8835164835164836,0.0108936302921589,0.8636446505542814,0.0085327508773999,1.0,0.0,0.8733270834310869,0.0110593119051462,0.8761627906976746,0.0138155324966059,1.0,0.0,0.8910569105691059,0.0284746353096231,0.8534835069882721,0.0152542792028371,1.0,0.0,0.8576134458565834,0.0283389306695815,0.3474869109947643,0.0287158973611258,0.0,0.0,0.3128205128205129,0.0527777689504113,66.37,5.484736395975046,0.0,0.0,85.4,14.408330923462302,-0.3474869109947643,0.0287158973611258,0.0,0.0,-0.3128205128205129,0.0527777689504113,0.1249523809523809,0.0157825996272861,0.0,0.0,0.1226666666666666,0.0301764359053652,0.6191860465116279,0.0690776624830295,0.0,0.0,0.5447154471544715,0.1423731765481159,0.8756052048726467,0.0081202926102764,1.0,0.0,0.8841951219512195,0.0103129403880829,0.897465479189484,0.0102254574422112,1.0,0.0,0.9084172789767796,0.0204709650994286,0.8750476190476191,0.0157825996272861,1.0,0.0,0.8773333333333333,0.0301764359053652,0.8853192899846529,0.0083844367580153,1.0,0.0,0.8920582451206496,0.0112363312182041,105.0,0.0,351.0,0.0,150.0,0.0,0.8534835069882721,0.0152542792028371,1.0,0.0,0.8576134458565834,0.0283389306695815,0.8761627906976746,0.0138155324966059,1.0,0.0,0.8910569105691059,0.0284746353096231,0.8636446505542814,0.0085327508773999,1.0,0.0,0.8733270834310869,0.0110593119051462,86.0,0.0,285.0,0.0,123.0,0.0,91.88,1.6571729608650432,351.0,0.0,131.6,4.526465385804788,13.12,1.657172960865046,0.0,0.0,18.4,4.526465385804789,10.65,1.188135794708108,0.0,0.0,13.4,3.5023801430836525,75.35,1.1881357947081064,285.0,0.0,109.6,3.5023801430836525,0.8750476190476191,0.0157825996272861,1.0,0.0,0.8773333333333333,0.0301764359053652,0.897465479189484,0.0102254574422112,1.0,0.0,0.9084172789767796,0.0204709650994286,0.1249523809523809,0.0157825996272861,0.0,0.0,0.1226666666666666,0.0301764359053652,0.1238372093023255,0.0138155324966059,0.0,0.0,0.1089430894308943,0.0284746353096231,HY43,y_0_vs_rest,X_V06_STATS,No_scaler
