model,target_type,classes,n_classes,bayes_best_cv_score_cv_mean,bayes_best_cv_score_cv_std,accuracy_cv_mean,accuracy_cv_std,f1_cv_mean,f1_cv_std,recall_cv_mean,recall_cv_std,precision_cv_mean,precision_cv_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,roc_auc_cv_mean,roc_auc_cv_std,aucpr_cv_mean,aucpr_cv_std,aucpr_baseline_cv_mean,aucpr_baseline_cv_std,precision_class_0_cv_mean,precision_class_0_cv_std,recall_class_0_cv_mean,recall_class_0_cv_std,f1_class_0_cv_mean,f1_class_0_cv_std,support_class_0_cv_mean,support_class_0_cv_std,precision_class_1_cv_mean,precision_class_1_cv_std,recall_class_1_cv_mean,recall_class_1_cv_std,f1_class_1_cv_mean,f1_class_1_cv_std,support_class_1_cv_mean,support_class_1_cv_std,tn_cv_mean,tn_cv_std,fp_cv_mean,fp_cv_std,fn_cv_mean,fn_cv_std,tp_cv_mean,tp_cv_std,specificity_cv_mean,specificity_cv_std,npv_cv_mean,npv_cv_std,fpr_cv_mean,fpr_cv_std,fnr_cv_mean,fnr_cv_std,accuracy_test_mean,accuracy_test_std,f1_test_mean,f1_test_std,recall_test_mean,recall_test_std,precision_test_mean,precision_test_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,roc_auc_test_mean,roc_auc_test_std,aucpr_test_mean,aucpr_test_std,aucpr_baseline_test_mean,aucpr_baseline_test_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_test_mean,support_class_1_test_std,tn_test_mean,tn_test_std,fp_test_mean,fp_test_std,fn_test_mean,fn_test_std,tp_test_mean,tp_test_std,specificity_test_mean,specificity_test_std,npv_test_mean,npv_test_std,fpr_test_mean,fpr_test_std,fnr_test_mean,fnr_test_std,OVR_Label
decision_tree_gini,binary,"[0, 1]",2,0.21030476490756608,0.06385159344569728,0.9106918238993711,0.053092010363706456,0.4045986134860907,0.09473685510537304,1.0,0.0,0.2573772859134083,0.07079811296651618,0.08930817610062894,0.05309201036370647,56.8,33.766518591317315,-0.08930817610062894,0.05309201036370647,0.09176090468497577,0.05455011080988258,0.0,0.0,0.9741613608286611,0.01572260939529711,0.4281750361873775,0.1462485311921864,0.026729559748427674,0.0,1.0,0.0,0.9082390953150241,0.05455011080988258,0.9510925043708081,0.03191298979696313,619.0,0.0,0.2573772859134083,0.07079811296651618,1.0,0.0,0.4045986134860907,0.09473685510537304,17.0,0.0,562.2,33.766518591317315,56.8,33.766518591317315,0.0,0.0,17.0,0.0,0.9082390953150241,0.05455011080988258,1.0,0.0,0.09176090468497577,0.05455011080988258,0.0,0.0,0.8970695970695971,0.053764276207272636,0.3175107710681364,0.12337034375716956,0.75,0.25,0.2043139403866247,0.0822559149600305,0.13223443223443224,0.06537660599248747,36.1,17.847813435949078,-0.13223443223443224,0.06537660599248747,0.09849056603773584,0.054639575118941346,1.25,1.25,0.8398349056603773,0.12593654778057153,0.2646097999432466,0.09697452097364288,0.029304029304029304,0.0,0.9917122526553672,0.00806820418424332,0.901509433962264,0.05463957511894134,0.9436404395711102,0.03249599273853717,265.0,0.0,0.2043139403866247,0.0822559149600305,0.75,0.25,0.3175107710681364,0.12337034375716956,8.0,0.0,238.9,14.479487406519457,26.1,14.479487406519457,2.0,2.0,6.0,2.0,0.901509433962264,0.05463957511894134,0.9917122526553672,0.00806820418424332,0.09849056603773584,0.054639575118941346,0.25,0.25,2 vs 1-0
decision_tree_entropy,binary,"[0, 1]",2,0.2121894763092022,0.040795268163564845,0.9261006289308176,0.028204662572481564,0.4374232555801429,0.09180254487515495,1.0,0.0,0.2839990531055855,0.07700768494163805,0.07389937106918239,0.028204662572481574,47.0,17.93816539609828,-0.07389937106918239,0.028204662572481574,0.07592891760904684,0.028979265583357477,0.0,0.0,0.9799296778485223,0.0073167975586376326,0.46020362072714194,0.11641629481601047,0.026729559748427674,0.0,1.0,0.0,0.924071082390953,0.028979265583357484,0.9603225925863436,0.015846951063772742,619.0,0.0,0.2839990531055855,0.07700768494163805,1.0,0.0,0.4374232555801429,0.09180254487515495,17.0,0.0,572.0,17.93816539609828,47.0,17.93816539609828,0.0,0.0,17.0,0.0,0.924071082390953,0.028979265583357484,1.0,0.0,0.07592891760904684,0.028979265583357477,0.0,0.0,0.9058608058608059,0.035263479197672594,0.2975828407476366,0.11990756349935261,0.6625,0.28290408661279925,0.19689428748731655,0.08125686196779583,0.1336996336996337,0.049273110559172335,36.5,13.451559182654048,-0.1336996336996337,0.049273110559172335,0.08679245283018867,0.037016198665565186,1.6875,1.4145204330639962,0.7977594339622642,0.14192306119667217,0.2112366473146834,0.10970217781025009,0.029304029304029304,0.0,0.9890884598387801,0.008968562295586572,0.9132075471698112,0.03701619866556517,0.9492362110284098,0.020247363951188417,265.0,0.0,0.19689428748731655,0.08125686196779583,0.6625,0.28290408661279925,0.2975828407476366,0.11990756349935261,8.0,0.0,242.0,9.809292646374775,23.0,9.809292646374775,2.7,2.263232692902394,5.3,2.263232692902394,0.9132075471698112,0.03701619866556517,0.9890884598387801,0.008968562295586572,0.08679245283018867,0.037016198665565186,0.3375,0.28290408661279925,2 vs 1-0
decision_tree_gini,binary,"[0, 1]",2,0.9246503437906715,0.008372237153854425,0.8985849056603774,0.010250318247173963,0.9026519999034844,0.009243235942610171,0.8975975975975976,0.012377651607327038,0.9080688951121164,0.017844728046650885,0.3158805031446541,0.030384313261273742,200.9,19.3244232341701,-0.3158805031446541,0.030384313261273742,0.10033003300330032,0.022068108106701574,0.512012012012012,0.061888258036635155,0.9636691146592137,0.007365277796656063,0.9631441987309095,0.006985511448858068,0.5235849056603774,0.0,0.8889809376233094,0.011172094988277046,0.8996699669966997,0.022068108106701574,0.8941213128993821,0.011610679641644755,303.0,0.0,0.9080688951121164,0.017844728046650885,0.8975975975975976,0.012377651607327038,0.9026519999034844,0.009243235942610171,333.0,0.0,272.6,6.686636756330578,30.4,6.686636756330578,34.1,4.121757985239902,298.9,4.121757985239901,0.8996699669966997,0.022068108106701574,0.8889809376233094,0.011172094988277046,0.10033003300330032,0.022068108106701574,0.10240240240240242,0.012377651607327027,0.8721611721611723,0.02432521277052599,0.8772751264278484,0.021398366812080294,0.8706293706293706,0.026423739041386084,0.8853360106912753,0.03812473850549637,0.39890109890109887,0.06741983547713452,108.9,18.405615085257722,-0.39890109890109887,0.06741983547713452,0.12615384615384614,0.04974623307806267,0.6468531468531469,0.13211869520693048,0.917339967724583,0.02573652375622948,0.9059505131910365,0.033990191817227365,0.5238095238095238,0.0,0.8605216479779729,0.024515474488367647,0.8738461538461539,0.049746233078062675,0.8663474939074295,0.02844082222585969,130.0,0.0,0.8853360106912753,0.03812473850549637,0.8706293706293706,0.026423739041386084,0.8772751264278484,0.021398366812080294,143.0,0.0,113.6,6.4670103001481465,16.4,6.4670103001481465,18.5,3.7785946829182113,124.5,3.7785946829182113,0.8738461538461539,0.049746233078062675,0.8605216479779729,0.024515474488367647,0.12615384615384614,0.04974623307806267,0.12937062937062938,0.026423739041386094,1 vs 2-0
decision_tree_entropy,binary,"[0, 1]",2,0.9231225431373498,0.01124866805652068,0.9004716981132075,0.007033613274369305,0.9022624608942559,0.007215775866508595,0.8777777777777779,0.022519185605321804,0.9291029198949168,0.021807785266121114,0.35550314465408805,0.04922413338941346,226.1,31.30654883566696,-0.35550314465408805,0.04922413338941346,0.07458745874587458,0.02580924673023574,0.611111111111111,0.1125959280266091,0.9686676775785686,0.0042642660451005275,0.9689217776433198,0.0041997970890627,0.5235849056603774,0.0,0.8739041701730971,0.017187743536014762,0.9254125412541253,0.02580924673023573,0.8985104156359471,0.007743368841596657,303.0,0.0,0.9291029198949168,0.021807785266121114,0.8777777777777779,0.022519185605321804,0.9022624608942559,0.007215775866508595,333.0,0.0,280.4,7.820201759261429,22.6,7.820201759261429,40.7,7.498888806572166,292.3,7.498888806572166,0.9254125412541253,0.02580924673023573,0.8739041701730971,0.017187743536014762,0.07458745874587458,0.02580924673023574,0.12222222222222223,0.022519185605321818,0.8560439560439562,0.028637619913773008,0.8597855824815485,0.026996537544020063,0.841958041958042,0.04133176738331281,0.8811570156329946,0.04942340214325601,0.475091575091575,0.10138060709102462,129.7,27.676905735849722,-0.475091575091575,0.10138060709102462,0.12846153846153846,0.05936880352800737,0.7902097902097902,0.20665883691656411,0.9149354491662184,0.026694272475346455,0.9057206588004798,0.03383961152042831,0.5238095238095238,0.0,0.8353105273605683,0.03568773054195676,0.8715384615384615,0.05936880352800737,0.8516574954829744,0.03137812251892783,130.0,0.0,0.8811570156329946,0.04942340214325601,0.841958041958042,0.04133176738331281,0.8597855824815485,0.026996537544020063,143.0,0.0,113.3,7.717944458640958,16.7,7.717944458640957,22.6,5.910442735813733,120.4,5.910442735813734,0.8715384615384615,0.05936880352800737,0.8353105273605683,0.03568773054195676,0.12846153846153846,0.05936880352800737,0.15804195804195803,0.04133176738331282,1 vs 2-0
decision_tree_gini,binary,"[0, 1]",2,0.9125346775392466,0.0128055139537428,0.9158805031446541,0.016175366207558675,0.909734090566281,0.017304175139157177,0.9459649122807017,0.02238781027182295,0.8764483198618368,0.0202096152857822,0.1809748427672956,0.05354870817701731,115.1,34.05697840058301,-0.1809748427672956,0.05354870817701731,0.10854700854700856,0.019297189881097885,0.2701754385964912,0.11193905135911483,0.9739026340780729,0.009884536234975087,0.9609523105722664,0.014327201717028011,0.44811320754716977,5.851389114294502e-17,0.9533294609013916,0.01900511172761295,0.8914529914529915,0.019297189881097885,0.9212228993201993,0.015228709032345925,351.0,0.0,0.8764483198618368,0.0202096152857822,0.9459649122807017,0.02238781027182295,0.909734090566281,0.017304175139157177,285.0,0.0,312.9,6.773313648265358,38.1,6.773313648265359,15.4,6.380525927469546,269.6,6.380525927469546,0.8914529914529915,0.019297189881097885,0.9533294609013916,0.01900511172761295,0.10854700854700856,0.019297189881097885,0.054035087719298255,0.022387810271822968,0.8956043956043956,0.015943302633944577,0.8884613770591969,0.01683884344471527,0.9227642276422763,0.03411836940925251,0.8580647400641925,0.030836630279069105,0.24358974358974356,0.06792213704918884,66.5,18.54274341442855,-0.24358974358974356,0.06792213704918884,0.12666666666666668,0.033847880470506256,0.3861788617886179,0.17059184704626248,0.9501382113821137,0.008524005298785733,0.9172327968754755,0.014900201977150243,0.45054945054945056,0.0,0.9335343346172955,0.02632833343711259,0.8733333333333333,0.033847880470506235,0.9017349346828232,0.01570815046462665,150.0,0.0,0.8580647400641925,0.030836630279069105,0.9227642276422763,0.03411836940925251,0.8884613770591969,0.01683884344471527,123.0,0.0,131.0,5.0771820705759385,19.0,5.0771820705759385,9.5,4.196559437338057,113.5,4.196559437338057,0.8733333333333333,0.033847880470506235,0.9335343346172955,0.02632833343711259,0.12666666666666668,0.033847880470506256,0.07723577235772358,0.034118369409252496,0 vs 1-2
decision_tree_entropy,binary,"[0, 1]",2,0.9097401119245015,0.012905306681148468,0.9154088050314465,0.011691273369894088,0.9090087628286387,0.012374276459460919,0.9428070175438595,0.02286243080800174,0.8781447428854194,0.020733383032907643,0.18710691823899367,0.0467368905861802,119.0,29.724662412810606,-0.18710691823899367,0.0467368905861802,0.10683760683760683,0.02216004157564679,0.2859649122807017,0.11431215404000886,0.9721897335932423,0.009506998225614762,0.9529391967577263,0.01962708406909544,0.44811320754716977,5.851389114294502e-17,0.9510748753573031,0.018482769185533224,0.8931623931623932,0.022160041575646803,0.9209158398963698,0.011309273241829393,351.0,0.0,0.8781447428854194,0.020733383032907643,0.9428070175438595,0.02286243080800174,0.9090087628286387,0.012374276459460919,285.0,0.0,313.5,7.7781745930520225,37.5,7.7781745930520225,16.3,6.515792780280505,268.7,6.5157927802805045,0.8931623931623932,0.022160041575646803,0.9510748753573031,0.018482769185533224,0.10683760683760683,0.02216004157564679,0.057192982456140365,0.022862430808001773,0.8948717948717949,0.01769820105412773,0.8884132894224329,0.014069613380424326,0.9252032520325203,0.03591169381783729,0.857284129142635,0.04417884476321712,0.2399267399267399,0.05664840395439339,65.5,15.465014279549393,-0.2399267399267399,0.05664840395439339,0.13,0.05454638981614923,0.3739837398373984,0.17955846908918638,0.9469457994579946,0.013703069801138903,0.9056991798984855,0.03062285639228954,0.45054945054945056,0.0,0.9362130348508216,0.028013838256192834,0.8700000000000001,0.05454638981614923,0.9002229293586218,0.021532782793081327,150.0,0.0,0.857284129142635,0.04417884476321712,0.9252032520325203,0.03591169381783729,0.8884132894224329,0.014069613380424326,123.0,0.0,130.5,8.181958472422385,19.5,8.181958472422385,9.2,4.417138339593985,113.8,4.417138339593985,0.8700000000000001,0.05454638981614923,0.9362130348508216,0.028013838256192834,0.13,0.05454638981614923,0.07479674796747968,0.03591169381783728,0 vs 1-2
random_forest_gini,binary,"[0, 1]",2,0.5137798368691228,0.09913017527145367,0.9668238993710693,0.02458791962760121,0.6616997013353954,0.1790690021131563,1.0,0.0,0.5196186656528023,0.21065199955189548,0.03317610062893082,0.024587919627601207,21.1,15.637916883154368,-0.03317610062893082,0.024587919627601207,0.034087237479806146,0.025263193672301083,0.0,0.0,0.9953435332129621,0.003963759712930483,0.8893464791347038,0.07456610820091283,0.026729559748427674,0.0,1.0,0.0,0.965912762520194,0.02526319367230109,0.9825088080187621,0.01314745446141116,619.0,0.0,0.5196186656528023,0.21065199955189548,1.0,0.0,0.6616997013353954,0.1790690021131563,17.0,0.0,597.9,15.637916883154366,21.1,15.637916883154368,0.0,0.0,17.0,0.0,0.965912762520194,0.02526319367230109,1.0,0.0,0.034087237479806146,0.025263193672301083,0.0,0.0,0.9512820512820512,0.02184534638173174,0.4404122013177741,0.10627073352542656,0.6,0.12909944487358055,0.38944756224167987,0.18662211981888527,0.0956043956043956,0.01910779137197748,26.1,5.216427044549853,-0.0956043956043956,0.01910779137197748,0.038113207547169806,0.024741853793530937,2.0,0.6454972243679028,0.9454245283018867,0.020150400141076562,0.5718708802215777,0.12627556715407745,0.029304029304029304,0.0,0.9876646723955698,0.0037492090626839478,0.9618867924528303,0.024741853793530933,0.9744318808387662,0.01178838058481851,265.0,0.0,0.38944756224167987,0.18662211981888527,0.6,0.12909944487358055,0.4404122013177741,0.10627073352542656,8.0,0.0,254.9,6.556591255285698,10.1,6.556591255285698,3.2,1.0327955589886444,4.8,1.0327955589886444,0.9618867924528303,0.024741853793530933,0.9876646723955698,0.0037492090626839478,0.038113207547169806,0.024741853793530937,0.4,0.12909944487358055,2 vs 1-0
random_forest_entropy,binary,"[0, 1]",2,0.5047017418936405,0.10486528104995031,0.9682389937106919,0.017878187427118778,0.6505028189184311,0.1358568628049135,0.9941176470588236,0.018601633295108118,0.4966666149760693,0.15530716333867395,0.03238993710691824,0.018986929616386636,20.6,12.0756872360219,-0.03238993710691824,0.018986929616386636,0.03247172859450727,0.018109238910151707,0.029411764705882353,0.09300816647554057,0.9952865152523044,0.0036424560517126794,0.8837634778556425,0.06907144715530655,0.026729559748427674,0.0,0.9998287671232877,0.0005414859007137481,0.9675282714054928,0.018109238910151697,0.983337763173197,0.009520355249356207,619.0,0.0,0.4966666149760693,0.15530716333867395,0.9941176470588236,0.018601633295108118,0.6505028189184311,0.1358568628049135,17.0,0.0,598.9,11.209618885383907,20.1,11.209618885383907,0.1,0.31622776601683794,16.9,0.3162277660168379,0.9675282714054928,0.018109238910151697,0.9998287671232877,0.0005414859007137481,0.03247172859450727,0.018109238910151707,0.0058823529411764705,0.018601633295108114,0.952014652014652,0.020896607433647414,0.46414312295891236,0.13058881035134495,0.6375,0.07095577652469333,0.39365464128235034,0.19703420645119935,0.09047619047619047,0.023041040381861076,24.7,6.290204024248075,-0.09047619047619047,0.023041040381861076,0.03849056603773585,0.021479621842653146,1.8125,0.3547788826234667,0.9448584905660378,0.018510036063439074,0.5612849130859687,0.11328954670702127,0.029304029304029304,0.0,0.9887470747762006,0.0022054442920809124,0.9615094339622641,0.02147962184265314,0.9748295311956994,0.011179262784038285,265.0,0.0,0.39365464128235034,0.19703420645119935,0.6375,0.07095577652469333,0.46414312295891236,0.13058881035134495,8.0,0.0,254.8,5.692099788303083,10.2,5.692099788303083,2.9,0.5676462121975467,5.1,0.5676462121975466,0.9615094339622641,0.02147962184265314,0.9887470747762006,0.0022054442920809124,0.03849056603773585,0.021479621842653146,0.3625,0.07095577652469334,2 vs 1-0
random_forest_gini,binary,"[0, 1]",2,0.960238705047705,0.005205436707468832,0.9309748427672957,0.007611318918472982,0.9336854830704093,0.007417511448896226,0.9282282282282281,0.00911405776984187,0.9392224810977353,0.006456625083525037,0.21933962264150947,0.02647917836282836,139.5,16.840757438758835,-0.21933962264150947,0.02647917836282836,0.066006600660066,0.00695770662303274,0.3588588588588588,0.04557028884920936,0.9867055173985868,0.0026381296909933362,0.9891729138485535,0.0020629247671239727,0.5235849056603774,0.0,0.9221627785176663,0.009514301721711782,0.933993399339934,0.006957706623032734,0.9280318208075645,0.007817699754602146,303.0,0.0,0.9392224810977353,0.006456625083525037,0.9282282282282281,0.00911405776984187,0.9336854830704093,0.007417511448896226,333.0,0.0,283.0,2.1081851067789197,20.0,2.1081851067789197,23.9,3.0349812373573437,309.1,3.0349812373573437,0.933993399339934,0.006957706623032734,0.9221627785176663,0.009514301721711782,0.066006600660066,0.00695770662303274,0.07177177177177177,0.009114057769841873,0.8981684981684982,0.020416659307524773,0.9018266881169111,0.019288947339609182,0.8923076923076924,0.020106161914077204,0.9118853061585416,0.02599802787179453,0.3274725274725274,0.05906920733122309,89.4,16.125893601423904,-0.3274725274725274,0.05906920733122309,0.0953846153846154,0.029946259119295247,0.5384615384615384,0.10053080957038613,0.9524260355029586,0.013188705247696072,0.9593873842765765,0.011336110711495782,0.5238095238095238,0.0,0.8843434907412835,0.02057056401888537,0.9046153846153846,0.02994625911929524,0.8941850895123584,0.021773773758545143,130.0,0.0,0.9118853061585416,0.02599802787179453,0.8923076923076924,0.020106161914077204,0.9018266881169111,0.019288947339609182,143.0,0.0,117.6,3.8930136855083823,12.4,3.8930136855083823,15.4,2.8751811537130427,127.6,2.8751811537130436,0.9046153846153846,0.02994625911929524,0.8843434907412835,0.02057056401888537,0.0953846153846154,0.029946259119295247,0.10769230769230768,0.020106161914077228,1 vs 2-0
random_forest_entropy,binary,"[0, 1]",2,0.9598744020281478,0.005350137854576513,0.9333333333333333,0.006341502499896938,0.9358849894276993,0.006207264890930765,0.9294294294294294,0.008639978229045093,0.9424696892484494,0.006419060950533096,0.21446540880503145,0.023732359924672403,136.4,15.093780912091649,-0.21446540880503145,0.023732359924672403,0.06237623762376236,0.007205510624340073,0.35285285285285284,0.04319989114522539,0.9881307049623882,0.0026158028679361895,0.9903121986348573,0.0019364954851637352,0.5235849056603774,0.0,0.9236580748109035,0.008736752862323715,0.9376237623762377,0.007205510624340071,0.9305668723491298,0.006496724213931197,303.0,0.0,0.9424696892484494,0.006419060950533096,0.9294294294294294,0.008639978229045093,0.9358849894276993,0.006207264890930765,333.0,0.0,284.1,2.1832697191750423,18.9,2.183269719175042,23.5,2.8771127502720115,309.5,2.8771127502720115,0.9376237623762377,0.007205510624340071,0.9236580748109035,0.008736752862323715,0.06237623762376236,0.007205510624340073,0.07057057057057056,0.008639978229045081,0.8981684981684982,0.021134257898333376,0.901674757776291,0.020089307040632363,0.890909090909091,0.020901176476885656,0.9129906494828465,0.025693875019358128,0.33040293040293034,0.06211044909684614,90.2,16.956152603438998,-0.33040293040293034,0.06211044909684614,0.09384615384615384,0.029190255324631195,0.5454545454545453,0.1045058823844284,0.9526573426573426,0.013420363503335312,0.9587762596539715,0.011729750856873519,0.5238095238095238,0.0,0.8831804188073162,0.021581264312687046,0.9061538461538461,0.029190255324631195,0.8943681732528459,0.02236541382480356,130.0,0.0,0.9129906494828465,0.025693875019358128,0.890909090909091,0.020901176476885656,0.901674757776291,0.020089307040632363,143.0,0.0,117.8,3.7947331922020555,12.2,3.794733192202055,15.6,2.988868236194653,127.4,2.988868236194653,0.9061538461538461,0.029190255324631195,0.8831804188073162,0.021581264312687046,0.09384615384615384,0.029190255324631195,0.1090909090909091,0.020901176476885684,1 vs 2-0
random_forest_gini,binary,"[0, 1]",2,0.9578820911518855,0.011079569543874289,0.9438679245283019,0.007033613274369316,0.9390189560622089,0.007499159544142491,0.9642105263157894,0.00961628294320212,0.9152128018462256,0.011333811867976544,0.12028301886792454,0.021903117079629834,76.5,13.930382462644575,-0.12028301886792454,0.021903117079629834,0.07264957264957266,0.01068112239240455,0.1789473684210526,0.04808141471601044,0.9825930924176538,0.005340737367488717,0.9738511992215084,0.009885969168260915,0.44811320754716977,5.851389114294502e-17,0.9696758736817179,0.007851557438506863,0.9273504273504273,0.01068112239240456,0.9479973405213524,0.006643262599676096,351.0,0.0,0.9152128018462256,0.011333811867976544,0.9642105263157894,0.00961628294320212,0.9390189560622089,0.007499159544142491,285.0,0.0,325.5,3.7490739597339973,25.5,3.7490739597339973,10.2,2.7406406388125952,274.8,2.7406406388125952,0.9273504273504273,0.01068112239240456,0.9696758736817179,0.007851557438506863,0.07264957264957266,0.01068112239240455,0.035789473684210524,0.009616282943202088,0.9223443223443224,0.012185567716605276,0.9162113878306088,0.012003512630262031,0.9406504065040651,0.008612600857490878,0.8933763002476871,0.023739069148960283,0.18461538461538463,0.019551276094015232,50.4,5.337498373666159,-0.18461538461538463,0.019551276094015232,0.09266666666666666,0.023402015318934696,0.2967479674796748,0.043063004287454486,0.9704823848238482,0.004995488188755309,0.9580261758311188,0.006063580377305122,0.45054945054945056,0.0,0.94915855531169,0.006706136955969111,0.9073333333333332,0.023402015318934686,0.9276140671471362,0.012243807874911266,150.0,0.0,0.8933763002476871,0.023739069148960283,0.9406504065040651,0.008612600857490878,0.9162113878306088,0.012003512630262031,123.0,0.0,136.1,3.5103022978402048,13.9,3.5103022978402048,7.3,1.0593499054713802,115.7,1.0593499054713802,0.9073333333333332,0.023402015318934686,0.94915855531169,0.006706136955969111,0.09266666666666666,0.023402015318934696,0.05934959349593496,0.008612600857490898,0 vs 1-2
