model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_train_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_train_mean,f1_train_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_train_mean,recall_train_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_train_mean,precision_train_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_train_mean,misclassification_cost_mean_train_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_train_mean,misclassification_cost_total_train_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_train_mean,misclassification_score_train_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_train_mean,misclassification_cost_mean_true_class_0_train_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_train_mean,misclassification_cost_mean_true_class_1_train_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,roc_auc_cv_mean,roc_auc_cv_std,roc_auc_train_mean,roc_auc_train_std,roc_auc_test_mean,roc_auc_test_std,aucpr_cv_mean,aucpr_cv_std,aucpr_train_mean,aucpr_train_std,aucpr_test_mean,aucpr_test_std,aucpr_baseline_cv_mean,aucpr_baseline_cv_std,aucpr_baseline_train_mean,aucpr_baseline_train_std,aucpr_baseline_test_mean,aucpr_baseline_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_train_mean,precision_class_0_train_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_train_mean,recall_class_0_train_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_train_mean,f1_class_0_train_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_train_mean,support_class_0_train_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_train_mean,precision_class_1_train_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_train_mean,recall_class_1_train_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_train_mean,f1_class_1_train_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_train_mean,support_class_1_train_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_train_mean,tn_train_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_train_mean,fp_train_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_train_mean,fn_train_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_train_mean,tp_train_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_train_mean,specificity_train_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_train_mean,npv_train_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_train_mean,fpr_train_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_train_mean,fnr_train_std,fnr_test_mean,fnr_test_std,Target,OVR_Label,X_Processing,Scaler
decision_tree,binary,"[0, 1]",2,0.9574869109947644,0.0052750116543979104,1.0,0.0,0.9567765567765567,0.00910444536376423,0.1443626651126651,0.08600677820839676,1.0,0.0,0.13299297451774234,0.17240412467080057,0.14400000000000004,0.08783823515733655,1.0,0.0,0.125,0.15590239111558088,0.17782514707514707,0.12794288665401893,1.0,0.0,0.1569949494949495,0.23461877817936944,0.13214659685863875,0.013224890917021727,0.0,0.0,0.1457875457875458,0.02315399524519377,25.240000000000002,2.5259541651511497,0.0,0.0,39.8,6.321040701937898,-0.13214659685863875,0.013224890917021727,0.0,0.0,-0.1457875457875458,0.02315399524519377,0.02064516129032258,0.004295097398980714,0.0,0.0,0.018113207547169812,0.008858775779451074,4.28,0.43919117578668265,0.0,0.0,4.375,0.7795119555779044,0.5616774193548386,0.04453047518157616,1.0,0.0,0.553443396226415,0.07740275552608915,0.07335912066409449,0.041119990660253666,1.0,0.0,0.07361135392385391,0.08476554264661527,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9770601010780595,0.002339101342880819,1.0,0.0,0.973825208585969,0.004525580568718978,0.9793548387096775,0.0042950973989807385,1.0,0.0,0.9818867924528302,0.008858775779451072,0.9781647922557779,0.002740022899665888,1.0,0.0,0.9778147416715957,0.00473177327818685,186.0,0.0,619.0,0.0,265.0,0.0,0.17782514707514707,0.12794288665401893,1.0,0.0,0.1569949494949495,0.23461877817936944,0.14400000000000004,0.08783823515733655,1.0,0.0,0.125,0.15590239111558088,0.1443626651126651,0.08600677820839676,1.0,0.0,0.13299297451774234,0.17240412467080057,5.0,0.0,17.0,0.0,8.0,0.0,182.16,0.7988881162104136,619.0,0.0,260.2,2.3475755815545343,3.8400000000000007,0.798888116210413,0.0,0.0,4.8,2.3475755815545347,4.28,0.43919117578668265,0.0,0.0,7.0,1.247219128924647,0.7200000000000001,0.4391911757866828,17.0,0.0,1.0,1.247219128924647,0.9793548387096775,0.0042950973989807385,1.0,0.0,0.9818867924528302,0.008858775779451072,0.9770601010780595,0.002339101342880819,1.0,0.0,0.973825208585969,0.004525580568718978,0.02064516129032258,0.004295097398980714,0.0,0.0,0.018113207547169812,0.008858775779451074,0.8560000000000001,0.0878382351573366,0.0,0.0,0.875,0.15590239111558088,HY3,y_2_vs_rest,X_STATS,No_scaler
random_forest,binary,"[0, 1]",2,0.9740314136125654,0.0005058072162718799,1.0,0.0,0.9703296703296702,0.0011583434652631386,0.013333333333333332,0.032203059435976525,1.0,0.0,0.0,0.0,0.008000000000000002,0.01932183566158592,1.0,0.0,0.0,0.0,0.04,0.0966091783079296,1.0,0.0,0.0,0.0,0.1298429319371728,0.002529036081359416,0.0,0.0,0.14688644688644686,0.0011583434652631386,24.8,0.48304589153964794,0.0,0.0,40.1,0.3162277660168379,-0.1298429319371728,0.002529036081359416,0.0,0.0,-0.14688644688644686,0.0011583434652631386,0.0,0.0,0.0,0.0,0.0003773584905660377,0.0011933123245918412,4.96,0.09660917830792952,0.0,0.0,5.0,0.0,0.9058172043010755,0.028743327529277576,1.0,3.700743415417188e-17,0.9215330188679246,0.03458048183159899,0.4029011217742779,0.10711755195506116,1.0,0.0,0.4661398719091497,0.11753052759457645,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9740270046844861,0.0004951586432977032,1.0,0.0,0.9706851971557853,3.406892544891584e-05,1.0,0.0,1.0,0.0,0.9996226415094339,0.001193312324591841,0.9868423725943902,0.00025353162093341236,1.0,0.0,0.984941122718116,0.0005976350793863491,186.0,0.0,619.0,0.0,265.0,0.0,0.04,0.0966091783079296,1.0,0.0,0.0,0.0,0.008000000000000002,0.01932183566158592,1.0,0.0,0.0,0.0,0.013333333333333332,0.032203059435976525,1.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,8.0,0.0,186.0,0.0,619.0,0.0,264.9,0.31622776601683794,0.0,0.0,0.0,0.0,0.1,0.31622776601683794,4.96,0.09660917830792952,0.0,0.0,8.0,0.0,0.04,0.0966091783079296,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9996226415094339,0.001193312324591841,0.9740270046844861,0.0004951586432977032,1.0,0.0,0.9706851971557853,3.406892544891584e-05,0.0,0.0,0.0,0.0,0.0003773584905660377,0.0011933123245918412,0.992,0.019321835661585896,0.0,0.0,1.0,0.0,HY3,y_2_vs_rest,X_STATS,No_scaler
extra_trees,binary,"[0, 1]",2,0.9738743455497383,0.0004584267202988982,1.0,0.0,0.9710622710622709,0.0011583434652631386,0.01,0.02249828525701843,1.0,0.0,0.02222222222222222,0.07027283689263066,0.006,0.013498971154211059,1.0,0.0,0.0125,0.03952847075210474,0.030000000000000006,0.0674948557710553,1.0,0.0,0.1,0.31622776601683794,0.13020942408376968,0.001831213736764352,0.0,0.0,0.14468864468864467,0.005791717326315719,24.869999999999997,0.34976182372199155,0.0,0.0,39.5,1.5811388300841898,-0.13020942408376968,0.001831213736764352,0.0,0.0,-0.14468864468864467,0.005791717326315719,0.00010752688172043011,0.0002266865706213892,0.0,0.0,0.0,0.0,4.970000000000001,0.0674948557710553,0.0,0.0,4.9375,0.19764235376052372,0.9091666666666669,0.02999605205627496,1.0,0.0,0.923867924528302,0.04916028291618827,0.4198475336811405,0.1171446778503363,1.0,0.0,0.48640235283934896,0.11813653527545336,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.973972995315514,0.00034734350981678743,1.0,0.0,0.9710528442146089,0.0011285331554953372,0.9998924731182797,0.0002266865706214171,1.0,0.0,1.0,0.0,0.9867622326316384,0.00023176272703544245,1.0,0.0,0.9853135621967006,0.0005801219635069007,186.0,0.0,619.0,0.0,265.0,0.0,0.030000000000000006,0.0674948557710553,1.0,0.0,0.1,0.31622776601683794,0.006,0.013498971154211059,1.0,0.0,0.0125,0.03952847075210474,0.01,0.02249828525701843,1.0,0.0,0.02222222222222222,0.07027283689263066,5.0,0.0,17.0,0.0,8.0,0.0,185.98,0.04216370213557599,619.0,0.0,265.0,0.0,0.02,0.04216370213557839,0.0,0.0,0.0,0.0,4.970000000000001,0.0674948557710553,0.0,0.0,7.9,0.31622776601683794,0.030000000000000006,0.0674948557710553,17.0,0.0,0.1,0.31622776601683794,0.9998924731182797,0.0002266865706214171,1.0,0.0,1.0,0.0,0.973972995315514,0.00034734350981678743,1.0,0.0,0.9710528442146089,0.0011285331554953372,0.00010752688172043011,0.0002266865706213892,0.0,0.0,0.0,0.0,0.994,0.013498971154211056,0.0,0.0,0.9875,0.03952847075210474,HY3,y_2_vs_rest,X_STATS,No_scaler
xgboost,binary,"[0, 1]",2,0.9737696335078535,0.0037629214369449895,1.0,0.0,0.9710622710622709,0.007003482490695939,0.2762683982683983,0.1255641940660849,1.0,0.0,0.33773945009239126,0.16319890143183124,0.21200000000000002,0.10422198531126828,1.0,0.0,0.2625,0.13756311682682648,0.48169047619047617,0.17389841352425692,1.0,0.0,0.5683333333333334,0.29880936571171435,0.10874345549738221,0.0143871661251911,0.0,0.0,0.11538461538461538,0.020081665694015295,20.77,2.747948729911499,0.0,0.0,31.5,5.482294734466175,-0.10874345549738221,0.0143871661251911,0.0,0.0,-0.11538461538461538,0.020081665694015295,0.0057526881720430115,0.001828484005832933,0.0,0.0,0.007547169811320755,0.006655978141042994,3.9400000000000004,0.5211099265563415,0.0,0.0,3.6875,0.6878155841341325,0.9121075268817206,0.02659745517875431,1.0,3.700743415417188e-17,0.9086320754716981,0.030221459207880993,0.41240526830726826,0.09571805496410297,1.0,0.0,0.43410126097385965,0.11604532012522832,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9791618263234751,0.002723929695486157,1.0,0.0,0.9780766571291712,0.003971964375406143,0.9942473118279569,0.001828484005832915,1.0,0.0,0.9924528301886791,0.006655978141042994,0.986631805730623,0.0019127048080691063,1.0,0.0,0.9851969448095689,0.003614696913380213,186.0,0.0,619.0,0.0,265.0,0.0,0.48169047619047617,0.17389841352425692,1.0,0.0,0.5683333333333334,0.29880936571171435,0.21200000000000002,0.10422198531126828,1.0,0.0,0.2625,0.13756311682682648,0.2762683982683983,0.1255641940660849,1.0,0.0,0.33773945009239126,0.16319890143183124,5.0,0.0,17.0,0.0,8.0,0.0,184.93,0.3400980250849251,619.0,0.0,263.0,1.7638342073763937,1.0699999999999998,0.34009802508492554,0.0,0.0,2.0,1.7638342073763937,3.9400000000000004,0.5211099265563415,0.0,0.0,5.9,1.1005049346146119,1.06,0.5211099265563415,17.0,0.0,2.1,1.1005049346146119,0.9942473118279569,0.001828484005832915,1.0,0.0,0.9924528301886791,0.006655978141042994,0.9791618263234751,0.002723929695486157,1.0,0.0,0.9780766571291712,0.003971964375406143,0.0057526881720430115,0.001828484005832933,0.0,0.0,0.007547169811320755,0.006655978141042994,0.788,0.10422198531126836,0.0,0.0,0.7375,0.13756311682682648,HY3,y_2_vs_rest,X_STATS,No_scaler
adaboost,binary,"[0, 1]",2,0.9725130890052357,0.005119420643585545,1.0,0.0,0.9688644688644688,0.008503289546510445,0.2959365079365079,0.13826872116046826,1.0,0.0,0.35175990675990676,0.12723437486927955,0.238,0.11331372379372237,1.0,0.0,0.2875,0.11858541225631422,0.45776190476190476,0.2102220268656238,1.0,0.0,0.5004761904761905,0.20514545104548648,0.10727748691099477,0.016481662826628992,0.0,0.0,0.11465201465201465,0.019463387571194604,20.490000000000002,3.1479975998861383,0.0,0.0,31.3,5.313504806936128,-0.10727748691099477,0.016481662826628992,0.0,0.0,-0.11465201465201465,0.019463387571194604,0.007741935483870968,0.0030539653626008305,0.0,0.0,0.010566037735849057,0.007713061492707367,3.81,0.5665686189686118,0.0,0.0,3.5625,0.5929270612815711,0.8783225806451613,0.03929398380403336,1.0,6.409875621278546e-17,0.8649528301886793,0.0447033621752433,0.3702031820134334,0.10931153477268722,1.0,0.0,0.36467036057983987,0.11058464558167935,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9797941843635017,0.0029808853613528365,1.0,0.0,0.9787314699383209,0.0034963344008875985,0.992258064516129,0.0030539653626008322,1.0,0.0,0.9894339622641508,0.007713061492707366,0.9859699401708184,0.0026176101647027777,1.0,0.0,0.9840388959506671,0.004407821618551051,186.0,0.0,619.0,0.0,265.0,0.0,0.45776190476190476,0.2102220268656238,1.0,0.0,0.5004761904761905,0.20514545104548648,0.238,0.11331372379372237,1.0,0.0,0.2875,0.11858541225631422,0.2959365079365079,0.13826872116046826,1.0,0.0,0.35175990675990676,0.12723437486927955,5.0,0.0,17.0,0.0,8.0,0.0,184.56,0.5680375574437544,619.0,0.0,262.2,2.043961295567452,1.44,0.5680375574437545,0.0,0.0,2.8,2.043961295567452,3.81,0.5665686189686118,0.0,0.0,5.7,0.9486832980505138,1.19,0.5665686189686118,17.0,0.0,2.3,0.9486832980505138,0.992258064516129,0.0030539653626008322,1.0,0.0,0.9894339622641508,0.007713061492707366,0.9797941843635017,0.0029808853613528365,1.0,0.0,0.9787314699383209,0.0034963344008875985,0.007741935483870968,0.0030539653626008305,0.0,0.0,0.010566037735849057,0.007713061492707367,0.762,0.11331372379372238,0.0,0.0,0.7125,0.11858541225631422,HY3,y_2_vs_rest,X_STATS,No_scaler
svm,binary,"[0, 1]",2,0.871937172774869,0.02444178344307726,0.8765723270440251,0.026798837341288215,0.8732600732600732,0.020003562799777656,0.24892897489852223,0.049836458829411165,0.3003207618392162,0.060533857782588185,0.29433766996141014,0.04332518245156974,0.764,0.057193628238739296,0.9529411764705882,0.024802177726810825,0.8875,0.07095577652469333,0.15231081074326167,0.04027285767326438,0.17974122421252123,0.04552230290486915,0.17701658437217738,0.030525942948301396,0.15277486910994761,0.024142882156154302,0.12845911949685535,0.02769409093814146,0.13992673992673993,0.02182827836882691,29.179999999999996,4.611290491825471,81.7,17.613441836657973,38.2,5.959119994689745,-0.15277486910994761,0.024142882156154302,-0.12845911949685535,0.02769409093814146,-0.13992673992673993,0.02182827836882691,0.12516129032258064,0.025408622121902466,0.12552504038772214,0.02734248456941087,0.12716981132075472,0.02067260295164039,1.1800000000000002,0.28596814119369623,0.2352941176470588,0.12401088863405409,0.5625,0.3547788826234667,0.8965483870967741,0.013238714063577663,0.9767746840254681,0.004126045622471822,0.9308018867924528,0.029215723547991387,0.40490233497766387,0.07904490629420097,0.5484399309209878,0.07600871576812344,0.45741454193139025,0.15260121886648995,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9929062658346796,0.0017459218126230768,0.9985174458186581,0.0007831518074038358,0.9961324087298313,0.0023964514325594704,0.8748387096774193,0.025408622121902445,0.8744749596122778,0.027342484569410873,0.8728301886792453,0.02067260295164039,0.9296106858358689,0.014175876938069319,0.9321911904375343,0.015407534121004707,0.9302949948969443,0.011668008912116357,186.0,0.0,619.0,0.0,265.0,0.0,0.15231081074326167,0.04027285767326438,0.17974122421252123,0.04552230290486915,0.17701658437217738,0.030525942948301396,0.764,0.057193628238739296,0.9529411764705882,0.024802177726810825,0.8875,0.07095577652469333,0.24892897489852223,0.049836458829411165,0.3003207618392162,0.060533857782588185,0.29433766996141014,0.04332518245156974,5.0,0.0,17.0,0.0,8.0,0.0,162.72,4.726003714673859,541.3,16.924997948465325,231.3,5.478239782184704,23.279999999999998,4.726003714673858,77.7,16.92499794846533,33.7,5.478239782184704,1.1800000000000002,0.28596814119369623,0.8,0.42163702135578396,0.9,0.5676462121975466,3.8200000000000003,0.28596814119369623,16.2,0.4216370213557839,7.1,0.5676462121975466,0.8748387096774193,0.025408622121902445,0.8744749596122778,0.027342484569410873,0.8728301886792453,0.02067260295164039,0.9929062658346796,0.0017459218126230768,0.9985174458186581,0.0007831518074038358,0.9961324087298313,0.0023964514325594704,0.12516129032258064,0.025408622121902466,0.12552504038772214,0.02734248456941087,0.12716981132075472,0.02067260295164039,0.23600000000000004,0.05719362823873925,0.047058823529411764,0.024802177726810818,0.1125,0.07095577652469333,HY3,y_2_vs_rest,X_STATS,No_scaler
logistic_regression,binary,"[0, 1]",2,0.9606806282722513,0.006832856344933141,1.0,0.0,0.9553113553113552,0.010331719561077512,0.3133306432129962,0.11370789439840497,1.0,0.0,0.3518757790197419,0.13220968696293622,0.358,0.13248060654718904,1.0,0.0,0.4125,0.15645819462932156,0.30712842712842703,0.10750666594119761,1.0,0.0,0.3138258963258963,0.13281641218087134,0.10654450261780105,0.019094202475463496,0.0,0.0,0.11355311355311355,0.026244426447136357,20.35,3.646992672813527,0.0,0.0,31.0,7.164728420068226,-0.10654450261780105,0.019094202475463496,0.0,0.0,-0.11355311355311355,0.026244426447136357,0.023118279569892475,0.005370367047946845,0.0,0.0,0.02830188679245283,0.00839098368812977,3.21,0.6624030327359453,0.0,0.0,2.9375,0.7822909731466078,0.8549139784946236,0.02337396052339982,1.0,0.0,0.8758490566037735,0.04674483612256681,0.3526161864657923,0.09534729101977074,1.0,0.0,0.3188892788814779,0.11404466105036222,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.982686977956558,0.0035492121097006678,1.0,0.0,0.9820846667430965,0.004729057693285197,0.9768817204301076,0.005370367047946844,1.0,0.0,0.9716981132075471,0.008390983688129768,0.9797210801512326,0.003554559026527716,1.0,0.0,0.9768475946182503,0.00539339697051524,186.0,0.0,619.0,0.0,265.0,0.0,0.30712842712842703,0.10750666594119761,1.0,0.0,0.3138258963258963,0.13281641218087134,0.358,0.13248060654718904,1.0,0.0,0.4125,0.15645819462932156,0.3133306432129962,0.11370789439840497,1.0,0.0,0.3518757790197419,0.13220968696293622,5.0,0.0,17.0,0.0,8.0,0.0,181.7,0.9988882709181189,619.0,0.0,257.5,2.223610677354389,4.3,0.998888270918113,0.0,0.0,7.5,2.223610677354389,3.21,0.6624030327359453,0.0,0.0,4.7,1.2516655570345725,1.7899999999999998,0.6624030327359453,17.0,0.0,3.3,1.2516655570345725,0.9768817204301076,0.005370367047946844,1.0,0.0,0.9716981132075471,0.008390983688129768,0.982686977956558,0.0035492121097006678,1.0,0.0,0.9820846667430965,0.004729057693285197,0.023118279569892475,0.005370367047946845,0.0,0.0,0.02830188679245283,0.00839098368812977,0.642,0.13248060654718907,0.0,0.0,0.5875,0.15645819462932156,HY3,y_2_vs_rest,X_STATS,No_scaler
knn,binary,"[0, 1]",2,0.973979057591623,0.0005546334583619662,0.9740566037735847,0.0008286891142999189,0.9706959706959706,1.1702778228589004e-16,0.016666666666666666,0.04230985058813282,0.05555555555555556,0.05856069741052554,0.0,0.0,0.01,0.025385910352879695,0.02941176470588235,0.03100272215851352,0.0,0.0,0.05,0.1269295517643985,0.5,0.5270462766947299,0.0,0.0,0.1296858638743456,0.0031899480900562435,0.12971698113207547,0.004143445571499448,0.1465201465201465,2.925694557147251e-17,24.77,0.6092800852007406,82.5,2.6352313834736494,40.0,0.0,-0.1296858638743456,0.0031899480900562435,-0.12971698113207547,0.004143445571499448,-0.1465201465201465,2.925694557147251e-17,0.00010752688172043011,0.0002266865706213892,0.0,0.0,0.0,0.0,4.95,0.12692955176439857,4.852941176470589,0.15501361079256754,5.0,0.0,0.6517849462365591,0.05804929111424984,0.9854746745224745,0.0028204712707250116,0.6317924528301888,0.08327433535133713,0.1555876258512315,0.08046335527991892,0.5308332256794104,0.061635859073190975,0.13212319543201895,0.08545068978468352,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9740755028933592,0.0006469597555595428,0.9740367949289356,0.0008078087586640134,0.9706959706959706,1.1702778228589004e-16,0.9998924731182797,0.0002266865706214171,1.0,0.0,1.0,0.0,0.9868147186635815,0.0002769835014938887,0.9868475063065123,0.00041459888709791007,0.9851301115241636,1.1702778228589004e-16,186.0,0.0,619.0,0.0,265.0,0.0,0.05,0.1269295517643985,0.5,0.5270462766947299,0.0,0.0,0.01,0.025385910352879695,0.02941176470588235,0.03100272215851352,0.0,0.0,0.016666666666666666,0.04230985058813282,0.05555555555555556,0.05856069741052554,0.0,0.0,5.0,0.0,17.0,0.0,8.0,0.0,185.98,0.04216370213557599,619.0,0.0,265.0,0.0,0.02,0.04216370213557839,0.0,0.0,0.0,0.0,4.95,0.12692955176439857,16.5,0.5270462766947299,8.0,0.0,0.05,0.1269295517643985,0.5,0.5270462766947299,0.0,0.0,0.9998924731182797,0.0002266865706214171,1.0,0.0,1.0,0.0,0.9740755028933592,0.0006469597555595428,0.9740367949289356,0.0008078087586640134,0.9706959706959706,1.1702778228589004e-16,0.00010752688172043011,0.0002266865706213892,0.0,0.0,0.0,0.0,0.99,0.025385910352879643,0.9705882352941175,0.03100272215851353,1.0,0.0,HY3,y_2_vs_rest,X_STATS,No_scaler
gaussian_nb,binary,"[0, 1]",2,0.867801047120419,0.020298792355682393,0.8567610062893081,0.020141748779748267,0.8527472527472527,0.016544453905694076,0.20179624516681943,0.04612466180874493,0.26748889475846827,0.030179179924135678,0.24228367792562144,0.0503795674924186,0.612,0.09761602782785667,0.9647058823529411,0.030376339970254258,0.8,0.15811388300841897,0.12210367819223533,0.030653117269920285,0.15563618483223246,0.020783500431235016,0.14295989253703376,0.030673400866348448,0.17282722513089005,0.027242409606214102,0.1470125786163522,0.02009806026081133,0.17069597069597067,0.02859333557941188,33.01,5.203300234786893,93.5,12.782366325876007,46.6,7.805980613179445,-0.17282722513089005,0.027242409606214102,-0.1470125786163522,0.02009806026081133,-0.17069597069597067,0.02859333557941188,0.12532258064516127,0.019542186987054334,0.14620355411954764,0.020789980713512072,0.14566037735849055,0.016128121182213434,1.94,0.4880801391392834,0.17647058823529413,0.15188169985127126,1.0,0.7905694150420949,0.6894354838709678,0.0737538799008331,0.9373372612372897,0.009328484167001463,0.8489150943396225,0.12265814876641115,0.12435450964608337,0.038619397299755005,0.1883663750729036,0.02423496677625723,0.16774346889119152,0.05944965212513906,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9882288439849074,0.003088990622472537,0.998868798274213,0.000974539290189669,0.993004147886225,0.005483488103273582,0.8746774193548387,0.01954218698705431,0.8537964458804523,0.02078998071351208,0.8543396226415094,0.016128121182213438,0.9276352358593201,0.01176085749445838,0.9205307634001738,0.011934603154842105,0.918390851378188,0.009750991186670699,186.0,0.0,619.0,0.0,265.0,0.0,0.12210367819223533,0.030653117269920285,0.15563618483223246,0.020783500431235016,0.14295989253703376,0.030673400866348448,0.612,0.09761602782785667,0.9647058823529411,0.030376339970254258,0.8,0.15811388300841897,0.20179624516681943,0.04612466180874493,0.26748889475846827,0.030179179924135678,0.24228367792562144,0.0503795674924186,5.0,0.0,17.0,0.0,8.0,0.0,162.69,3.6348467795921096,528.5,12.868998061663973,226.4,4.273952113286562,23.31,3.634846779592107,90.5,12.868998061663973,38.6,4.273952113286562,1.94,0.4880801391392834,0.6,0.5163977794943222,1.6,1.2649110640673518,3.06,0.4880801391392834,16.4,0.5163977794943222,6.4,1.2649110640673518,0.8746774193548387,0.01954218698705431,0.8537964458804523,0.02078998071351208,0.8543396226415094,0.016128121182213438,0.9882288439849074,0.003088990622472537,0.998868798274213,0.000974539290189669,0.993004147886225,0.005483488103273582,0.12532258064516127,0.019542186987054334,0.14620355411954764,0.020789980713512072,0.14566037735849055,0.016128121182213434,0.388,0.09761602782785667,0.03529411764705882,0.030376339970254247,0.2,0.15811388300841897,HY3,y_2_vs_rest,X_STATS,No_scaler
decision_tree,binary,"[0, 1]",2,0.9566492146596859,0.004157828496350835,1.0,0.0,0.9549450549450549,0.008980793918648753,0.14097535797535798,0.0719915439276541,1.0,0.0,0.2070260492861112,0.1410875662796695,0.152,0.08495750571772795,1.0,0.0,0.2125,0.16718668873115733,0.14315811965811964,0.06978242538727357,1.0,0.0,0.2174864024864025,0.14177331195720907,0.13214659685863875,0.011790635846001374,0.0,0.0,0.13736263736263737,0.02419000336527344,25.24,2.252011446586263,0.0,0.0,37.5,6.60387091871965,-0.13214659685863875,0.011790635846001374,0.0,0.0,-0.13736263736263737,0.02419000336527344,0.021720430107526882,0.003495312862834379,0.0,0.0,0.022641509433962266,0.008894424920585503,4.24,0.4247875285886399,0.0,0.0,3.9375,0.8359334436557866,0.5651397849462365,0.04260171539802269,1.0,0.0,0.5949292452830188,0.08276709621876735,0.07376708474771301,0.03766618434168591,1.0,0.0,0.08611936674436674,0.05158856356542449,0.02617801047120419,0.0,0.026729559748427674,0.0,0.029304029304029304,0.0,0.9772566554968035,0.002256412913184956,1.0,0.0,0.9762823590012518,0.004915161522227152,0.978279569892473,0.0034953128628343842,1.0,0.0,0.9773584905660379,0.0088944249205855,0.9777272231690715,0.002166926080665858,1.0,0.0,0.976792894672258,0.004689420132618194,186.0,0.0,619.0,0.0,265.0,0.0,0.14315811965811964,0.06978242538727357,1.0,0.0,0.2174864024864025,0.14177331195720907,0.152,0.08495750571772795,1.0,0.0,0.2125,0.16718668873115733,0.14097535797535798,0.0719915439276541,1.0,0.0,0.2070260492861112,0.1410875662796695,5.0,0.0,17.0,0.0,8.0,0.0,181.95999999999998,0.6501281924871944,619.0,0.0,259.0,2.3570226039551585,4.040000000000001,0.6501281924871946,0.0,0.0,6.0,2.3570226039551585,4.24,0.4247875285886399,0.0,0.0,6.3,1.3374935098492586,0.76,0.4247875285886398,17.0,0.0,1.7,1.3374935098492586,0.978279569892473,0.0034953128628343842,1.0,0.0,0.9773584905660379,0.0088944249205855,0.9772566554968035,0.002256412913184956,1.0,0.0,0.9762823590012518,0.004915161522227152,0.021720430107526882,0.003495312862834379,0.0,0.0,0.022641509433962266,0.008894424920585503,0.8480000000000001,0.08495750571772799,0.0,0.0,0.7875,0.16718668873115733,HY3,y_2_vs_rest,X_V06_STATS,No_scaler
