model,task_name,task_type,target_type,original_classes,n_original_classes,lda_mode,classes_used,positive_group,negative_group,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_train_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_train_mean,f1_train_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_train_mean,recall_train_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_train_mean,precision_train_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_train_mean,misclassification_cost_mean_train_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_train_mean,misclassification_cost_total_train_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_train_mean,misclassification_score_train_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_train_mean,misclassification_cost_mean_true_class_0_train_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_train_mean,misclassification_cost_mean_true_class_1_train_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_train_mean,auc_train_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_train_mean,precision_class_0_train_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_train_mean,recall_class_0_train_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_train_mean,f1_class_0_train_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_train_mean,support_class_0_train_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_train_mean,precision_class_1_train_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_train_mean,recall_class_1_train_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_train_mean,f1_class_1_train_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_train_mean,support_class_1_train_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_train_mean,tn_train_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_train_mean,fp_train_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_train_mean,fn_train_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_train_mean,tp_train_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_train_mean,specificity_train_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_train_mean,npv_train_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_train_mean,fpr_train_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_train_mean,fnr_train_std,fnr_test_mean,fnr_test_std,X_transfromation,Target,X_Processing
decision_tree,0 vs 1-2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[1, 2]",[0],0.7679057591623036,0.021745858990144997,1.0,0.0,0.8164835164835165,0.0424883863829182,0.7757778840700821,0.0263804912495647,1.0,0.0,0.8227734284487036,0.04745591803393029,0.7421904761904762,0.04441280052633577,1.0,0.0,0.7826666666666666,0.0719533456527025,0.8208794243045808,0.018113591350769304,1.0,0.0,0.8708619203174871,0.03340916812866189,0.7990052356020942,0.1163941453634385,0.0,0.0,0.6611721611721612,0.19710946092143908,152.60999999999999,22.231281764416757,0.0,0.0,180.5,53.81088283155287,-0.7990052356020942,0.1163941453634385,0.0,0.0,-0.6611721611721612,0.19710946092143908,0.2006976744186047,0.03018879758767606,0.0,0.0,0.14227642276422764,0.04202726942891822,1.289047619047619,0.22206400263167878,0.0,0.0,1.0866666666666667,0.35976672826351264,0.7707464008859357,0.02024576228435802,1.0,0.0,0.8201951219512195,0.04023007983945137,0.7248551218035375,0.032665183915929985,1.0,0.0,0.7675992669567387,0.05626643636687545,0.7993023255813954,0.03018879758767602,1.0,0.0,0.8577235772357724,0.04202726942891823,0.7567954514032226,0.019633060117249752,1.0,0.0,0.8088692645405509,0.03908789113449342,86.0,0.0,285.0,0.0,123.0,0.0,0.8208794243045808,0.018113591350769304,1.0,0.0,0.8708619203174871,0.03340916812866189,0.7421904761904762,0.04441280052633577,1.0,0.0,0.7826666666666666,0.0719533456527025,0.7757778840700821,0.0263804912495647,1.0,0.0,0.8227734284487036,0.04745591803393029,105.0,0.0,351.0,0.0,150.0,0.0,68.74,2.59623659254014,285.0,0.0,105.5,5.1693541397569405,17.259999999999998,2.596236592540141,0.0,0.0,17.5,5.1693541397569405,27.070000000000004,4.663344055265253,0.0,0.0,32.6,10.793001847905378,77.93,4.663344055265254,351.0,0.0,117.4,10.793001847905378,0.7993023255813954,0.03018879758767602,1.0,0.0,0.8577235772357724,0.04202726942891823,0.7248551218035375,0.032665183915929985,1.0,0.0,0.7675992669567387,0.05626643636687545,0.2006976744186047,0.03018879758767606,0.0,0.0,0.14227642276422764,0.04202726942891822,0.2578095238095238,0.04441280052633575,0.0,0.0,0.21733333333333332,0.07195334565270252,None_sacler,HY3,X_STATS
decision_tree,0-1 vs 2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[0, 1]",[2],0.9412041884816753,0.007909630017543632,1.0,0.0,0.9512820512820512,0.009926972710221174,0.9693804936209599,0.004257383643344305,1.0,0.0,0.9746727740305362,0.005365595118357488,0.9578494623655915,0.007963122051325516,1.0,0.0,0.9635338345864662,0.01326783050883852,0.9813831806357746,0.002363298649308038,1.0,0.0,0.9862118668343269,0.004735285546608406,0.2229842931937173,0.03866117861506692,0.0,0.0,0.19084249084249086,0.06123171996231455,42.59,7.384285115477778,0.0,0.0,52.1,16.716259549711868,-0.2229842931937173,0.03866117861506692,0.0,0.0,-0.19084249084249086,0.06123171996231455,0.6779999999999999,0.08715248450592536,0.0,0.0,0.5142857142857142,0.18070158058105026,0.210752688172043,0.03981561025662743,0.0,0.0,0.18233082706766918,0.06633915254419262,0.6399247311827958,0.04344538610394423,1.0,0.0,0.724624060150376,0.0854763824601135,0.17233470695970693,0.050804089863259974,1.0,0.0,0.2634083850931678,0.05688883872570156,0.32199999999999995,0.08715248450592533,1.0,0.0,0.48571428571428565,0.18070158058105024,0.21657540726947783,0.05880815056570715,1.0,0.0,0.33318809695711027,0.06955635849646788,5.0,0.0,18.0,0.0,7.0,0.0,0.9813831806357746,0.002363298649308038,1.0,0.0,0.9862118668343269,0.004735285546608406,0.9578494623655915,0.007963122051325516,1.0,0.0,0.9635338345864662,0.01326783050883852,0.9693804936209599,0.004257383643344305,1.0,0.0,0.9746727740305362,0.005365595118357488,186.0,0.0,618.0,0.0,266.0,0.0,1.61,0.43576242252962666,18.0,0.0,3.4,1.2649110640673518,3.3899999999999997,0.43576242252962655,0.0,0.0,3.6,1.2649110640673518,7.839999999999999,1.4811407015465405,0.0,0.0,9.7,3.529242915351047,178.16000000000003,1.4811407015465448,618.0,0.0,256.3,3.5292429153510465,0.32199999999999995,0.08715248450592533,1.0,0.0,0.48571428571428565,0.18070158058105024,0.17233470695970693,0.050804089863259974,1.0,0.0,0.2634083850931678,0.05688883872570156,0.6779999999999999,0.08715248450592536,0.0,0.0,0.5142857142857142,0.18070158058105026,0.0421505376344086,0.007963122051325485,0.0,0.0,0.036466165413533834,0.013267830508838521,None_sacler,HY3,X_STATS
random_forest,0 vs 1-2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[1, 2]",[0],0.7837696335078534,0.016127769706314708,1.0,0.0,0.8443223443223443,0.028228639857623652,0.7950562741698667,0.017821123827993716,1.0,0.0,0.8508731333904942,0.029405176931463585,0.7676190476190475,0.030343627035805728,1.0,0.0,0.8113333333333334,0.047250318439060204,0.8289279041559251,0.014660134083030817,1.0,0.0,0.896312216037756,0.028929609012731873,0.7272251308900525,0.08041493955015677,0.0,0.0,0.5703296703296703,0.1281766350103758,138.90000000000003,15.359253454079944,0.0,0.0,155.7,34.99222135783259,-0.7272251308900525,0.08041493955015677,0.0,0.0,-0.5703296703296703,0.1281766350103758,0.19651162790697674,0.02218463259109176,0.0,0.0,0.11544715447154472,0.03570659965745389,1.1619047619047618,0.15171813517902882,0.0,0.0,0.9433333333333334,0.23625159219530104,0.844861018826135,0.01964101392791567,1.0,0.0,0.9140243902439025,0.01556472922472192,0.7428706109960127,0.024146764723560695,1.0,0.0,0.7954368545900976,0.04053522239552034,0.8034883720930232,0.022184632591091775,1.0,0.0,0.8845528455284553,0.035706599657453875,0.7698736695738095,0.015323563882964502,1.0,0.0,0.8368398300724303,0.02759195921824457,86.0,0.0,285.0,0.0,123.0,0.0,0.8289279041559251,0.014660134083030817,1.0,0.0,0.896312216037756,0.028929609012731873,0.7676190476190475,0.030343627035805728,1.0,0.0,0.8113333333333334,0.047250318439060204,0.7950562741698667,0.017821123827993716,1.0,0.0,0.8508731333904942,0.029405176931463585,105.0,0.0,351.0,0.0,150.0,0.0,69.10000000000001,1.9078784028338907,285.0,0.0,108.8,4.391911757866827,16.9,1.9078784028338909,0.0,0.0,14.2,4.391911757866828,24.4,3.1860808387596062,0.0,0.0,28.3,7.08754776585903,80.6,3.186080838759603,351.0,0.0,121.7,7.08754776585903,0.8034883720930232,0.022184632591091775,1.0,0.0,0.8845528455284553,0.035706599657453875,0.7428706109960127,0.024146764723560695,1.0,0.0,0.7954368545900976,0.04053522239552034,0.19651162790697674,0.02218463259109176,0.0,0.0,0.11544715447154472,0.03570659965745389,0.23238095238095235,0.03034362703580577,0.0,0.0,0.18866666666666668,0.047250318439060204,None_sacler,HY3,X_STATS
random_forest,0-1 vs 2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[0, 1]",[2],0.9467015706806283,0.012467623888405166,1.0,0.0,0.9597069597069596,0.006225909052005842,0.9723065657419572,0.0066772033339782344,1.0,0.0,0.979266025393635,0.0032710584111614494,0.9653763440860214,0.012357017442053128,1.0,0.0,0.9770676691729323,0.008014173912440853,0.9796430546220478,0.0019978152976564364,1.0,0.0,0.981532116597182,0.004416225367842357,0.1881675392670157,0.06049289568621358,0.0,0.0,0.12967032967032968,0.03655670314981582,35.940000000000005,11.554143076066794,0.0,0.0,35.4,9.979979959899719,-0.1881675392670157,0.06049289568621358,0.0,0.0,-0.12967032967032968,0.03655670314981582,0.748,0.07130529043797837,0.0,0.0,0.7,0.17103128567683779,0.17311827956989242,0.06178508721026575,0.0,0.0,0.11466165413533833,0.04007086956220421,0.6570107526881721,0.05153511910508667,1.0,0.0,0.7410042964554242,0.0893473513634179,0.18490613961202199,0.06645522282113307,1.0,0.0,0.2527777777777778,0.07905694150420949,0.25200000000000006,0.07130529043797834,1.0,0.0,0.29999999999999993,0.1710312856768378,0.19342092448789364,0.057916469819461414,1.0,0.0,0.2655594405594406,0.10067494903260736,5.0,0.0,18.0,0.0,7.0,0.0,0.9796430546220478,0.0019978152976564364,1.0,0.0,0.981532116597182,0.004416225367842357,0.9653763440860214,0.012357017442053128,1.0,0.0,0.9770676691729323,0.008014173912440853,0.9723065657419572,0.0066772033339782344,1.0,0.0,0.979266025393635,0.0032710584111614494,186.0,0.0,618.0,0.0,266.0,0.0,1.2599999999999998,0.3565264521898917,18.0,0.0,2.1,1.1972189997378648,3.7399999999999993,0.3565264521898916,0.0,0.0,4.9,1.1972189997378646,6.4399999999999995,2.2984052442218856,0.0,0.0,6.1,2.1317702607092643,179.56,2.2984052442218843,618.0,0.0,259.9,2.1317702607092643,0.25200000000000006,0.07130529043797834,1.0,0.0,0.29999999999999993,0.1710312856768378,0.18490613961202199,0.06645522282113307,1.0,0.0,0.2527777777777778,0.07905694150420949,0.748,0.07130529043797837,0.0,0.0,0.7,0.17103128567683779,0.03462365591397849,0.012357017442053149,0.0,0.0,0.02293233082706767,0.008014173912440843,None_sacler,HY3,X_STATS
extra_trees,0 vs 1-2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[1, 2]",[0],0.7930366492146597,0.018679436723907643,1.0,0.0,0.8630036630036629,0.021787260584317885,0.8027643856039454,0.019143358247226513,1.0,0.0,0.8702374537464538,0.02176788313436466,0.7684761904761904,0.026702357068541176,1.0,0.0,0.8373333333333333,0.031142840962408633,0.8431265359184227,0.019621632352542065,1.0,0.0,0.9064652994378062,0.021168042852002147,0.7160732984293194,0.0745713659581548,0.0,0.0,0.4945054945054945,0.08770835162914761,136.77000000000004,14.243130898007564,0.0,0.0,135.0,23.944379994757295,-0.7160732984293194,0.0745713659581548,0.0,0.0,-0.4945054945054945,0.08770835162914761,0.1769767441860465,0.024665297493171593,0.0,0.0,0.1056910569105691,0.02570957447291365,1.1576190476190475,0.133511785342706,0.0,0.0,0.8133333333333332,0.15571420481204318,0.8523012181616834,0.01915953494021794,1.0,0.0,0.9203604336043363,0.015930145149255056,0.7463661697406734,0.022781491899503924,1.0,0.0,0.8191687474419516,0.028645304421925925,0.8230232558139535,0.024665297493171628,1.0,0.0,0.8943089430894309,0.025709574472913648,0.7815602514139186,0.01887849349057911,1.0,0.0,0.8548018357168822,0.02211379641905366,86.0,0.0,285.0,0.0,123.0,0.0,0.8431265359184227,0.019621632352542065,1.0,0.0,0.9064652994378062,0.021168042852002147,0.7684761904761904,0.026702357068541176,1.0,0.0,0.8373333333333333,0.031142840962408633,0.8027643856039454,0.019143358247226513,1.0,0.0,0.8702374537464538,0.02176788313436466,105.0,0.0,351.0,0.0,150.0,0.0,70.78,2.121215584412759,285.0,0.0,110.0,3.1622776601683795,15.220000000000002,2.1212155844127576,0.0,0.0,13.0,3.1622776601683795,24.31,2.8037474921968277,0.0,0.0,24.4,4.671426144361293,80.69,2.8037474921968277,351.0,0.0,125.6,4.671426144361294,0.8230232558139535,0.024665297493171628,1.0,0.0,0.8943089430894309,0.025709574472913648,0.7463661697406734,0.022781491899503924,1.0,0.0,0.8191687474419516,0.028645304421925925,0.1769767441860465,0.024665297493171593,0.0,0.0,0.1056910569105691,0.02570957447291365,0.23152380952380952,0.026702357068541193,0.0,0.0,0.16266666666666668,0.031142840962408623,None_sacler,HY3,X_STATS
extra_trees,0-1 vs 2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[0, 1]",[2],0.956020942408377,0.005052047059731278,1.0,0.0,0.9633699633699633,0.006225909052005842,0.9773383986205755,0.0026536084424814603,1.0,0.0,0.981155995988901,0.003231734184024194,0.975483870967742,0.005038360828904859,1.0,0.0,0.9789473684210526,0.005930907050726435,0.979303673669993,0.0021753020686632817,1.0,0.0,0.9834023869520566,0.003971463241441257,0.13947643979057592,0.02430056456754074,0.0,0.0,0.11868131868131866,0.0282787678617125,26.639999999999997,4.64140783240028,0.0,0.0,32.4,7.7201036262475125,-0.13947643979057592,0.02430056456754074,0.0,0.0,-0.11868131868131866,0.0282787678617125,0.768,0.0823002632640585,0.0,0.0,0.6285714285714286,0.15356681425330573,0.1225806451612903,0.02519180414452413,0.0,0.0,0.10526315789473684,0.02965453525363216,0.7255537634408602,0.07021866740249687,1.0,0.0,0.7574919441460795,0.10671036080303214,0.21070490620490617,0.06955130219723227,1.0,0.0,0.31493506493506496,0.09833226370229917,0.23200000000000004,0.08230026326405848,1.0,0.0,0.37142857142857133,0.1535668142533057,0.2083981798215544,0.06694327640272879,1.0,0.0,0.33556489262371614,0.11550141136397526,5.0,0.0,18.0,0.0,7.0,0.0,0.979303673669993,0.0021753020686632817,1.0,0.0,0.9834023869520566,0.003971463241441257,0.975483870967742,0.005038360828904859,1.0,0.0,0.9789473684210526,0.005930907050726435,0.9773383986205755,0.0026536084424814603,1.0,0.0,0.981155995988901,0.003231734184024194,186.0,0.0,618.0,0.0,266.0,0.0,1.16,0.4115013163202924,18.0,0.0,2.6,1.0749676997731399,3.84,0.4115013163202925,0.0,0.0,4.4,1.07496769977314,4.56,0.9371351141762976,0.0,0.0,5.6,1.577621275493231,181.44,0.937135114176295,618.0,0.0,260.4,1.577621275493231,0.23200000000000004,0.08230026326405848,1.0,0.0,0.37142857142857133,0.1535668142533057,0.21070490620490617,0.06955130219723227,1.0,0.0,0.31493506493506496,0.09833226370229917,0.768,0.0823002632640585,0.0,0.0,0.6285714285714286,0.15356681425330573,0.024516129032258062,0.005038360828904825,0.0,0.0,0.021052631578947368,0.005930907050726433,None_sacler,HY3,X_STATS
xgboost,0 vs 1-2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[1, 2]",[0],0.7931413612565446,0.016665433102198243,0.9984276729559747,0.00148240415343093,0.8421245421245421,0.029780918130663515,0.8163994189740255,0.016608114126343665,0.9985746845796397,0.001344471079068731,0.8492043493850732,0.029832540640171722,0.8407619047619047,0.030035839849836255,0.9982905982905985,0.001992039597664097,0.8106666666666665,0.03889841153251746,0.7978962035394154,0.014456748620270011,0.9988612036112036,0.0014701866591245942,0.8923979588111584,0.028736036789293345,0.5570157068062827,0.07974610518463317,0.005345911949685534,0.005702922645172094,0.573992673992674,0.11263761080806911,106.39000000000001,15.231506090264936,3.4,3.6270588023294517,156.7,30.750067750602867,-0.5570157068062827,0.07974610518463317,-0.005345911949685534,0.005702922645172094,-0.573992673992674,0.11263761080806911,0.265,0.024381354632150687,0.0014035087719298247,0.0018119220333134114,0.11951219512195124,0.03298003886520607,0.7961904761904761,0.15017919924918105,0.008547008547008548,0.009960197988320528,0.9466666666666667,0.19449205766258723,0.8369069767441861,0.017848323424473053,0.999993502274204,1.1312204193047302e-05,0.9109837398373983,0.020106522279488302,0.7968018421230917,0.029726634047204333,0.9979008710587658,0.0024455586556423052,0.7931387491401631,0.03598232602237737,0.7350000000000001,0.024381354632150708,0.9985964912280701,0.001811922033313417,0.8804878048780489,0.03298003886520605,0.7608829216440757,0.01812916935885777,0.9982468408670917,0.0016518808932533917,0.8341952657030716,0.030062323421656576,86.0,0.0,285.0,0.0,123.0,0.0,0.7978962035394154,0.014456748620270011,0.9988612036112036,0.0014701866591245942,0.8923979588111584,0.028736036789293345,0.8407619047619047,0.030035839849836255,0.9982905982905985,0.001992039597664097,0.8106666666666665,0.03889841153251746,0.8163994189740255,0.016608114126343665,0.9985746845796397,0.001344471079068731,0.8492043493850732,0.029832540640171722,105.0,0.0,351.0,0.0,150.0,0.0,63.21,2.0967964983649607,284.6,0.5163977794943223,108.3,4.056544780420347,22.79,2.096796498364959,0.4,0.5163977794943223,14.7,4.056544780420347,16.72,3.153763184232802,0.6,0.6992058987801011,28.4,5.834761729877617,88.28,3.153763184232801,350.4,0.6992058987801009,121.6,5.834761729877617,0.7350000000000001,0.024381354632150708,0.9985964912280701,0.001811922033313417,0.8804878048780489,0.03298003886520605,0.7968018421230917,0.029726634047204333,0.9979008710587658,0.0024455586556423052,0.7931387491401631,0.03598232602237737,0.265,0.024381354632150687,0.0014035087719298247,0.0018119220333134114,0.11951219512195124,0.03298003886520607,0.15923809523809523,0.03003583984983621,0.0017094017094017096,0.0019920395976641054,0.18933333333333333,0.03889841153251745,None_sacler,HY3,X_STATS
xgboost,0-1 vs 2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[0, 1]",[2],0.9212041884816754,0.009588285744102738,1.0,0.0,0.9659340659340658,0.004899243625821443,0.9583172946161398,0.005481360885337803,1.0,0.0,0.982523122780445,0.0025540551071895775,0.9377419354838711,0.010755077392863965,1.0,0.0,0.9830827067669172,0.0059441309401661304,0.9805576563274636,0.0025985488706949315,1.0,0.0,0.9819947353510529,0.0033438944488513402,0.3213089005235602,0.051263796347302173,0.0,0.0,0.1,0.027305147412922073,61.36999999999999,9.791385102334713,0.0,0.0,27.3,7.454305243727726,-0.3213089005235602,0.051263796347302173,0.0,0.0,-0.1,0.027305147412922073,0.6940000000000001,0.09663217775553744,0.0,0.0,0.6857142857142857,0.13127665478181164,0.3112903225806452,0.05377538696431987,0.0,0.0,0.08458646616541353,0.029720654700830632,0.7077741935483871,0.06704572545687584,1.0,0.0,0.8002685284640172,0.09956004794139792,0.13058007595242527,0.03642111522432998,1.0,0.0,0.3299603174603175,0.092870567247406,0.306,0.09663217775553741,1.0,0.0,0.3142857142857142,0.13127665478181164,0.17233822805204738,0.04702360039116894,1.0,0.0,0.3134449374155256,0.09579280513720001,5.0,0.0,18.0,0.0,7.0,0.0,0.9805576563274636,0.0025985488706949315,1.0,0.0,0.9819947353510529,0.0033438944488513402,0.9377419354838711,0.010755077392863965,1.0,0.0,0.9830827067669172,0.0059441309401661304,0.9583172946161398,0.005481360885337803,1.0,0.0,0.982523122780445,0.0025540551071895775,186.0,0.0,618.0,0.0,266.0,0.0,1.53,0.48316088877768704,18.0,0.0,2.2,0.9189365834726815,3.47,0.4831608887776871,0.0,0.0,4.8,0.9189365834726815,11.580000000000002,2.0004443950726993,0.0,0.0,4.5,1.5811388300841898,174.42,2.000444395072701,618.0,0.0,261.5,1.5811388300841898,0.306,0.09663217775553741,1.0,0.0,0.3142857142857142,0.13127665478181164,0.13058007595242527,0.03642111522432998,1.0,0.0,0.3299603174603175,0.092870567247406,0.6940000000000001,0.09663217775553744,0.0,0.0,0.6857142857142857,0.13127665478181164,0.06225806451612903,0.010755077392863972,0.0,0.0,0.016917293233082706,0.005944130940166126,None_sacler,HY3,X_STATS
adaboost,0 vs 1-2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[1, 2]",[0],0.7832460732984293,0.013076200834156494,0.9861635220125786,0.004961073193374929,0.8432234432234432,0.024711327258947043,0.8031819414385423,0.015457768760418,0.9873722040192343,0.004570716187348295,0.8507809148543982,0.023959043758483636,0.8124761904761904,0.03473384386008915,0.9811965811965813,0.007968158390656423,0.8140000000000001,0.030542421419606534,0.8000452631743107,0.01351781797756086,0.993653793036809,0.0026442919055649082,0.8917419775108284,0.028488211061379717,0.6291099476439791,0.08673145314681939,0.055345911949685536,0.022393627158451293,0.5655677655677656,0.08816947804147386,120.16000000000001,16.565707551042507,35.2,14.242346872775023,154.4,24.070267505322366,-0.6291099476439791,0.08673145314681939,-0.055345911949685536,0.022393627158451293,-0.5655677655677656,0.08816947804147386,0.2524418604651163,0.027752858241205665,0.007719298245614034,0.0032243388893778294,0.12113821138211382,0.033510227522275615,0.9376190476190475,0.17366921930044568,0.09401709401709402,0.039840791953282106,0.9299999999999999,0.15271210709803262,0.8287990033222592,0.01711924988543458,0.9990723246863598,0.0007815413008006738,0.9133089430894309,0.020186670117071835,0.7734506043672403,0.028398012210521743,0.9772689602940519,0.00940445038833537,0.7954000903177629,0.029018690074833445,0.7475581395348837,0.027752858241205634,0.9922807017543859,0.00322433888937784,0.8788617886178862,0.033510227522275615,0.755971878381129,0.013353346317770689,0.9846983232396832,0.005424062033546364,0.8347403753391565,0.025827351729492215,86.0,0.0,285.0,0.0,123.0,0.0,0.8000452631743107,0.01351781797756086,0.993653793036809,0.0026442919055649082,0.8917419775108284,0.028488211061379717,0.8124761904761904,0.03473384386008915,0.9811965811965813,0.007968158390656423,0.8140000000000001,0.030542421419606534,0.8031819414385423,0.015457768760418,0.9873722040192343,0.004570716187348295,0.8507809148543982,0.023959043758483636,105.0,0.0,351.0,0.0,150.0,0.0,64.28999999999999,2.3867458087436884,282.8,0.9189365834726815,108.1,4.121757985239901,21.71,2.3867458087436866,2.2,0.9189365834726815,14.9,4.121757985239902,19.689999999999998,3.64705360530936,6.6,2.7968235951204043,27.9,4.581363212940979,85.30999999999999,3.64705360530936,344.4,2.7968235951204043,122.1,4.581363212940978,0.7475581395348837,0.027752858241205634,0.9922807017543859,0.00322433888937784,0.8788617886178862,0.033510227522275615,0.7734506043672403,0.028398012210521743,0.9772689602940519,0.00940445038833537,0.7954000903177629,0.029018690074833445,0.2524418604651163,0.027752858241205665,0.007719298245614034,0.0032243388893778294,0.12113821138211382,0.033510227522275615,0.18752380952380954,0.03473384386008915,0.018803418803418806,0.007968158390656422,0.186,0.03054242141960653,None_sacler,HY3,X_STATS
adaboost,0-1 vs 2,grouped_multiclass_lda,binary_derived_from_multiclass,"[0, 1, 2]",3,multiclass_lda_2d_then_recode,"[0, 1, 2]","[0, 1]",[2],0.9368586387434554,0.012441702119151351,1.0,0.0,0.956043956043956,0.0064609311625509185,0.9669879647104176,0.006743084578834518,1.0,0.0,0.9773129602491742,0.003410768740727263,0.9538172043010755,0.011310075455598052,1.0,0.0,0.9721804511278194,0.007965036883243458,0.980845745955588,0.002622547904144514,1.0,0.0,0.982552806005749,0.003987036845872249,0.2430366492146597,0.05636474129913649,0.0,0.0,0.15238095238095237,0.03676004604187294,46.42,10.765665588135066,0.0,0.0,41.6,10.035492569431314,-0.2430366492146597,0.05636474129913649,0.0,0.0,-0.15238095238095237,0.03676004604187294,0.694,0.0919178377078622,0.0,0.0,0.6571428571428571,0.15356681425330573,0.2309139784946236,0.05655037727799005,0.0,0.0,0.13909774436090222,0.039825184416217296,0.6299086021505377,0.04915105822443863,1.0,0.0,0.6575187969924812,0.07464191857591426,0.1627129398379398,0.06206915711066821,1.0,0.0,0.24357323232323233,0.06856954359051239,0.30599999999999994,0.09191783770786217,1.0,0.0,0.34285714285714286,0.15356681425330573,0.20427237898273445,0.071826416868857,1.0,0.0,0.27909289133713683,0.08614671873407535,5.0,0.0,18.0,0.0,7.0,0.0,0.980845745955588,0.002622547904144514,1.0,0.0,0.982552806005749,0.003987036845872249,0.9538172043010755,0.011310075455598052,1.0,0.0,0.9721804511278194,0.007965036883243458,0.9669879647104176,0.006743084578834518,1.0,0.0,0.9773129602491742,0.003410768740727263,186.0,0.0,618.0,0.0,266.0,0.0,1.5299999999999998,0.4595891885393109,18.0,0.0,2.4,1.07496769977314,3.47,0.4595891885393108,0.0,0.0,4.6,1.0749676997731399,8.59,2.1036740347412297,0.0,0.0,7.4,2.118699810942761,177.41000000000003,2.103674034741229,618.0,0.0,258.6,2.118699810942761,0.30599999999999994,0.09191783770786217,1.0,0.0,0.34285714285714286,0.15356681425330573,0.1627129398379398,0.06206915711066821,1.0,0.0,0.24357323232323233,0.06856954359051239,0.694,0.0919178377078622,0.0,0.0,0.6571428571428571,0.15356681425330573,0.04618279569892473,0.011310075455598007,0.0,0.0,0.027819548872180445,0.00796503688324346,None_sacler,HY3,X_STATS
