epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.5513236649736836,0.33956365043820896,0.9084967320261438,0.9146341463414634,0.9089500860585198
2,0.26994136461771645,0.224344123909676,0.9084967320261438,0.9135802469135802,0.9100688468158348
3,0.16200931813208153,0.2324340616663297,0.9084967320261438,0.9135802469135802,0.9100688468158348
4,0.11352945794846783,0.24072849626342455,0.8954248366013072,0.9012345679012346,0.8969018932874354
5,0.08120099288059335,0.2567456353187951,0.8954248366013072,0.9012345679012346,0.8969018932874354
6,0.053723927849443374,0.27183139016790914,0.8823529411764706,0.8902439024390244,0.8826161790017211
7,0.03576511706784977,0.30457835878227274,0.8758169934640523,0.8848484848484849,0.875473321858864
8,0.02544671911654808,0.3273179040798686,0.8823529411764706,0.8902439024390244,0.8826161790017211
9,0.016894931637178253,0.33351877599260676,0.8823529411764706,0.8902439024390244,0.8826161790017211
10,0.01279824991663232,0.36128676174439833,0.8888888888888888,0.8982035928143712,0.8875215146299484
11,0.00721851516470813,0.3771509416675305,0.8823529411764706,0.8902439024390244,0.8826161790017211
12,0.007885825081001326,0.3882749871848443,0.8823529411764706,0.8902439024390244,0.8826161790017211
13,0.005528374262605283,0.4009363481590792,0.8888888888888888,0.896969696969697,0.8886402753872633
14,0.0036720332147327974,0.4103472602479099,0.8888888888888888,0.896969696969697,0.8886402753872633
15,0.002990261039680629,0.42765022519849594,0.8888888888888888,0.896969696969697,0.8886402753872633
16,0.00199631413012499,0.4388464518460929,0.8823529411764706,0.8902439024390244,0.8826161790017211
17,0.002827839195955417,0.4535876170458543,0.8888888888888888,0.896969696969697,0.8886402753872633
