epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.3515245916472899,0.20467660898292386,0.9256756756756757,0.929519071310116,0.9290322580645162
2,0.18453783088841955,0.17774975803252813,0.9324324324324325,0.9356919108162889,0.9358974358974359
3,0.1478944562274862,0.18614173469108505,0.9324324324324325,0.9356919108162889,0.9358974358974359
4,0.12562200633456577,0.19509493791171023,0.9391891891891891,0.9405749032614704,0.9433962264150944
5,0.10223467607755919,0.2050024267990847,0.9324324324324325,0.9356919108162889,0.9358974358974359
6,0.09386795813318442,0.20076907768442825,0.9391891891891891,0.9405749032614704,0.9433962264150944
7,0.06709632803560109,0.21828798363236962,0.9324324324324325,0.9344020637552976,0.9367088607594937
8,0.06596492812339519,0.2354673155004511,0.918918918918919,0.9207665376819606,0.9240506329113924
9,0.044509889871020475,0.25111428541257175,0.9324324324324325,0.9331122166943062,0.9375
10,0.032748042964502365,0.28275367498045434,0.918918918918919,0.9181868435599778,0.9259259259259259
11,0.015532637446036411,0.3217449790760371,0.9324324324324325,0.9331122166943062,0.9375
12,0.02334615366133811,0.37890481014383603,0.9256756756756757,0.9243596830661507,0.9325153374233128
