model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_test_mean,fnr_test_std,X_Processing,Subdomain
minmax_xgboost,binary,"[0, 1]",2,0.6573821989528796,0.01614324795938174,0.6703296703296704,0.026750796459348764,0.6949362913381374,0.014924460957155515,0.7028260683637371,0.02637282292595555,0.7111428571428571,0.01825355417059664,0.7106666666666667,0.04253683951646365,0.6807687285563431,0.014377912251244362,0.6965476763244141,0.025637035545913976,0.9778010471204188,0.05435071672137555,0.9655677655677657,0.11136173749210612,186.76000000000002,10.380986893782733,263.6,30.401754335344968,-0.9778010471204188,0.05435071672137555,-0.9655677655677657,0.11136173749210612,0.40825581395348837,0.021154767482729795,0.3788617886178861,0.05087349606615637,1.4442857142857144,0.09126777085298328,1.4466666666666665,0.21268419758231819,0.7148848283499447,0.019831304991224496,0.7302655826558265,0.02373455975236625,0.6277540798605583,0.019304312292804687,0.638592271178523,0.03347693631746922,0.5917441860465117,0.02115476748272982,0.6211382113821138,0.05087349606615637,0.6080887365259093,0.018784814701562583,0.6287200067585208,0.034914769656579754,86.0,0.0,123.0,0.0,0.6807687285563431,0.014377912251244362,0.6965476763244141,0.025637035545913976,0.7111428571428571,0.01825355417059664,0.7106666666666667,0.04253683951646365,0.6949362913381374,0.014924460957155515,0.7028260683637371,0.02637282292595555,105.0,0.0,150.0,0.0,50.89,1.8193100035147634,76.4,6.2574400161372346,35.11,1.8193100035147634,46.6,6.2574400161372346,30.329999999999995,1.9166231879126487,43.4,6.380525927469546,74.67,1.9166231879126494,106.6,6.380525927469546,0.5917441860465117,0.02115476748272982,0.6211382113821138,0.05087349606615637,0.6277540798605583,0.019304312292804687,0.638592271178523,0.03347693631746922,0.40825581395348837,0.021154767482729795,0.3788617886178861,0.05087349606615637,0.28885714285714287,0.01825355417059666,0.28933333333333333,0.04253683951646364,X_STATS,non_motor
minmax_adaboost,binary,"[0, 1]",2,0.677801047120419,0.015527775488716032,0.673992673992674,0.023676092099713417,0.7169758696466133,0.017090609040973165,0.7173046185831705,0.02209773983310628,0.7447619047619047,0.02941265986514404,0.7533333333333333,0.032508308529617315,0.693561176337696,0.011679077920194318,0.6850426209897515,0.020347325013300686,0.8834554973821989,0.07750664025674849,0.868131868131868,0.09025503595885874,168.74,14.80376828903896,237.0,24.63962481676844,-0.8834554973821989,0.07750664025674849,-0.868131868131868,0.09025503595885874,0.403953488372093,0.02295149728646573,0.4227642276422764,0.03574771262404585,1.2761904761904763,0.1470632993257202,1.2333333333333332,0.16254154264808662,0.7384473975636766,0.011665126788539096,0.7370216802168021,0.01965845867079078,0.659325961097631,0.023789079595876818,0.6581063179979816,0.0320179482299507,0.596046511627907,0.022951497286465714,0.5772357723577236,0.03574771262404584,0.6237986517628131,0.016594944895654558,0.6145012636263336,0.02898288204012997,86.0,0.0,123.0,0.0,0.693561176337696,0.011679077920194318,0.6850426209897515,0.020347325013300686,0.7447619047619047,0.02941265986514404,0.7533333333333333,0.032508308529617315,0.7169758696466133,0.017090609040973165,0.7173046185831705,0.02209773983310628,105.0,0.0,150.0,0.0,51.260000000000005,1.9738287666360528,71.0,4.396968652757639,34.739999999999995,1.9738287666360528,52.0,4.396968652757639,26.800000000000004,3.0883292858401252,37.0,4.876246279442598,78.20000000000002,3.0883292858401252,113.0,4.876246279442598,0.596046511627907,0.022951497286465714,0.5772357723577236,0.03574771262404584,0.659325961097631,0.023789079595876818,0.6581063179979816,0.0320179482299507,0.403953488372093,0.02295149728646573,0.4227642276422764,0.03574771262404585,0.2552380952380952,0.029412659865144058,0.24666666666666667,0.032508308529617315,X_STATS,non_motor
minmax_svm,binary,"[0, 1]",2,0.6932460732984291,0.016269632922843755,0.6802197802197802,0.0236792403069077,0.7431591851829745,0.016722524459331745,0.7332752404612706,0.019134876454105373,0.808952380952381,0.029155234775072873,0.8,0.025337231668869722,0.6885436647051045,0.010551698981776755,0.6771430821060553,0.020641757118985145,0.7268586387434555,0.07853909233256819,0.7593406593406593,0.07326109075402487,138.82999999999998,15.000966635520525,207.3,20.000277775848794,-0.7268586387434555,0.07853909233256819,-0.7593406593406593,0.07326109075402487,0.44802325581395347,0.019004504825267797,0.46585365853658534,0.04020533222363842,0.9552380952380952,0.14577617387536448,1.0,0.12668615834434868,0.729781838316722,0.015532752117164289,0.7264878048780488,0.03302863111929045,0.7059686592181843,0.030116021153309497,0.6866836618268366,0.03257327613573864,0.5519767441860466,0.0190045048252678,0.5341463414634147,0.04020533222363842,0.6175822067835293,0.01673575884080303,0.6003611706860141,0.03409322474989922,86.0,0.0,123.0,0.0,0.6885436647051045,0.010551698981776755,0.6771430821060553,0.020641757118985145,0.808952380952381,0.029155234775072873,0.8,0.025337231668869722,0.7431591851829745,0.016722524459331745,0.7332752404612706,0.019134876454105373,105.0,0.0,150.0,0.0,47.47,1.6343874149730293,65.7,4.9452558635075246,38.53,1.6343874149730293,57.3,4.9452558635075246,20.060000000000002,3.0612996513826536,30.0,3.80058475033046,84.94000000000001,3.0612996513826527,120.0,3.80058475033046,0.5519767441860466,0.0190045048252678,0.5341463414634147,0.04020533222363842,0.7059686592181843,0.030116021153309497,0.6866836618268366,0.03257327613573864,0.44802325581395347,0.019004504825267797,0.46585365853658534,0.04020533222363842,0.19104761904761905,0.02915523477507289,0.2,0.025337231668869736,X_STATS,non_motor
minmax_logistic_regression,binary,"[0, 1]",2,0.6831413612565445,0.012283039412452512,0.6758241758241759,0.025275020200835698,0.7127166648221385,0.013265197045156205,0.7054832693001826,0.022113333857125064,0.7163809523809525,0.01941341872016973,0.7066666666666667,0.02666666666666664,0.710747817978815,0.008949018000321475,0.7048370381291271,0.025828441596123384,0.9405235602094238,0.054083879447573875,0.9688644688644688,0.07772802091771303,179.64000000000001,10.330020974486615,264.5,21.21974971053565,-0.9405235602094238,0.054083879447573875,-0.9688644688644688,0.07772802091771303,0.3574418604651163,0.011500595031412854,0.3617886178861789,0.04220165718806894,1.4180952380952383,0.09706709360084861,1.4666666666666668,0.13333333333333336,0.7384307862679955,0.013889615793410698,0.7344065040650406,0.0271469492610424,0.6510118902626445,0.016424244421320705,0.6407805194793845,0.027570366459605478,0.6425581395348837,0.011500595031412854,0.6382113821138212,0.04220165718806894,0.6455752959574663,0.011590338953949503,0.6391355391691041,0.0321256158464869,86.0,0.0,123.0,0.0,0.710747817978815,0.008949018000321475,0.7048370381291271,0.025828441596123384,0.7163809523809525,0.01941341872016973,0.7066666666666667,0.02666666666666664,0.7127166648221385,0.013265197045156205,0.7054832693001826,0.022113333857125064,105.0,0.0,150.0,0.0,55.260000000000005,0.9890511727015044,78.5,5.1908038341324785,30.74,0.9890511727015046,44.5,5.1908038341324785,29.78,2.0384089656178204,44.0,4.0,75.22,2.038408965617819,106.0,4.0,0.6425581395348837,0.011500595031412854,0.6382113821138212,0.04220165718806894,0.6510118902626445,0.016424244421320705,0.6407805194793845,0.027570366459605478,0.3574418604651163,0.011500595031412854,0.3617886178861789,0.04220165718806894,0.28361904761904766,0.019413418720169724,0.29333333333333333,0.026666666666666665,X_STATS,non_motor
minmax_knn,binary,"[0, 1]",2,0.6429842931937172,0.019006589727030575,0.6424908424908425,0.038926775142389215,0.6814901075097775,0.019069899729764365,0.6754376675131398,0.03337915100933219,0.6965714285714286,0.02494923038391788,0.6766666666666666,0.03299831645537223,0.6684903219931034,0.015703258577089187,0.6745715170596323,0.03754956347123841,1.024240837696335,0.07209011957906081,1.0681318681318681,0.10822507407122259,195.63,13.769212839600607,291.6,29.54544522144375,-1.024240837696335,0.07209011957906081,-1.0681318681318681,0.10822507407122259,0.4224418604651163,0.021406089316269715,0.3991869918699187,0.05480020575646329,1.5171428571428571,0.12474615191958935,1.6166666666666667,0.1649915822768611,0.6805686600221483,0.02115956120952119,0.687840108401084,0.04086907771339287,0.6107454120728433,0.02315455247480458,0.6032963159829468,0.042741133151574795,0.5775581395348838,0.021406089316269684,0.6008130081300813,0.05480020575646329,0.5924930689396142,0.020361712427114313,0.6018077606788373,0.04750847318059474,86.0,0.0,123.0,0.0,0.6684903219931034,0.015703258577089187,0.6745715170596323,0.03754956347123841,0.6965714285714286,0.02494923038391788,0.6766666666666666,0.03299831645537223,0.6814901075097775,0.019069899729764365,0.6754376675131398,0.03337915100933219,105.0,0.0,150.0,0.0,49.67,1.8409236811991956,73.9,6.740425308044985,36.33,1.8409236811991956,49.1,6.740425308044985,31.860000000000007,2.619669190311377,48.5,4.949747468305833,73.13999999999999,2.619669190311378,101.5,4.949747468305833,0.5775581395348838,0.021406089316269684,0.6008130081300813,0.05480020575646329,0.6107454120728433,0.02315455247480458,0.6032963159829468,0.042741133151574795,0.4224418604651163,0.021406089316269715,0.3991869918699187,0.05480020575646329,0.30342857142857144,0.024949230383917866,0.32333333333333336,0.032998316455372205,X_STATS,non_motor
minmax_gaussian_nb,binary,"[0, 1]",2,0.5242931937172776,0.01841033714888777,0.5271062271062271,0.030079780791846197,0.337148634672629,0.059632892596921706,0.318109714794873,0.08771716341056292,0.22752380952380952,0.05010535637248182,0.20600000000000002,0.07148858149348479,0.7164646804071771,0.022379411141853812,0.7573897634786918,0.058083088672114175,2.17434554973822,0.12764971036462985,2.217948717948718,0.18544954675472894,415.3,24.381094679644264,605.5,50.627726264040994,-2.17434554973822,0.12764971036462985,-2.217948717948718,0.18544954675472894,0.11337209302325582,0.026618906663038972,0.0813008130081301,0.03491625671199221,3.8623809523809527,0.2505267818624093,3.9699999999999998,0.35744290746742396,0.6857275747508306,0.010968335907241712,0.6839349593495936,0.03221470311536405,0.48548126974527905,0.010603275733158082,0.4876434818074514,0.017477813346378063,0.8866279069767442,0.026618906663039003,0.9186991869918699,0.03491625671199221,0.6265397320988697,0.007388485766984794,0.6366157169835442,0.013830502596509966,86.0,0.0,123.0,0.0,0.7164646804071771,0.022379411141853812,0.7573897634786918,0.058083088672114175,0.22752380952380952,0.05010535637248182,0.20600000000000002,0.07148858149348479,0.337148634672629,0.059632892596921706,0.318109714794873,0.08771716341056292,105.0,0.0,150.0,0.0,76.24999999999999,2.2892259730213533,113.0,4.2946995755750415,9.75,2.289225973021352,10.0,4.2946995755750415,81.11,5.261062419110591,119.1,10.72328722402272,23.89,5.261062419110591,30.9,10.72328722402272,0.8866279069767442,0.026618906663039003,0.9186991869918699,0.03491625671199221,0.48548126974527905,0.010603275733158082,0.4876434818074514,0.017477813346378063,0.11337209302325582,0.026618906663038972,0.0813008130081301,0.03491625671199221,0.7724761904761906,0.0501053563724818,0.794,0.07148858149348479,X_STATS,non_motor
standard_decision_tree,binary,"[0, 1]",2,0.621413612565445,0.023405802608476127,0.6153846153846153,0.027735816096704634,0.6550009335375375,0.02013530294066305,0.6427738067601096,0.028416395022974505,0.6555238095238095,0.018845755740967873,0.6306666666666667,0.039151494303191536,0.6562078326251134,0.023095534470404612,0.6562548958484593,0.025527457996995122,1.1360732984293196,0.06316346422815404,1.1963369963369963,0.10840400638927265,216.98999999999995,12.06422166757742,326.6,29.59429374427142,-1.1360732984293196,0.06316346422815404,-1.1963369963369963,0.10840400638927265,0.4202325581395348,0.033243976137069975,0.40325203252032515,0.040776678317190306,1.7223809523809526,0.09422877870483938,1.8466666666666665,0.19575747151595768,0.6176456256921373,0.024159589522079326,0.6137073170731707,0.027705204952767827,0.5807190578280335,0.025002947122057438,0.5703714960848565,0.03162933630818817,0.5797674418604652,0.03324397613706998,0.5967479674796746,0.040776678317190306,0.5791135801181547,0.02860123955797019,0.5827691384654506,0.03142855864036005,86.0,0.0,123.0,0.0,0.6562078326251134,0.023095534470404612,0.6562548958484593,0.025527457996995122,0.6555238095238095,0.018845755740967873,0.6306666666666667,0.039151494303191536,0.6550009335375375,0.02013530294066305,0.6427738067601096,0.028416395022974505,105.0,0.0,150.0,0.0,49.86,2.8589819477880187,73.4,5.015531433014408,36.14,2.8589819477880196,49.6,5.015531433014408,36.17,1.9788043528016275,55.4,5.872724145478731,68.83,1.978804352801628,94.6,5.872724145478732,0.5797674418604652,0.03324397613706998,0.5967479674796746,0.040776678317190306,0.5807190578280335,0.025002947122057438,0.5703714960848565,0.03162933630818817,0.4202325581395348,0.033243976137069975,0.40325203252032515,0.040776678317190306,0.3444761904761905,0.01884575574096789,0.36933333333333335,0.039151494303191536,X_STATS,non_motor
standard_random_forest,binary,"[0, 1]",2,0.6628795811518325,0.017346013204937092,0.6787545787545788,0.024054033950514808,0.7126648181396118,0.016164298983301524,0.7269865793925631,0.0201661036716761,0.7622857142857143,0.02214590068404497,0.7786666666666666,0.030598959072104023,0.6704645895686427,0.013597021352779268,0.6823231276981401,0.022159865154930448,0.8598429319371729,0.06432244901759522,0.8076923076923077,0.08319400930944158,164.23,12.285587762360686,220.5,22.711964541477546,-0.8598429319371729,0.06432244901759522,-0.8076923076923077,0.08319400930944158,0.45848837209302323,0.02021495268955261,0.4430894308943089,0.04473597295181349,1.1885714285714286,0.11072950342022486,1.1066666666666667,0.15299479536052008,0.7136899224806201,0.018158344430748416,0.7279837398373984,0.02418872283462697,0.6533418227264478,0.0247743703297146,0.6740828548601542,0.03345239784000807,0.5415116279069767,0.02021495268955262,0.556910569105691,0.04473597295181349,0.5904493942919732,0.019878532451401993,0.6091236714219547,0.034441327819450314,86.0,0.0,123.0,0.0,0.6704645895686427,0.013597021352779268,0.6823231276981401,0.022159865154930448,0.7622857142857143,0.02214590068404497,0.7786666666666666,0.030598959072104023,0.7126648181396118,0.016164298983301524,0.7269865793925631,0.0201661036716761,105.0,0.0,150.0,0.0,46.57,1.7384859313015257,68.5,5.50252467307306,39.43,1.7384859313015257,54.5,5.50252467307306,24.96,2.325319571824722,33.2,4.589843860815601,80.03999999999999,2.3253195718247226,116.8,4.589843860815601,0.5415116279069767,0.02021495268955262,0.556910569105691,0.04473597295181349,0.6533418227264478,0.0247743703297146,0.6740828548601542,0.03345239784000807,0.45848837209302323,0.02021495268955261,0.4430894308943089,0.04473597295181349,0.2377142857142857,0.02214590068404497,0.2213333333333333,0.030598959072104016,X_STATS,non_motor
standard_extra_trees,binary,"[0, 1]",2,0.6670157068062827,0.019449398556027994,0.6732600732600733,0.031548176526922905,0.7166182963931815,0.017651300586354352,0.7186909468904463,0.027552937160071813,0.7666666666666666,0.023798939446338166,0.76,0.03583225665910467,0.6737299931713667,0.015721364706254685,0.6821075122253129,0.02679549687787204,0.8460732984293193,0.06924643211970075,0.8542124542124542,0.10528684395606099,161.60000000000002,13.226068534862842,233.2,28.743308400004647,-0.8460732984293193,0.06924643211970075,-0.8542124542124542,0.10528684395606099,0.45465116279069767,0.025315745415206117,0.432520325203252,0.04498971483890977,1.1666666666666665,0.11899469723169089,1.1999999999999997,0.1791612832955233,0.7123826135105206,0.019853145904507742,0.7307181571815718,0.03082180658323116,0.6580384733359453,0.026937326261182903,0.6602398457522135,0.042223533780209675,0.5453488372093025,0.025315745415206085,0.5674796747967481,0.04498971483890977,0.5949856636716719,0.02364927477186672,0.6098086372049896,0.03988814662744799,86.0,0.0,123.0,0.0,0.6737299931713667,0.015721364706254685,0.6821075122253129,0.02679549687787204,0.7666666666666666,0.023798939446338166,0.76,0.03583225665910467,0.7166182963931815,0.017651300586354352,0.7186909468904463,0.027552937160071813,105.0,0.0,150.0,0.0,46.900000000000006,2.1771541057077233,69.8,5.533734925185902,39.099999999999994,2.1771541057077233,53.2,5.533734925185902,24.5,2.498888641865508,36.0,5.374838498865699,80.5,2.49888864186551,114.0,5.374838498865699,0.5453488372093025,0.025315745415206085,0.5674796747967481,0.04498971483890977,0.6580384733359453,0.026937326261182903,0.6602398457522135,0.042223533780209675,0.45465116279069767,0.025315745415206117,0.432520325203252,0.04498971483890977,0.2333333333333333,0.023798939446338173,0.23999999999999994,0.035832256659104667,X_STATS,non_motor
standard_xgboost,binary,"[0, 1]",2,0.6572774869109949,0.01616021922078618,0.6725274725274726,0.026983850738092827,0.6948419517154959,0.01496365945738719,0.7045514573825228,0.027357515627650927,0.711047619047619,0.018331512312501408,0.712,0.04397530171009435,0.6806752706124177,0.014367472945140304,0.6985899919282929,0.024490966313741168,0.9781151832460733,0.054555766581741785,0.9604395604395606,0.11611458406582605,186.82,10.420151417112688,262.2,31.69928144997051,-0.9781151832460733,0.054555766581741785,-0.9604395604395606,0.11611458406582605,0.40837209302325583,0.02108612629365551,0.3756097560975609,0.047529888928766945,1.444761904761905,0.09165756156250712,1.44,0.21987650855047175,0.7147906976744187,0.01981327010424225,0.7330569105691056,0.023523624268806272,0.6276350322415107,0.01934629295516157,0.641078766934332,0.03488786993388978,0.5916279069767442,0.021086126293655534,0.6243902439024389,0.04752988892876694,0.6079710894670857,0.018762069988908836,0.6316510412412794,0.033434796147764824,86.0,0.0,123.0,0.0,0.6806752706124177,0.014367472945140304,0.6985899919282929,0.024490966313741168,0.711047619047619,0.018331512312501408,0.712,0.04397530171009435,0.6948419517154959,0.01496365945738719,0.7045514573825228,0.027357515627650927,105.0,0.0,150.0,0.0,50.88,1.8134068612543748,76.8,5.846176338238334,35.12,1.8134068612543748,46.2,5.846176338238334,30.339999999999996,1.9248087928126494,43.2,6.596295256514153,74.66000000000001,1.9248087928126496,106.8,6.596295256514153,0.5916279069767442,0.021086126293655534,0.6243902439024389,0.04752988892876694,0.6276350322415107,0.01934629295516157,0.641078766934332,0.03488786993388978,0.40837209302325583,0.02108612629365551,0.3756097560975609,0.047529888928766945,0.288952380952381,0.01833151231250143,0.288,0.04397530171009435,X_STATS,non_motor
standard_adaboost,binary,"[0, 1]",2,0.6778534031413612,0.01559402987606522,0.673992673992674,0.023676092099713417,0.7170087779148158,0.017136761244462007,0.7173046185831705,0.02209773983310628,0.7447619047619047,0.02941265986514404,0.7533333333333333,0.032508308529617315,0.6936211463526885,0.011719862782489474,0.6850426209897515,0.020347325013300686,0.8834031413612566,0.0775827787692715,0.868131868131868,0.09025503595885874,168.73000000000002,14.818310744930855,237.0,24.63962481676844,-0.8834031413612566,0.0775827787692715,-0.868131868131868,0.09025503595885874,0.4038372093023256,0.022911206472123916,0.4227642276422764,0.03574771262404585,1.2761904761904763,0.1470632993257202,1.2333333333333332,0.16254154264808662,0.7385836101882612,0.011750813756168,0.7370216802168021,0.01965845867079078,0.6593698207467538,0.023853937814352005,0.6581063179979816,0.0320179482299507,0.5961627906976744,0.0229112064721239,0.5772357723577236,0.03574771262404584,0.6238837679348859,0.016651742963132543,0.6145012636263336,0.02898288204012997,86.0,0.0,123.0,0.0,0.6936211463526885,0.011719862782489474,0.6850426209897515,0.020347325013300686,0.7447619047619047,0.02941265986514404,0.7533333333333333,0.032508308529617315,0.7170087779148158,0.017136761244462007,0.7173046185831705,0.02209773983310628,105.0,0.0,150.0,0.0,51.27,1.970363756602657,71.0,4.396968652757639,34.73,1.970363756602657,52.0,4.396968652757639,26.800000000000004,3.0883292858401252,37.0,4.876246279442598,78.20000000000002,3.0883292858401252,113.0,4.876246279442598,0.5961627906976744,0.0229112064721239,0.5772357723577236,0.03574771262404584,0.6593698207467538,0.023853937814352005,0.6581063179979816,0.0320179482299507,0.4038372093023256,0.022911206472123916,0.4227642276422764,0.03574771262404585,0.2552380952380952,0.029412659865144058,0.24666666666666667,0.032508308529617315,X_STATS,non_motor
standard_svm,binary,"[0, 1]",2,0.6802617801047119,0.013125139187103303,0.6937728937728938,0.026650292172421573,0.7251446641248459,0.013614738596811784,0.740373370682903,0.021392033630548063,0.7694285714285715,0.02216068577353004,0.7946666666666667,0.031863908140328745,0.6874595383966443,0.008899157967816783,0.6938307689175857,0.026630303965235035,0.8267539267015707,0.0606830399842777,0.7575091575091575,0.08584949800590128,157.91000000000003,11.590460636997033,206.8,23.436912955611046,-0.8267539267015707,0.0606830399842777,-0.7575091575091575,0.08584949800590128,0.4286046511627907,0.013473662120568622,0.4292682926829269,0.053353819847478424,1.152857142857143,0.1108034288676502,1.0266666666666666,0.15931954070164372,0.7272392026578073,0.01764881761956835,0.7291273712737127,0.02990894902855195,0.6730777699177269,0.02175110037791385,0.6955433065290233,0.03540692333361457,0.5713953488372093,0.013473662120568629,0.5707317073170731,0.05335381984747843,0.6158341740053023,0.012813073287151679,0.6259202958264415,0.03924988206574353,86.0,0.0,123.0,0.0,0.6874595383966443,0.008899157967816783,0.6938307689175857,0.026630303965235035,0.7694285714285715,0.02216068577353004,0.7946666666666667,0.031863908140328745,0.7251446641248459,0.013614738596811784,0.740373370682903,0.021392033630548063,105.0,0.0,150.0,0.0,49.14,1.1587349423689037,70.2,6.5625198412398476,36.86,1.1587349423689037,52.8,6.5625198412398476,24.21,2.326872006220654,30.8,4.779586221049312,80.78999999999999,2.3268720062206567,119.2,4.779586221049312,0.5713953488372093,0.013473662120568629,0.5707317073170731,0.05335381984747843,0.6730777699177269,0.02175110037791385,0.6955433065290233,0.03540692333361457,0.4286046511627907,0.013473662120568622,0.4292682926829269,0.053353819847478424,0.2305714285714286,0.02216068577353005,0.2053333333333333,0.03186390814032875,X_STATS,non_motor
standard_logistic_regression,binary,"[0, 1]",2,0.673612565445026,0.014687084841904289,0.652014652014652,0.03392538214761855,0.6973416922772396,0.016559135962294885,0.6779041693503003,0.03126031713547769,0.6862857142857143,0.0237149444246715,0.6666666666666666,0.03513641844631532,0.7110465368822247,0.011119059564453918,0.6901133997819632,0.033571376146806296,1.0162303664921466,0.06566501710731283,1.0805860805860805,0.10652842056745905,194.1,12.542018267496754,295.0,29.08225881491632,-1.0162303664921466,0.06566501710731283,-1.0805860805860805,0.10652842056745905,0.3418604651162791,0.014304373711043346,0.36585365853658536,0.047868622581722746,1.5685714285714285,0.11857472212335733,1.6666666666666667,0.1756820922315766,0.7342812846068659,0.017890258872512135,0.7208346883468835,0.029230687251283093,0.6336992049046788,0.018171430210562525,0.6094071301450887,0.03632651179502406,0.658139534883721,0.01430437371104336,0.6341463414634146,0.04786862258172274,0.6444019228337275,0.013513133800077456,0.621201144722075,0.03943297119335092,86.0,0.0,123.0,0.0,0.7110465368822247,0.011119059564453918,0.6901133997819632,0.033571376146806296,0.6862857142857143,0.0237149444246715,0.6666666666666666,0.03513641844631532,0.6973416922772396,0.016559135962294885,0.6779041693503003,0.03126031713547769,105.0,0.0,150.0,0.0,56.6,1.2301761391497288,78.0,5.887840577551898,29.4,1.2301761391497292,45.0,5.887840577551898,32.940000000000005,2.490069164590503,50.0,5.270462766947299,72.05999999999999,2.4900691645905018,100.0,5.270462766947299,0.658139534883721,0.01430437371104336,0.6341463414634146,0.04786862258172274,0.6336992049046788,0.018171430210562525,0.6094071301450887,0.03632651179502406,0.3418604651162791,0.014304373711043346,0.36585365853658536,0.047868622581722746,0.3137142857142857,0.023714944424671463,0.3333333333333333,0.03513641844631533,X_STATS,non_motor
standard_knn,binary,"[0, 1]",2,0.6259162303664921,0.012264304002302715,0.6523809523809524,0.04054937517893477,0.6716354165586991,0.011233827121362495,0.694019573864676,0.03901104946053032,0.6977142857142857,0.02307742180854053,0.7186666666666667,0.04876752613100515,0.6488936400796378,0.013559337964377454,0.6716057700327268,0.03466682503572922,1.0387958115183245,0.05474283169918937,0.965934065934066,0.14386120129544927,198.41000000000003,10.455880854545176,263.7,39.274107953657655,-1.0387958115183245,0.05474283169918937,-0.965934065934066,0.14386120129544927,0.4617441860465116,0.03466100305970649,0.4284552845528456,0.048182117430605416,1.5114285714285713,0.11538710904270272,1.4066666666666667,0.24383763065502578,0.6608959025470653,0.01794489819017977,0.6817100271002711,0.03721498321491577,0.5947640252635649,0.015546796866132997,0.625879981886609,0.04858486688211587,0.5382558139534884,0.034661003059706465,0.5715447154471546,0.04818211743060543,0.5637177420258893,0.021886770182677116,0.596937706734225,0.04523191091718022,86.0,0.0,123.0,0.0,0.6488936400796378,0.013559337964377454,0.6716057700327268,0.03466682503572922,0.6977142857142857,0.02307742180854053,0.7186666666666667,0.04876752613100515,0.6716354165586991,0.011233827121362495,0.694019573864676,0.03901104946053032,105.0,0.0,150.0,0.0,46.290000000000006,2.9808462631347563,70.3,5.926400443964466,39.709999999999994,2.9808462631347563,52.7,5.926400443964466,31.740000000000002,2.423129289896756,42.2,7.315128919650775,73.25999999999999,2.423129289896754,107.8,7.315128919650775,0.5382558139534884,0.034661003059706465,0.5715447154471546,0.04818211743060543,0.5947640252635649,0.015546796866132997,0.625879981886609,0.04858486688211587,0.4617441860465116,0.03466100305970649,0.4284552845528456,0.048182117430605416,0.30228571428571427,0.02307742180854053,0.2813333333333333,0.04876752613100518,X_STATS,non_motor
