model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_test_mean,fnr_test_std
extra_trees_MI,binary,"[0, 1]",2,0.9201570680628273,0.0081866470005821,0.9293040293040293,0.016476731747076142,0.9256737463660778,0.007809843365977538,0.934685001668829,0.015931259723757654,0.9050476190476189,0.012730514977400634,0.9226666666666666,0.027791107912646162,0.9479899427801561,0.008788115082703326,0.9476051461187802,0.016398511695567684,0.2886387434554974,0.03489271195727731,0.24065934065934064,0.07524875099856071,55.129999999999995,6.664507983839967,65.7,20.542909022607073,-0.2886387434554974,0.03489271195727731,-0.24065934065934064,0.07524875099856071,0.061395348837209304,0.01094643913680859,0.06260162601626015,0.021009265521207923,0.4747619047619048,0.063652574887003,0.3866666666666666,0.13895553956323092,0.9682707641196014,0.004145779719437828,0.977788617886179,0.005099896916292991,0.8907979300657995,0.012982756782336895,0.9094606053630004,0.02801778041009716,0.9386046511627908,0.010946439136808572,0.9373983739837399,0.02100926552120791,0.913671594278281,0.008686331105296154,0.9228851878305642,0.017253319718190076,86.0,0.0,123.0,0.0,0.9479899427801561,0.008788115082703326,0.9476051461187802,0.016398511695567684,0.9050476190476189,0.012730514977400634,0.9226666666666666,0.027791107912646162,0.9256737463660778,0.007809843365977538,0.934685001668829,0.015931259723757654,105.0,0.0,150.0,0.0,80.72,0.9413937657655376,115.3,2.5841396591085743,5.279999999999999,0.9413937657655388,7.7,2.5841396591085743,9.970000000000002,1.3367040726270634,11.6,4.168666186896929,95.03,1.3367040726270636,138.4,4.168666186896928,0.9386046511627908,0.010946439136808572,0.9373983739837399,0.02100926552120791,0.8907979300657995,0.012982756782336895,0.9094606053630004,0.02801778041009716,0.061395348837209304,0.01094643913680859,0.06260162601626015,0.021009265521207923,0.09495238095238095,0.0127305149774006,0.07733333333333334,0.02779110791264619
extra_trees_SP,binary,"[0, 1]",2,0.9169633507853403,0.006723893884822403,0.9304029304029304,0.0153477473626087,0.9229415944584902,0.006494052983614467,0.9357324046427313,0.01450041249556031,0.9052380952380954,0.011700899996179135,0.9233333333333335,0.02577203001054044,0.9420982649039586,0.006914938412828088,0.9491356997238816,0.019717103074430125,0.29141361256544507,0.03148547142761451,0.23809523809523808,0.06826696336260984,55.660000000000004,6.0137250426743725,65.0,18.636880997992485,-0.29141361256544507,0.03148547142761451,-0.23809523809523808,0.06826696336260984,0.06872093023255813,0.008760890361595042,0.06097560975609756,0.025494427807895362,0.4738095238095238,0.05850449998089558,0.3833333333333333,0.12886015005270224,0.9671273532668883,0.0044590196605809014,0.976989159891599,0.006759819637279513,0.8902965172391148,0.011950336193543677,0.9102710280925809,0.025964931718309308,0.9312790697674419,0.008760890361594987,0.9390243902439025,0.025494427807895362,0.9098898478976386,0.007033763534861784,0.9240326093550919,0.0166065823850413,86.0,0.0,123.0,0.0,0.9420982649039586,0.006914938412828088,0.9491356997238816,0.019717103074430125,0.9052380952380954,0.011700899996179135,0.9233333333333335,0.02577203001054044,0.9229415944584902,0.006494052983614467,0.9357324046427313,0.01450041249556031,105.0,0.0,150.0,0.0,80.09,0.7534365710971738,115.5,3.13581462037113,5.909999999999999,0.7534365710971738,7.5,3.13581462037113,9.95,1.2285944995988078,11.5,3.865804501581067,95.05,1.228594499598809,138.5,3.865804501581067,0.9312790697674419,0.008760890361594987,0.9390243902439025,0.025494427807895362,0.8902965172391148,0.011950336193543677,0.9102710280925809,0.025964931718309308,0.06872093023255813,0.008760890361595042,0.06097560975609756,0.025494427807895362,0.09476190476190476,0.011700899996179119,0.07666666666666666,0.025772030010540455
xgboost_SP_RFECV,binary,"[0, 1]",2,0.9079581151832462,0.006406574476456998,0.9227106227106228,0.019570330066078466,0.9154522282848904,0.006010968561391676,0.9291099796533968,0.01784546088101903,0.9067619047619051,0.01045645085941977,0.9213333333333331,0.019575747151595775,0.925228699652681,0.009160859617556546,0.9373070132135487,0.02337680290758822,0.29706806282722514,0.027403763544583522,0.2501831501831502,0.05936753538007948,56.74000000000001,5.234118837015454,68.3,16.2073371587617,-0.29706806282722514,0.027403763544583522,-0.2501831501831502,0.05936753538007948,0.09058139534883722,0.011914428587103038,0.07560975609756097,0.02945090078460089,0.4661904761904762,0.05228225429709873,0.39333333333333337,0.09787873575797885,0.963671096345515,0.005477504454120097,0.9735420054200542,0.005681514346651864,0.8897615512729231,0.010724709355368416,0.9061943752007956,0.02200196524319434,0.9094186046511629,0.01191442858710302,0.9243902439024392,0.0294509007846009,0.8988777768544475,0.00698671157616057,0.9150051003215454,0.021768633573406995,86.0,0.0,123.0,0.0,0.925228699652681,0.009160859617556546,0.9373070132135487,0.02337680290758822,0.9067619047619051,0.01045645085941977,0.9213333333333331,0.019575747151595775,0.9154522282848904,0.006010968561391676,0.9291099796533968,0.01784546088101903,105.0,0.0,150.0,0.0,78.21,1.0246408584908624,113.7,3.622460796505909,7.790000000000001,1.0246408584908613,9.3,3.622460796505909,9.79,1.0979273402390726,11.8,2.936362072739365,95.21,1.09792734023907,138.2,2.936362072739365,0.9094186046511629,0.01191442858710302,0.9243902439024392,0.0294509007846009,0.8897615512729231,0.010724709355368416,0.9061943752007956,0.02200196524319434,0.09058139534883722,0.011914428587103038,0.07560975609756097,0.02945090078460089,0.09323809523809524,0.010456450859419736,0.07866666666666668,0.01957574715159577
xgboost_MI_RFECV,binary,"[0, 1]",2,0.9101570680628275,0.005939838711674043,0.9205128205128206,0.015255187496103032,0.9173100919535505,0.005450849401673499,0.9270675778646282,0.014038556396410235,0.9065714285714286,0.00896171977160648,0.9193333333333333,0.01790234138766475,0.9290343391131856,0.00857515030972188,0.9352370012016799,0.0193226051026321,0.2952879581151832,0.023714188832758155,0.2567765567765568,0.0509451694247647,56.4,4.5294100670568085,70.1,13.908031252960765,-0.2952879581151832,0.023714188832758155,-0.2567765567765568,0.0509451694247647,0.08546511627906976,0.011075373691650809,0.07804878048780488,0.024896876049551982,0.4671428571428571,0.04480859885803233,0.4033333333333333,0.08951170693832369,0.9612696566998892,0.004845221072679004,0.9701924119241193,0.007910633114103902,0.8898330156901894,0.009491557613953424,0.9038823190073748,0.018959301734083403,0.9145348837209305,0.01107537369165077,0.9219512195121953,0.024896876049551986,0.9015503630092251,0.006610786552237563,0.9126215529112904,0.016882655110835816,86.0,0.0,123.0,0.0,0.9290343391131856,0.00857515030972188,0.9352370012016799,0.0193226051026321,0.9065714285714286,0.00896171977160648,0.9193333333333333,0.01790234138766475,0.9173100919535505,0.005450849401673499,0.9270675778646282,0.014038556396410235,105.0,0.0,150.0,0.0,78.65,0.952482137481968,113.4,3.062315754094894,7.35,0.9524821374819699,9.6,3.0623157540948935,9.81,0.9409805760186788,12.1,2.685351208149711,95.19000000000001,0.9409805760186791,137.9,2.685351208149711,0.9145348837209305,0.01107537369165077,0.9219512195121953,0.024896876049551986,0.8898330156901894,0.009491557613953424,0.9038823190073748,0.018959301734083403,0.08546511627906976,0.011075373691650809,0.07804878048780488,0.024896876049551982,0.09342857142857144,0.008961719771606463,0.08066666666666665,0.017902341387664743
xgboost_MI,binary,"[0, 1]",2,0.9161780104712042,0.00723553558604561,0.9326007326007326,0.012475740927418601,0.9224701057178366,0.0068436647065602705,0.9377291035015201,0.011678461075030488,0.908,0.012181544346910123,0.924,0.019423798563033015,0.9382914137268763,0.00850519953937874,0.9522810113694977,0.017490320656221654,0.2861256544502618,0.032597667599025784,0.23443223443223443,0.051600846420306316,54.65,6.226154511413928,64.0,14.087031072743628,-0.2861256544502618,0.032597667599025784,-0.23443223443223443,0.051600846420306316,0.07383720930232558,0.010883814792324784,0.056910569105691054,0.022016364240205852,0.45999999999999996,0.06090772173455039,0.38,0.09711899281516514,0.966375415282392,0.004525667417575906,0.9765962059620596,0.004881647439694274,0.8928699612304467,0.01272948270191839,0.911013044079254,0.020524382681455237,0.9261627906976745,0.010883814792324727,0.9430894308943089,0.022016364240205866,0.9086678132525025,0.007767159670471161,0.9265131595588482,0.013505137707538395,86.0,0.0,123.0,0.0,0.9382914137268763,0.00850519953937874,0.9522810113694977,0.017490320656221654,0.908,0.012181544346910123,0.924,0.019423798563033015,0.9224701057178366,0.0068436647065602705,0.9377291035015201,0.011678461075030488,105.0,0.0,150.0,0.0,79.65,0.936008072139933,116.0,2.70801280154532,6.35,0.9360080721399315,7.0,2.70801280154532,9.66,1.2790621564255586,11.4,2.9135697844549546,95.34,1.2790621564255573,138.6,2.913569784454954,0.9261627906976745,0.010883814792324727,0.9430894308943089,0.022016364240205866,0.8928699612304467,0.01272948270191839,0.911013044079254,0.020524382681455237,0.07383720930232558,0.010883814792324784,0.056910569105691054,0.022016364240205852,0.092,0.012181544346910078,0.07599999999999998,0.019423798563033026
xgboost_SP,binary,"[0, 1]",2,0.9105235602094242,0.008029630291222653,0.9190476190476191,0.017899228242145612,0.9177265735025939,0.007598682764306803,0.9260289498651206,0.016363646406300402,0.9081904761904763,0.012723784177651187,0.9219999999999999,0.019638712084698407,0.9283185969832738,0.00840115349243258,0.9304048226235626,0.021539055802632354,0.2913612565445026,0.03475294533000583,0.2523809523809524,0.05751550843871688,55.65,6.637812558031115,68.9,15.701733803769711,-0.2913612565445026,0.03475294533000583,-0.2523809523809524,0.05751550843871688,0.08662790697674419,0.010716896560231387,0.08455284552845528,0.02769005913158765,0.45904761904761904,0.06361892088825571,0.39,0.09819356042349199,0.9653161683277964,0.0047978095099673185,0.9744146341463414,0.005715601421621051,0.8916353556449593,0.013399020649523993,0.9061831241325373,0.021726231232000452,0.913372093023256,0.010716896560231346,0.9154471544715449,0.027690059131587653,0.9018231745765016,0.008606187026838078,0.9105681791941178,0.019896544819321797,86.0,0.0,123.0,0.0,0.9283185969832738,0.00840115349243258,0.9304048226235626,0.021539055802632354,0.9081904761904763,0.012723784177651187,0.9219999999999999,0.019638712084698407,0.9177265735025939,0.007598682764306803,0.9260289498651206,0.016363646406300402,105.0,0.0,150.0,0.0,78.55000000000001,0.9216531041799008,112.6,3.4058772731852804,7.45,0.9216531041798992,10.4,3.4058772731852804,9.639999999999999,1.3359973386533703,11.7,2.94580681270476,95.35999999999999,1.335997338653368,138.3,2.94580681270476,0.913372093023256,0.010716896560231346,0.9154471544715449,0.027690059131587653,0.8916353556449593,0.013399020649523993,0.9061831241325373,0.021726231232000452,0.08662790697674419,0.010716896560231387,0.08455284552845528,0.02769005913158765,0.09180952380952381,0.012723784177651146,0.078,0.019638712084698404
adaboost_SP_RFECV,binary,"[0, 1]",2,0.9097382198952879,0.008902918611473166,0.9230769230769231,0.010215629139610214,0.9166950929845529,0.008472895116403126,0.9292040105700542,0.010479965659947396,0.9036190476190477,0.014518734476312013,0.9206666666666667,0.026933846713112337,0.9309733004447869,0.01025971987285503,0.938639665065024,0.014294765363332818,0.30219895287958115,0.0389885804109244,0.2512820512820513,0.06772320448162701,57.71999999999999,7.446818858486562,68.6,18.488434823484173,-0.30219895287958115,0.0389885804109244,-0.2512820512820513,0.06772320448162701,0.08279069767441861,0.01361342723628849,0.07398373983739838,0.019710673762567132,0.4819047619047619,0.07259367238156,0.39666666666666667,0.13466923356556168,0.9625974529346621,0.005172705494138517,0.9751192411924119,0.005526719915861839,0.8871162491716753,0.014875476940022048,0.9065025438335107,0.026705815847491873,0.9172093023255815,0.013613427236288519,0.9260162601626016,0.01971067376256713,0.9013935247122049,0.009533282904124791,0.915697526531796,0.010032744547931875,86.0,0.0,123.0,0.0,0.9309733004447869,0.01025971987285503,0.938639665065024,0.014294765363332818,0.9036190476190477,0.014518734476312013,0.9206666666666667,0.026933846713112337,0.9166950929845529,0.008472895116403126,0.9292040105700542,0.010479965659947396,105.0,0.0,150.0,0.0,78.88000000000001,1.1707547423208082,113.9,2.4244128727957572,7.12,1.1707547423208102,9.1,2.4244128727957572,10.120000000000001,1.5244671200127604,11.9,4.04007700696685,94.88,1.5244671200127609,138.1,4.04007700696685,0.9172093023255815,0.013613427236288519,0.9260162601626016,0.01971067376256713,0.8871162491716753,0.014875476940022048,0.9065025438335107,0.026705815847491873,0.08279069767441861,0.01361342723628849,0.07398373983739838,0.019710673762567132,0.09638095238095239,0.014518734476312004,0.07933333333333333,0.02693384671311234
adaboost_MI_RFECV,binary,"[0, 1]",2,0.9114136125654451,0.00804611339282403,0.9234432234432235,0.010425091187368292,0.9180727633152586,0.007867088248844469,0.9294402987543051,0.010567790011485625,0.9038095238095238,0.015323832871298015,0.9193333333333333,0.02463561609229438,0.9336438623068167,0.008634965465739417,0.9403237794466041,0.012212033181225372,0.3001047120418848,0.040442592801785436,0.25384615384615383,0.06311643370362764,57.31999999999999,7.724535225141022,69.3,17.230786401090345,-0.3001047120418848,0.040442592801785436,-0.25384615384615383,0.06311643370362764,0.07930232558139534,0.01150843011466396,0.07154471544715447,0.016617571508678475,0.4809523809523809,0.07661916435648998,0.4033333333333333,0.12317808046147186,0.9616218161683276,0.0070441046379319736,0.9759945799457993,0.00523324251259031,0.887871233325615,0.015577961046588198,0.9050797982293826,0.02504213867494842,0.9206976744186047,0.011508430114663914,0.9284552845528454,0.016617571508678472,0.9034627435411131,0.008316769428952262,0.916267340385521,0.010245963357164654,86.0,0.0,123.0,0.0,0.9336438623068167,0.008634965465739417,0.9403237794466041,0.012212033181225372,0.9038095238095238,0.015323832871298015,0.9193333333333333,0.02463561609229438,0.9180727633152586,0.007867088248844469,0.9294402987543051,0.010567790011485625,105.0,0.0,150.0,0.0,79.18,0.9897249898610987,114.2,2.043961295567452,6.82,0.9897249898611005,8.8,2.043961295567452,10.1,1.6090024514862893,12.1,3.695342413844157,94.9,1.6090024514862884,137.9,3.6953424138441564,0.9206976744186047,0.011508430114663914,0.9284552845528454,0.016617571508678472,0.887871233325615,0.015577961046588198,0.9050797982293826,0.02504213867494842,0.07930232558139534,0.01150843011466396,0.07154471544715447,0.016617571508678475,0.09619047619047619,0.015323832871297993,0.08066666666666665,0.024635616092294376
adaboost_MI,binary,"[0, 1]",2,0.9115706806282722,0.006347590277394678,0.9278388278388279,0.010222923413399015,0.9181441193949705,0.00609816184570646,0.9332326016731196,0.010240135851170054,0.902761904761905,0.011839610079856256,0.9193333333333333,0.02423139479739373,0.9348109060880768,0.008989769906099178,0.9481791000389557,0.014756014413110275,0.30225130890052354,0.030601336584448902,0.24945054945054945,0.061377631571473565,57.73,5.844855287629741,68.1,16.75609341901228,-0.30225130890052354,0.030601336584448902,-0.24945054945054945,0.061377631571473565,0.07767441860465116,0.011766614549463738,0.061788617886178863,0.019239283847478424,0.4861904761904762,0.0591980503992812,0.4033333333333333,0.1211569739869687,0.9623743078626799,0.006076482251265652,0.9757262872628727,0.007612127430736743,0.8867843999435872,0.011728010022927357,0.905956631513581,0.024108285957319734,0.9223255813953489,0.011766614549463704,0.938211382113821,0.019239283847478434,0.903752476299001,0.006767678892119752,0.9214309428483194,0.010292958720890618,86.0,0.0,123.0,0.0,0.9348109060880768,0.008989769906099178,0.9481791000389557,0.014756014413110275,0.902761904761905,0.011839610079856256,0.9193333333333333,0.02423139479739373,0.9181441193949705,0.00609816184570646,0.9332326016731196,0.010240135851170054,105.0,0.0,150.0,0.0,79.32,1.0119288512538818,115.4,2.3664319132398464,6.6800000000000015,1.0119288512538813,7.6,2.3664319132398464,10.209999999999999,1.2431590583849053,12.1,3.6347092196090616,94.78999999999999,1.243159058384904,137.9,3.634709219609061,0.9223255813953489,0.011766614549463704,0.938211382113821,0.019239283847478434,0.8867843999435872,0.011728010022927357,0.905956631513581,0.024108285957319734,0.07767441860465116,0.011766614549463738,0.061788617886178863,0.019239283847478424,0.09723809523809525,0.011839610079856245,0.08066666666666666,0.024231394797393745
adaboost_SP,binary,"[0, 1]",2,0.911151832460733,0.00744957474684039,0.9227106227106228,0.010281091299155514,0.918009301739416,0.007350026106971142,0.9288902222054183,0.010539761675964083,0.9052380952380954,0.014570356498238644,0.9206666666666667,0.026933846713112337,0.931963475342837,0.008066748920584434,0.9379925228826906,0.014129028140170077,0.2972251308900523,0.03825538050029193,0.25164835164835164,0.0678298873055427,56.769999999999996,7.306777675555757,68.7,18.517559234413156,-0.2972251308900523,0.03825538050029193,-0.25164835164835164,0.0678298873055427,0.08162790697674419,0.01094643913680859,0.07479674796747968,0.019466975605493732,0.47380952380952374,0.07285178249119316,0.39666666666666667,0.13466923356556168,0.9638410852713178,0.005126814444470575,0.9752818428184282,0.005547146638806058,0.888997807993184,0.014731146513797722,0.9064225733610698,0.026733832669724386,0.9183720930232558,0.0109464391368086,0.9252032520325203,0.01946697560549373,0.9029255922212943,0.007619981125994896,0.9152640603963379,0.010095601359236435,86.0,0.0,123.0,0.0,0.931963475342837,0.008066748920584434,0.9379925228826906,0.014129028140170077,0.9052380952380954,0.014570356498238644,0.9206666666666667,0.026933846713112337,0.918009301739416,0.007350026106971142,0.9288902222054183,0.010539761675964083,105.0,0.0,150.0,0.0,78.97999999999999,0.941393765765539,113.8,2.3944379994757297,7.019999999999999,0.9413937657655388,9.2,2.394437999475729,9.95,1.5298874323150562,11.9,4.04007700696685,95.05,1.5298874323150549,138.1,4.04007700696685,0.9183720930232558,0.0109464391368086,0.9252032520325203,0.01946697560549373,0.888997807993184,0.014731146513797722,0.9064225733610698,0.026733832669724386,0.08162790697674419,0.01094643913680859,0.07479674796747968,0.019466975605493732,0.09476190476190477,0.014570356498238634,0.07933333333333333,0.02693384671311234
svm_MI,binary,"[0, 1]",2,0.9145549738219897,0.008627012677961392,0.9271062271062271,0.01814738095578924,0.9163203672214436,0.009479083197785121,0.9290076089401493,0.01958025657279762,0.8567619047619047,0.020033733204581995,0.8733333333333333,0.03861810488218392,0.9867548286149814,0.008953635435489493,0.9935479582280328,0.010284103343295204,0.4004188481675393,0.05209814327600395,0.35128205128205126,0.10265781520246527,76.48,9.950745365716745,95.9,28.025583550273012,-0.4004188481675393,0.05209814327600395,-0.35128205128205126,0.10265781520246527,0.014883720930232557,0.010163615527168445,0.007317073170731709,0.011781607110723123,0.7161904761904763,0.10016866602290994,0.6333333333333334,0.19309052441091965,0.9688693244739758,0.0051597188174426,0.9779186991869919,0.006814337262377377,0.8511696955483847,0.01686801343872076,0.8668024144263159,0.03385227307324302,0.9851162790697675,0.010163615527168402,0.9926829268292684,0.011781607110723114,0.9125516532190254,0.007806922203521926,0.9250043165855365,0.016610752981091024,86.0,0.0,123.0,0.0,0.9867548286149814,0.008953635435489493,0.9935479582280328,0.010284103343295204,0.8567619047619047,0.020033733204581995,0.8733333333333333,0.03861810488218392,0.9163203672214436,0.009479083197785121,0.9290076089401493,0.01958025657279762,105.0,0.0,150.0,0.0,84.72,0.8740709353364855,122.1,1.4491376746189437,1.2799999999999998,0.8740709353364863,0.9,1.449137674618944,15.040000000000001,2.1035419864811087,19.0,5.792715732327589,89.96000000000001,2.103541986481109,131.0,5.792715732327589,0.9851162790697675,0.010163615527168402,0.9926829268292684,0.011781607110723114,0.8511696955483847,0.01686801343872076,0.8668024144263159,0.03385227307324302,0.014883720930232557,0.010163615527168445,0.007317073170731709,0.011781607110723123,0.14323809523809525,0.020033733204581988,0.12666666666666665,0.03861810488218392
svm_SP,binary,"[0, 1]",2,0.9233507853403141,0.008100438856471751,0.9380952380952381,0.012973676638964076,0.927374666905601,0.008063273874606258,0.9415017811076792,0.012802208870885158,0.8922857142857143,0.014369770346934325,0.9079999999999998,0.020798860367640143,0.9660733873022374,0.0062045307226120845,0.9778922856889428,0.012469727267081605,0.31350785340314136,0.039132054280511926,0.26410256410256416,0.05728174682474127,59.879999999999995,7.474222367577781,72.1,15.637916883154368,-0.31350785340314136,0.039132054280511926,-0.26410256410256416,0.05728174682474127,0.03872093023255814,0.007436407886195108,0.02520325203252033,0.014568758867984404,0.5385714285714285,0.07184885173467163,0.45999999999999996,0.10399430183820078,0.9697801771871539,0.004756938850488281,0.978579945799458,0.005591086503042685,0.8805434576772333,0.01419654453488275,0.8971909482925204,0.01998648882672289,0.9612790697674418,0.007436407886195122,0.9747967479674797,0.014568758867984416,0.9187865297199822,0.008138635415928411,0.9342382135406833,0.013214829566505033,86.0,0.0,123.0,0.0,0.9660733873022374,0.0062045307226120845,0.9778922856889428,0.012469727267081605,0.8922857142857143,0.014369770346934325,0.9079999999999998,0.020798860367640143,0.927374666905601,0.008063273874606258,0.9415017811076792,0.012802208870885158,105.0,0.0,150.0,0.0,82.67,0.6395310782127808,119.9,1.7919573407620815,3.3299999999999996,0.6395310782127793,3.1,1.7919573407620817,11.309999999999999,1.5088258864281048,13.8,3.1198290551460244,93.69,1.5088258864281052,136.2,3.1198290551460235,0.9612790697674418,0.007436407886195122,0.9747967479674797,0.014568758867984416,0.8805434576772333,0.01419654453488275,0.8971909482925204,0.01998648882672289,0.03872093023255814,0.007436407886195108,0.02520325203252033,0.014568758867984404,0.10771428571428572,0.014369770346934324,0.09200000000000001,0.02079886036764016
logistic_regression_SP_RFECV,binary,"[0, 1]",2,0.9138743455497383,0.00680068683015666,0.9293040293040293,0.012927629726560601,0.9181199956813912,0.006949511324132648,0.9330647437429416,0.012810194896238518,0.8800952380952382,0.01472310997195083,0.8979999999999999,0.02155670100049381,0.9604384651001808,0.008295680988552647,0.9713695944628036,0.013660926477692964,0.3497905759162304,0.038200725148460825,0.2948717948717949,0.05853806361596152,66.80999999999999,7.296338503356019,80.5,15.980891367157493,-0.3497905759162304,0.038200725148460825,-0.2948717948717949,0.05853806361596152,0.04488372093023255,0.010065586256204302,0.032520325203252036,0.016260162601626018,0.5995238095238096,0.07361554985975413,0.51,0.10778350500246912,0.9673012181616834,0.005604876306136735,0.9732249322493225,0.007502637684858578,0.8679992996925676,0.013835647121998727,0.8865394799324138,0.02051912690684679,0.9551162790697674,0.010065586256204248,0.9674796747967479,0.016260162601626032,0.9090780033163787,0.0066709631394555186,0.92505852848335,0.013133239752599788,86.0,0.0,123.0,0.0,0.9604384651001808,0.008295680988552647,0.9713695944628036,0.013660926477692964,0.8800952380952382,0.01472310997195083,0.8979999999999999,0.02155670100049381,0.9181199956813912,0.006949511324132648,0.9330647437429416,0.012810194896238518,105.0,0.0,150.0,0.0,82.14000000000001,0.8656404180335688,119.0,2.0,3.8599999999999994,0.8656404180335696,4.0,2.0,12.59,1.5459265470548365,15.3,3.2335051500740732,92.41,1.545926547054836,134.7,3.2335051500740732,0.9551162790697674,0.010065586256204248,0.9674796747967479,0.016260162601626032,0.8679992996925676,0.013835647121998727,0.8865394799324138,0.02051912690684679,0.04488372093023255,0.010065586256204302,0.032520325203252036,0.016260162601626018,0.11990476190476192,0.014723109971950822,0.10200000000000001,0.021556701000493818
logistic_regression_MI_RFECV,binary,"[0, 1]",2,0.9152356020942409,0.006177369545046632,0.926007326007326,0.014834034235396764,0.9191859789486088,0.006472901555151112,0.9298653367736565,0.014969771719686444,0.8788571428571428,0.014786973082422496,0.8946666666666667,0.02587720289423934,0.9642613428989852,0.006962791806571798,0.9684595812947974,0.013383823743524268,0.35115183246073295,0.0381173966460611,0.3054945054945055,0.07027283689263066,67.07000000000001,7.280422759397668,83.4,19.18448447168817,-0.35115183246073295,0.0381173966460611,-0.3054945054945055,0.07027283689263066,0.04034883720930233,0.0085631726015833,0.03577235772357723,0.015894719022889085,0.6057142857142856,0.07393486541211243,0.5266666666666666,0.12938601447119677,0.9671683277962346,0.005349516215489357,0.974319783197832,0.00619201756407362,0.8673929273242905,0.013844112211349029,0.883099786992668,0.024286857575042606,0.9596511627906976,0.008563172601583277,0.9642276422764228,0.015894719022889102,0.9107986608829501,0.00583608041926957,0.9216485074570354,0.014737442220247162,86.0,0.0,123.0,0.0,0.9642613428989852,0.006962791806571798,0.9684595812947974,0.013383823743524268,0.8788571428571428,0.014786973082422496,0.8946666666666667,0.02587720289423934,0.9191859789486088,0.006472901555151112,0.9298653367736565,0.014969771719686444,105.0,0.0,150.0,0.0,82.53,0.7364328437361639,118.6,1.9550504398153572,3.4699999999999998,0.736432843736164,4.4,1.9550504398153572,12.72,1.5526321736543613,15.8,3.8815804341359037,92.28,1.5526321736543633,134.2,3.8815804341359033,0.9596511627906976,0.008563172601583277,0.9642276422764228,0.015894719022889102,0.8673929273242905,0.013844112211349029,0.883099786992668,0.024286857575042606,0.04034883720930233,0.0085631726015833,0.03577235772357723,0.015894719022889085,0.12114285714285715,0.01478697308242249,0.10533333333333332,0.02587720289423935
