model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,f1_cv_mean,f1_cv_std,recall_cv_mean,recall_cv_std,precision_cv_mean,precision_cv_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,auc_cv_mean,auc_cv_std,precision_class_0_cv_mean,precision_class_0_cv_std,recall_class_0_cv_mean,recall_class_0_cv_std,f1_class_0_cv_mean,f1_class_0_cv_std,support_class_0_cv_mean,support_class_0_cv_std,precision_class_1_cv_mean,precision_class_1_cv_std,recall_class_1_cv_mean,recall_class_1_cv_std,f1_class_1_cv_mean,f1_class_1_cv_std,support_class_1_cv_mean,support_class_1_cv_std,tn_cv_mean,tn_cv_std,fp_cv_mean,fp_cv_std,fn_cv_mean,fn_cv_std,tp_cv_mean,tp_cv_std,specificity_cv_mean,specificity_cv_std,npv_cv_mean,npv_cv_std,fpr_cv_mean,fpr_cv_std,fnr_cv_mean,fnr_cv_std,accuracy_test_mean,accuracy_test_std,f1_test_mean,f1_test_std,recall_test_mean,recall_test_std,precision_test_mean,precision_test_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_test_mean,auc_test_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_test_mean,support_class_1_test_std,tn_test_mean,tn_test_std,fp_test_mean,fp_test_std,fn_test_mean,fn_test_std,tp_test_mean,tp_test_std,specificity_test_mean,specificity_test_std,npv_test_mean,npv_test_std,fpr_test_mean,fpr_test_std,fnr_test_mean,fnr_test_std,X_Processing,Subdomain,model_type
xgboost_opt_fold7,binary,"[0, 1]",2,0.9144502617801047,0.007679676303627181,0.9212132278128431,0.007244229800285447,0.9100952380952381,0.01210685606253006,0.9332019350064634,0.008237189234267372,0.2832460732984293,0.03292560593419424,54.1,6.288790733431101,-0.2832460732984293,0.03292560593419424,0.08023255813953487,0.01092170759969409,0.44952380952380955,0.06053428031265032,0.9649457364341085,0.004923341663675334,0.8940261765401767,0.012614727619133381,0.9197674418604652,0.010921707599694084,0.9063383822636917,0.00829144817620313,86.0,0.0,0.9332019350064634,0.008237189234267372,0.9100952380952381,0.01210685606253006,0.9212132278128431,0.007244229800285447,105.0,0.0,79.1,0.9392668535736916,6.9,0.9392668535736913,9.440000000000001,1.2712198865656565,95.56000000000002,1.2712198865656579,0.9197674418604652,0.010921707599694084,0.8940261765401767,0.012614727619133381,0.08023255813953487,0.01092170759969409,0.0899047619047619,0.012106856062530057,0.9252747252747253,0.007566267831418661,0.9317763896994439,0.007284949242973048,0.9293333333333333,0.02089361648629893,0.934842193816006,0.016937689640961564,0.23003663003663005,0.049950740612632355,62.8,13.636552187248636,-0.23003663003663005,0.049950740612632355,0.07967479674796749,0.02293137756239152,0.3533333333333333,0.10446808243149473,0.9768672086720868,0.0056305294212351245,0.9151631983080819,0.020889933392266552,0.9203252032520325,0.022931377562391515,0.9173300428797617,0.008272768310823481,123.0,0.0,0.934842193816006,0.016937689640961564,0.9293333333333333,0.02089361648629893,0.9317763896994439,0.007284949242973048,150.0,0.0,113.2,2.820559440174158,9.8,2.8205594401741574,10.6,3.1340424729448424,139.4,3.1340424729448424,0.9203252032520325,0.022931377562391515,0.9151631983080819,0.020889933392266552,0.07967479674796749,0.02293137756239152,0.07066666666666667,0.020893616486298946,X_V06_STATS,examen_motor,xgboost
xgboost_opt_fold8,binary,"[0, 1]",2,0.9178010471204189,0.006189929441873766,0.9241492317823947,0.006020037427178456,0.9116190476190477,0.012545106321501978,0.937753592620634,0.00827590047073543,0.276544502617801,0.032325149862036585,52.82000000000001,6.174103623648987,-0.276544502617801,0.032325149862036585,0.07465116279069768,0.010987534660404353,0.4419047619047619,0.06272553160750968,0.9656234772978959,0.0059845896606011695,0.8964144107512624,0.01278774414824672,0.9253488372093022,0.010987534660404315,0.9102062695762564,0.006470547379122654,86.0,0.0,0.937753592620634,0.00827590047073543,0.9116190476190477,0.012545106321501978,0.9241492317823947,0.006020037427178456,105.0,0.0,79.58,0.9449279807947759,6.42,0.944927980794774,9.28,1.3172361637577032,95.72000000000001,1.3172361637577026,0.9253488372093022,0.010987534660404315,0.8964144107512624,0.01278774414824672,0.07465116279069768,0.010987534660404353,0.08838095238095238,0.012545106321501936,0.9293040293040293,0.008813227073318004,0.9351430435734667,0.008707055078143313,0.9286666666666668,0.020858133387124105,0.9421613083741697,0.012797268623097397,0.2274725274725275,0.05267173402803782,62.1,14.379383389654324,-0.2274725274725275,0.05267173402803782,0.06991869918699187,0.017225201714981795,0.3566666666666666,0.10429066693562057,0.9770081300813009,0.005943624835194989,0.91514613360208,0.02140618206576417,0.9300813008130081,0.01722520171498177,0.9222587436377063,0.009028968884065968,123.0,0.0,0.9421613083741697,0.012797268623097397,0.9286666666666668,0.020858133387124105,0.9351430435734667,0.008707055078143313,150.0,0.0,114.4,2.1186998109427604,8.6,2.118699810942761,10.7,3.1287200080686173,139.3,3.1287200080686173,0.9300813008130081,0.01722520171498177,0.91514613360208,0.02140618206576417,0.06991869918699187,0.017225201714981795,0.07133333333333333,0.020858133387124115,X_V06_STATS,examen_motor,xgboost
xgboost_opt_fold9,binary,"[0, 1]",2,0.9174869109947645,0.009894533830311737,0.9235016207260008,0.009397899907673465,0.9070476190476191,0.01375889277011459,0.9411620627045675,0.00932765209199631,0.28691099476439785,0.03905819986519268,54.8,7.460116174251802,-0.28691099476439785,0.03905819986519268,0.06976744186046512,0.011550127461822745,0.4647619047619048,0.0687944638505729,0.9641018826135106,0.0058150776743648895,0.892025063568051,0.014556058550563418,0.930232558139535,0.01155012746182272,0.9103726540226713,0.010516586971636847,86.0,0.0,0.9411620627045675,0.00932765209199631,0.9070476190476191,0.01375889277011459,0.9235016207260008,0.009397899907673465,105.0,0.0,80.0,0.993310961716755,6.0,0.9933109617167559,9.760000000000002,1.4446837408620308,95.24,1.444683740862033,0.930232558139535,0.01155012746182272,0.892025063568051,0.014556058550563418,0.06976744186046512,0.011550127461822745,0.09295238095238097,0.013758892770114576,0.9322344322344323,0.010538874543120923,0.9375954644612084,0.010007604835643148,0.9273333333333333,0.019739038214402163,0.9484755133103772,0.013987656189427848,0.22747252747252747,0.051411256502170294,62.1,14.03527302509249,-0.22747252747252747,0.051411256502170294,0.061788617886178863,0.018057811651986645,0.36333333333333334,0.09869519107201088,0.9769864498644987,0.00611125365460411,0.9142432683066092,0.02065102810019435,0.9382113821138212,0.018057811651986652,0.9258266088925631,0.011257428653345915,123.0,0.0,0.9484755133103772,0.013987656189427848,0.9273333333333333,0.019739038214402163,0.9375954644612084,0.010007604835643148,150.0,0.0,115.4,2.2211108331943574,7.6,2.2211108331943574,10.9,2.960855732160327,139.1,2.960855732160327,0.9382113821138212,0.018057811651986652,0.9142432683066092,0.02065102810019435,0.061788617886178863,0.018057811651986645,0.07266666666666666,0.01973903821440218,X_V06_STATS,examen_motor,xgboost
xgboost_opt_fold10,binary,"[0, 1]",2,0.914869109947644,0.007221842082249771,0.9211617448509936,0.006880845442391942,0.9057142857142857,0.011366675422202,0.9376614869372049,0.007879407353091946,0.2924607329842932,0.031015707591878352,55.86,5.924000150048764,-0.2924607329842932,0.031015707591878352,0.07395348837209303,0.009915210514926812,0.4714285714285714,0.05683337711101002,0.9622270210409745,0.006670715449747866,0.8901332543445368,0.01188436701990864,0.926046511627907,0.009915210514926782,0.9074235109986774,0.0076638919661711526,86.0,0.0,0.9376614869372049,0.007879407353091946,0.9057142857142857,0.011366675422202,0.9211617448509936,0.006880845442391942,105.0,0.0,79.63999999999999,0.8527081042837046,6.360000000000001,0.8527081042837056,9.900000000000002,1.1935009193312103,95.1,1.1935009193312094,0.926046511627907,0.009915210514926782,0.8901332543445368,0.01188436701990864,0.07395348837209303,0.009915210514926812,0.09428571428571429,0.011366675422202,0.928937728937729,0.009005660031543732,0.9345892466651087,0.008694288193462973,0.9246666666666666,0.01963871208469839,0.9451787146057071,0.014592874830909647,0.23663003663003662,0.049301846088575886,64.6,13.459403982181215,-0.23663003663003662,0.049301846088575886,0.06585365853658537,0.019334481281015684,0.37666666666666665,0.098193560423492,0.9751111111111112,0.007456632439349816,0.9110651075915254,0.020058152245283428,0.9341463414634147,0.019334481281015673,0.9221679332280521,0.00953095853995716,123.0,0.0,0.9451787146057071,0.014592874830909647,0.9246666666666666,0.01963871208469839,0.9345892466651087,0.008694288193462973,150.0,0.0,114.9,2.378141197564929,8.1,2.378141197564929,11.3,2.94580681270476,138.7,2.94580681270476,0.9341463414634147,0.019334481281015673,0.9110651075915254,0.020058152245283428,0.06585365853658537,0.019334481281015684,0.07533333333333334,0.0196387120846984,X_V06_STATS,examen_motor,xgboost
adaboost_opt_fold1,binary,"[0, 1]",2,0.9197905759162305,0.008665760633121283,0.9251024682959018,0.008301847989878267,0.9022857142857144,0.012699999900806076,0.9498088822610684,0.008407946912011643,0.2950785340314136,0.03558771909765162,56.35999999999999,6.797254347651459,-0.2950785340314136,0.03558771909765162,0.058837209302325576,0.010169526324717904,0.48857142857142855,0.06349999950403024,0.9649767441860465,0.005580231167196819,0.8883213048546585,0.012981744597417992,0.9411627906976745,0.01016952632471787,0.9135891726098435,0.009134045213551021,86.0,0.0,0.9498088822610684,0.008407946912011643,0.9022857142857144,0.012699999900806076,0.9251024682959018,0.008301847989878267,105.0,0.0,80.94000000000001,0.8745792639257405,5.06,0.8745792639257398,10.26,1.3334999895846353,94.74000000000001,1.333499989584633,0.9411627906976745,0.01016952632471787,0.8883213048546585,0.012981744597417992,0.058837209302325576,0.010169526324717904,0.09771428571428571,0.01269999990080605,0.9311355311355312,0.009737436892491768,0.9361983615213889,0.009221166313712453,0.9199999999999999,0.018324913891634053,0.9534167573823398,0.016099456497524683,0.2446886446886447,0.04658403696270676,66.8,12.717442090818945,-0.2446886446886447,0.04658403696270676,0.05528455284552847,0.020207427514696202,0.39999999999999997,0.09162456945817024,0.9752981029810298,0.005548393971020527,0.9068604869650422,0.01775060044676186,0.9447154471544715,0.020207427514696202,0.9251552417760118,0.010538943430751815,123.0,0.0,0.9534167573823398,0.016099456497524683,0.9199999999999999,0.018324913891634053,0.9361983615213889,0.009221166313712453,150.0,0.0,116.2,2.485513584307633,6.8,2.485513584307633,12.0,2.748737083745107,138.0,2.748737083745107,0.9447154471544715,0.020207427514696202,0.9068604869650422,0.01775060044676186,0.05528455284552847,0.020207427514696202,0.07999999999999999,0.01832491389163405,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold2,binary,"[0, 1]",2,0.9198952879581153,0.009264369591613999,0.9250520925680465,0.008941233148205724,0.9007619047619049,0.01380715177584612,0.951381127399187,0.008355860202955836,0.29832460732984295,0.038708693113515706,56.98,7.3933603846815,-0.29832460732984295,0.038708693113515706,0.05674418604651162,0.010119174494313626,0.4961904761904761,0.0690357588792304,0.964828349944629,0.00564712633338757,0.887020473989012,0.014020975936196776,0.9432558139534883,0.010119174494313592,0.9139000956901692,0.009684265426445838,86.0,0.0,0.951381127399187,0.008355860202955836,0.9007619047619049,0.01380715177584612,0.9250520925680465,0.008941233148205724,105.0,0.0,81.12,0.87024900651097,4.88,0.8702490065109718,10.420000000000002,1.4497509364638388,94.58000000000001,1.4497509364638386,0.9432558139534883,0.010119174494313592,0.887020473989012,0.014020975936196776,0.05674418604651162,0.010119174494313626,0.09923809523809524,0.013807151775846082,0.9326007326007326,0.008494518745263054,0.9374482260201014,0.008339643769553009,0.9199999999999999,0.018324913891634053,0.9559499067301725,0.012714901564159628,0.24322344322344325,0.04672463939702125,66.4,12.7558265553868,-0.24322344322344325,0.04672463939702125,0.052032520325203245,0.01589471902288908,0.39999999999999997,0.09162456945817024,0.9755907859078592,0.005459672278300848,0.9071483416738448,0.01777800659446613,0.9479674796747967,0.015894719022889067,0.9269013177018831,0.008788754331650621,123.0,0.0,0.9559499067301725,0.012714901564159628,0.9199999999999999,0.018324913891634053,0.9374482260201014,0.008339643769553009,150.0,0.0,116.6,1.955050439815357,6.4,1.9550504398153572,12.0,2.748737083745107,138.0,2.748737083745107,0.9479674796747967,0.015894719022889067,0.9071483416738448,0.01777800659446613,0.052032520325203245,0.01589471902288908,0.07999999999999999,0.01832491389163405,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold3,binary,"[0, 1]",2,0.9194764397905759,0.008281156611891416,0.9248997308375115,0.007994992101854729,0.9032380952380953,0.013522468075656269,0.9483610757543104,0.009799192323680584,0.2932984293193717,0.036412264850773195,56.019999999999996,6.954742586497679,-0.2932984293193717,0.036412264850773195,0.06069767441860465,0.01227893273747046,0.4838095238095238,0.06761234037828133,0.9653709856035437,0.005263637329487603,0.8891280420358451,0.013297113104489345,0.9393023255813955,0.012278932737470452,0.9131226490821092,0.008709689550212998,86.0,0.0,0.9483610757543104,0.009799192323680584,0.9032380952380953,0.013522468075656269,0.9248997308375115,0.007994992101854729,105.0,0.0,80.78,1.0559882154224622,5.22,1.0559882154224598,10.16,1.4198591479439082,94.84,1.4198591479439082,0.9393023255813955,0.012278932737470452,0.8891280420358451,0.013297113104489345,0.06069767441860465,0.01227893273747046,0.09676190476190476,0.013522468075656264,0.9340659340659341,0.007912992305748304,0.9391152180821871,0.0075153640913007,0.9259999999999999,0.01734187823566814,0.9529936973579691,0.013950630913953743,0.22857142857142856,0.04327928348056243,62.4,11.815244390193545,-0.22857142857142856,0.04327928348056243,0.056097560975609764,0.017750160318496275,0.37,0.08670939117834076,0.9758021680216803,0.005875704995635105,0.9131986781387924,0.01740860220931596,0.9439024390243903,0.017750160318496272,0.9280666878040252,0.008533753500648288,123.0,0.0,0.9529936973579691,0.013950630913953743,0.9259999999999999,0.01734187823566814,0.9391152180821871,0.0075153640913007,150.0,0.0,116.1,2.183269719175042,6.9,2.183269719175042,11.1,2.601281735350223,138.9,2.6012817353502227,0.9439024390243903,0.017750160318496272,0.9131986781387924,0.01740860220931596,0.056097560975609764,0.017750160318496275,0.07399999999999998,0.01734187823566815,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold4,binary,"[0, 1]",2,0.9185340314136126,0.008716224887404454,0.9242647190548929,0.008463237962194607,0.9057142857142857,0.013713403851717583,0.9442796363399035,0.008087922246960108,0.2887958115183246,0.03790196645539094,55.160000000000004,7.2392755929796655,-0.2887958115183246,0.03790196645539094,0.06581395348837209,0.009930350561178216,0.4714285714285714,0.06856701925858788,0.9647519379844962,0.005511360013825728,0.8911834558809538,0.01394772819085344,0.9341860465116278,0.009930350561178204,0.9117821740932864,0.009037192922149185,86.0,0.0,0.9442796363399035,0.008087922246960108,0.9057142857142857,0.013713403851717583,0.9242647190548929,0.008463237962194607,105.0,0.0,80.34,0.8540101482613274,5.66,0.8540101482613268,9.900000000000002,1.439907404430345,95.1,1.4399074044303448,0.9341860465116278,0.009930350561178204,0.8911834558809538,0.01394772819085344,0.06581395348837209,0.009930350561178216,0.09428571428571428,0.013713403851717574,0.9322344322344323,0.011090294337353436,0.9375387392826647,0.010025507216743949,0.9253333333333333,0.01657009056205087,0.9505268075064481,0.019713416782743784,0.23186813186813188,0.04208647923789419,63.3,11.489608831945112,-0.23186813186813188,0.04208647923789419,0.05934959349593496,0.024852588657149864,0.3733333333333333,0.08285045281025444,0.97520054200542,0.005696466507418945,0.9121376305419368,0.01656450096756175,0.9406504065040651,0.024852588657149864,0.9259007759550425,0.01256239375676722,123.0,0.0,0.9505268075064481,0.019713416782743784,0.9253333333333333,0.01657009056205087,0.9375387392826647,0.010025507216743949,150.0,0.0,115.7,3.0568684048294337,7.3,3.0568684048294332,11.2,2.485513584307633,138.8,2.485513584307633,0.9406504065040651,0.024852588657149864,0.9121376305419368,0.01656450096756175,0.05934959349593496,0.024852588657149864,0.07466666666666666,0.016570090562050888,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold5,binary,"[0, 1]",2,0.9174869109947643,0.009099175861326556,0.9233304943626877,0.008828322976510736,0.9051428571428571,0.013700169101471708,0.9429523599883595,0.008063354600600587,0.2910994764397906,0.03830864606893926,55.6,7.316951399167399,-0.2910994764397906,0.03830864606893926,0.06744186046511627,0.009987673431569859,0.4742857142857143,0.06850084550735835,0.9646578073089701,0.005672908609047246,0.890396034321969,0.013869954452362417,0.9325581395348838,0.009987673431569864,0.9105923856109538,0.009457905978436402,86.0,0.0,0.9429523599883595,0.008063354600600587,0.9051428571428571,0.013700169101471708,0.9233304943626877,0.008828322976510736,105.0,0.0,80.2,0.8589399151150077,5.8,0.8589399151150083,9.96,1.4385177556545254,95.03999999999999,1.4385177556545239,0.9325581395348838,0.009987673431569864,0.890396034321969,0.013869954452362417,0.06744186046511627,0.009987673431569859,0.09485714285714286,0.013700169101471676,0.932967032967033,0.011063376107520673,0.9381743787633582,0.009932785491392373,0.9253333333333333,0.015006171569897003,0.951735563673805,0.018341439111645638,0.23113553113553112,0.03920345725469354,63.1,10.702543830531338,-0.23113553113553112,0.03920345725469354,0.05772357723577236,0.02313861702562229,0.3733333333333333,0.07503085784948504,0.9751626016260161,0.006547459499065087,0.912177970814955,0.015411598961164607,0.9422764227642275,0.023138617025622293,0.9267668917682272,0.012585739347514422,123.0,0.0,0.951735563673805,0.018341439111645638,0.9253333333333333,0.015006171569897003,0.9381743787633582,0.009932785491392373,150.0,0.0,115.9,2.8460498941515415,7.1,2.8460498941515415,11.2,2.250925735484551,138.8,2.250925735484551,0.9422764227642275,0.023138617025622293,0.912177970814955,0.015411598961164607,0.05772357723577236,0.02313861702562229,0.07466666666666666,0.01500617156989701,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold6,binary,"[0, 1]",2,0.9195811518324609,0.007251303650218713,0.9249503486564453,0.007032398828757437,0.9024761904761904,0.013190466639921695,0.949278215584882,0.009648169033964394,0.2948691099476439,0.03457506423212691,56.32000000000001,6.60383726833624,-0.2948691099476439,0.03457506423212691,0.05953488372093024,0.012118835501310267,0.48761904761904756,0.06595233319960833,0.9658128460686599,0.005086591030750326,0.8883965061370411,0.012855621403747844,0.9404651162790698,0.012118835501310193,0.913303384544674,0.007610515978349393,86.0,0.0,0.949278215584882,0.009648169033964394,0.9024761904761904,0.013190466639921695,0.9249503486564453,0.007032398828757437,105.0,0.0,80.87999999999998,1.0422198531126834,5.120000000000001,1.0422198531126827,10.239999999999998,1.3849989971917749,94.75999999999999,1.3849989971917738,0.9404651162790698,0.012118835501310193,0.8883965061370411,0.012855621403747844,0.05953488372093024,0.012118835501310267,0.09752380952380953,0.013190466639921664,0.9326007326007326,0.00994947437727149,0.9375798569419918,0.009542264968580728,0.922,0.019385625322279457,0.9541309078080152,0.014959792809048486,0.2388278388278388,0.049771340749172534,65.2,13.587576024524104,-0.2388278388278388,0.049771340749172534,0.05447154471544715,0.018795166270351982,0.38999999999999996,0.09692812661139728,0.9759322493224932,0.0055594312316078805,0.909102873828733,0.01900416584661523,0.9455284552845529,0.018795166270351982,0.9267143970776134,0.010584349201998305,123.0,0.0,0.9541309078080152,0.014959792809048486,0.922,0.019385625322279457,0.9375798569419918,0.009542264968580728,150.0,0.0,116.3,2.3118054512532935,6.7,2.3118054512532935,11.7,2.9078437983419185,138.3,2.9078437983419185,0.9455284552845529,0.018795166270351982,0.909102873828733,0.01900416584661523,0.05447154471544715,0.018795166270351982,0.07799999999999999,0.01938562532227946,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold7,binary,"[0, 1]",2,0.9190575916230366,0.009340329788136799,0.9240824572869484,0.009092685507212518,0.8973333333333333,0.014238369518336376,0.9530580018350783,0.006857170386557359,0.3067015706806283,0.04009694978019012,58.58,7.658517408016311,-0.3067015706806283,0.04009694978019012,0.05441860465116279,0.008145070100194541,0.5133333333333333,0.07119184759168189,0.9635182724252491,0.005748462608364736,0.8836481165489266,0.014545926840419915,0.9455813953488372,0.00814507010019451,0.9132591107637742,0.009632511069101936,86.0,0.0,0.9530580018350783,0.006857170386557359,0.8973333333333333,0.014238369518336376,0.9240824572869484,0.009092685507212518,105.0,0.0,81.32000000000001,0.7004760286167272,4.68,0.7004760286167303,10.78,1.495028799425319,94.22,1.4950287994253197,0.9455813953488372,0.00814507010019451,0.8836481165489266,0.014545926840419915,0.05441860465116279,0.008145070100194541,0.10266666666666666,0.01423836951833637,0.9322344322344323,0.011743213712864065,0.9367561914448641,0.011177458805718344,0.9139999999999999,0.018176093374825363,0.9609871537068804,0.01452461644842266,0.2567765567765568,0.04930940528674492,70.1,13.461467643281363,-0.2567765567765568,0.04930940528674492,0.04552845528455284,0.017646417990351985,0.43,0.0908804668741268,0.9739349593495936,0.0058654375338302745,0.9013520269260449,0.01817755052644755,0.9544715447154474,0.017646417990351985,0.92698655374759,0.012485285405379663,123.0,0.0,0.9609871537068804,0.01452461644842266,0.9139999999999999,0.018176093374825363,0.9367561914448641,0.011177458805718344,150.0,0.0,117.4,2.170509412813294,5.6,2.1705094128132942,12.9,2.726414006223804,137.1,2.7264140062238043,0.9544715447154474,0.017646417990351985,0.9013520269260449,0.01817755052644755,0.04552845528455284,0.017646417990351985,0.086,0.018176093374825366,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold8,binary,"[0, 1]",2,0.9189528795811519,0.00876361875126018,0.9246070300765272,0.0084341484993218,0.9053333333333333,0.014141779304411623,0.9454126066642224,0.010054128082065288,0.28921465968586385,0.03823798053230389,55.239999999999995,7.3034542816700405,-0.28921465968586385,0.03823798053230389,0.06441860465116278,0.012692836817827027,0.47333333333333333,0.07070889652205793,0.9650819490586932,0.005808419498234021,0.8909013643427537,0.014100260953434732,0.9355813953488374,0.012692836817827019,0.9123005742902471,0.009244265296583034,86.0,0.0,0.9454126066642224,0.010054128082065288,0.9053333333333333,0.014141779304411623,0.9246070300765272,0.0084341484993218,105.0,0.0,80.46000000000001,1.091583966333124,5.54,1.0915839663331244,9.940000000000001,1.4848868269632165,95.06,1.4848868269632158,0.9355813953488374,0.012692836817827019,0.8909013643427537,0.014100260953434732,0.06441860465116278,0.012692836817827027,0.09466666666666666,0.014141779304411588,0.9326007326007326,0.009169711040546322,0.9377437710489207,0.008584952652533295,0.924,0.017833246797990105,0.9523933675468073,0.017818294662791265,0.23443223443223443,0.04385417581457379,64.0,11.972189997378647,-0.23443223443223443,0.04385417581457379,0.05691056910569107,0.022673713456208007,0.37999999999999995,0.08916623398995056,0.9757669376693766,0.006589903307042467,0.9110232071724418,0.017425104914960778,0.9430894308943089,0.02267371345620802,0.9264822956436918,0.010086413083228205,123.0,0.0,0.9523933675468073,0.017818294662791265,0.924,0.017833246797990105,0.9377437710489207,0.008584952652533295,150.0,0.0,116.0,2.788866755113585,7.0,2.788866755113585,11.4,2.6749870196985173,138.6,2.6749870196985173,0.9430894308943089,0.02267371345620802,0.9110232071724418,0.017425104914960778,0.05691056910569107,0.022673713456208007,0.07600000000000001,0.017833246797990112,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold9,binary,"[0, 1]",2,0.9193717277486911,0.008634776179304056,0.9247760672817327,0.00824330192773063,0.9028571428571428,0.01291872377738149,0.9484464011002609,0.010408998105209557,0.29424083769633513,0.03532727659024081,56.2,6.747509828735998,-0.29424083769633513,0.03532727659024081,0.06046511627906977,0.012831740587013061,0.48571428571428577,0.06459361888690733,0.9657818383167219,0.005009864863078476,0.8887112239188337,0.013012570789069908,0.9395348837209303,0.012831740587013033,0.9130547625871541,0.009167440019509985,86.0,0.0,0.9484464011002609,0.010408998105209557,0.9028571428571428,0.01291872377738149,0.9247760672817327,0.00824330192773063,105.0,0.0,80.8,1.1035296904831218,5.2,1.1035296904831233,10.2,1.3564659966250536,94.8,1.3564659966250532,0.9395348837209303,0.012831740587013033,0.8887112239188337,0.013012570789069908,0.06046511627906977,0.012831740587013061,0.09714285714285716,0.012918723777381467,0.9300366300366301,0.010845625392528674,0.9353062506850047,0.010448079202987107,0.9213333333333333,0.020073937405575497,0.9501082221581303,0.013987116306018404,0.24285714285714288,0.05251866763845159,66.3,14.337596265297286,-0.24285714285714288,0.05251866763845159,0.05934959349593496,0.017996702131039558,0.3933333333333333,0.10036968702787748,0.9758292682926829,0.0058968048929826265,0.9079797511843166,0.020195458643994378,0.9406504065040651,0.017996702131039558,0.9237890038611336,0.011429022424140895,123.0,0.0,0.9501082221581303,0.013987116306018404,0.9213333333333333,0.020073937405575497,0.9353062506850047,0.010448079202987107,150.0,0.0,115.7,2.2135943621178655,7.3,2.2135943621178655,11.8,3.0110906108363245,138.2,3.011090610836324,0.9406504065040651,0.017996702131039558,0.9079797511843166,0.020195458643994378,0.05934959349593496,0.017996702131039558,0.07866666666666668,0.020073937405575497,X_V06_STATS,examen_motor,adaboost
adaboost_opt_fold10,binary,"[0, 1]",2,0.9189528795811519,0.008693832493601863,0.9244307166757473,0.008410592733122592,0.903047619047619,0.013630845520710496,0.9475276345357789,0.008700039623899314,0.29424083769633513,0.0374856760093092,56.2,7.159764117778057,-0.29424083769633513,0.0374856760093092,0.06162790697674418,0.010866547107655961,0.48476190476190484,0.0681542276035525,0.9656666666666668,0.00519307310595351,0.8888069735368527,0.013667346525564096,0.9383720930232557,0.010866547107655965,0.9125396178516645,0.009082560439736626,86.0,0.0,0.9475276345357789,0.008700039623899314,0.903047619047619,0.013630845520710496,0.9244307166757473,0.008410592733122592,105.0,0.0,80.7,0.9345230512584132,5.3,0.9345230512584125,10.179999999999998,1.4312387796746022,94.82000000000002,1.4312387796746027,0.9383720930232557,0.010866547107655965,0.8888069735368527,0.013667346525564096,0.06162790697674418,0.010866547107655961,0.09695238095238096,0.013630845520710495,0.9304029304029304,0.009137136475638448,0.9357452911814452,0.008956053723669385,0.9233333333333332,0.020905430802474208,0.9489910042555172,0.014244415787271645,0.23809523809523814,0.052715587655489386,65.0,14.391355429948602,-0.23809523809523814,0.052715587655489386,0.06097560975609756,0.01847992099862582,0.3833333333333333,0.104527154012371,0.9758373983739836,0.006729909120114948,0.9100960899348294,0.020747250010481704,0.9390243902439025,0.01847992099862583,0.9240391739631402,0.009502866345569141,123.0,0.0,0.9489910042555172,0.014244415787271645,0.9233333333333332,0.020905430802474208,0.9357452911814452,0.008956053723669385,150.0,0.0,115.5,2.273030282830976,7.5,2.273030282830976,11.5,3.13581462037113,138.5,3.13581462037113,0.9390243902439025,0.01847992099862583,0.9100960899348294,0.020747250010481704,0.06097560975609756,0.01847992099862582,0.07666666666666667,0.020905430802474204,X_V06_STATS,examen_motor,adaboost
