,model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_test_mean,fnr_test_std,X_Processing
0,decision_tree,binary,"[0, 1]",2,0.860523560209424,0.008896073897144334,0.8783882783882785,0.01858169707423375,0.8732865282770248,0.007961151600428895,0.8906686818739855,0.015646711824578798,0.8752380952380954,0.009123878008380914,0.9006666666666666,0.024231394797393748,0.8726168807754358,0.010283102244160566,0.8818553091747254,0.0294603953825824,0.4138219895287959,0.027219760512075242,0.33992673992673994,0.060702306258792894,79.03999999999999,5.198974257806373,92.8,16.571729608650458,-0.4138219895287959,0.027219760512075242,-0.33992673992673994,0.060702306258792894,0.15744186046511627,0.013955641522074527,0.14878048780487804,0.04420751175859695,0.6238095238095239,0.045619390041904476,0.4966666666666667,0.1211569739869687,0.8588981173864895,0.009172994035612734,0.8759430894308944,0.020109987957750534,0.8484634327818357,0.009809939089846492,0.8763729238012428,0.025789782633823307,0.8425581395348838,0.013955641522074602,0.8512195121951219,0.04420751175859696,0.844589224807527,0.010286326140626656,0.862766445037289,0.02337585735862862,86.0,0.0,123.0,0.0,0.8726168807754358,0.010283102244160566,0.8818553091747254,0.0294603953825824,0.8752380952380954,0.009123878008380914,0.9006666666666666,0.024231394797393748,0.8732865282770248,0.007961151600428895,0.8906686818739855,0.015646711824578798,105.0,0.0,150.0,0.0,72.46000000000001,1.2001851708984101,104.7,5.437523946307424,13.539999999999997,1.2001851708984095,18.3,5.437523946307425,13.1,0.9580071908799944,14.9,3.6347092196090616,91.9,0.9580071908799929,135.1,3.634709219609061,0.8425581395348838,0.013955641522074602,0.8512195121951219,0.04420751175859696,0.8484634327818357,0.009809939089846492,0.8763729238012428,0.025789782633823307,0.15744186046511627,0.013955641522074527,0.14878048780487804,0.04420751175859695,0.12476190476190477,0.009123878008380904,0.09933333333333334,0.024231394797393745,X_STATS
1,random_forest,binary,"[0, 1]",2,0.9188481675392669,0.007730273853525344,0.9351648351648352,0.011589868107530437,0.9251243892126642,0.007287688008196447,0.9400957173124975,0.010983924192751777,0.9121904761904762,0.011514666887927513,0.9266666666666665,0.02131480677027876,0.9390391337737904,0.008626831793762571,0.954457229677962,0.0174611523358197,0.27424083769633506,0.03167796469348428,0.226007326007326,0.05485136497336661,52.379999999999995,6.050491256455501,61.7,14.974422637729088,-0.27424083769633506,0.03167796469348428,-0.226007326007326,0.05485136497336661,0.0730232558139535,0.010918956193276905,0.05447154471544715,0.022363881881601905,0.439047619047619,0.0575733344396376,0.3666666666666667,0.10657403385139376,0.9665559246954596,0.004334912856706196,0.9768265582655827,0.0063127210181200665,0.8969676650107656,0.012078127204171497,0.9142143490608321,0.021069804482323172,0.9269767441860466,0.010918956193276885,0.9455284552845529,0.0223638818816019,0.9113492673628991,0.008314468150578423,0.9292928930253295,0.01251754298242475,86.0,0.0,123.0,0.0,0.9390391337737904,0.008626831793762571,0.954457229677962,0.0174611523358197,0.9121904761904762,0.011514666887927513,0.9266666666666665,0.02131480677027876,0.9251243892126642,0.007287688008196447,0.9400957173124975,0.010983924192751777,105.0,0.0,150.0,0.0,79.72,0.9390302326218104,116.3,2.7507574714370344,6.28,0.9390302326218136,6.7,2.7507574714370344,9.220000000000002,1.20904002323239,11.0,3.197221015541813,95.78,1.2090400232323892,139.0,3.197221015541813,0.9269767441860466,0.010918956193276885,0.9455284552845529,0.0223638818816019,0.8969676650107656,0.012078127204171497,0.9142143490608321,0.021069804482323172,0.0730232558139535,0.010918956193276905,0.05447154471544715,0.022363881881601905,0.0878095238095238,0.011514666887927521,0.07333333333333333,0.021314806770278756,X_STATS
2,extra_trees,binary,"[0, 1]",2,0.9191623036649215,0.007132727273686464,0.9347985347985348,0.012665496927853407,0.9256773083721619,0.006613994735023275,0.9398454197767983,0.011768265673682334,0.9158095238095239,0.011135573977596848,0.9273333333333333,0.01948725446079444,0.9363156828382193,0.009029425892812517,0.9531510578268708,0.01853155117100794,0.26596858638743454,0.02986282671721806,0.22490842490842491,0.051577727760355456,50.8,5.70379990298865,61.4,14.080719678577038,-0.26596858638743454,0.02986282671721806,-0.22490842490842491,0.051577727760355456,0.07674418604651165,0.011756396037289228,0.05609756097560975,0.023138617025622286,0.42095238095238086,0.05567786988798415,0.36333333333333334,0.09743627230397223,0.9676622369878183,0.0038572857376759405,0.9775609756097563,0.0054230043160715564,0.900391561670833,0.011697543357081234,0.9146489240285041,0.01976903293383711,0.9232558139534884,0.0117563960372892,0.9439024390243903,0.02313861702562228,0.9113253690599104,0.00785419149737139,0.9287828849165166,0.01388221076762032,86.0,0.0,123.0,0.0,0.9363156828382193,0.009029425892812517,0.9531510578268708,0.01853155117100794,0.9158095238095239,0.011135573977596848,0.9273333333333333,0.01948725446079444,0.9256773083721619,0.006613994735023275,0.9398454197767983,0.011768265673682334,105.0,0.0,150.0,0.0,79.4,1.0110500592068745,116.1,2.8460498941515415,6.6,1.0110500592068734,6.9,2.8460498941515415,8.84,1.169235267647667,10.9,2.923088169119167,96.16,1.169235267647665,139.1,2.923088169119167,0.9232558139534884,0.0117563960372892,0.9439024390243903,0.02313861702562228,0.900391561670833,0.011697543357081234,0.9146489240285041,0.01976903293383711,0.07674418604651165,0.011756396037289228,0.05609756097560975,0.023138617025622286,0.08419047619047619,0.011135573977596827,0.07266666666666666,0.019487254460794447,X_STATS
3,xgboost,binary,"[0, 1]",2,0.9109947643979058,0.0073877872560267795,0.9304029304029304,0.008633782432070178,0.91734750014673,0.007095195954493868,0.9354742843386408,0.008222006892104831,0.8996190476190475,0.011359580118500487,0.9186666666666665,0.01957574715159575,0.936500143335693,0.008490841773383733,0.9535035828092914,0.01823907228364139,0.30973821989528794,0.0309714863139627,0.24835164835164836,0.04778469045992661,59.160000000000004,5.915553885966873,67.8,13.045220495559965,-0.30973821989528794,0.0309714863139627,-0.24835164835164836,0.04778469045992661,0.07511627906976745,0.010744197232563502,0.055284552845528454,0.022281631209858502,0.5019047619047619,0.05679790059250252,0.4066666666666666,0.09787873575797884,0.9629545957918051,0.0050029470045742435,0.9746178861788616,0.007356515417058133,0.8838678646094351,0.011256501479934016,0.9055569679430817,0.018143412671714182,0.9248837209302325,0.010744197232563474,0.9447154471544715,0.022281631209858484,0.9034958542271516,0.007824049991649169,0.9244092368873164,0.009387452526916779,86.0,0.0,123.0,0.0,0.936500143335693,0.008490841773383733,0.9535035828092914,0.01823907228364139,0.8996190476190475,0.011359580118500487,0.9186666666666665,0.01957574715159575,0.91734750014673,0.007095195954493868,0.9354742843386408,0.008222006892104831,105.0,0.0,150.0,0.0,79.53999999999999,0.9240009620004612,116.2,2.7406406388125952,6.459999999999999,0.9240009620004611,6.8,2.7406406388125957,10.54,1.1927559124425529,12.2,2.936362072739365,94.46000000000001,1.1927559124425522,137.8,2.936362072739365,0.9248837209302325,0.010744197232563474,0.9447154471544715,0.022281631209858484,0.8838678646094351,0.011256501479934016,0.9055569679430817,0.018143412671714182,0.07511627906976745,0.010744197232563502,0.055284552845528454,0.022281631209858502,0.10038095238095239,0.011359580118500502,0.08133333333333334,0.019575747151595768,X_STATS
4,adaboost,binary,"[0, 1]",2,0.9063874345549741,0.007341468384019435,0.9230769230769231,0.014447081277410541,0.9131313672839859,0.007326171293261518,0.9292281267921025,0.013771731427785056,0.8963809523809525,0.013172116804967557,0.9199999999999999,0.021773242158072668,0.9314239960438414,0.007092148687344046,0.9389888011987093,0.015234394277870324,0.3214659685863874,0.03542370528827999,0.25274725274725274,0.05996595437269194,61.40000000000001,6.765927710061479,69.0,16.3707055437449,-0.3214659685863874,0.03542370528827999,-0.25274725274725274,0.05996595437269194,0.08139534883720931,0.008838569186815023,0.07317073170731707,0.01954228333584818,0.518095238095238,0.06586058402483777,0.39999999999999997,0.10886621079036347,0.9594075304540421,0.005586771777157479,0.9745555555555555,0.006612249541079642,0.8800174617929055,0.012906696589514004,0.9052752197839125,0.02250078196352785,0.9186046511627908,0.008838569186815004,0.9268292682926831,0.019542283335848173,0.8983819578568202,0.007386126117536507,0.9157090381660075,0.015337364086008583,86.0,0.0,123.0,0.0,0.9314239960438414,0.007092148687344046,0.9389888011987093,0.015234394277870324,0.8963809523809525,0.013172116804967557,0.9199999999999999,0.021773242158072668,0.9131313672839859,0.007326171293261518,0.9292281267921025,0.013771731427785056,105.0,0.0,150.0,0.0,79.0,0.7601169500660898,114.0,2.4037008503093262,7.0,0.7601169500660919,9.0,2.4037008503093262,10.879999999999999,1.3830722645215934,12.0,3.265986323710904,94.11999999999999,1.3830722645215925,138.0,3.265986323710904,0.9186046511627908,0.008838569186815004,0.9268292682926831,0.019542283335848173,0.8800174617929055,0.012906696589514004,0.9052752197839125,0.02250078196352785,0.08139534883720931,0.008838569186815023,0.07317073170731707,0.01954228333584818,0.10361904761904764,0.013172116804967562,0.08000000000000002,0.021773242158072696,X_STATS
5,svm,binary,"[0, 1]",2,0.7962303664921466,0.015579863208048762,0.8282051282051281,0.020609256424783402,0.7917833762910803,0.017856149599966776,0.8301965815366227,0.020533679806955897,0.7064761904761905,0.025100654014339856,0.7646666666666666,0.02573367875415839,0.9020596317778471,0.018243241509888913,0.9087688541566677,0.027115999488803392,0.8492146596858638,0.06872634916158503,0.689010989010989,0.07302465226274168,162.2,13.126732689862743,188.1,19.93573006772848,-0.8492146596858638,0.06872634916158503,-0.689010989010989,0.07302465226274168,0.09418604651162792,0.019185067706611755,0.0943089430894309,0.031182980734184337,1.4676190476190478,0.1255032700716991,1.176666666666667,0.12866839377079187,0.9166854928017718,0.013218804662591331,0.9352520325203253,0.021558801846800233,0.7173241639870266,0.01751833185117338,0.7596671408885864,0.02139220816250782,0.9058139534883722,0.01918506770661177,0.9056910569105691,0.03118298073418432,0.800272885402539,0.01402797770895855,0.826042583597746,0.021358924383240004,86.0,0.0,123.0,0.0,0.9020596317778471,0.018243241509888913,0.9087688541566677,0.027115999488803392,0.7064761904761905,0.025100654014339856,0.7646666666666666,0.02573367875415839,0.7917833762910803,0.017856149599966776,0.8301965815366227,0.020533679806955897,105.0,0.0,150.0,0.0,77.89999999999999,1.6499158227686093,111.4,3.8355066303046734,8.1,1.6499158227686106,11.6,3.8355066303046734,30.820000000000004,2.6355686715056823,35.3,3.8600518131237562,74.18,2.6355686715056814,114.7,3.8600518131237562,0.9058139534883722,0.01918506770661177,0.9056910569105691,0.03118298073418432,0.7173241639870266,0.01751833185117338,0.7596671408885864,0.02139220816250782,0.09418604651162792,0.019185067706611755,0.0943089430894309,0.031182980734184337,0.2935238095238095,0.025100654014339818,0.23533333333333334,0.025733678754158374,X_STATS
6,logistic_regression,binary,"[0, 1]",2,0.9002094240837698,0.00562918536365053,0.9069597069597071,0.01754167032582951,0.9077921394399692,0.005205373653325587,0.9147728854529896,0.01539955677840112,0.8939047619047621,0.010626151324101763,0.908,0.021268419758231807,0.9228898066617527,0.010784987943131593,0.9223839528184368,0.027403265820431694,0.3330890052356021,0.025925248605746184,0.29523809523809524,0.0565153443443911,63.620000000000005,4.951722483697521,80.6,15.428689006018768,-0.3330890052356021,0.025925248605746184,-0.29523809523809524,0.0565153443443911,0.09209302325581395,0.014427770696597637,0.0943089430894309,0.036399205182397434,0.5304761904761903,0.05313075662050913,0.45999999999999996,0.10634209879115909,0.9505182724252492,0.007674605569338126,0.9564227642276423,0.01316375342858318,0.8759010122463335,0.009745356626125986,0.8902936293506842,0.021562773845430684,0.9079069767441862,0.014427770696597652,0.9056910569105691,0.036399205182397434,0.891150262007834,0.006432036071816958,0.8974601353213789,0.020625714573114472,86.0,0.0,123.0,0.0,0.9228898066617527,0.010784987943131593,0.9223839528184368,0.027403265820431694,0.8939047619047621,0.010626151324101763,0.908,0.021268419758231807,0.9077921394399692,0.005205373653325587,0.9147728854529896,0.01539955677840112,105.0,0.0,150.0,0.0,78.08,1.2407882799073942,111.4,4.477102237434884,7.92,1.2407882799073966,11.6,4.477102237434884,11.14,1.115745889030692,13.8,3.190262963734773,93.86,1.1157458890306897,136.2,3.190262963734773,0.9079069767441862,0.014427770696597652,0.9056910569105691,0.036399205182397434,0.8759010122463335,0.009745356626125986,0.8902936293506842,0.021562773845430684,0.09209302325581395,0.014427770696597637,0.0943089430894309,0.036399205182397434,0.10609523809523809,0.010626151324101826,0.092,0.021268419758231825,X_STATS
7,knn,binary,"[0, 1]",2,0.8229319371727748,0.011933396012157184,0.8523809523809524,0.021913485494124686,0.8253759711673126,0.012693927033458934,0.8552870524574588,0.021401259345989607,0.7628571428571429,0.017136977239702554,0.7939999999999999,0.025618280510141506,0.9003493673477199,0.010986516560291098,0.9276937368049225,0.0307983858880064,0.6985340314136126,0.048731928811580685,0.6003663003663003,0.0729633796791529,133.42000000000002,9.307798403011914,163.9,19.919002652408746,-0.6985340314136126,0.048731928811580685,-0.6003663003663003,0.0729633796791529,0.10372093023255813,0.01176661454946374,0.07642276422764227,0.03578877836145079,1.1857142857142857,0.08568488619851292,1.03,0.12809140255070753,0.8859911406423034,0.014552833110651319,0.9032628726287264,0.019303947435342535,0.7567535338279958,0.014244058312109743,0.7864331089769836,0.02148018925021318,0.8962790697674418,0.011766614549463768,0.9235772357723576,0.03578877836145078,0.820206205804066,0.011296090321416478,0.8492171455149065,0.02319067874092657,86.0,0.0,123.0,0.0,0.9003493673477199,0.010986516560291098,0.9276937368049225,0.0307983858880064,0.7628571428571429,0.017136977239702554,0.7939999999999999,0.025618280510141506,0.8253759711673126,0.012693927033458934,0.8552870524574588,0.021401259345989607,105.0,0.0,150.0,0.0,77.08000000000001,1.011928851253883,113.6,4.402019738458447,8.92,1.0119288512538813,9.4,4.402019738458447,24.9,1.7993826101687709,30.9,3.842742076521226,80.1,1.7993826101687693,119.1,3.842742076521226,0.8962790697674418,0.011766614549463768,0.9235772357723576,0.03578877836145078,0.7567535338279958,0.014244058312109743,0.7864331089769836,0.02148018925021318,0.10372093023255813,0.01176661454946374,0.07642276422764227,0.03578877836145079,0.23714285714285716,0.01713697723970258,0.20599999999999996,0.02561828051014151,X_STATS
8,gaussian_nb,binary,"[0, 1]",2,0.900523560209424,0.007974631524464872,0.9157509157509158,0.007526757024382159,0.909828588595928,0.007174232326963821,0.9228521758020081,0.0070242731489472245,0.9121904761904762,0.012649110640673483,0.9173333333333332,0.01783324679799012,0.9082977190927807,0.012654288289307298,0.92893006205563,0.016463382973894537,0.29256544502617804,0.03214278788878659,0.26593406593406593,0.04251469444082458,55.88000000000001,6.1392724867582364,72.6,11.606511582345107,-0.29256544502617804,0.03214278788878659,-0.26593406593406593,0.04251469444082458,0.11372093023255814,0.0176243681379641,0.08617886178861787,0.02208297971540744,0.4390476190476191,0.06324555320336758,0.4133333333333333,0.08916623398995058,0.9159911406423035,0.009525760900753202,0.9346964769647694,0.008892349650549506,0.8928557573819411,0.013427245032570331,0.9011820238391598,0.017018659123010944,0.8862790697674419,0.017624368137964107,0.9138211382113821,0.022082979715407437,0.888943862897111,0.009220795648958955,0.907145487170436,0.00854888178209007,86.0,0.0,123.0,0.0,0.9082977190927807,0.012654288289307298,0.92893006205563,0.016463382973894537,0.9121904761904762,0.012649110640673483,0.9173333333333332,0.01783324679799012,0.909828588595928,0.007174232326963821,0.9228521758020081,0.0070242731489472245,105.0,0.0,150.0,0.0,76.22,1.5156956598649132,112.4,2.7162065049951147,9.779999999999998,1.5156956598649127,10.6,2.7162065049951147,9.219999999999999,1.3281566172707193,12.4,2.6749870196985173,95.78,1.3281566172707162,137.6,2.6749870196985173,0.8862790697674419,0.017624368137964107,0.9138211382113821,0.022082979715407437,0.8928557573819411,0.013427245032570331,0.9011820238391598,0.017018659123010944,0.11372093023255814,0.0176243681379641,0.08617886178861787,0.02208297971540744,0.08780952380952381,0.012649110640673516,0.08266666666666667,0.01783324679799012,X_STATS
9,minmax_decision_tree,binary,"[0, 1]",2,0.8609424083769633,0.008730190967323461,0.8783882783882785,0.018257949345561658,0.8736399810787141,0.007819989705207907,0.8905809193545784,0.015453790027897905,0.8754285714285714,0.00912166856943136,0.9,0.025141574442188352,0.8731375972743768,0.010140582583744735,0.8823633726461848,0.02917132801544081,0.41298429319371727,0.026996850254125238,0.3413919413919414,0.06254101270648431,78.88,5.156398398537921,93.2,17.07369646887021,-0.41298429319371727,0.026996850254125238,-0.3413919413919414,0.06254101270648431,0.1567441860465116,0.013832377068648344,0.14796747967479673,0.043999357707539086,0.622857142857143,0.04560834284715674,0.5,0.12570787221094176,0.8593421926910298,0.009002109418916689,0.8760162601626016,0.019724976510380406,0.8487746723607478,0.009627189291546124,0.8758347325294459,0.026445858147861975,0.8432558139534884,0.0138323770686484,0.8520325203252032,0.04399935770753909,0.8450948119864291,0.010108829743512616,0.862893521579268,0.022943328624495492,86.0,0.0,123.0,0.0,0.8731375972743768,0.010140582583744735,0.8823633726461848,0.02917132801544081,0.8754285714285714,0.00912166856943136,0.9,0.025141574442188352,0.8736399810787141,0.007819989705207907,0.8905809193545784,0.015453790027897905,105.0,0.0,150.0,0.0,72.52000000000001,1.1895844279037584,104.8,5.411920998027308,13.48,1.189584427903758,18.2,5.411920998027308,13.080000000000002,0.9577751997902921,15.0,3.7712361663282534,91.92,0.9577751997902908,135.0,3.7712361663282534,0.8432558139534884,0.0138323770686484,0.8520325203252032,0.04399935770753909,0.8487746723607478,0.009627189291546124,0.8758347325294459,0.026445858147861975,0.1567441860465116,0.013832377068648344,0.14796747967479673,0.043999357707539086,0.12457142857142858,0.009121668569431354,0.1,0.025141574442188355,X_STATS
