model,target_type,classes,n_classes,bayes_best_cv_score_cv_mean,bayes_best_cv_score_cv_std,accuracy_cv_mean,accuracy_cv_std,f1_cv_mean,f1_cv_std,recall_cv_mean,recall_cv_std,precision_cv_mean,precision_cv_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,auc_cv_mean,auc_cv_std,precision_class_0_cv_mean,precision_class_0_cv_std,recall_class_0_cv_mean,recall_class_0_cv_std,f1_class_0_cv_mean,f1_class_0_cv_std,support_class_0_cv_mean,support_class_0_cv_std,precision_class_1_cv_mean,precision_class_1_cv_std,recall_class_1_cv_mean,recall_class_1_cv_std,f1_class_1_cv_mean,f1_class_1_cv_std,support_class_1_cv_mean,support_class_1_cv_std,tn_cv_mean,tn_cv_std,fp_cv_mean,fp_cv_std,fn_cv_mean,fn_cv_std,tp_cv_mean,tp_cv_std,specificity_cv_mean,specificity_cv_std,npv_cv_mean,npv_cv_std,fpr_cv_mean,fpr_cv_std,fnr_cv_mean,fnr_cv_std,accuracy_test_mean,accuracy_test_std,f1_test_mean,f1_test_std,recall_test_mean,recall_test_std,precision_test_mean,precision_test_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_test_mean,auc_test_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_test_mean,support_class_1_test_std,tn_test_mean,tn_test_std,fp_test_mean,fp_test_std,fn_test_mean,fn_test_std,tp_test_mean,tp_test_std,specificity_test_mean,specificity_test_std,npv_test_mean,npv_test_std,fpr_test_mean,fpr_test_std,fnr_test_mean,fnr_test_std,X_Processing,Subdomain
random_forest,binary,"[0, 1]",2,0.9361007751937986,0.00786308279313347,0.9308176100628931,0.03048855256236684,0.9360986822169671,0.027937955485124347,0.919088319088319,0.0315884060786095,0.953977259889099,0.028142208836726787,0.2477987421383648,0.0989642176743192,157.6,62.94124244086702,-0.2477987421383648,0.0989642176743192,0.05473684210526316,0.03406702546853975,0.4045584045584046,0.15794203039304744,0.9755835457589843,0.015026327712686353,0.9050353272997196,0.03727814231200356,0.9452631578947368,0.03406702546853975,0.924570362131087,0.03356714933497263,285.0,0.0,0.953977259889099,0.028142208836726787,0.919088319088319,0.0315884060786095,0.9360986822169671,0.027937955485124347,351.0,0.0,269.4,9.709102258533827,15.6,9.709102258533827,28.4,11.087530533591929,322.6,11.087530533591929,0.9452631578947368,0.03406702546853975,0.9050353272997196,0.03727814231200356,0.05473684210526316,0.03406702546853975,0.08091168091168091,0.031588406078609486,0.8956043956043956,0.02123629686315761,0.9039878418253405,0.020042296904549516,0.8953333333333333,0.026303076851422753,0.9130989410786989,0.01940529998004065,0.3344322344322344,0.07718524234086016,91.3,21.071571159054827,-0.3344322344322344,0.07718524234086016,0.10406504065040652,0.024178545282596706,0.5233333333333333,0.1315153842571138,0.9432032520325203,0.012750573028386409,0.8758060601358645,0.028274776493603795,0.8959349593495934,0.024178545282596702,0.8855660673658028,0.02270759442336889,123.0,0.0,0.9130989410786989,0.01940529998004065,0.8953333333333333,0.026303076851422753,0.9039878418253405,0.020042296904549516,150.0,0.0,110.2,2.973961069759395,12.8,2.973961069759395,15.7,3.9454615277134133,134.3,3.9454615277134133,0.8959349593495934,0.024178545282596702,0.8758060601358645,0.028274776493603795,0.10406504065040652,0.024178545282596706,0.10466666666666666,0.02630307685142276,X_V06_STATS,impacto_motor
extra_trees,binary,"[0, 1]",2,0.9380542635658914,0.005939113586045753,0.9426100628930817,0.03761372329798596,0.9470821704953506,0.03444943059760447,0.9299145299145299,0.03416692394570767,0.9650684551798975,0.03724125440056472,0.2121069182389937,0.11205261974472727,134.9,71.26546615764656,-0.2121069182389937,0.11205261974472727,0.04175438596491227,0.045039111851685444,0.35042735042735046,0.17083461972853836,0.9826205827960214,0.015733570141707037,0.917444996116729,0.04048885208088504,0.9582456140350877,0.04503911185168545,0.9372963763380829,0.041441513553564895,285.0,0.0,0.9650684551798975,0.03724125440056472,0.9299145299145299,0.03416692394570767,0.9470821704953506,0.03444943059760447,351.0,0.0,273.1,12.836146877730352,11.9,12.836146877730354,24.6,11.992590304943391,326.4,11.992590304943391,0.9582456140350877,0.04503911185168545,0.917444996116729,0.04048885208088504,0.04175438596491227,0.045039111851685444,0.07008547008547009,0.03416692394570767,0.8868131868131869,0.022477700625142816,0.8957288117488738,0.021730176741633307,0.8866666666666667,0.03325917677132393,0.905586231482982,0.019420680178256693,0.36227106227106226,0.09326803068974063,98.9,25.46217237829919,-0.36227106227106226,0.09326803068974063,0.11300813008130084,0.02497051382068172,0.5666666666666667,0.16629588385661961,0.9426639566395665,0.015551736340621658,0.8662125272579239,0.03383566247530017,0.8869918699186993,0.02497051382068171,0.8761167051102168,0.023521141672037022,123.0,0.0,0.905586231482982,0.019420680178256693,0.8866666666666667,0.03325917677132393,0.8957288117488738,0.021730176741633307,150.0,0.0,109.1,3.0713731999438516,13.9,3.0713731999438516,17.0,4.988876515698588,133.0,4.988876515698588,0.8869918699186993,0.02497051382068171,0.8662125272579239,0.03383566247530017,0.11300813008130084,0.02497051382068172,0.11333333333333336,0.03325917677132392,X_V06_STATS,impacto_motor
xgboost,binary,"[0, 1]",2,0.9387696566998892,0.0070663530176677675,0.9235849056603774,0.016610204586470775,0.9297677409584775,0.015144002524727756,0.9162393162393162,0.014162470565855463,0.9437349377315863,0.01721021214179943,0.26132075471698113,0.047435774767406826,166.2,30.169152752070744,-0.26132075471698113,0.047435774767406826,0.06736842105263158,0.020909192963823667,0.41880341880341876,0.07081235282927731,0.9729609636627179,0.017807262506353276,0.9003877960059936,0.01704165361875122,0.9326315789473686,0.020909192963823674,0.9162051341001499,0.018392816577066085,285.0,0.0,0.9437349377315863,0.01721021214179943,0.9162393162393162,0.014162470565855463,0.9297677409584775,0.015144002524727756,351.0,0.0,265.8,5.959119994689746,19.2,5.959119994689746,29.4,4.971027168615266,321.6,4.971027168615266,0.9326315789473686,0.020909192963823674,0.9003877960059936,0.01704165361875122,0.06736842105263158,0.020909192963823667,0.08376068376068377,0.01416247056585546,0.8901098901098902,0.013921555862016335,0.8982620368826701,0.013816479044660957,0.884,0.02418039201552968,0.9134114222065206,0.012923891517249113,0.36483516483516476,0.06516532818482347,99.6,17.79013459445681,-0.36483516483516476,0.06516532818482347,0.10243902439024391,0.017646417990351982,0.5800000000000001,0.1209019600776484,0.94430081300813,0.013032422677203094,0.8644939523364787,0.023547211281074242,0.8975609756097562,0.017646417990351985,0.8804635779266101,0.014206795461315373,123.0,0.0,0.9134114222065206,0.012923891517249113,0.884,0.02418039201552968,0.8982620368826701,0.013816479044660957,150.0,0.0,110.4,2.170509412813294,12.6,2.1705094128132942,17.4,3.6270588023294517,132.6,3.627058802329451,0.8975609756097562,0.017646417990351985,0.8644939523364787,0.023547211281074242,0.10243902439024391,0.017646417990351982,0.11599999999999999,0.024180392015529677,X_STATS,impacto_motor
adaboost,binary,"[0, 1]",2,0.9381450719822813,0.00598882198138134,0.8966981132075471,0.010995052664809487,0.904928224438649,0.01065589984658526,0.8914529914529915,0.017170347675482263,0.9189586074367222,0.00774299843327116,0.3429245283018868,0.048220592858662654,218.1,30.66829705810945,-0.3429245283018868,0.048220592858662654,0.0968421052631579,0.009673016668133489,0.5427350427350428,0.08585173837741134,0.9516579197280951,0.01101815742541224,0.8713637708884013,0.018121094572373975,0.9031578947368422,0.009673016668133486,0.8868868791233456,0.011348510638004895,285.0,0.0,0.9189586074367222,0.00774299843327116,0.8914529914529915,0.017170347675482263,0.904928224438649,0.01065589984658526,351.0,0.0,257.4,2.7568097504180447,27.6,2.7568097504180447,38.1,6.026792034094276,312.9,6.026792034094276,0.9031578947368422,0.009673016668133486,0.8713637708884013,0.018121094572373975,0.0968421052631579,0.009673016668133489,0.10854700854700854,0.017170347675482266,0.8868131868131869,0.021735879503632767,0.8942458462968601,0.021278503208185768,0.8726666666666667,0.03149759935982579,0.9174119285607784,0.01793505970763624,0.3930402930402931,0.08922587038860384,107.3,24.35866261608885,-0.3930402930402931,0.08922587038860384,0.09593495934959351,0.021949546592213102,0.6366666666666666,0.15748799679912903,0.943170731707317,0.011690325251552667,0.8542656115200238,0.031698258373599186,0.9040650406504065,0.021949546592213105,0.8781786046948857,0.022282614769210528,123.0,0.0,0.9174119285607784,0.01793505970763624,0.8726666666666667,0.03149759935982579,0.8942458462968601,0.021278503208185768,150.0,0.0,111.2,2.6997942308422114,11.8,2.6997942308422114,19.1,4.724639903973871,130.9,4.72463990397387,0.9040650406504065,0.021949546592213105,0.8542656115200238,0.031698258373599186,0.09593495934959351,0.021949546592213102,0.12733333333333335,0.0314975993598258,X_STATS,impacto_motor
svm,binary,"[0, 1]",2,0.9347286821705427,0.00728619709543466,0.8908805031446543,0.014452490205638702,0.8966942177393227,0.013679004484047977,0.8581196581196581,0.014073035937582303,0.9389647945288384,0.015401294952158771,0.42232704402515725,0.044719737963712494,268.6,28.441753344921146,-0.42232704402515725,0.044719737963712494,0.0687719298245614,0.017675916245438652,0.7094017094017093,0.07036517968791149,0.9501284550407357,0.009913499682254816,0.8420468207522254,0.015048152489614811,0.9312280701754385,0.017675916245438666,0.8843649961669339,0.015356465928127868,285.0,0.0,0.9389647945288384,0.015401294952158771,0.8581196581196581,0.014073035937582303,0.8966942177393227,0.013679004484047977,351.0,0.0,265.4,5.037636129950016,19.6,5.037636129950017,49.8,4.9396356140913875,301.2,4.9396356140913875,0.9312280701754385,0.017675916245438666,0.8420468207522254,0.015048152489614811,0.0687719298245614,0.017675916245438652,0.14188034188034188,0.0140730359375823,0.8794871794871796,0.017306373274629555,0.8836110063933729,0.018076557871182883,0.834,0.027835495591327558,0.940053720148233,0.015122154405531973,0.4853479853479854,0.07697635614403221,132.5,21.01454522732079,-0.4853479853479854,0.07697635614403221,0.06504065040650406,0.017562982922514524,0.8299999999999998,0.13917747795663768,0.9448644986449866,0.015439308984600188,0.8226157208168663,0.024101233418070463,0.9349593495934961,0.017562982922514517,0.8749843325175715,0.01666282717138379,123.0,0.0,0.940053720148233,0.015122154405531973,0.834,0.027835495591327558,0.8836110063933729,0.018076557871182883,150.0,0.0,115.0,2.160246899469287,8.0,2.160246899469287,24.9,4.175324338699131,125.1,4.17532433869913,0.9349593495934961,0.017562982922514517,0.8226157208168663,0.024101233418070463,0.06504065040650406,0.017562982922514524,0.16599999999999998,0.027835495591327534,X_STATS,impacto_motor
logistic_regression,binary,"[0, 1]",2,0.9301616832779624,0.008239082256457086,0.8900943396226417,0.010335716802797707,0.8965914920518863,0.010259818948860154,0.8638176638176638,0.015359974639434552,0.932055068661891,0.007016504074628976,0.41053459119496855,0.04381532554903312,261.1,27.86654704918506,-0.41053459119496855,0.04381532554903312,0.07754385964912282,0.008009774815562072,0.6809116809116809,0.07679987319717277,0.9434747838256611,0.007867937635758854,0.8463472062174695,0.015204990783347,0.9224561403508773,0.008009774815562098,0.8827121765562375,0.010380294775024512,285.0,0.0,0.932055068661891,0.007016504074628976,0.8638176638176638,0.015359974639434552,0.8965914920518863,0.010259818948860154,351.0,0.0,262.9,2.282785822435191,22.1,2.2827858224351907,47.8,5.391351098441528,303.2,5.391351098441527,0.9224561403508773,0.008009774815562098,0.8463472062174695,0.015204990783347,0.07754385964912282,0.008009774815562072,0.1361823361823362,0.015359974639434552,0.868864468864469,0.01874147385040283,0.8751414763037275,0.017865956182125935,0.8366666666666666,0.025579698740491864,0.918159710738854,0.026336695251922428,0.49010989010989003,0.06936748543295526,133.8,18.93732352319678,-0.49010989010989003,0.06936748543295526,0.091869918699187,0.03320197971987377,0.8166666666666667,0.12789849370245931,0.9340325203252032,0.015594053671650801,0.8206236755962408,0.02247464940271792,0.9081300813008131,0.03320197971987378,0.8617825793920094,0.02040502763395365,123.0,0.0,0.918159710738854,0.026336695251922428,0.8366666666666666,0.025579698740491864,0.8751414763037275,0.017865956182125935,150.0,0.0,111.7,4.083843505544475,11.3,4.083843505544474,24.5,3.8369548110737792,125.5,3.8369548110737792,0.9081300813008131,0.03320197971987378,0.8206236755962408,0.02247464940271792,0.091869918699187,0.03320197971987377,0.16333333333333333,0.025579698740491864,X_V06_STATS,impacto_motor
knn,binary,"[0, 1]",2,0.9302403100775193,0.008765739907626722,0.9633647798742138,0.05923150732795274,0.964479719572284,0.05747506253659759,0.9472934472934472,0.08529315865169372,0.984266257873265,0.0254079992050723,0.1529874213836478,0.24751716177493083,97.3,157.420914888856,-0.1529874213836478,0.24751716177493083,0.016842105263157894,0.02716876240137471,0.2635327635327635,0.4264657932584686,0.9850282401159595,0.02453788254423898,0.9441052926645565,0.09031315023412236,0.983157894736842,0.027168762401374703,0.962173484169278,0.06111048129399362,285.0,0.0,0.984266257873265,0.0254079992050723,0.9472934472934472,0.08529315865169372,0.964479719572284,0.05747506253659759,351.0,0.0,280.2,7.7430972843917925,4.8,7.7430972843917925,18.5,29.937898686744497,332.5,29.937898686744497,0.983157894736842,0.027168762401374703,0.9441052926645565,0.09031315023412236,0.016842105263157894,0.02716876240137471,0.0527065527065527,0.08529315865169372,0.8622710622710624,0.01845287959688653,0.8625845525593222,0.019621368445144224,0.7879999999999999,0.028073976350851113,0.9533360598965401,0.016258582154092618,0.6036630036630036,0.0788997346632423,164.8,21.539627563065146,-0.6036630036630036,0.0788997346632423,0.04715447154471545,0.017053802409270756,1.06,0.14036988175425558,0.9341951219512197,0.01605263938964461,0.7870768396132274,0.023431820533639052,0.9528455284552845,0.017053802409270763,0.8618966567930955,0.01742410081705052,123.0,0.0,0.9533360598965401,0.016258582154092618,0.7879999999999999,0.028073976350851113,0.8625845525593222,0.019621368445144224,150.0,0.0,117.2,2.097617696340303,5.8,2.0976176963403033,31.8,4.211096452627668,118.2,4.211096452627668,0.9528455284552845,0.017053802409270763,0.7870768396132274,0.023431820533639052,0.04715447154471545,0.017053802409270756,0.21200000000000002,0.02807397635085113,X_V06_STATS,impacto_motor
gaussian_nb,binary,"[0, 1]",2,0.8833366555924697,0.010244981836555252,0.7715408805031447,0.00963705228049747,0.7628801136242238,0.012585879385387246,0.6663817663817664,0.019062078886942165,0.8925119520160738,0.008804033381222912,0.964937106918239,0.05100337463592709,613.7,32.438146268449636,-0.964937106918239,0.05100337463592709,0.09894736842105263,0.009757498767070974,1.6680911680911685,0.09531039443471086,0.8929664617383916,0.005842636325129288,0.6870137894840072,0.011481585770302909,0.9010526315789475,0.009757498767070969,0.7795266877938464,0.007481579992410134,285.0,0.0,0.8925119520160738,0.008804033381222912,0.6663817663817664,0.019062078886942165,0.7628801136242238,0.012585879385387246,351.0,0.0,256.8,2.780887148615228,28.2,2.780887148615228,117.1,6.6907896893167,233.9,6.6907896893167,0.9010526315789475,0.009757498767070969,0.6870137894840072,0.011481585770302909,0.09894736842105263,0.009757498767070974,0.3336182336182336,0.019062078886942162,0.780952380952381,0.01858169707423375,0.7733046638208365,0.02292429170790507,0.6813333333333335,0.03352537273892642,0.8953771305223925,0.02055537187081705,0.9194139194139195,0.09010625019533623,251.0,24.59900630332679,-0.9194139194139195,0.09010625019533623,0.0975609756097561,0.022016364240205855,1.5933333333333333,0.16762686369463212,0.894249322493225,0.02060847587734448,0.6995832082108675,0.02112014837120496,0.902439024390244,0.022016364240205852,0.7878991317693977,0.015761507968421417,123.0,0.0,0.8953771305223925,0.02055537187081705,0.6813333333333335,0.03352537273892642,0.7733046638208365,0.02292429170790507,150.0,0.0,111.0,2.70801280154532,12.0,2.70801280154532,47.8,5.028805910838962,102.2,5.028805910838962,0.902439024390244,0.022016364240205852,0.6995832082108675,0.02112014837120496,0.0975609756097561,0.022016364240205855,0.3186666666666667,0.03352537273892641,X_STATS,impacto_motor
decision_tree,binary,"[0, 1]",2,0.7111040974529346,0.017502583199816953,0.7391509433962264,0.03175469213724092,0.7438965688926124,0.041008333444991496,0.6911680911680912,0.06205916201897633,0.8079603572610768,0.015897037575320253,0.9426100628930818,0.16798368462075805,599.5,106.83762341880212,-0.9426100628930818,0.16798368462075805,0.2017543859649123,0.018804602562355,1.5441595441595442,0.3102958100948815,0.8292217723796671,0.03247381473486065,0.67981426750593,0.04039476160794357,0.7982456140350878,0.018804602562355006,0.7334555576717422,0.022875998371810195,285.0,0.0,0.8079603572610768,0.015897037575320253,0.6911680911680912,0.06205916201897633,0.7438965688926124,0.041008333444991496,351.0,0.0,227.5,5.359311730271176,57.5,5.359311730271176,108.4,21.782765868660682,242.6,21.782765868660682,0.7982456140350878,0.018804602562355006,0.67981426750593,0.04039476160794357,0.2017543859649123,0.018804602562355,0.3088319088319088,0.062059162018976315,0.6443223443223444,0.024140648550551456,0.6496437202405687,0.026167037358337027,0.6013333333333334,0.043182072183079526,0.7098841659410311,0.03765240125122922,1.2318681318681322,0.10396522472262103,336.3,28.382506349275545,-1.2318681318681322,0.10396522472262103,0.30325203252032523,0.06436528309095718,1.993333333333333,0.2159103609153977,0.7059132791327913,0.03435959514600066,0.5891521862882877,0.020995168937581136,0.6967479674796749,0.0643652830909572,0.6373322912900018,0.033465809824131484,123.0,0.0,0.7098841659410311,0.03765240125122922,0.6013333333333334,0.043182072183079526,0.6496437202405687,0.026167037358337027,150.0,0.0,85.7,7.916929820187733,37.3,7.916929820187733,59.8,6.47731082746193,90.2,6.47731082746193,0.6967479674796749,0.0643652830909572,0.5891521862882877,0.020995168937581136,0.30325203252032523,0.06436528309095718,0.39866666666666667,0.04318207218307953,X_V06_DELTA,non_motor
random_forest,binary,"[0, 1]",2,0.7534717607973422,0.019145896002621992,0.7459119496855346,0.04944545665225703,0.7884741163798487,0.032510262373882055,0.850997150997151,0.028900181545107144,0.7384563036931006,0.06886556854771646,0.5830188679245284,0.06322327717463712,370.8,40.21000428306921,-0.5830188679245284,0.06322327717463712,0.3835087719298246,0.12875116021401506,0.7450142450142451,0.1445009077255357,0.8399650122457141,0.040257414429447726,0.7693156184091782,0.029432636427595017,0.6164912280701755,0.12875116021401506,0.6790125867706894,0.08132765929902028,285.0,0.0,0.7384563036931006,0.06886556854771646,0.850997150997151,0.028900181545107144,0.7884741163798487,0.032510262373882055,351.0,0.0,175.7,36.694080660994295,109.3,36.694080660994295,52.3,10.143963722332607,298.7,10.143963722332607,0.6164912280701755,0.12875116021401506,0.7693156184091782,0.029432636427595017,0.3835087719298246,0.12875116021401506,0.14900284900284905,0.028900181545107144,0.6776556776556777,0.02484369957188743,0.7256553817046121,0.02216488222156254,0.778,0.06182811698072906,0.684074050155481,0.03562433473897693,0.8102564102564103,0.13718534210044947,221.2,37.45159839342271,-0.8102564102564103,0.13718534210044947,0.44471544715447153,0.09512542554978051,1.1099999999999999,0.30914058490364527,0.7543197831978319,0.025565001385203328,0.6757682289813116,0.037587633854093465,0.5552845528455285,0.09512542554978051,0.6045984572958227,0.053110336312466415,123.0,0.0,0.684074050155481,0.03562433473897693,0.778,0.06182811698072906,0.7256553817046121,0.02216488222156254,150.0,0.0,68.3,11.700427342623003,54.7,11.700427342623003,33.3,9.274217547109359,116.7,9.274217547109359,0.5552845528455285,0.09512542554978051,0.6757682289813116,0.037587633854093465,0.44471544715447153,0.09512542554978051,0.22200000000000003,0.06182811698072905,X_V06_DELTA,non_motor
extra_trees,binary,"[0, 1]",2,0.7484573643410852,0.016028381133710405,0.8069182389937106,0.09084428585889993,0.8328228510755414,0.07652205783289065,0.8623931623931623,0.06260679709199445,0.8063465979574087,0.09161558798435458,0.49685534591194963,0.22579429022863437,316.0,143.60516858541146,-0.49685534591194963,0.22579429022863437,0.2614035087719298,0.13276013036434,0.688034188034188,0.31303398545997224,0.8817493877142999,0.07102028720145757,0.8089322844333091,0.09038374696985023,0.7385964912280703,0.13276013036434,0.7708827373728755,0.11279417012111255,285.0,0.0,0.8063465979574087,0.09161558798435458,0.8623931623931623,0.06260679709199445,0.8328228510755414,0.07652205783289065,351.0,0.0,210.5,37.836637153836904,74.5,37.836637153836904,48.3,21.97498577929005,302.7,21.97498577929005,0.7385964912280703,0.13276013036434,0.8089322844333091,0.09038374696985023,0.2614035087719298,0.13276013036434,0.13760683760683762,0.06260679709199443,0.6827838827838828,0.02164997339125909,0.7251927233446633,0.02081630488444291,0.7626666666666666,0.0369450710055474,0.692111310059394,0.020314844002941482,0.8388278388278388,0.09573770834633778,229.0,26.13639437855021,-0.8388278388278388,0.09573770834633778,0.41463414634146345,0.04180826184428593,1.1866666666666668,0.18472535502773693,0.7396368563685637,0.02781210326199658,0.6703679572175819,0.03215535977752375,0.5853658536585366,0.04180826184428594,0.624040282141374,0.028080633244402946,123.0,0.0,0.692111310059394,0.020314844002941482,0.7626666666666666,0.0369450710055474,0.7251927233446633,0.02081630488444291,150.0,0.0,72.0,5.14241620684717,51.0,5.14241620684717,35.6,5.541760650832108,114.4,5.541760650832108,0.5853658536585366,0.04180826184428594,0.6703679572175819,0.03215535977752375,0.41463414634146345,0.04180826184428593,0.23733333333333334,0.03694507100554739,X_V06_DELTA,non_motor
xgboost,binary,"[0, 1]",2,0.7559125138427464,0.0154651491663648,0.7528301886792452,0.0746365097104842,0.8033235945245686,0.04152351899874181,0.8977207977207977,0.042839378806454664,0.7333704195346331,0.08059434710291002,0.4729559748427673,0.06736299582806472,300.8,42.842865346649155,-0.4729559748427673,0.06736299582806472,0.42561403508771933,0.20723251797834089,0.5113960113960114,0.21419689403227338,0.8622247213475284,0.042301022587701374,0.8294592378320532,0.04558102420275458,0.5743859649122808,0.20723251797834089,0.6506897028505833,0.1895446901323595,285.0,0.0,0.7333704195346331,0.08059434710291002,0.8977207977207977,0.042839378806454664,0.8033235945245686,0.04152351899874181,351.0,0.0,163.7,59.061267623827156,121.3,59.06126762382715,35.9,15.036621961065592,315.1,15.03662196106559,0.5743859649122808,0.20723251797834089,0.8294592378320532,0.04558102420275458,0.42561403508771933,0.20723251797834089,0.10227920227920229,0.042839378806454664,0.6681318681318682,0.04013362477790993,0.7326869655596635,0.022862698437463882,0.8280000000000001,0.07547708343236897,0.6620542815805545,0.039508443766735485,0.7098901098901098,0.15153997609972672,193.8,41.3704134752254,-0.7098901098901098,0.15153997609972672,0.526829268292683,0.15491307600981452,0.86,0.37738541716184504,0.7468401084010841,0.014895867466815784,0.7135011368852664,0.0709998081740297,0.47317073170731694,0.15491307600981452,0.5434410398166892,0.15690891694549491,123.0,0.0,0.6620542815805545,0.039508443766735485,0.8280000000000001,0.07547708343236897,0.7326869655596635,0.022862698437463882,150.0,0.0,58.2,19.054308349207187,64.8,19.054308349207187,25.8,11.32156251485535,124.2,11.32156251485535,0.47317073170731694,0.15491307600981452,0.7135011368852664,0.0709998081740297,0.526829268292683,0.15491307600981452,0.172,0.07547708343236899,X_STATS,non_motor
adaboost,binary,"[0, 1]",2,0.7507364341085272,0.0194585028568161,0.7380503144654089,0.017354261731824583,0.7789817858619308,0.012376469075685265,0.8361823361823362,0.02649725817341635,0.7301073553764277,0.024594224263789377,0.6235849056603774,0.05885069808336906,396.6,37.42904398102272,-0.6235849056603774,0.05885069808336906,0.38280701754385965,0.05373629447337892,0.8190883190883191,0.1324862908670817,0.8287499375218674,0.020885393118216383,0.7546071523621561,0.020792387429841717,0.6171929824561404,0.05373629447337893,0.6775810296837947,0.031106108331434627,285.0,0.0,0.7301073553764277,0.024594224263789377,0.8361823361823362,0.02649725817341635,0.7789817858619308,0.012376469075685265,351.0,0.0,175.9,15.314843924912994,109.1,15.314843924912994,57.5,9.300537618869138,293.5,9.300537618869138,0.6171929824561404,0.05373629447337893,0.7546071523621561,0.020792387429841717,0.38280701754385965,0.05373629447337892,0.16381766381766383,0.026497258173416343,0.6875457875457875,0.03165432419261985,0.7308598934265975,0.029043794764417298,0.7733333333333333,0.047557632353405994,0.6943364600627551,0.029684338632970986,0.8106227106227106,0.12480579716126343,221.3,34.07198262502492,-0.8106227106227106,0.12480579716126343,0.41707317073170735,0.061685122280058007,1.1333333333333333,0.23778816176702997,0.7509620596205961,0.027993614352641492,0.6797995154589038,0.04248724624946143,0.5829268292682926,0.061685122280058007,0.6259732170603914,0.04422255340744623,123.0,0.0,0.6943364600627551,0.029684338632970986,0.7733333333333333,0.047557632353405994,0.7308598934265975,0.029043794764417298,150.0,0.0,71.7,7.587270040447135,51.3,7.587270040447135,34.0,7.133644853010899,116.0,7.133644853010899,0.5829268292682926,0.061685122280058007,0.6797995154589038,0.04248724624946143,0.41707317073170735,0.061685122280058007,0.2266666666666667,0.04755763235340599,X_V06_STATS,non_motor
svm,binary,"[0, 1]",2,0.7329191583610188,0.018530826270407218,0.6190251572327045,0.10030370334547238,0.6636108460063517,0.23506063145171366,0.8162393162393162,0.29925004572622166,0.5688377175385188,0.21310088951860406,0.7866352201257862,0.7043288285369956,500.3,447.9531349495292,-0.7866352201257862,0.7043288285369956,0.623859649122807,0.3523664302389362,0.9188034188034188,1.4962502286311081,0.5206617683810666,0.2979723877262409,0.4086808229020398,0.3632917250664697,0.376140350877193,0.3523664302389362,0.375850721463519,0.32487589544003787,285.0,0.0,0.5688377175385188,0.21310088951860406,0.8162393162393162,0.29925004572622166,0.6636108460063517,0.23506063145171366,351.0,0.0,107.2,100.4244326180968,177.8,100.4244326180968,64.5,105.03676604990379,286.5,105.03676604990379,0.376140350877193,0.3523664302389362,0.4086808229020398,0.3632917250664697,0.623859649122807,0.3523664302389362,0.18376068376068377,0.29925004572622166,0.6087912087912088,0.08962182231875246,0.6517716804120214,0.22982944857535056,0.7966666666666666,0.2991221724882227,0.5633392781786717,0.2096981541203537,0.8380952380952381,0.6919313838388897,228.8,188.89726778801696,-0.8380952380952381,0.6919313838388897,0.6203252032520326,0.35378155664941097,1.0166666666666668,1.4956108624411137,0.5140975609756098,0.2340941264256279,0.3904486838544578,0.34478376549446577,0.3796747967479675,0.35378155664941097,0.37088617862485673,0.31963246398038436,123.0,0.0,0.5633392781786717,0.2096981541203537,0.7966666666666666,0.2991221724882227,0.6517716804120214,0.22982944857535056,150.0,0.0,46.7,43.515131467877545,76.3,43.515131467877545,30.5,44.86832587323341,119.5,44.86832587323341,0.3796747967479675,0.35378155664941097,0.3904486838544578,0.34478376549446577,0.6203252032520326,0.35378155664941097,0.20333333333333337,0.2991221724882227,X_V06_DELTA,non_motor
