seed,fold,class,feature,mean_abs_shap
128,3,0,NP3BRADY_mean,0.17475739694296547
128,3,0,NP3BRADY_max,0.15151165280133574
128,3,0,NP3HMOVR_min,0.15128027341197667
128,3,0,NP3LGAGR_mean,0.1506095284389746
128,3,0,ENRLGBA,0.15024054162523195
128,3,0,NP3BRADY_min,0.1476600456962636
128,3,0,NP2SPCH_mean,0.13896704445222688
128,3,0,AGE_AT_VISIT,0.13583775941437273
128,3,0,NP3RTCON_mean,0.13195747203926525
128,3,0,NP3RTCON_std,0.13030670804519462
128,3,0,NP3RTCON_max,0.12740165246300456
128,3,0,NP3GAIT_mean,0.1257952337890091
128,3,0,NP3PRSPL_mean,0.12096242213419232
128,3,0,NP3RTCON_min,0.12004922028504902
128,3,0,NP3RTALU_min,0.11621354544539411
128,3,0,NP3GAIT_max,0.11496283204875969
128,3,0,NP3PRSPL_min,0.1143061156244976
128,3,0,NP3RIGLU_min,0.11147996824125232
128,3,0,NP3PSTBL_std,0.10739672771950852
128,3,0,NP3RIGRU_max,0.10337992004921201
128,3,0,NP2TRMR_mean,0.10292536850106926
128,3,0,NP3FACXP_min,0.10109258047929902
128,3,0,NP3RTCON_var,0.10081787160090556
128,3,0,NP3HMOVL_min,0.10081670371459067
128,3,0,NP3PRSPR_mean,0.10062610940606392
128,3,0,NP3RIGLU_mean,0.10054486771406472
128,3,0,NP3LGAGL_std,0.10004161718702738
128,3,0,NP3PSTBL_mean,0.09962590085444147
128,3,0,NP2SPCH_max,0.09943237676734368
128,3,0,NP3GAIT_min,0.09823378706290298
128,3,0,NP3RTALU_mean,0.09797303045070167
128,3,0,NP3PRSPL_max,0.09787814641859574
128,3,0,NP1SLPD_mean,0.0966865795544198
128,3,0,NP3FACXP_mean,0.09627248666487298
128,3,0,NP3LGAGR_std,0.0947443107464344
128,3,0,NP3PRSPR_max,0.09466255576522102
128,3,0,NP3PRSPL_std,0.09465390411171834
128,3,0,NP3TTAPL_max,0.09451044521007551
128,3,0,NP3LGAGR_max,0.09395628169615912
128,3,0,NP3FTAPL_min,0.09344434907844101
128,3,0,NP3TTAPR_max,0.09330295324984784
128,3,0,NP3PRSPL_var,0.09305570319375177
128,3,0,NP3RTARU_std,0.09181221047151968
128,3,0,NP3BRADY_std,0.09060756097251468
128,3,0,NP3TTAPL_mean,0.08909307512988965
128,3,0,NP3PRSPR_std,0.08865876647603535
128,3,0,NP3KTRMR_std,0.08812581168686431
128,3,0,NP2HOBB_std,0.08664600010839298
128,3,0,NP3RIGRU_mean,0.08558882374816763
128,3,0,NP1SLPD_min,0.08393193397450525
128,3,0,NP2TRMR_std,0.08367342652374819
128,3,0,NP1SLPD_max,0.08275079840712146
128,3,0,NP3LGAGL_mean,0.08206788750683816
128,3,0,NP3LGAGL_var,0.0806992396361428
128,3,0,NP3RIGRU_min,0.08054360311483619
128,3,0,NP3PTRML_mean,0.07919582909551527
128,3,0,NP3RTARU_max,0.0772247450872002
128,3,0,NP2TRMR_max,0.07687795536343126
128,3,0,NP3LGAGL_max,0.07668753996823136
128,3,0,NP3HMOVR_mean,0.07611003120176968
128,3,0,NP1APAT_mean,0.07599681981007424
128,3,0,NP3FTAPR_min,0.07502571951069215
128,3,0,NP3BRADY_var,0.07491682676683004
128,3,0,NP3TTAPR_mean,0.07365317026083744
128,3,0,NP2DRES_mean,0.0733940329005678
128,3,0,NP2SPCH_min,0.073064788137728
128,3,0,NP3PTRMR_mean,0.07298998045467507
128,3,0,NP3PSTBL_max,0.0725020820352573
128,3,0,NP3RTARU_mean,0.07217784451197286
128,3,0,NP3RIGRU_std,0.07080860256663812
128,3,0,NP3PTRML_var,0.0696747438802977
128,3,0,NP3FACXP_max,0.06939259876581585
128,3,0,NP3HMOVL_mean,0.06760286239216987
128,3,0,NP3LGAGL_min,0.06755364826296581
128,3,0,NP3RTALU_max,0.0672122436511736
128,3,0,NP1SLPN_mean,0.06530122637723641
128,3,0,NP3PSTBL_min,0.06482543714222809
128,3,0,NP3LGAGR_var,0.06443299331893478
128,3,0,NP3TTAPL_var,0.0630693772467687
128,3,0,NP3PTRMR_std,0.06283854545052302
128,3,0,NP1APAT_min,0.06218889142011316
128,3,0,NP3RIGLL_mean,0.061281503124111424
128,3,0,NP2WALK_max,0.060549347800911396
128,3,0,NP3SPCH_mean,0.058956314314287564
128,3,0,NP3TTAPR_std,0.05826639666185356
128,3,0,NP3RIGLU_max,0.058039154042948
128,3,0,NP3TTAPR_min,0.057467115052204275
128,3,0,NP1SLPN_std,0.05725118735341762
128,3,0,NP3RIGRU_var,0.056877803738433104
128,3,0,NP3RISNG_std,0.05650479458597648
128,3,0,NP3PSTBL_var,0.056021439132073116
128,3,0,NP2WALK_min,0.05562258196622169
128,3,0,NP3PTRMR_var,0.055178563692820086
128,3,0,NP1CNST_var,0.05513099045250158
128,3,0,NP3TTAPL_std,0.054870498105431445
128,3,0,NP3FACXP_std,0.05465543754692567
128,3,0,NP3POSTR_max,0.05394782196158204
128,3,0,NP2TRMR_var,0.053352761011599366
128,3,0,NP3PTRMR_max,0.05325546296603316
128,3,0,NP2WALK_mean,0.05315741246698666
128,3,0,NP2HYGN_max,0.05284136709720613
128,3,0,NP2TRMR_min,0.05278219746136724
128,3,0,NP3PTRML_max,0.052174069635426826
128,3,0,NP1COG_std,0.05216142769106151
128,3,0,NP3GAIT_std,0.05171851726709225
128,3,0,NP3PTRML_std,0.05095790859900069
128,3,0,NP2HYGN_std,0.05063571155640747
128,3,0,NP3RIGLL_max,0.04988044849715123
128,3,0,NP1DDS_mean,0.049479631597437
128,3,0,NP3HMOVL_var,0.049430417282787395
128,3,0,NP3PRSPR_min,0.049028418746088466
128,3,0,NP1PAIN_max,0.04856389297856395
128,3,0,NP2HOBB_max,0.04796410638092549
128,3,0,NP1CNST_std,0.047748501721762
128,3,0,NP3RTARU_var,0.04772621230907434
128,3,0,NP3POSTR_std,0.04760407034254352
128,3,0,NP1DPRS_var,0.04712989271634193
128,3,0,NP3RIGRL_max,0.0468269524523087
128,3,0,NP3RIGRL_var,0.04642732571273192
128,3,0,NP2FREZ_min,0.046410457901684944
128,3,0,NP2HOBB_min,0.04627483091421535
128,3,0,NP3RTALL_mean,0.0462673876780311
128,3,0,NP3FTAPL_mean,0.04544382579864974
128,3,0,NP3RISNG_min,0.045383867811470864
128,3,0,NP3RIGRL_std,0.045193530763262206
128,3,0,NP3PRSPR_var,0.044849032065439866
128,3,0,NP2HYGN_var,0.04477395387743814
128,3,0,NP3FTAPL_max,0.04468873893808225
128,3,0,NP3FTAPR_max,0.04464453730928181
