,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
STACKING_decision_tree,0.3978 ± 0.0895,0.3258 ± 0.0832,0.3464 ± 0.0341,0.3055 ± 0.0691,0.5037 ± 0.0336,0.4093 ± 0.1089,0.3978 ± 0.0895,0.3750 ± 0.1003,0.5169 ± 0.0336,0.3533 ± 0.0263,0.3515 ± 0.0165,0.3495 ± 0.0129,0.3201 ± 0.0235,0.5141 ± 0.0125,0.4321 ± 0.0223,0.3533 ± 0.0263,0.3714 ± 0.0346,0.5173 ± 0.0181
STACKING_random_forest,0.4722 ± 0.0410,0.4017 ± 0.0314,0.3996 ± 0.0357,0.3958 ± 0.0342,0.5801 ± 0.0256,0.4935 ± 0.0323,0.4722 ± 0.0410,0.4793 ± 0.0371,0.6026 ± 0.0208,0.4511 ± 0.0284,0.3739 ± 0.0205,0.3726 ± 0.0215,0.3697 ± 0.0199,0.5558 ± 0.0197,0.4676 ± 0.0220,0.4511 ± 0.0284,0.4568 ± 0.0245,0.5806 ± 0.0163
STACKING_extra_trees,0.4535 ± 0.0418,0.3885 ± 0.0187,0.3806 ± 0.0220,0.3725 ± 0.0294,0.5591 ± 0.0143,0.4877 ± 0.0186,0.4535 ± 0.0418,0.4598 ± 0.0417,0.5841 ± 0.0118,0.4336 ± 0.0417,0.3696 ± 0.0234,0.3643 ± 0.0251,0.3610 ± 0.0280,0.5491 ± 0.0188,0.4634 ± 0.0263,0.4336 ± 0.0417,0.4443 ± 0.0367,0.5714 ± 0.0189
STACKING_xgboost,0.4509 ± 0.0625,0.3903 ± 0.0147,0.3820 ± 0.0288,0.3644 ± 0.0451,0.5620 ± 0.0217,0.4793 ± 0.0183,0.4509 ± 0.0625,0.4452 ± 0.0671,0.5827 ± 0.0177,0.4343 ± 0.0437,0.3601 ± 0.0145,0.3543 ± 0.0229,0.3521 ± 0.0228,0.5362 ± 0.0219,0.4517 ± 0.0157,0.4343 ± 0.0437,0.4391 ± 0.0323,0.5559 ± 0.0222
STACKING_adaboost,0.4593 ± 0.0578,0.3850 ± 0.0218,0.3906 ± 0.0151,0.3670 ± 0.0248,0.5890 ± 0.0113,0.4811 ± 0.0222,0.4593 ± 0.0578,0.4532 ± 0.0469,0.6036 ± 0.0149,0.4516 ± 0.0622,0.3767 ± 0.0167,0.3763 ± 0.0208,0.3648 ± 0.0300,0.5606 ± 0.0089,0.4712 ± 0.0213,0.4516 ± 0.0622,0.4516 ± 0.0506,0.5834 ± 0.0194
STACKING_svm,0.5315 ± 0.0200,0.3932 ± 0.0399,0.4039 ± 0.0185,0.3915 ± 0.0213,0.5878 ± 0.0216,0.4962 ± 0.0235,0.5315 ± 0.0200,0.5107 ± 0.0194,0.6190 ± 0.0193,0.5088 ± 0.0290,0.3803 ± 0.0195,0.3894 ± 0.0163,0.3790 ± 0.0158,0.5605 ± 0.0175,0.4815 ± 0.0177,0.5088 ± 0.0290,0.4923 ± 0.0228,0.5921 ± 0.0149
STACKING_knn,0.4015 ± 0.0606,0.3640 ± 0.0687,0.3709 ± 0.0337,0.3456 ± 0.0548,0.5420 ± 0.0354,0.4486 ± 0.0875,0.4015 ± 0.0606,0.4098 ± 0.0728,0.5596 ± 0.0265,0.3811 ± 0.0380,0.3556 ± 0.0117,0.3529 ± 0.0126,0.3301 ± 0.0222,0.5242 ± 0.0169,0.4407 ± 0.0143,0.3811 ± 0.0380,0.3923 ± 0.0361,0.5367 ± 0.0197
STACKING_gaussian_nb,0.4971 ± 0.0324,0.3609 ± 0.0852,0.3748 ± 0.0182,0.3238 ± 0.0346,0.5674 ± 0.0295,0.4630 ± 0.0882,0.4971 ± 0.0324,0.4283 ± 0.0520,0.6034 ± 0.0302,0.4638 ± 0.0400,0.3885 ± 0.0286,0.3681 ± 0.0116,0.3391 ± 0.0137,0.5312 ± 0.0105,0.4853 ± 0.0163,0.4638 ± 0.0400,0.4291 ± 0.0263,0.5486 ± 0.0109
