,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
STACKING_decision_tree,0.7758 ± 0.0295,0.6157 ± 0.0374,0.6279 ± 0.0159,0.6202 ± 0.0265,0.7886 ± 0.0186,0.7629 ± 0.0200,0.7758 ± 0.0295,0.7676 ± 0.0164,0.8512 ± 0.0139,0.7616 ± 0.0139,0.6307 ± 0.0239,0.6311 ± 0.0269,0.6302 ± 0.0252,0.7924 ± 0.0109,0.7712 ± 0.0119,0.7616 ± 0.0139,0.7661 ± 0.0121,0.8518 ± 0.0071
STACKING_random_forest,0.8007 ± 0.0210,0.6921 ± 0.0137,0.6958 ± 0.0174,0.6881 ± 0.0180,0.8868 ± 0.0161,0.8341 ± 0.0084,0.8007 ± 0.0210,0.8135 ± 0.0148,0.9382 ± 0.0088,0.7950 ± 0.0143,0.6862 ± 0.0121,0.6918 ± 0.0157,0.6832 ± 0.0148,0.8853 ± 0.0077,0.8316 ± 0.0078,0.7950 ± 0.0143,0.8103 ± 0.0114,0.9353 ± 0.0038
STACKING_extra_trees,0.7945 ± 0.0147,0.6863 ± 0.0127,0.6895 ± 0.0169,0.6818 ± 0.0148,0.8844 ± 0.0143,0.8322 ± 0.0096,0.7945 ± 0.0147,0.8098 ± 0.0108,0.9365 ± 0.0077,0.8019 ± 0.0113,0.6909 ± 0.0159,0.6981 ± 0.0211,0.6896 ± 0.0175,0.8855 ± 0.0091,0.8347 ± 0.0101,0.8019 ± 0.0113,0.8160 ± 0.0102,0.9353 ± 0.0045
STACKING_xgboost,0.8187 ± 0.0204,0.6760 ± 0.0281,0.6708 ± 0.0217,0.6718 ± 0.0234,0.8558 ± 0.0189,0.8113 ± 0.0125,0.8187 ± 0.0204,0.8140 ± 0.0156,0.9166 ± 0.0109,0.8149 ± 0.0077,0.6741 ± 0.0123,0.6725 ± 0.0114,0.6729 ± 0.0118,0.8477 ± 0.0117,0.8097 ± 0.0075,0.8149 ± 0.0077,0.8121 ± 0.0073,0.9098 ± 0.0069
STACKING_adaboost,0.8366 ± 0.0125,0.6322 ± 0.0452,0.6357 ± 0.0116,0.6139 ± 0.0157,0.8346 ± 0.0223,0.7790 ± 0.0175,0.8366 ± 0.0125,0.7993 ± 0.0121,0.9130 ± 0.0081,0.8377 ± 0.0044,0.6582 ± 0.0440,0.6394 ± 0.0084,0.6216 ± 0.0138,0.8269 ± 0.0039,0.7877 ± 0.0148,0.8377 ± 0.0044,0.8022 ± 0.0065,0.9094 ± 0.0021
STACKING_svm,0.8245 ± 0.0142,0.6612 ± 0.0141,0.6610 ± 0.0117,0.6586 ± 0.0133,0.8613 ± 0.0105,0.8081 ± 0.0087,0.8245 ± 0.0142,0.8149 ± 0.0089,0.9247 ± 0.0053,0.8215 ± 0.0068,0.6662 ± 0.0158,0.6654 ± 0.0155,0.6650 ± 0.0161,0.8508 ± 0.0079,0.8106 ± 0.0097,0.8215 ± 0.0068,0.8157 ± 0.0078,0.9161 ± 0.0045
STACKING_knn,0.7890 ± 0.0276,0.6579 ± 0.0265,0.6560 ± 0.0277,0.6536 ± 0.0281,0.8567 ± 0.0233,0.8008 ± 0.0175,0.7890 ± 0.0276,0.7915 ± 0.0231,0.9125 ± 0.0148,0.7851 ± 0.0086,0.6571 ± 0.0194,0.6582 ± 0.0231,0.6548 ± 0.0200,0.8449 ± 0.0101,0.8024 ± 0.0121,0.7851 ± 0.0086,0.7912 ± 0.0093,0.9045 ± 0.0059
STACKING_gaussian_nb,0.8132 ± 0.0751,0.6661 ± 0.1318,0.6440 ± 0.0102,0.6124 ± 0.0175,0.8418 ± 0.0203,0.8034 ± 0.0439,0.8132 ± 0.0751,0.7872 ± 0.0416,0.9072 ± 0.0129,0.7858 ± 0.0480,0.6289 ± 0.0448,0.6256 ± 0.0150,0.6113 ± 0.0148,0.8046 ± 0.0100,0.7832 ± 0.0195,0.7858 ± 0.0480,0.7765 ± 0.0212,0.8781 ± 0.0066
