epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.38187093348116485,0.22957304165371367,0.9256756756756757,0.9308089183711075,0.9281045751633987
2,0.19249573521114685,0.20700779224972468,0.9324324324324325,0.9369817578772802,0.935064935064935
3,0.15611879744038387,0.21152030857833656,0.9256756756756757,0.929519071310116,0.9290322580645162
4,0.13409598599615935,0.21753818048415957,0.9391891891891891,0.9418647503224618,0.9426751592356688
5,0.12368838232312654,0.23579255904297572,0.9324324324324325,0.9356919108162889,0.9358974358974359
6,0.10934561579110655,0.25817859495008316,0.9324324324324325,0.9356919108162889,0.9358974358974359
7,0.09638274740427732,0.28559187890307325,0.9256756756756757,0.929519071310116,0.9290322580645162
8,0.09276671068289795,0.29857734278649894,0.9256756756756757,0.9282292242491248,0.9299363057324841
9,0.0817554426958432,0.316151696936907,0.918918918918919,0.9194766906209693,0.925
10,0.052875038270989584,0.36222265741309606,0.9121621621621622,0.9107241569928137,0.9202453987730062
11,0.06910531543119736,0.37965670550191727,0.8986486486486487,0.8970886309194767,0.9079754601226994
12,0.06603708704681815,0.3748450408110747,0.9324324324324325,0.9331122166943062,0.9375
