Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
0.8300 ± 0.0196,0.6272 ± 0.0380,0.6274 ± 0.0378,0.6232 ± 0.0324,0.7612 ± 0.0190,0.8306 ± 0.0160,0.8300 ± 0.0196,0.8295 ± 0.0174,0.8425 ± 0.0167,0.8297 ± 0.0078,0.6433 ± 0.0142,0.6479 ± 0.0263,0.6444 ± 0.0202,0.7714 ± 0.0137,0.8307 ± 0.0087,0.8297 ± 0.0078,0.8300 ± 0.0080,0.8424 ± 0.0081
0.9011 ± 0.0098,0.6678 ± 0.1409,0.6269 ± 0.0207,0.6254 ± 0.0356,0.9339 ± 0.0226,0.8844 ± 0.0141,0.9011 ± 0.0098,0.8904 ± 0.0096,0.9585 ± 0.0071,0.8980 ± 0.0048,0.6489 ± 0.1137,0.6219 ± 0.0133,0.6175 ± 0.0235,0.9520 ± 0.0074,0.8769 ± 0.0122,0.8980 ± 0.0048,0.8857 ± 0.0055,0.9613 ± 0.0034
0.8993 ± 0.0105,0.6840 ± 0.1427,0.6302 ± 0.0241,0.6318 ± 0.0395,0.9490 ± 0.0103,0.8849 ± 0.0160,0.8993 ± 0.0105,0.8895 ± 0.0103,0.9604 ± 0.0064,0.8983 ± 0.0044,0.7720 ± 0.1372,0.6380 ± 0.0183,0.6464 ± 0.0322,0.9570 ± 0.0083,0.8886 ± 0.0124,0.8983 ± 0.0044,0.8883 ± 0.0046,0.9623 ± 0.0029
0.8912 ± 0.0104,0.7751 ± 0.0848,0.6927 ± 0.0546,0.7124 ± 0.0611,0.9263 ± 0.0243,0.8872 ± 0.0108,0.8912 ± 0.0104,0.8867 ± 0.0103,0.9547 ± 0.0061,0.8898 ± 0.0085,0.7727 ± 0.0666,0.6828 ± 0.0319,0.7071 ± 0.0420,0.9414 ± 0.0099,0.8841 ± 0.0105,0.8898 ± 0.0085,0.8850 ± 0.0091,0.9548 ± 0.0044
0.8788 ± 0.0151,0.7394 ± 0.0777,0.6969 ± 0.0321,0.7017 ± 0.0288,0.9180 ± 0.0084,0.8806 ± 0.0118,0.8788 ± 0.0151,0.8777 ± 0.0145,0.9291 ± 0.0102,0.8791 ± 0.0072,0.7623 ± 0.0348,0.7218 ± 0.0288,0.7333 ± 0.0173,0.9198 ± 0.0126,0.8781 ± 0.0062,0.8791 ± 0.0072,0.8777 ± 0.0069,0.9245 ± 0.0106
0.8989 ± 0.0121,0.5994 ± 0.0079,0.6171 ± 0.0082,0.6073 ± 0.0082,0.9466 ± 0.0082,0.8776 ± 0.0115,0.8989 ± 0.0121,0.8869 ± 0.0120,0.9562 ± 0.0068,0.8994 ± 0.0059,0.5994 ± 0.0040,0.6184 ± 0.0040,0.6085 ± 0.0040,0.9503 ± 0.0061,0.8742 ± 0.0057,0.8994 ± 0.0059,0.8863 ± 0.0059,0.9572 ± 0.0035
0.8736 ± 0.0162,0.6687 ± 0.0348,0.7003 ± 0.0599,0.6763 ± 0.0393,0.9310 ± 0.0103,0.8849 ± 0.0101,0.8736 ± 0.0162,0.8761 ± 0.0135,0.9429 ± 0.0069,0.8838 ± 0.0087,0.7202 ± 0.0319,0.7502 ± 0.0299,0.7319 ± 0.0309,0.9331 ± 0.0095,0.8901 ± 0.0067,0.8838 ± 0.0087,0.8855 ± 0.0079,0.9439 ± 0.0052
0.8707 ± 0.0135,0.6744 ± 0.1475,0.6184 ± 0.0331,0.6178 ± 0.0503,0.8641 ± 0.0403,0.8672 ± 0.0171,0.8707 ± 0.0135,0.8604 ± 0.0138,0.9308 ± 0.0092,0.8747 ± 0.0073,0.8413 ± 0.1148,0.6304 ± 0.0165,0.6404 ± 0.0277,0.8652 ± 0.0134,0.8794 ± 0.0114,0.8747 ± 0.0073,0.8644 ± 0.0078,0.9297 ± 0.0054
0.8040 ± 0.0249,0.6528 ± 0.0164,0.7910 ± 0.0386,0.6493 ± 0.0241,0.8989 ± 0.0301,0.8869 ± 0.0161,0.8040 ± 0.0249,0.8298 ± 0.0222,0.9259 ± 0.0119,0.8203 ± 0.0130,0.6655 ± 0.0115,0.8067 ± 0.0255,0.6741 ± 0.0176,0.8923 ± 0.0153,0.8861 ± 0.0085,0.8203 ± 0.0130,0.8424 ± 0.0106,0.9231 ± 0.0065
