Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
0.8267 ± 0.0251,0.6040 ± 0.0442,0.6074 ± 0.0463,0.6021 ± 0.0390,0.7507 ± 0.0264,0.8280 ± 0.0192,0.8267 ± 0.0251,0.8267 ± 0.0219,0.8409 ± 0.0202,0.8206 ± 0.0086,0.6249 ± 0.0272,0.6242 ± 0.0361,0.6223 ± 0.0294,0.7565 ± 0.0183,0.8206 ± 0.0104,0.8206 ± 0.0086,0.8203 ± 0.0090,0.8333 ± 0.0097
0.8974 ± 0.0147,0.5985 ± 0.0098,0.6150 ± 0.0100,0.6064 ± 0.0099,0.9397 ± 0.0155,0.8750 ± 0.0141,0.8974 ± 0.0147,0.8857 ± 0.0145,0.9569 ± 0.0062,0.8981 ± 0.0074,0.5991 ± 0.0049,0.6166 ± 0.0051,0.6077 ± 0.0050,0.9514 ± 0.0073,0.8727 ± 0.0072,0.8981 ± 0.0074,0.8852 ± 0.0073,0.9594 ± 0.0029
0.8963 ± 0.0132,0.5984 ± 0.0084,0.6142 ± 0.0093,0.6060 ± 0.0087,0.9492 ± 0.0101,0.8748 ± 0.0124,0.8963 ± 0.0132,0.8851 ± 0.0127,0.9582 ± 0.0063,0.8987 ± 0.0052,0.6001 ± 0.0036,0.6171 ± 0.0036,0.6085 ± 0.0036,0.9545 ± 0.0105,0.8741 ± 0.0051,0.8987 ± 0.0052,0.8863 ± 0.0052,0.9608 ± 0.0033
0.8982 ± 0.0153,0.7947 ± 0.1228,0.6841 ± 0.0537,0.7066 ± 0.0703,0.9334 ± 0.0214,0.8939 ± 0.0208,0.8982 ± 0.0153,0.8924 ± 0.0167,0.9584 ± 0.0076,0.8962 ± 0.0044,0.7758 ± 0.0609,0.6701 ± 0.0295,0.6915 ± 0.0403,0.9433 ± 0.0132,0.8890 ± 0.0060,0.8962 ± 0.0044,0.8897 ± 0.0048,0.9571 ± 0.0039
0.8755 ± 0.0244,0.7191 ± 0.0958,0.6762 ± 0.0395,0.6820 ± 0.0429,0.9096 ± 0.0124,0.8758 ± 0.0211,0.8755 ± 0.0244,0.8739 ± 0.0219,0.9210 ± 0.0155,0.8725 ± 0.0052,0.7402 ± 0.0293,0.7082 ± 0.0352,0.7202 ± 0.0303,0.9178 ± 0.0136,0.8703 ± 0.0072,0.8725 ± 0.0052,0.8708 ± 0.0064,0.9222 ± 0.0101
0.8905 ± 0.0169,0.5938 ± 0.0113,0.6106 ± 0.0117,0.6016 ± 0.0114,0.9426 ± 0.0164,0.8687 ± 0.0166,0.8905 ± 0.0169,0.8787 ± 0.0166,0.9517 ± 0.0086,0.8877 ± 0.0049,0.5920 ± 0.0033,0.6096 ± 0.0033,0.6007 ± 0.0033,0.9474 ± 0.0075,0.8626 ± 0.0047,0.8877 ± 0.0049,0.8750 ± 0.0048,0.9543 ± 0.0035
0.8678 ± 0.0094,0.6930 ± 0.0662,0.6850 ± 0.0618,0.6860 ± 0.0606,0.9085 ± 0.0298,0.8657 ± 0.0117,0.8678 ± 0.0094,0.8656 ± 0.0101,0.9321 ± 0.0082,0.8722 ± 0.0121,0.7336 ± 0.0302,0.7021 ± 0.0284,0.7143 ± 0.0282,0.9125 ± 0.0159,0.8690 ± 0.0119,0.8722 ± 0.0121,0.8702 ± 0.0119,0.9361 ± 0.0092
0.7447 ± 0.0182,0.5580 ± 0.1063,0.5244 ± 0.0199,0.5070 ± 0.0315,0.7830 ± 0.0190,0.7784 ± 0.0151,0.7447 ± 0.0182,0.7261 ± 0.0206,0.8632 ± 0.0191,0.7454 ± 0.0121,0.5540 ± 0.1056,0.5234 ± 0.0088,0.5041 ± 0.0126,0.7785 ± 0.0110,0.7701 ± 0.0131,0.7454 ± 0.0121,0.7265 ± 0.0134,0.8583 ± 0.0111
0.6978 ± 0.0815,0.5980 ± 0.0139,0.6086 ± 0.0705,0.5440 ± 0.0528,0.7712 ± 0.0428,0.8489 ± 0.0135,0.6978 ± 0.0815,0.7438 ± 0.0701,0.8711 ± 0.0112,0.7042 ± 0.0778,0.5991 ± 0.0201,0.6120 ± 0.0658,0.5543 ± 0.0532,0.7723 ± 0.0360,0.8435 ± 0.0185,0.7042 ± 0.0778,0.7518 ± 0.0628,0.8666 ± 0.0140
