Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
0.5648 ± 0.0304,0.3908 ± 0.0222,0.3894 ± 0.0215,0.3891 ± 0.0213,0.5571 ± 0.0192,0.5689 ± 0.0311,0.5648 ± 0.0304,0.5658 ± 0.0305,0.5871 ± 0.0287,0.5640 ± 0.0227,0.4001 ± 0.0178,0.4000 ± 0.0190,0.3998 ± 0.0181,0.5627 ± 0.0160,0.5671 ± 0.0230,0.5640 ± 0.0227,0.5653 ± 0.0228,0.5881 ± 0.0220
0.6634 ± 0.0354,0.4461 ± 0.0248,0.4488 ± 0.0248,0.4429 ± 0.0251,0.7452 ± 0.0460,0.6507 ± 0.0356,0.6634 ± 0.0354,0.6504 ± 0.0361,0.7334 ± 0.0336,0.6557 ± 0.0177,0.4412 ± 0.0123,0.4437 ± 0.0127,0.4374 ± 0.0131,0.7276 ± 0.0199,0.6414 ± 0.0177,0.6557 ± 0.0177,0.6412 ± 0.0185,0.7214 ± 0.0157
0.6711 ± 0.0212,0.4497 ± 0.0149,0.4549 ± 0.0145,0.4494 ± 0.0146,0.7440 ± 0.0287,0.6563 ± 0.0213,0.6711 ± 0.0212,0.6594 ± 0.0211,0.7418 ± 0.0290,0.6648 ± 0.0118,0.4451 ± 0.0082,0.4514 ± 0.0084,0.4456 ± 0.0085,0.7338 ± 0.0200,0.6478 ± 0.0118,0.6648 ± 0.0118,0.6524 ± 0.0120,0.7362 ± 0.0124
0.6729 ± 0.0312,0.4502 ± 0.0221,0.4583 ± 0.0204,0.4528 ± 0.0210,0.7425 ± 0.0281,0.6581 ± 0.0313,0.6729 ± 0.0312,0.6633 ± 0.0309,0.7458 ± 0.0311,0.6752 ± 0.0131,0.4507 ± 0.0090,0.4613 ± 0.0090,0.4556 ± 0.0090,0.7396 ± 0.0084,0.6570 ± 0.0130,0.6752 ± 0.0131,0.6655 ± 0.0130,0.7477 ± 0.0084
0.6311 ± 0.0241,0.4646 ± 0.1075,0.4380 ± 0.0198,0.4368 ± 0.0304,0.6936 ± 0.0190,0.6253 ± 0.0238,0.6311 ± 0.0241,0.6219 ± 0.0230,0.6453 ± 0.0231,0.6116 ± 0.0189,0.4373 ± 0.0451,0.4255 ± 0.0168,0.4252 ± 0.0218,0.6779 ± 0.0199,0.6011 ± 0.0187,0.6116 ± 0.0189,0.6054 ± 0.0189,0.6248 ± 0.0208
0.6648 ± 0.0231,0.4448 ± 0.0159,0.4510 ± 0.0166,0.4455 ± 0.0167,0.7682 ± 0.0337,0.6496 ± 0.0229,0.6648 ± 0.0231,0.6536 ± 0.0238,0.7383 ± 0.0265,0.6538 ± 0.0145,0.4371 ± 0.0096,0.4444 ± 0.0106,0.4386 ± 0.0106,0.7482 ± 0.0184,0.6364 ± 0.0140,0.6538 ± 0.0145,0.6420 ± 0.0150,0.7244 ± 0.0149
0.6223 ± 0.0186,0.4659 ± 0.0417,0.4706 ± 0.0493,0.4667 ± 0.0442,0.6919 ± 0.0427,0.6216 ± 0.0182,0.6223 ± 0.0186,0.6209 ± 0.0181,0.6837 ± 0.0311,0.6080 ± 0.0179,0.4715 ± 0.0245,0.4602 ± 0.0210,0.4642 ± 0.0222,0.6894 ± 0.0320,0.6059 ± 0.0170,0.6080 ± 0.0179,0.6067 ± 0.0175,0.6730 ± 0.0194
0.5495 ± 0.0244,0.3746 ± 0.0182,0.3832 ± 0.0170,0.3679 ± 0.0166,0.5671 ± 0.0230,0.5509 ± 0.0274,0.5495 ± 0.0244,0.5342 ± 0.0245,0.5955 ± 0.0277,0.5327 ± 0.0194,0.3623 ± 0.0126,0.3727 ± 0.0128,0.3571 ± 0.0145,0.5634 ± 0.0139,0.5312 ± 0.0186,0.5327 ± 0.0194,0.5169 ± 0.0220,0.5853 ± 0.0159
0.3429 ± 0.1174,0.3946 ± 0.0284,0.3764 ± 0.0909,0.2869 ± 0.0732,0.5423 ± 0.0553,0.5653 ± 0.0401,0.3429 ± 0.1174,0.3903 ± 0.0976,0.5527 ± 0.0261,0.3591 ± 0.1104,0.3866 ± 0.0317,0.3899 ± 0.0989,0.2992 ± 0.0757,0.5497 ± 0.0598,0.5451 ± 0.0372,0.3591 ± 0.1104,0.3963 ± 0.0945,0.5512 ± 0.0297
