Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
0.8282 ± 0.0193,0.6347 ± 0.0499,0.6269 ± 0.0363,0.6232 ± 0.0306,0.7612 ± 0.0196,0.8325 ± 0.0155,0.8282 ± 0.0193,0.8288 ± 0.0163,0.8431 ± 0.0153,0.8278 ± 0.0104,0.6424 ± 0.0202,0.6504 ± 0.0298,0.6447 ± 0.0236,0.7724 ± 0.0142,0.8304 ± 0.0086,0.8278 ± 0.0104,0.8288 ± 0.0094,0.8417 ± 0.0086
0.8993 ± 0.0110,0.6664 ± 0.1404,0.6257 ± 0.0205,0.6241 ± 0.0352,0.9357 ± 0.0183,0.8824 ± 0.0146,0.8993 ± 0.0110,0.8885 ± 0.0108,0.9591 ± 0.0052,0.8992 ± 0.0062,0.6663 ± 0.1411,0.6228 ± 0.0131,0.6185 ± 0.0233,0.9525 ± 0.0096,0.8794 ± 0.0141,0.8992 ± 0.0062,0.8869 ± 0.0065,0.9609 ± 0.0028
0.9018 ± 0.0122,0.7522 ± 0.1641,0.6456 ± 0.0299,0.6563 ± 0.0503,0.9465 ± 0.0176,0.8926 ± 0.0152,0.9018 ± 0.0122,0.8932 ± 0.0109,0.9614 ± 0.0056,0.8976 ± 0.0035,0.7673 ± 0.1157,0.6445 ± 0.0195,0.6567 ± 0.0335,0.9581 ± 0.0056,0.8880 ± 0.0089,0.8976 ± 0.0035,0.8885 ± 0.0030,0.9622 ± 0.0027
0.8974 ± 0.0140,0.8116 ± 0.0875,0.7015 ± 0.0511,0.7281 ± 0.0614,0.9249 ± 0.0224,0.8953 ± 0.0163,0.8974 ± 0.0140,0.8932 ± 0.0147,0.9564 ± 0.0042,0.8943 ± 0.0042,0.7923 ± 0.0504,0.6931 ± 0.0286,0.7197 ± 0.0360,0.9410 ± 0.0089,0.8894 ± 0.0063,0.8943 ± 0.0042,0.8897 ± 0.0053,0.9565 ± 0.0039
0.8780 ± 0.0188,0.7307 ± 0.0870,0.6917 ± 0.0388,0.6959 ± 0.0377,0.9191 ± 0.0074,0.8798 ± 0.0159,0.8780 ± 0.0188,0.8771 ± 0.0173,0.9320 ± 0.0123,0.8756 ± 0.0090,0.7462 ± 0.0336,0.7175 ± 0.0399,0.7271 ± 0.0348,0.9191 ± 0.0132,0.8740 ± 0.0105,0.8756 ± 0.0090,0.8742 ± 0.0098,0.9242 ± 0.0098
0.9000 ± 0.0122,0.6001 ± 0.0080,0.6177 ± 0.0082,0.6080 ± 0.0083,0.9478 ± 0.0085,0.8785 ± 0.0115,0.9000 ± 0.0122,0.8880 ± 0.0121,0.9579 ± 0.0070,0.8997 ± 0.0061,0.5996 ± 0.0041,0.6186 ± 0.0041,0.6088 ± 0.0042,0.9514 ± 0.0064,0.8745 ± 0.0059,0.8997 ± 0.0061,0.8866 ± 0.0061,0.9591 ± 0.0036
0.8740 ± 0.0200,0.6737 ± 0.0347,0.7050 ± 0.0627,0.6802 ± 0.0396,0.9321 ± 0.0083,0.8848 ± 0.0126,0.8740 ± 0.0200,0.8763 ± 0.0174,0.9454 ± 0.0070,0.8846 ± 0.0084,0.7251 ± 0.0374,0.7522 ± 0.0349,0.7356 ± 0.0349,0.9337 ± 0.0093,0.8900 ± 0.0068,0.8846 ± 0.0084,0.8861 ± 0.0077,0.9468 ± 0.0050
0.8722 ± 0.0121,0.6586 ± 0.1225,0.6193 ± 0.0313,0.6180 ± 0.0476,0.8620 ± 0.0383,0.8670 ± 0.0133,0.8722 ± 0.0121,0.8620 ± 0.0119,0.9308 ± 0.0079,0.8774 ± 0.0092,0.8039 ± 0.1605,0.6270 ± 0.0201,0.6326 ± 0.0348,0.8639 ± 0.0161,0.8781 ± 0.0180,0.8774 ± 0.0092,0.8663 ± 0.0098,0.9303 ± 0.0041
0.8084 ± 0.0263,0.6547 ± 0.0168,0.7940 ± 0.0373,0.6537 ± 0.0246,0.9037 ± 0.0272,0.8867 ± 0.0168,0.8084 ± 0.0263,0.8323 ± 0.0237,0.9266 ± 0.0118,0.8167 ± 0.0172,0.6611 ± 0.0149,0.7940 ± 0.0377,0.6682 ± 0.0237,0.8863 ± 0.0230,0.8826 ± 0.0083,0.8167 ± 0.0172,0.8390 ± 0.0134,0.9219 ± 0.0064
