seed,fold,class,feature,mean_abs_shap
777,2,0,NP3BRADY_min,0.14486802682286717
777,2,0,NP3BRADY_mean,0.13869029683476858
777,2,0,NP3BRADY_max,0.12862393750250078
777,2,0,NP3PRSPL_mean,0.11597899181855467
777,2,0,NP3PRSPL_max,0.09690487709628286
777,2,0,NP3FACXP_mean,0.09578989018151356
777,2,0,NP3RIGRL_mean,0.09228345019832729
777,2,0,NP3RIGLU_mean,0.09184774391842265
777,2,0,NP3RIGLL_mean,0.08866957348986616
777,2,0,NP3RTCON_mean,0.08827036104272991
777,2,0,NP3SPCH_min,0.08804361816086245
777,2,0,NP3PRSPR_mean,0.0873191005238708
777,2,0,NP3RIGLU_min,0.08470717799467165
777,2,0,NP3LGAGL_mean,0.08419025405477823
777,2,0,NP3FACXP_min,0.08396077793900267
777,2,0,NP3RTCON_max,0.08395125620897145
777,2,0,NP3TTAPL_mean,0.08026712491044768
777,2,0,NP3RIGLU_max,0.08013194285327246
777,2,0,NP3FACXP_max,0.07940826357455393
777,2,0,NP3FTAPR_mean,0.0792175027666247
777,2,0,NP3RIGN_max,0.07741588267267947
777,2,0,NP3HMOVR_min,0.07735086931686465
777,2,0,NP3RTARU_std,0.07687482080234165
777,2,0,NP3RIGLL_std,0.07615776963997299
777,2,0,NP3RTARU_max,0.07604002217367585
777,2,0,NP2TRMR_mean,0.07592017130161292
777,2,0,NP2TRMR_min,0.07582589142753765
777,2,0,NP3RIGRL_std,0.07569440712684337
777,2,0,NP3GAIT_mean,0.07523472492107953
777,2,0,NP3RIGRU_std,0.07514268507090688
777,2,0,NP3HMOVL_mean,0.07509649136608632
777,2,0,NP2WALK_min,0.07499891579719796
777,2,0,NP3RIGLL_max,0.07464515515439897
777,2,0,NP3PSTBL_max,0.07397761293797596
777,2,0,NP3TTAPR_max,0.07302221215079564
777,2,0,NP2TRMR_max,0.07285653417668207
777,2,0,NP3RTCON_std,0.07184900277370565
777,2,0,NP3BRADY_std,0.06925989184305358
777,2,0,NP3PRSPR_std,0.06739561741578474
777,2,0,NP3RIGRL_max,0.0667574891594146
777,2,0,NP3RIGLU_std,0.06632015246983423
777,2,0,NP3RIGRU_mean,0.06622931674172204
777,2,0,NP3RTALU_max,0.06611268944892087
777,2,0,NP3RIGN_mean,0.06580662490621844
777,2,0,NP2WALK_mean,0.06513901972800688
777,2,0,NP3HMOVL_min,0.06473198106082151
777,2,0,NP3TTAPL_min,0.06399473372660901
777,2,0,NP3PSTBL_mean,0.06377059574264957
777,2,0,NP3PRSPR_min,0.0637450033059132
777,2,0,NP3FTAPL_max,0.0632746476464807
777,2,0,NP3RIGRU_min,0.06312797328668872
777,2,0,NP3FTAPL_min,0.06297468594645761
777,2,0,NP2HOBB_min,0.06295605691180153
777,2,0,NP3TTAPL_max,0.06126026806413068
777,2,0,NP3LGAGR_min,0.06039924832050759
777,2,0,NP3PRSPR_max,0.059199438736960985
777,2,0,NP3RTARU_mean,0.059098530534595434
777,2,0,NP3FTAPR_min,0.05893574720181316
777,2,0,NP3TTAPR_var,0.058349985072426606
777,2,0,NP3RTALU_mean,0.05833675600064596
777,2,0,NP3LGAGR_std,0.05689564557885929
777,2,0,NP3LGAGR_max,0.056816025987558645
777,2,0,NP3RIGRL_min,0.05660413905208768
777,2,0,NP3TTAPR_std,0.056345591994336926
777,2,0,NP2TRMR_var,0.055844400530940884
777,2,0,NP2HYGN_std,0.055143627110623976
777,2,0,NP1FATG_std,0.05475584332361639
777,2,0,NP3LGAGL_max,0.05459541485811807
777,2,0,NP3PSTBL_std,0.05356826398444191
777,2,0,NP2TRMR_std,0.053417583120036395
777,2,0,NP3RTALU_std,0.05319249609968149
777,2,0,NP3TTAPR_mean,0.0531256158428631
777,2,0,NP3RTCON_min,0.0521732791668561
777,2,0,NP3FTAPL_mean,0.051841786935073866
777,2,0,NP3RIGN_std,0.051739723065948255
777,2,0,NP2SPCH_min,0.051189811338205944
777,2,0,NP3PRSPL_min,0.050548084874642914
777,2,0,NP3RIGLU_var,0.050138082814288054
777,2,0,NP3RTARU_min,0.05012418325594181
777,2,0,NP3HMOVR_max,0.04931959396043098
777,2,0,NP3RIGLL_min,0.04931934493525433
777,2,0,NP3GAIT_max,0.049056975756907484
777,2,0,NP3TTAPR_min,0.04898621064444693
777,2,0,NP2HYGN_max,0.04840461683958166
777,2,0,NP2SALV_min,0.04827157844712358
777,2,0,NP3PRSPL_var,0.04826465903560653
777,2,0,NP3GAIT_min,0.048179292764973326
777,2,0,NP1ANXS_std,0.04768785250100911
777,2,0,NP3RTARU_var,0.04764296454213236
777,2,0,NP2HOBB_mean,0.04712734517222768
777,2,0,NP3PSTBL_min,0.046358593603080055
777,2,0,NP3RISNG_min,0.046013966758343086
777,2,0,NP2HYGN_min,0.04520881973415018
777,2,0,NP3SPCH_mean,0.04514833280654153
777,2,0,NP3RTALL_std,0.04493897617100629
777,2,0,NP3PTRMR_std,0.04490402324690849
777,2,0,NP3HMOVL_std,0.04472370180396694
777,2,0,NP3RIGRU_max,0.044674478179066945
777,2,0,NP3FTAPR_max,0.04446436794515964
777,2,0,NP2EAT_std,0.04439119412838191
777,2,0,NP3SPCH_max,0.04403226401262703
777,2,0,NP3PRSPL_std,0.04386828528570265
777,2,0,NP1SLPD_max,0.0433896755477076
777,2,0,NP2HWRT_mean,0.04258054392138188
777,2,0,NP1SLPD_mean,0.042459817617968416
777,2,0,NP3RIGLL_var,0.040827140894335354
777,2,0,NP3LGAGR_mean,0.04019496609572428
777,2,0,NP3PTRMR_mean,0.04007343588107175
777,2,0,NP3GAIT_std,0.04001536168051261
777,2,0,NP3HMOVR_var,0.03996259749688837
777,2,0,NP3HMOVR_std,0.039239936331849544
777,2,0,NP3RIGRU_var,0.039007018304847416
777,2,0,NP2FREZ_mean,0.038791885856251374
777,2,0,NP3HMOVR_mean,0.03875001866218172
777,2,0,NP1SLPD_min,0.03848444667388391
777,2,0,NP3PRSPR_var,0.03784867484870793
777,2,0,NP3BRADY_var,0.03780837517884996
777,2,0,NP2HYGN_var,0.03741144002073634
777,2,0,NP3RTALU_var,0.037356353892839436
777,2,0,NP3RTALU_min,0.03730618933219626
777,2,0,NP1PAIN_max,0.03729786189633887
777,2,0,NP2DRES_min,0.03683629669371427
777,2,0,NP3RIGN_var,0.036659254413538185
777,2,0,NP3LGAGL_std,0.036589481756413675
777,2,0,NP2DRES_max,0.03644553099005763
777,2,0,NP2DRES_mean,0.03510318249642112
777,2,0,NP3RTARL_std,0.035068979010798924
777,2,0,NP1LTHD_min,0.0349421024081289
777,2,0,NP3RTALL_max,0.03417256252389328
777,2,0,NP3RIGN_min,0.03395973947223159
777,2,0,NP3HMOVL_max,0.03386202725021543
777,2,0,NP1URIN_max,0.033647182401443904
777,2,0,NP3PTRMR_max,0.03357928009183088
777,2,0,NP3PTRMR_var,0.03339108143142029
777,2,0,NP3RTCON_var,0.033040782255563485
777,2,0,NP1DPRS_var,0.0323269068065798
777,2,0,NP1SLPN_min,0.03221269835869752
777,2,0,NP2FREZ_min,0.031970492177434244
777,2,0,NP1PAIN_mean,0.031863351756180346
777,2,0,NP3RIGRL_var,0.03159280979782067
777,2,0,NP3FACXP_var,0.03077819448188255
777,2,0,NP3TTAPL_std,0.029862331291130997
777,2,0,NP1SLPN_mean,0.02976600706545403
777,2,0,AGE_AT_VISIT,0.02928811744314219
777,2,0,NP3FTAPR_std,0.02925098943423131
777,2,0,NP1FATG_max,0.02910048239150734
777,2,0,NP2SPCH_max,0.028843299307580863
777,2,0,EDUCYRS,0.028755914892706777
777,2,0,NP2HWRT_max,0.028658937790034388
777,2,0,NP2EAT_max,0.028254381237776786
777,2,0,NP2HWRT_min,0.028195718798083406
777,2,0,NP3LGAGL_var,0.027233522011675757
777,2,0,NP3RTALJ_mean,0.027220840114054727
777,2,0,NP3PTRML_max,0.02705043070889085
777,2,0,NP1SLPN_max,0.02689490365798545
777,2,0,NP1PAIN_std,0.026733567638005638
777,2,0,NP1FATG_mean,0.02662342639851936
777,2,0,NP3LGAGL_min,0.02631251124482215
777,2,0,NP2HYGN_mean,0.025576973325609483
777,2,0,NP3PTRML_min,0.025304986570196523
777,2,0,NP1LTHD_mean,0.025138031673391327
777,2,0,NP3FTAPR_var,0.0249095703388902
777,2,0,NP1URIN_min,0.024584334226509814
777,2,0,ENRLGBA,0.024484240189258127
777,2,0,NP3FACXP_std,0.024084359610207766
777,2,0,NP3GAIT_var,0.024049714299839178
777,2,0,NP1CNST_max,0.023897113910266873
777,2,0,NP1CNST_min,0.023816140756084306
777,2,0,NP1COG_var,0.02379922276000811
777,2,0,NP3RISNG_var,0.023764720041594026
777,2,0,NP2TURN_min,0.0231580923322544
777,2,0,NP2HWRT_std,0.02315183856934844
777,2,0,NP1SLPN_std,0.022481084029027914
777,2,0,ENRLLRRK2,0.022261494549860227
777,2,0,NP3PTRMR_min,0.02204934010666078
777,2,0,NP2SALV_max,0.021821970745158025
777,2,0,NP3KTRML_std,0.02136302007536934
777,2,0,NP3RTARL_max,0.0212369807832765
777,2,0,NP1PAIN_var,0.021209189290986624
777,2,0,NP2TURN_max,0.020436642754703183
777,2,0,NP3RTARL_var,0.0203774127139002
777,2,0,NP3KTRML_var,0.02008672812070623
777,2,0,NP2HOBB_max,0.019693499984584528
777,2,0,NP3POSTR_mean,0.01919974128229056
777,2,0,NP3FRZGT_mean,0.019099480724634677
777,2,0,NP2SALV_mean,0.01906997037740463
777,2,0,NP3FRZGT_var,0.018812763830972527
777,2,0,NP2DRES_var,0.01836499347355912
777,2,0,NP1ANXS_max,0.018295858087970837
777,2,0,NP2RISE_std,0.018139281296303635
777,2,0,NP3FRZGT_std,0.017965695316490157
777,2,0,NP3HMOVL_var,0.0178579053636439
777,2,0,NP2TURN_std,0.017850613337461987
777,2,0,NP1LTHD_std,0.017685334039815682
