exp_id,seed,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc
E6_reserved_20,42,20,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.8151902755101522,0.7777777777777778,0.7777777777777778,0.764102564102564,0.7641025641025642,0.7738095238095238,1.0,0.5,0.8333333333333334,0.8571428571428571,0.75,0.7142857142857143,0.14134078045215834,0.9289940828402367,0.9347826086956522,0.9276556776556777
E6_reserved_35,42,35,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.6062345206737518,0.6875,0.6939393939393939,0.70050620622703,0.6927917620137299,0.7095959595959597,0.9,0.5454545454545454,0.6363636363636364,1.0,0.5454545454545454,0.5833333333333334,0.21343728058908615,0.8957055214723927,0.9005847953216374,0.8975
E6_reserved_51,42,51,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.5980296679165052,0.7391304347826086,0.7388888888888889,0.7368814192343605,0.7362075264888565,0.7384615384615385,0.9333333333333333,0.5333333333333333,0.75,0.9333333333333333,0.6153846153846154,0.6666666666666666,0.2126810844916447,0.9171974522292994,0.9212121212121213,0.919281045751634
E6_reserved_60,42,60,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.6038910194679543,0.7962962962962963,0.7962962962962963,0.7956384956384955,0.7956384956384956,0.7957229675495929,0.9444444444444444,0.6666666666666666,0.7777777777777778,0.9444444444444444,0.7058823529411765,0.7368421052631579,0.224344123909676,0.9084967320261438,0.9135802469135802,0.9100688468158348
E6_reserved_72,42,72,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.6008642746851994,0.7846153846153846,0.7878787878787877,0.7796296296296297,0.7772649572649574,0.7787842190016102,1.0,0.5909090909090909,0.7727272727272727,0.875,0.7222222222222222,0.7391304347826086,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137
