exp_id,test_acc_mean,test_acc_std,test_acc_min,test_acc_max,test_balanced_acc_mean,test_balanced_acc_std,test_balanced_acc_min,test_balanced_acc_max,test_f1_macro_mean,test_f1_macro_std,test_f1_macro_min,test_f1_macro_max,test_f1_weighted_mean,test_f1_weighted_std,test_f1_weighted_min,test_f1_weighted_max,test_recall_0_mean,test_recall_0_std,test_recall_0_min,test_recall_0_max,test_recall_1_mean,test_recall_1_std,test_recall_1_min,test_recall_1_max,test_recall_2_mean,test_recall_2_std,test_recall_2_min,test_recall_2_max
E9_dropout_0_0,0.7692307692307693,,0.7692307692307693,0.7692307692307693,0.7727272727272728,,0.7727272727272728,0.7727272727272728,0.7593093093093093,,0.7593093093093093,0.7593093093093093,0.7566320166320166,,0.7566320166320166,0.7566320166320166,1.0,,1.0,1.0,0.5,,0.5,0.5,0.8181818181818182,,0.8181818181818182,0.8181818181818182
E9_dropout_0_1,0.7846153846153846,,0.7846153846153846,0.7846153846153846,0.7878787878787877,,0.7878787878787877,0.7878787878787877,0.7796296296296297,,0.7796296296296297,0.7796296296296297,0.7772649572649574,,0.7772649572649574,0.7772649572649574,1.0,,1.0,1.0,0.5909090909090909,,0.5909090909090909,0.5909090909090909,0.7727272727272727,,0.7727272727272727,0.7727272727272727
E9_dropout_0_2,0.7230769230769231,,0.7230769230769231,0.7230769230769231,0.7272727272727272,,0.7272727272727272,0.7272727272727272,0.7166666666666667,,0.7166666666666667,0.7166666666666667,0.7133333333333334,,0.7133333333333334,0.7133333333333334,1.0,,1.0,1.0,0.5,,0.5,0.5,0.6818181818181818,,0.6818181818181818,0.6818181818181818
E9_dropout_0_3,0.7538461538461538,,0.7538461538461538,0.7538461538461538,0.7575757575757575,,0.7575757575757575,0.7575757575757575,0.7500184569952012,,0.7500184569952012,0.7500184569952012,0.7471982281284607,,0.7471982281284607,0.7471982281284607,1.0,,1.0,1.0,0.5909090909090909,,0.5909090909090909,0.5909090909090909,0.6818181818181818,,0.6818181818181818,0.6818181818181818
