exp_id,seed,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc
E10_lr_bin_0p001_head_0p001_ft_0p0003,42,72,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.6008642746851994,0.7846153846153846,0.7878787878787877,0.7796296296296297,0.7772649572649574,0.7787842190016102,1.0,0.5909090909090909,0.7727272727272727,0.875,0.7222222222222222,0.7391304347826086,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137
E10_lr_bin_0p0005_head_0p001_ft_0p0003,42,72,"(64, 32)",0.1,0.0005,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.5962147125831017,0.8,0.8030303030303031,0.7942028985507247,0.7920624303232999,0.7965686274509803,1.0,0.5909090909090909,0.8181818181818182,0.875,0.7647058823529411,0.75,0.21674774889204954,0.918918918918919,0.9259259259259259,0.9181868435599778
E10_lr_bin_0p001_head_0p0005_ft_0p0001,42,72,"(64, 32)",0.1,0.001,0.0005,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.5840705417669736,0.7846153846153846,0.787878787878788,0.776956575836755,0.7745507795675768,0.7816666666666666,1.0,0.5454545454545454,0.8181818181818182,0.875,0.75,0.72,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137
E10_lr_bin_0p001_head_0p001_ft_0p0001,42,72,"(64, 32)",0.1,0.001,0.001,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.5816018182497759,0.8,0.8030303030303031,0.7942028985507247,0.7920624303232999,0.7965686274509803,1.0,0.5909090909090909,0.8181818181818182,0.875,0.7647058823529411,0.75,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137
