exp_id,seed,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc,fold
E15_kfold_transfer,42,72,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.6039051819931377,0.7272727272727273,0.7222222222222222,0.7151890255338532,0.7192055593309512,0.7156084656084656,0.9333333333333333,0.5,0.7333333333333333,0.7777777777777778,0.5833333333333334,0.7857142857142857,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137,1
E15_kfold_transfer,42,72,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.47314302103463995,0.813953488372093,0.8111111111111112,0.8085470085470087,0.8114490161001789,0.8111111111111112,0.9333333333333333,0.6428571428571429,0.8571428571428571,0.9333333333333333,0.75,0.75,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137,2
E15_kfold_transfer,42,72,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.38838064809178197,0.7906976744186046,0.7904761904761904,0.7951307951307952,0.7935527005294447,0.8076923076923078,0.8571428571428571,0.8,0.7142857142857143,0.9230769230769231,0.6666666666666666,0.8333333333333334,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137,3
E15_kfold_transfer,42,72,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.46167480079240575,0.7674418604651163,0.7730158730158729,0.7616758241758242,0.7582737030411449,0.7688792688792688,0.8571428571428571,0.5333333333333333,0.9285714285714286,0.8571428571428571,0.7272727272727273,0.7222222222222222,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137,4
E15_kfold_transfer,42,72,"(64, 32)",0.1,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.0, 1.0)",0.4207345607668854,0.813953488372093,0.815873015873016,0.8158730158730158,0.815171650055371,0.8207417582417582,0.9285714285714286,0.7857142857142857,0.7333333333333333,0.9285714285714286,0.6875,0.8461538461538461,0.21394666264186035,0.9121621621621622,0.9202453987730062,0.9107241569928137,5
