exp_id,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std,test_recall_0_mean,test_recall_0_std,test_recall_1_mean,test_recall_1_std,test_recall_2_mean,test_recall_2_std
E6_reserved_20,0.8333333333333334,,0.8333333333333334,,0.8372183372183373,,0.8372183372183373,,0.8333333333333334,,0.8333333333333334,,0.8333333333333334,
E6_reserved_25,0.8260869565217391,,0.8273809523809524,,0.8322021116138764,,0.8282510328546134,,0.8571428571428571,,0.75,,0.875,
E6_reserved_30,0.8518518518518519,,0.8518518518518517,,0.8546296296296297,,0.8546296296296296,,0.8888888888888888,,0.8888888888888888,,0.7777777777777778,
E6_reserved_35,0.75,,0.7545454545454545,,0.7557894736842105,,0.7498026315789474,,0.9,,0.5454545454545454,,0.8181818181818182,
E6_reserved_40,0.8611111111111112,,0.861111111111111,,0.8597584541062803,,0.8597584541062803,,0.9166666666666666,,0.75,,0.9166666666666666,
E6_reserved_45,0.8048780487804879,,0.8076923076923078,,0.8085470085470085,,0.8057535959974985,,0.9230769230769231,,0.7857142857142857,,0.7142857142857143,
E6_reserved_50,0.8222222222222222,,0.8222222222222223,,0.8200396825396825,,0.8200396825396825,,0.9333333333333333,,0.6666666666666666,,0.8666666666666667,
E6_reserved_55,0.84,,0.8419117647058824,,0.8438030560271647,,0.8413242784380305,,0.9375,,0.8823529411764706,,0.7058823529411765,
E6_reserved_60,0.7407407407407407,,0.7407407407407406,,0.743859649122807,,0.743859649122807,,0.8888888888888888,,0.6666666666666666,,0.6666666666666666,
E6_reserved_65,0.847457627118644,,0.8482456140350877,,0.8505739521651394,,0.8494155628981263,,0.8947368421052632,,0.85,,0.8,
E6_reserved_72,0.8615384615384616,,0.8636363636363636,,0.8590840711238256,,0.8582539263986402,,1.0,,0.7272727272727273,,0.8636363636363636,
