exp_id,seed,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,save_model_pt,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc
E5_weights_1p0_1p0_1p0,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.0)",False,0.4556230049866896,0.8307692307692308,0.8333333333333334,0.8186335403726708,0.8171810797897754,0.8469515669515669,1.0,0.5454545454545454,0.9545454545454546,0.84,0.9230769230769231,0.7777777777777778,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p1,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.1)",False,0.45149588401500995,0.8307692307692308,0.8333333333333334,0.8186335403726708,0.8171810797897754,0.8469515669515669,1.0,0.5454545454545454,0.9545454545454546,0.84,0.9230769230769231,0.7777777777777778,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p2,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.2)",False,0.4469380571291997,0.8153846153846154,0.8181818181818182,0.8000341005967604,0.7982954947865433,0.8355555555555556,1.0,0.5,0.9545454545454546,0.84,0.9166666666666666,0.75,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p3,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.3)",False,0.4426040135897123,0.8,0.8030303030303031,0.7808778320287271,0.7788445143943865,0.8244096133751305,1.0,0.45454545454545453,0.9545454545454546,0.84,0.9090909090909091,0.7241379310344828,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p4,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.4)",False,0.4378163007589487,0.8,0.8030303030303031,0.7808778320287271,0.7788445143943865,0.8244096133751305,1.0,0.45454545454545453,0.9545454545454546,0.84,0.9090909090909091,0.7241379310344828,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p5,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.5)",False,0.4334633570451003,0.8,0.8030303030303031,0.7808778320287271,0.7788445143943865,0.8244096133751305,1.0,0.45454545454545453,0.9545454545454546,0.84,0.9090909090909091,0.7241379310344828,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p6,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.6)",False,0.42877175349455615,0.8,0.8030303030303031,0.7808778320287271,0.7788445143943865,0.8244096133751305,1.0,0.45454545454545453,0.9545454545454546,0.84,0.9090909090909091,0.7241379310344828,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p7,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.7)",False,0.45111798689915583,0.7230769230769231,0.7272727272727272,0.6597854918694498,0.6558892151557356,0.817037037037037,1.0,0.18181818181818182,1.0,0.84,1.0,0.6111111111111112,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p8,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.8)",False,0.4464911020719088,0.7230769230769231,0.7272727272727272,0.6597854918694498,0.6558892151557356,0.817037037037037,1.0,0.18181818181818182,1.0,0.84,1.0,0.6111111111111112,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_1p9,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 1.9)",False,0.4418335410264822,0.7230769230769231,0.7272727272727272,0.6597854918694498,0.6558892151557356,0.817037037037037,1.0,0.18181818181818182,1.0,0.84,1.0,0.6111111111111112,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p0,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.0)",False,0.43726829565488373,0.676923076923077,0.6818181818181818,0.5737704918032787,0.5685509073962388,0.8013675213675212,1.0,0.045454545454545456,1.0,0.84,1.0,0.5641025641025641,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p1,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.1)",False,0.43262324516589823,0.676923076923077,0.6818181818181818,0.5737704918032787,0.5685509073962388,0.8013675213675212,1.0,0.045454545454545456,1.0,0.84,1.0,0.5641025641025641,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p2,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.2)",False,0.4281666297179002,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p3,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.3)",False,0.42360937136870164,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p4,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.4)",False,0.4192907966100253,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p5,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.5)",False,0.4149867763886085,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p6,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.6)",False,0.41075966908381534,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p7,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.7)",False,0.40666910318227917,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p8,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.8)",False,0.4027091356424185,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_2p9,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 2.9)",False,0.39877618642953727,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p0_3p0,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.0, 3.0)",False,0.39485930112692025,0.6615384615384615,0.6666666666666666,0.5409069658719027,0.5351817887582264,0.4633333333333334,1.0,0.0,1.0,0.84,0.0,0.55,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
E5_weights_1p0_1p1_1p0,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 1.1, 1.0)",False,0.46458991720126225,0.8307692307692308,0.8333333333333334,0.8186335403726708,0.8171810797897754,0.8469515669515669,1.0,0.5454545454545454,0.9545454545454546,0.84,0.9230769230769231,0.7777777777777778,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889
