exp_id,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std,test_recall_0_mean,test_recall_0_std,test_recall_1_mean,test_recall_1_std,test_recall_2_mean,test_recall_2_std
E7_baseline_many_seeds,0.8246153846153847,0.08243500019450306,0.8245310245310244,0.08453424372980212,0.817915730816791,0.10169719804938329,0.8178405884343904,0.10001234253296673,0.9393939393939394,0.03139979097689601,0.8170995670995671,0.04916009641012457,0.7170995670995671,0.2532067694948085
