exp_id,seed,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,save_model_pt,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc,fold
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.5943449627269398,0.8636363636363636,0.8571428571428572,0.8603988603988603,0.8616938616938618,0.8777777777777778,1.0,0.7142857142857143,0.8571428571428571,0.8,0.8333333333333334,1.0,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,1
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.3574753620407798,0.9090909090909091,0.9047619047619048,0.9071320836026718,0.9086795557383792,0.9153439153439153,1.0,0.8571428571428571,0.8571428571428571,0.8888888888888888,0.8571428571428571,1.0,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,2
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.40651446851817047,0.8636363636363636,0.875,0.8591880341880342,0.8550990675990676,0.8842592592592592,1.0,0.625,1.0,0.875,1.0,0.7777777777777778,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,3
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.2792990803718567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,4
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.4835775548761541,0.8636363636363636,0.8630952380952381,0.8660256410256411,0.8664335664335664,0.875,0.8571428571428571,0.8571428571428571,0.875,1.0,0.75,0.875,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,5
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.4913460991599343,0.7272727272727273,0.7440476190476191,0.7151515151515152,0.7074380165289256,0.8068181818181818,1.0,0.8571428571428571,0.375,0.875,0.5454545454545454,1.0,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,6
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.5008728724150431,0.7619047619047619,0.7619047619047619,0.7429292929292929,0.7429292929292929,0.7638888888888888,1.0,0.42857142857142855,0.8571428571428571,0.875,0.75,0.6666666666666666,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,7
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.5511190862882704,0.8095238095238095,0.8095238095238094,0.8000000000000002,0.8,0.8083333333333332,1.0,0.5714285714285714,0.8571428571428571,0.875,0.8,0.75,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,8
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.46194638240905034,0.8571428571428571,0.8571428571428572,0.8564102564102565,0.8564102564102566,0.8611111111111112,1.0,0.8571428571428571,0.7142857142857143,1.0,0.75,0.8333333333333334,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,9
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.334220215678215,0.9047619047619048,0.9047619047619048,0.9045177045177045,0.9045177045177045,0.9107142857142857,1.0,0.8571428571428571,0.8571428571428571,0.875,0.8571428571428571,1.0,0.17515719883345268,0.9324324324324325,0.9358974358974359,0.9356919108162889,10
