exp_id,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std,test_recall_0_mean,test_recall_0_std,test_recall_1_mean,test_recall_1_std,test_recall_2_mean,test_recall_2_std
E11_wd_0e+00,0.8461538461538461,,0.8484848484848485,,0.8422266139657445,,0.8411371237458194,,1.0,,0.6818181818181818,,0.8636363636363636,
E11_wd_1em02,0.8153846153846154,,0.8181818181818182,,0.8138981791155704,,0.8120607152045279,,1.0,,0.7727272727272727,,0.6818181818181818,
E11_wd_1em03,0.8615384615384616,,0.8636363636363636,,0.8590840711238256,,0.8582539263986402,,1.0,,0.7272727272727273,,0.8636363636363636,
E11_wd_1em04,0.8615384615384616,,0.8636363636363636,,0.8590840711238256,,0.8582539263986402,,1.0,,0.7272727272727273,,0.8636363636363636,
E11_wd_1em05,0.8615384615384616,,0.8636363636363636,,0.8590840711238256,,0.8582539263986402,,1.0,,0.7272727272727273,,0.8636363636363636,
E11_wd_1em06,0.8461538461538461,,0.8484848484848485,,0.8422266139657445,,0.8411371237458194,,1.0,,0.6818181818181818,,0.8636363636363636,
E11_wd_1em07,0.8615384615384616,,0.8636363636363636,,0.8590840711238256,,0.8582539263986402,,1.0,,0.7272727272727273,,0.8636363636363636,
E11_wd_3em03,0.8307692307692308,,0.8333333333333334,,0.8251455468846772,,0.8237932710173512,,1.0,,0.6363636363636364,,0.8636363636363636,
E11_wd_3em04,0.8615384615384616,,0.8636363636363636,,0.8590840711238256,,0.8582539263986402,,1.0,,0.7272727272727273,,0.8636363636363636,
E11_wd_3em05,0.8461538461538461,,0.8484848484848485,,0.8422266139657445,,0.8411371237458194,,1.0,,0.6818181818181818,,0.8636363636363636,
E11_wd_3em06,0.8461538461538461,,0.8484848484848485,,0.8422266139657445,,0.8411371237458194,,1.0,,0.6818181818181818,,0.8636363636363636,
E11_wd_3em07,0.8461538461538461,,0.8484848484848485,,0.8422266139657445,,0.8411371237458194,,1.0,,0.6818181818181818,,0.8636363636363636,
