exp_id,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std,test_recall_0_mean,test_recall_0_std,test_recall_1_mean,test_recall_1_std,test_recall_2_mean,test_recall_2_std
E8_arch_1024_256,0.8769230769230769,,0.8787878787878788,,0.8755260243632336,,0.8746366811483091,,1.0,,0.7727272727272727,,0.8636363636363636,
E8_arch_128_16,0.8307692307692308,,0.8333333333333334,,0.829703951443082,,0.8284218048766543,,1.0,,0.7727272727272727,,0.7272727272727273,
E8_arch_128_32,0.8,,0.8030303030303031,,0.7978598979718802,,0.7957756912740116,,1.0,,0.7727272727272727,,0.6363636363636364,
E8_arch_128_64,0.8615384615384616,,0.8636363636363636,,0.8590840711238256,,0.8582539263986402,,1.0,,0.7272727272727273,,0.8636363636363636,
E8_arch_128_96,0.9076923076923077,,0.9090909090909092,,0.9069029162052417,,0.9064962944032712,,1.0,,0.8181818181818182,,0.9090909090909091,
E8_arch_160_32,0.6461538461538462,,0.6515151515151515,,0.6132297487619826,,0.608617229846615,,1.0,,0.7272727272727273,,0.22727272727272727,
E8_arch_160_64,0.8461538461538461,,0.8484848484848485,,0.8422266139657445,,0.8411371237458194,,1.0,,0.6818181818181818,,0.8636363636363636,
E8_arch_16_8,0.6923076923076923,,0.6969696969696969,,0.6614906832298136,,0.6576206402293359,,1.0,,0.8181818181818182,,0.2727272727272727,
E8_arch_192_48,0.8461538461538461,,0.8484848484848485,,0.8425925925925926,,0.8411965811965811,,1.0,,0.6818181818181818,,0.8636363636363636,
E8_arch_192_64,0.8461538461538461,,0.8484848484848485,,0.8425925925925926,,0.8411965811965811,,1.0,,0.6818181818181818,,0.8636363636363636,
E8_arch_192_96,0.8461538461538461,,0.8484848484848485,,0.8367552334943639,,0.8355815681902639,,1.0,,0.5909090909090909,,0.9545454545454546,
E8_arch_224_112,0.8769230769230769,,0.8787878787878788,,0.8740740740740741,,0.8731623931623932,,1.0,,0.7272727272727273,,0.9090909090909091,
E8_arch_224_64,0.8615384615384616,,0.8636363636363636,,0.8570543787935092,,0.856193008032473,,1.0,,0.6818181818181818,,0.9090909090909091,
E8_arch_24_12,0.676923076923077,,0.6818181818181818,,0.6701597918989224,,0.6664231198010462,,1.0,,0.5454545454545454,,0.5,
E8_arch_256_128,0.8615384615384616,,0.8636363636363636,,0.8591525006159153,,0.8580112570356473,,1.0,,0.7272727272727273,,0.8636363636363636,
E8_arch_256_32,0.8,,0.8030303030303031,,0.7932367149758454,,0.7913935340022296,,1.0,,0.5909090909090909,,0.8181818181818182,
E8_arch_256_64,0.8,,0.8030303030303031,,0.7970685672478565,,0.7952843378476563,,1.0,,0.6818181818181818,,0.7272727272727273,
E8_arch_320_128,0.8615384615384616,,0.8636363636363636,,0.8591525006159153,,0.8580112570356473,,1.0,,0.7272727272727273,,0.8636363636363636,
E8_arch_320_64,0.8307692307692308,,0.8333333333333334,,0.829014396456257,,0.8274094897350712,,1.0,,0.7272727272727273,,0.7727272727272727,
E8_arch_32_16,0.7692307692307693,,0.7727272727272728,,0.7642117716651878,,0.7619220531021774,,1.0,,0.7727272727272727,,0.5454545454545454,
E8_arch_32_8,0.676923076923077,,0.6818181818181818,,0.6383309319998869,,0.6341045851343333,,1.0,,0.8181818181818182,,0.22727272727272727,
E8_arch_384_128,0.8461538461538461,,0.8484848484848485,,0.8398169336384439,,0.8386903714134835,,1.0,,0.6363636363636364,,0.9090909090909091,
E8_arch_384_192,0.8615384615384616,,0.8636363636363636,,0.8591525006159153,,0.8580112570356473,,1.0,,0.7272727272727273,,0.8636363636363636,
E8_arch_384_64,0.8615384615384616,,0.8636363636363636,,0.8591525006159153,,0.8580112570356473,,1.0,,0.7272727272727273,,0.8636363636363636,
E8_arch_48_16,0.7230769230769231,,0.7272727272727272,,0.7071256038647343,,0.7039576365663323,,1.0,,0.4090909090909091,,0.7727272727272727,
E8_arch_48_24,0.7076923076923077,,0.712121212121212,,0.6967320261437909,,0.6930920060331826,,1.0,,0.7272727272727273,,0.4090909090909091,
E8_arch_512_128,0.8461538461538461,,0.8484848484848485,,0.8404130894612417,,0.838983547247825,,1.0,,0.6363636363636364,,0.9090909090909091,
E8_arch_512_256,0.8615384615384616,,0.8636363636363636,,0.8573764399851357,,0.8562078723951635,,1.0,,0.6818181818181818,,0.9090909090909091,
E8_arch_512_64,0.8769230769230769,,0.8787878787878788,,0.8740740740740741,,0.8731623931623932,,1.0,,0.7272727272727273,,0.9090909090909091,
E8_arch_640_128,0.8307692307692308,,0.8333333333333334,,0.8277408228627742,,0.8261163227016887,,1.0,,0.6818181818181818,,0.8181818181818182,
E8_arch_64_16,0.8,,0.8030303030303031,,0.7955559939825889,,0.7937484942244615,,1.0,,0.6363636363636364,,0.7727272727272727,
E8_arch_64_32,0.7538461538461538,,0.7575757575757577,,0.7395330112721417,,0.736863619472315,,1.0,,0.45454545454545453,,0.8181818181818182,
E8_arch_64_48,0.7076923076923077,,0.712121212121212,,0.7035068290882244,,0.6999710367152228,,1.0,,0.5454545454545454,,0.5909090909090909,
E8_arch_768_128,0.8307692307692308,,0.8333333333333334,,0.8273200325532072,,0.8260012103115509,,1.0,,0.6818181818181818,,0.8181818181818182,
E8_arch_768_256,0.8461538461538461,,0.8484848484848486,,0.8454849498327759,,0.8441334362404597,,1.0,,0.8181818181818182,,0.7272727272727273,
E8_arch_80_32,0.7076923076923077,,0.7121212121212123,,0.6954954954954955,,0.6918364518364518,,1.0,,0.4090909090909091,,0.7272727272727273,
E8_arch_96_32,0.8615384615384616,,0.8636363636363636,,0.8544724187647406,,0.8535713255417233,,1.0,,0.6363636363636364,,0.9545454545454546,
E8_arch_96_48,0.8615384615384616,,0.8636363636363636,,0.8603912882982651,,0.8592691029900333,,1.0,,0.7727272727272727,,0.8181818181818182,
