,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.8425 ± 0.0249,0.6437 ± 0.0495,0.6650 ± 0.0549,0.6373 ± 0.0335,0.8405 ± 0.0321,0.8559 ± 0.0133,0.8425 ± 0.0249,0.8448 ± 0.0177,0.9005 ± 0.0261,0.7159 ± 0.0174,"[OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 26, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 18}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 5, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__min_samples_split': 18}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 15}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 20})]"
random_forest,0.8993 ± 0.0145,0.7486 ± 0.0471,0.7303 ± 0.0565,0.7279 ± 0.0396,0.9524 ± 0.0056,0.9005 ± 0.0097,0.8993 ± 0.0145,0.8976 ± 0.0122,0.9631 ± 0.0070,0.7877 ± 0.0161,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 10, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 6, 'model__n_estimators': 231}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 13, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 13, 'model__n_estimators': 589}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2, 'model__n_estimators': 536}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 9, 'model__n_estimators': 411}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 11, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 3, 'model__n_estimators': 800})]"
extra_trees,0.8927 ± 0.0218,0.7289 ± 0.0566,0.7261 ± 0.0530,0.7122 ± 0.0365,0.9509 ± 0.0067,0.8990 ± 0.0113,0.8927 ± 0.0218,0.8930 ± 0.0171,0.9620 ± 0.0074,0.7772 ± 0.0179,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 22, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 9, 'model__n_estimators': 327}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 13, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 27, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 16, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 27, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 6, 'model__n_estimators': 758}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 16, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 6, 'model__n_estimators': 538})]"
xgboost,0.8905 ± 0.0165,0.7852 ± 0.1078,0.6739 ± 0.0425,0.6930 ± 0.0513,0.9275 ± 0.0164,0.8870 ± 0.0192,0.8905 ± 0.0165,0.8851 ± 0.0154,0.9536 ± 0.0058,0.7326 ± 0.0196,"[OrderedDict({'model__colsample_bytree': 0.6995505646082034, 'model__gamma': 1.4537728545041375, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 8, 'model__min_child_weight': 6, 'model__n_estimators': 345, 'model__reg_alpha': 0.005431265068924181, 'model__reg_lambda': 1.3687133133930709e-08, 'model__subsample': 0.763978251653561}), OrderedDict({'model__colsample_bytree': 0.8542006413918376, 'model__gamma': 4.011989008860516e-07, 'model__learning_rate': 0.07155996478266496, 'model__max_depth': 10, 'model__min_child_weight': 7, 'model__n_estimators': 600, 'model__reg_alpha': 0.00022788347144835509, 'model__reg_lambda': 8.335791684867788e-07, 'model__subsample': 0.6637642139487959}), OrderedDict({'model__colsample_bytree': 0.6677386934570919, 'model__gamma': 0.003955994450255151, 'model__learning_rate': 0.04067173751139507, 'model__max_depth': 3, 'model__min_child_weight': 2, 'model__n_estimators': 543, 'model__reg_alpha': 1.3179721276496273e-05, 'model__reg_lambda': 1e-08, 'model__subsample': 0.9247099910611871}), OrderedDict({'model__colsample_bytree': 0.7839432425343061, 'model__gamma': 0.13245845178025062, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 5, 'model__min_child_weight': 8, 'model__n_estimators': 536, 'model__reg_alpha': 3.7752676537695854e-05, 'model__reg_lambda': 0.13795608530571987, 'model__subsample': 0.6809398608635606}), OrderedDict({'model__colsample_bytree': 0.7922153817733149, 'model__gamma': 1.2934723996177146e-08, 'model__learning_rate': 0.15066049649288168, 'model__max_depth': 8, 'model__min_child_weight': 4, 'model__n_estimators': 406, 'model__reg_alpha': 0.06354549505081371, 'model__reg_lambda': 1.208045068273163e-06, 'model__subsample': 0.6863398886841874}), OrderedDict({'model__colsample_bytree': 0.7728343665309172, 'model__gamma': 0.0010637975139361044, 'model__learning_rate': 0.05266778214614963, 'model__max_depth': 8, 'model__min_child_weight': 2, 'model__n_estimators': 341, 'model__reg_alpha': 0.013238458002573663, 'model__reg_lambda': 1e-08, 'model__subsample': 0.7451850308640691}), OrderedDict({'model__colsample_bytree': 0.6175190329966785, 'model__gamma': 0.023605030001444274, 'model__learning_rate': 0.2072763222920374, 'model__max_depth': 4, 'model__min_child_weight': 5, 'model__n_estimators': 200, 'model__reg_alpha': 0.006606179041882032, 'model__reg_lambda': 2.947273848573772, 'model__subsample': 0.6299452237115181}), OrderedDict({'model__colsample_bytree': 0.9808564412905577, 'model__gamma': 0.001693318081357551, 'model__learning_rate': 0.1781503688092686, 'model__max_depth': 8, 'model__min_child_weight': 8, 'model__n_estimators': 249, 'model__reg_alpha': 1.441523750088394e-08, 'model__reg_lambda': 0.0004318035422268503, 'model__subsample': 0.8024138420147979}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 0.042143196820146125, 'model__learning_rate': 0.052153024777378064, 'model__max_depth': 8, 'model__min_child_weight': 2, 'model__n_estimators': 294, 'model__reg_alpha': 0.0009158122931372975, 'model__reg_lambda': 9.466031459082399e-05, 'model__subsample': 0.758295735606424}), OrderedDict({'model__colsample_bytree': 0.76264168641809, 'model__gamma': 0.8776592595602933, 'model__learning_rate': 0.25405611059407246, 'model__max_depth': 6, 'model__min_child_weight': 4, 'model__n_estimators': 429, 'model__reg_alpha': 2.8967170280690214e-06, 'model__reg_lambda': 4.901363230791864, 'model__subsample': 0.9570123220602385})]"
adaboost,0.8795 ± 0.0165,0.7077 ± 0.0452,0.7026 ± 0.0458,0.6980 ± 0.0387,0.9143 ± 0.0206,0.8822 ± 0.0100,0.8795 ± 0.0165,0.8795 ± 0.0135,0.9228 ± 0.0269,0.7514 ± 0.0181,"[OrderedDict({'model__learning_rate': 0.0888502829926215, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.4653136379517426, 'model__n_estimators': 197}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.19766041698324877, 'model__n_estimators': 258}), OrderedDict({'model__learning_rate': 0.6308318418884326, 'model__n_estimators': 240}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 249}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 144}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 141}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 485}), OrderedDict({'model__learning_rate': 0.13763622863594693, 'model__n_estimators': 215})]"
svm,0.8729 ± 0.0242,0.6848 ± 0.0291,0.7143 ± 0.0540,0.6825 ± 0.0271,0.9455 ± 0.0063,0.8921 ± 0.0098,0.8729 ± 0.0242,0.8765 ± 0.0169,0.9588 ± 0.0060,0.7396 ± 0.0213,"[OrderedDict({'model__C': 3.411488242917901, 'model__class_weight': 'balanced', 'model__gamma': 0.010926075299947598, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.4104187590827318, 'model__class_weight': 'balanced', 'model__gamma': 0.01758258942843597, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.7721294034426047, 'model__class_weight': 'balanced', 'model__gamma': 0.02379005043025496, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.9002899747606787, 'model__class_weight': 'balanced', 'model__gamma': 0.03788709636129442, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 86.8421335226477, 'model__class_weight': 'balanced', 'model__gamma': 4.2626357557739406e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.6844244038068854, 'model__class_weight': 'balanced', 'model__gamma': 0.019892821869603398, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 17.940840488619134, 'model__class_weight': 'balanced', 'model__gamma': 0.0003165390741117011, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.9006265619228893, 'model__class_weight': 'balanced', 'model__gamma': 0.025576311041465558, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 3.484498206502318, 'model__class_weight': 'balanced', 'model__gamma': 0.003507324813708112, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.6580719520188814, 'model__class_weight': 'balanced', 'model__gamma': 0.01762406452139568, 'model__kernel': 'rbf'})]"
logistic_regression,0.8751 ± 0.0196,0.6761 ± 0.0575,0.6879 ± 0.0550,0.6698 ± 0.0428,0.9370 ± 0.0138,0.8865 ± 0.0158,0.8751 ± 0.0196,0.8770 ± 0.0173,0.9484 ± 0.0136,0.7405 ± 0.0184,"[OrderedDict({'model__C': 1.2467173514665195, 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.17711330447659812, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.05500721250423833, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.20562068974726946, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.11921828385022193, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 2.5361101250718456, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.29891539649547977, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.23222586562913097, 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.11675940102911984, 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.5040529386183406, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'})]"
knn,0.8667 ± 0.0121,0.6445 ± 0.1130,0.6110 ± 0.0221,0.6080 ± 0.0360,0.8389 ± 0.0225,0.8618 ± 0.0127,0.8667 ± 0.0121,0.8567 ± 0.0127,0.9208 ± 0.0079,0.6362 ± 0.0257,"[OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.8260 ± 0.0227,0.6634 ± 0.0174,0.8047 ± 0.0375,0.6743 ± 0.0234,0.9047 ± 0.0271,0.8846 ± 0.0163,0.8260 ± 0.0227,0.8447 ± 0.0201,0.9267 ± 0.0108,0.6967 ± 0.0212,"[OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 1.5783879853890547e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 2.2364202820542707e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07})]"
